date,Chain,TVL
2022-09-18,Energi,1412467
2022-09-18,Cardano,86657484
2022-09-18,Celo,126055810
2022-09-18,Conflux,7585066
2022-09-18,CosmosHub,0
2022-09-18,Coti,0
2022-09-18,CSC,1013666
2022-09-18,Curio,19416
2022-09-18,Elastos,3173174
2022-09-18,Doge,127834
2022-09-18,Dogechain,12056666
2022-09-18,Echelon,0
2022-09-18,Cronos,837175413
2022-09-18,Crescent,16224992
2022-09-18,DFK,12834102
2022-09-18,Callisto,1819113
2022-09-18,Kava,269375187
2022-09-18,Canto,93068451
2022-09-18,EthereumClassic,814696
2022-09-18,Evmos,1304057
2022-09-18,Fantom,440540785
2022-09-18,Filecoin,0
2022-09-18,Findora,919408
2022-09-18,HPB,81868
2022-09-18,Ethereum,29038733447
2022-09-18,Karura,15041045
2022-09-18,Everscale,28321505
2022-09-18,Gnosis,140127975
2022-09-18,GoChain,22884
2022-09-18,Godwoken,7417487
2022-09-18,Flow,3888398
2022-09-18,Fuse,1512822
2022-09-18,Fusion,138134039
2022-09-18,Genshiro,1072894
2022-09-18,GodwokenV1,7341934
2022-09-18,IoTeX,31948399
2022-09-18,Harmony,28645201
2022-09-18,Heiko,5512716
2022-09-18,Hoo,386404
2022-09-18,Hydra,2151067
2022-09-18,ICP,866414
2022-09-18,Icon,29095074
2022-09-18,Heco,84454100
2022-09-18,Hedera,16835186
2022-09-18,Interlay,4489451
2022-09-18,KCC,50869270
2022-09-18,Kadena,7419815
2022-09-18,Kaia,327444504
2022-09-18,Kardia,8829861
2022-09-18,EnergyWeb,842879
2022-09-18,Ergo,2598973
2022-09-18,Juno,29187916
2022-09-18,Carbon,1462729
2022-09-18,Bitcoin,104998172
2022-09-18,Rootstock,56201602
2022-09-18,Lamden,487350
2022-09-18,MAP Protocol,645129
2022-09-18,Meter,494946
2022-09-18,Metis,47400111
2022-09-18,Milkomeda C1 (Deprecated),9059113
2022-09-18,OKTChain,9457155
2022-09-18,Moonriver,69432295
2022-09-18,Shiden,367808
2022-09-18,Nuls,2665601
2022-09-18,Nahmii,1501761
2022-09-18,Near,288088418
2022-09-18,Nova Network,185404
2022-09-18,Moonbeam,57187343
2022-09-18,MultiVAC,9944
2022-09-18,Mixin,270283799
2022-09-18,NEO,40666868
2022-09-18,Lachain,73564
2022-09-18,MultiversX,143331397
2022-09-18,Secret,10059529
2022-09-18,Ontology,28099138
2022-09-18,OntologyEVM,3261741
2022-09-18,Osmosis,253669453
2022-09-18,Palm,826
2022-09-18,Parallel,43993601
2022-09-18,OP Mainnet,840123001
2022-09-18,Polis,89492
2022-09-18,Polygon,1265053861
2022-09-18,REIchain,17002
2022-09-18,Kujira,3269719
2022-09-18,Ronin,60386479
2022-09-18,SX Network,4269617
2022-09-18,Oasis Emerald,24762563
2022-09-18,Obyte,836792
2022-09-18,REI,328031
2022-09-18,Sifchain,5457819
2022-09-18,Litecoin,350310
2022-09-18,Vision,8045239
2022-09-18,Stacks,13207243
2022-09-18,Starcoin,1706412
2022-09-18,Stellar,8246365
2022-09-18,Syscoin,1061428
2022-09-18,Telos,31876857
2022-09-18,Songbird,5599643
2022-09-18,Sora,2114946
2022-09-18,Terra Classic,9867305
2022-09-18,Theta,26082950
2022-09-18,Thorchain,117158500
2022-09-18,ThunderCore,6661017
2022-09-18,Tombchain,2469734
2022-09-18,Solana,1298551001
2022-09-18,Velas,6478883
2022-09-18,Tezos,44471182
2022-09-18,Ubiq,216334
2022-09-18,Terra2,35673874
2022-09-18,Vaulta,122955847
2022-09-18,Tron,5714003838
2022-09-18,Wanchain,9972711
2022-09-18,Waves,201812756
2022-09-18,VeChain,3808560
2022-09-18,Wax,1296597
2022-09-18,Ultron,8024731
2022-09-18,Viction,817422
2022-09-18,Vite,5741274
2022-09-18,ZYX,99520
2022-09-18,Zilliqa,6903037
2022-09-18,smartBCH,5840081
2022-09-18,XDC,437567
2022-09-18,XPR Network,12742338
2022-09-18,ZKsync Era,0
2022-09-18,ZKsync Lite,0
2022-09-25,AB,174565
2022-09-25,Acala,56243639
2022-09-25,Aeternity,2670
2022-09-25,Algorand,152436679
2022-09-25,Arbitrum,902133789
2022-09-25,Boba,3778275
2022-09-25,Arbitrum Nova,540198
2022-09-25,Aurora,131043137
2022-09-25,Avalanche,1599987981
2022-09-25,BSC,5748688437
2022-09-25,Bifrost,2727096
2022-09-25,Bitcoin,100549653
2022-09-25,Bitgert,5575319
2022-09-25,Kujira,3208370
2022-09-25,Astar,37820335
2022-09-25,Kava,292632138
2022-09-25,Doge,130624
2022-09-25,Curio,20231
2022-09-25,Findora,926323
2022-09-25,Carbon,1406718
2022-09-25,Cardano,80628409
2022-09-25,Celo,127343301
2022-09-25,Conflux,7107797
2022-09-25,CosmosHub,0
2022-09-25,Bittorrent,11222
2022-09-25,DFK,13772240
2022-09-25,Cronos,839487261
2022-09-25,Dogechain,7593238
2022-09-25,Echelon,0
2022-09-25,Crescent,14376204
2022-09-25,Coti,0
2022-09-25,CSC,1053202
2022-09-25,CLV,40567
2022-09-25,DefiChain,486748919
2022-09-25,Fuse,1415006
2022-09-25,Heiko,5240300
2022-09-25,Hydra,1743383
2022-09-25,Evmos,1105083
2022-09-25,Fantom,419311409
2022-09-25,Filecoin,0
2022-09-25,Ethereum,28805655648
2022-09-25,EthereumClassic,649622
2022-09-25,EthereumPoW,424783
2022-09-25,Everscale,27256421
2022-09-25,Genshiro,1097822
2022-09-25,Gnosis,146154497
2022-09-25,GoChain,20698
2022-09-25,Callisto,2079018
2022-09-25,Flow,3749664
2022-09-25,Elastos,3116682
2022-09-25,Fusion,137049741
2022-09-25,Godwoken,6992163
2022-09-25,Icon,22154050
2022-09-25,HPB,82040
2022-09-25,Hoo,413896
2022-09-25,EnergyWeb,791701
2022-09-25,ICP,814887
2022-09-25,Heco,74609232
2022-09-25,Interlay,4097438
2022-09-25,IoTeX,32109347
2022-09-25,Juno,25635047
2022-09-25,KCC,49808087
2022-09-25,Kadena,6666325
2022-09-25,Kaia,333954974
2022-09-25,Kardia,8303429
2022-09-25,Karura,13948266
2022-09-25,Harmony,23410879
2022-09-25,Ergo,1853326
2022-09-25,Hedera,18744490
2022-09-25,GodwokenV1,6924886
2022-09-25,Secret,7029112
2022-09-25,Energi,1412861
2022-09-25,smartBCH,5637506
2022-09-25,Shiden,372024
2022-09-25,Lamden,525059
2022-09-25,Litecoin,328511
2022-09-25,MAP Protocol,576250
2022-09-25,Meter,239180
2022-09-25,Metis,47259225
2022-09-25,MultiversX,135653355
2022-09-25,OKTChain,23053178
2022-09-25,Moonbeam,57420435
2022-09-25,Nahmii,1416787
2022-09-25,Near,277201733
2022-09-25,Mixin,260178864
2022-09-25,Milkomeda C1 (Deprecated),8547160
2022-09-25,Nuls,2528120
2022-09-25,Moonriver,66437449
2022-09-25,MultiVAC,8370
2022-09-25,OP Mainnet,836613579
2022-09-25,Kintsugi,1716283
2022-09-25,Canto,63120253
2022-09-25,Oasis Emerald,24278934
2022-09-25,Obyte,791349
2022-09-25,Ontology,27427883
2022-09-25,OntologyEVM,3227110
2022-09-25,Osmosis,221651147
2022-09-25,SX Network,4865342
2022-09-25,Palm,813
2022-09-25,Polis,38412
2022-09-25,Polygon,1179718139
2022-09-25,REI,307252
2022-09-25,REIchain,17021
2022-09-25,Ronin,56476816
2022-09-25,Rootstock,51830884
2022-09-25,Parallel,38140807
2022-09-25,XPR Network,8583143
2022-09-25,NEO,38691662
2022-09-25,Ultron,8787840
2022-09-25,Starcoin,1532921
2022-09-25,Stellar,8404721
2022-09-25,Solana,1256333713
2022-09-25,Telos,33186194
2022-09-25,Sora,2469587
2022-09-25,Terra2,32763098
2022-09-25,Tezos,39779306
2022-09-25,Theta,22722334
2022-09-25,Thorchain,108510015
2022-09-25,ThunderCore,6515559
2022-09-25,Tombchain,2387970
2022-09-25,Tron,5503779776
2022-09-25,Sifchain,8627733
2022-09-25,Songbird,5141699
2022-09-25,Velas,6177755
2022-09-25,Stacks,12306432
2022-09-25,Ubiq,206606
2022-09-25,Terra Classic,8064452
2022-09-25,Vaulta,107137827
2022-09-25,Vite,5152648
2022-09-25,Syscoin,920657
2022-09-25,Waves,194616269
2022-09-25,VeChain,3483684
2022-09-25,Wax,1138674
2022-09-25,Viction,781254
2022-09-25,Vision,9949171
2022-09-25,Wanchain,10167684
2022-09-25,ZYX,94603
2022-09-25,Zilliqa,6405106
2022-09-25,Lachain,63175
2022-09-25,XDC,427099
2022-09-25,Nova Network,147162
2022-09-25,ZKsync Era,0
2022-09-25,ZKsync Lite,0
2022-10-02,AB,168777
2022-10-02,Acala,54370955
2022-10-02,Arbitrum,908015043
2022-10-02,Arbitrum Nova,549149
2022-10-02,Astar,36438816
2022-10-02,Aurora,130064979
2022-10-02,Bifrost,2770025
2022-10-02,Bitgert,6313408
2022-10-02,Bitcoin,104232782
2022-10-02,Bittorrent,12397
2022-10-02,Boba,3671457
2022-10-02,Kava,287288491
2022-10-02,Avalanche,1611388633
2022-10-02,Obyte,812429
2022-10-02,BSC,5783566661
2022-10-02,CLV,42272
2022-10-02,Conflux,6981342
2022-10-02,Callisto,2480771
2022-10-02,Energi,1428036
2022-10-02,CosmosHub,0
2022-10-02,Coti,0
2022-10-02,Crescent,12938709
2022-10-02,Carbon,1441774
2022-10-02,Cronos,824684624
2022-10-02,Celo,125692970
2022-10-02,Curio,17315
2022-10-02,DefiChain,453290821
2022-10-02,Doge,125430
2022-10-02,Dogechain,6178286
2022-10-02,Echelon,0
2022-10-02,Cube,5065475
2022-10-02,CSC,1036553
2022-10-02,DFK,14529715
2022-10-02,Cardano,76216462
2022-10-02,GoChain,21291
2022-10-02,Hydra,1689077
2022-10-02,Ethereum,29615689116
2022-10-02,Godwoken,6977392
2022-10-02,GodwokenV1,7038244
2022-10-02,Everscale,24943873
2022-10-02,Evmos,1047367
2022-10-02,Filecoin,0
2022-10-02,Findora,802667
2022-10-02,EthereumPoW,1321686
2022-10-02,FunctionX,119049
2022-10-02,Fusion,137162941
2022-10-02,Genshiro,1103108
2022-10-02,Flow,3755841
2022-10-02,Gnosis,137587387
2022-10-02,Fuse,1425313
2022-10-02,Fantom,399845590
2022-10-02,EthereumClassic,622859
2022-10-02,Icon,27642096
2022-10-02,HPB,80059
2022-10-02,Harmony,27549690
2022-10-02,Heco,75247648
2022-10-02,Hedera,18009123
2022-10-02,Heiko,5181827
2022-10-02,Hoo,478511
2022-10-02,ICP,821519
2022-10-02,Interlay,4068925
2022-10-02,IoTeX,31143618
2022-10-02,Juno,22081121
2022-10-02,KCC,50071155
2022-10-02,Kadena,6352618
2022-10-02,Kaia,315556280
2022-10-02,EnergyWeb,786631
2022-10-02,Kardia,4174144
2022-10-02,Ergo,1531512
2022-10-02,Canto,63193573
2022-10-02,Elastos,3170011
2022-10-02,Karura,14106893
2022-10-02,Ontology,27716830
2022-10-02,Kintsugi,1784680
2022-10-02,MAP Protocol,571864
2022-10-02,Meter,3406143
2022-10-02,Metis,46364251
2022-10-02,Milkomeda C1 (Deprecated),8176706
2022-10-02,Lachain,66405
2022-10-02,Mixin,262760535
2022-10-02,Litecoin,324704
2022-10-02,Moonriver,65640088
2022-10-02,MultiversX,135073404
2022-10-02,NEO,40473012
2022-10-02,Nahmii,1312147
2022-10-02,Nova Network,167009
2022-10-02,Moonbeam,63365886
2022-10-02,Kujira,2864773
2022-10-02,MultiVAC,9024
2022-10-02,Near,279075686
2022-10-02,Lamden,522889
2022-10-02,Nuls,2524383
2022-10-02,Algorand,136526375
2022-10-02,OP Mainnet,903667260
2022-10-02,Oasis Emerald,23716584
2022-10-02,OntologyEVM,3249752
2022-10-02,Osmosis,209227736
2022-10-02,Palm,813
2022-10-02,Polygon,1205237882
2022-10-02,REIchain,17090
2022-10-02,REI,310490
2022-10-02,Ronin,57460870
2022-10-02,Rootstock,52272919
2022-10-02,OKTChain,22761594
2022-10-02,Parallel,39668871
2022-10-02,Aeternity,2640
2022-10-02,Polis,33733
2022-10-02,Zilliqa,6191105
2022-10-02,Ultron,9050081
2022-10-02,Secret,6979767
2022-10-02,Velas,6436453
2022-10-02,Sora,2467637
2022-10-02,Stacks,11944889
2022-10-02,Starcoin,1581082
2022-10-02,Stellar,8468726
2022-10-02,Telos,31900311
2022-10-02,Terra2,34172305
2022-10-02,Tezos,37496038
2022-10-02,Theta,20785533
2022-10-02,Thorchain,104285823
2022-10-02,ThunderCore,4182730
2022-10-02,Tombchain,2474515
2022-10-02,Sifchain,3570284
2022-10-02,Shiden,365385
2022-10-02,VeChain,3489187
2022-10-02,SX Network,5626548
2022-10-02,Songbird,4907743
2022-10-02,Solana,1279312645
2022-10-02,Terra Classic,8507038
2022-10-02,Vision,11449983
2022-10-02,Ubiq,230837
2022-10-02,Tron,5690897261
2022-10-02,Vite,5378508
2022-10-02,Wanchain,10213505
2022-10-02,Waves,185065279
2022-10-02,XDC,497792
2022-10-02,ZKsync Era,0
2022-10-02,Viction,782640
2022-10-02,smartBCH,5513273
2022-10-02,ZYX,93674
2022-10-02,XPR Network,6640093
2022-10-02,Wax,1073911
2022-10-02,Vaulta,106570541
2022-10-02,Syscoin,909399
2022-10-02,ZKsync Lite,0
2022-10-09,Astar,36122371
2022-10-09,Aurora,130255256
2022-10-09,Aeternity,2739
2022-10-09,Algorand,114723928
2022-10-09,Arbitrum,930574016
2022-10-09,Arbitrum Nova,558604
2022-10-09,Bittorrent,12978
2022-10-09,Avalanche,1437200232
2022-10-09,Bifrost,2776122
2022-10-09,Bitcoin,105607453
2022-10-09,Bitcoincash,175899
2022-10-09,Bitgert,5919350
2022-10-09,AB,168759
2022-10-09,Acala,51840224
2022-10-09,BSC,5843419520
2022-10-09,Boba,3564711
2022-10-09,Carbon,1407133
2022-10-09,CSC,964205
2022-10-09,Elastos,3362152
2022-10-09,Cardano,74810675
2022-10-09,Celo,122937133
2022-10-09,Conflux,6946670
2022-10-09,CosmosHub,0
2022-10-09,Callisto,2516403
2022-10-09,Echelon,0
2022-10-09,Coti,0
2022-10-09,Cube,3454808
2022-10-09,DFK,14489039
2022-10-09,Doge,127293
2022-10-09,Dogechain,5890848
2022-10-09,Crescent,12717856
2022-10-09,CLV,41549
2022-10-09,Cronos,818830272
2022-10-09,Canto,62508904
2022-10-09,Gnosis,133415098
2022-10-09,GoChain,21113
2022-10-09,Godwoken,6384505
2022-10-09,Hydra,1815139
2022-10-09,EthereumClassic,602872
2022-10-09,EthereumPoW,2513596
2022-10-09,Everscale,23835817
2022-10-09,Fantom,409596824
2022-10-09,Evmos,1614146
2022-10-09,Ergo,1671319
2022-10-09,Filecoin,0
2022-10-09,Ethereum,29612894838
2022-10-09,FunctionX,130559
2022-10-09,Fuse,1425375
2022-10-09,Fusion,137784484
2022-10-09,Genshiro,1055449
2022-10-09,Kardia,4092506
2022-10-09,GodwokenV1,6383029
2022-10-09,Karura,16222338
2022-10-09,Curio,20962
2022-10-09,ICP,767626
2022-10-09,IoTeX,31349857
2022-10-09,Heco,73326883
2022-10-09,Hedera,16879093
2022-10-09,Heiko,6040264
2022-10-09,Findora,754544
2022-10-09,Flow,3759655
2022-10-09,Hoo,520283
2022-10-09,HPB,80044
2022-10-09,Harmony,28097295
2022-10-09,Icon,27409585
2022-10-09,Juno,21438692
2022-10-09,KCC,49412085
2022-10-09,Kadena,6253717
2022-10-09,Kaia,300084597
2022-10-09,Energi,1426425
2022-10-09,EnergyWeb,759551
2022-10-09,Interlay,4109387
2022-10-09,DefiChain,442955534
2022-10-09,NEO,40352230
2022-10-09,Tombchain,2224400
2022-10-09,Lamden,519052
2022-10-09,Litecoin,324152
2022-10-09,MAP Protocol,573190
2022-10-09,Meter,3182346
2022-10-09,Metis,52097363
2022-10-09,SX Network,6615312
2022-10-09,Secret,6915170
2022-10-09,Milkomeda C1 (Deprecated),7496721
2022-10-09,Moonriver,65237770
2022-10-09,MultiversX,149279143
2022-10-09,Nahmii,1349020
2022-10-09,Nova Network,162872
2022-10-09,Mixin,263753629
2022-10-09,Kujira,3057121
2022-10-09,Moonbeam,66310162
2022-10-09,Near,266610018
2022-10-09,Lachain,58462
2022-10-09,Nuls,2548647
2022-10-09,Osmosis,218077535
2022-10-09,Palm,729
2022-10-09,Oasis Emerald,23623169
2022-10-09,Obyte,838827
2022-10-09,Ontology,27813017
2022-10-09,OntologyEVM,3228112
2022-10-09,Rootstock,51478221
2022-10-09,Parallel,39955218
2022-10-09,Polygon,1189397121
2022-10-09,REI,309802
2022-10-09,REIchain,17029
2022-10-09,Ronin,58156099
2022-10-09,OKTChain,22771710
2022-10-09,OP Mainnet,922906888
2022-10-09,Polis,24660
2022-10-09,Zilliqa,6243083
2022-10-09,Ultron,9486624
2022-10-09,MultiVAC,10076
2022-10-09,Ubiq,323067
2022-10-09,Sora,2882349
2022-10-09,Stacks,11623568
2022-10-09,smartBCH,5606471
2022-10-09,XDC,1015844
2022-10-09,Starcoin,1559024
2022-10-09,Solana,1275999676
2022-10-09,Songbird,5254086
2022-10-09,Telos,29507759
2022-10-09,Tezos,29850991
2022-10-09,Theta,19488978
2022-10-09,Thorchain,105133416
2022-10-09,ThunderCore,4219781
2022-10-09,Sifchain,3306820
2022-10-09,Vaulta,100216964
2022-10-09,Terra2,39446938
2022-10-09,Terra Classic,8127248
2022-10-09,Syscoin,1035738
2022-10-09,Kava,278268355
2022-10-09,Stellar,8529616
2022-10-09,Viction,779083
2022-10-09,Vision,12106818
2022-10-09,Vite,5293186
2022-10-09,Waves,175028996
2022-10-09,Wanchain,10096903
2022-10-09,VeChain,3438503
2022-10-09,Wax,911374
2022-10-09,Velas,6532679
2022-10-09,ZKsync Era,0
2022-10-09,ZKsync Lite,0
2022-10-09,ZYX,91208
2022-10-09,Kintsugi,1809886
2022-10-09,Tron,5735029094
2022-10-09,Shiden,364862
2022-10-09,XPR Network,6665386
2022-10-16,Elastos,3145045
2022-10-16,Algorand,158690524
2022-10-16,Arbitrum,922526194
2022-10-16,Arbitrum Nova,552414
2022-10-16,Aurora,124231676
2022-10-16,BSC,5746586369
2022-10-16,Icon,25248219
2022-10-16,Bitcoin,104518734
2022-10-16,Bitcoincash,165390
2022-10-16,Bitgert,5498194
2022-10-16,Echelon,0
2022-10-16,Acala,49694644
2022-10-16,EnergyWeb,769626
2022-10-16,Aeternity,2687
2022-10-16,Bifrost,2834682
2022-10-16,Astar,37469713
2022-10-16,CosmosHub,0
2022-10-16,Avalanche,1390603022
2022-10-16,Doge,122147
2022-10-16,CSC,1051195
2022-10-16,Coti,0
2022-10-16,Cronos,797144581
2022-10-16,Bittorrent,13853
2022-10-16,Curio,10450
2022-10-16,DefiChain,429409051
2022-10-16,Dogechain,5789519
2022-10-16,Crescent,10855916
2022-10-16,CLV,28808
2022-10-16,Boba,3738297
2022-10-16,Karura,14969113
2022-10-16,DFK,9793309
2022-10-16,Cardano,65766241
2022-10-16,AB,167085
2022-10-16,Callisto,2435866
2022-10-16,EthereumClassic,536876
2022-10-16,Juno,18095400
2022-10-16,Heiko,5986638
2022-10-16,Fantom,431210811
2022-10-16,Filecoin,0
2022-10-16,Evmos,2735991
2022-10-16,Flow,3709105
2022-10-16,Fuse,1313677
2022-10-16,Ethereum,28690561135
2022-10-16,Everscale,22205004
2022-10-16,Genshiro,1051466
2022-10-16,Findora,739609
2022-10-16,Carbon,1399174
2022-10-16,FunctionX,145579
2022-10-16,GoChain,15577
2022-10-16,Fusion,137232635
2022-10-16,Conflux,6796723
2022-10-16,Gnosis,108578527
2022-10-16,Ergo,1377216
2022-10-16,EthereumPoW,3548275
2022-10-16,ICP,523963
2022-10-16,Energi,1358528
2022-10-16,Hydra,1995070
2022-10-16,GodwokenV1,6333099
2022-10-16,Harmony,26501387
2022-10-16,Interlay,4626004
2022-10-16,Heco,93774386
2022-10-16,IoTeX,29391472
2022-10-16,KCC,50750880
2022-10-16,Kadena,5632458
2022-10-16,Kaia,296132765
2022-10-16,Kardia,3937561
2022-10-16,Godwoken,6281590
2022-10-16,HPB,65964
2022-10-16,Canto,77418913
2022-10-16,Hoo,559350
2022-10-16,Hedera,17469755
2022-10-16,Celo,119091281
2022-10-16,Cube,2992137
2022-10-16,MultiVAC,10886
2022-10-16,Meter,3110468
2022-10-16,Metis,52202947
2022-10-16,Milkomeda C1 (Deprecated),6470488
2022-10-16,Nova Network,157882
2022-10-16,Mixin,257643987
2022-10-16,Moonriver,65688650
2022-10-16,Parallel,40004418
2022-10-16,MultiversX,153681483
2022-10-16,Nahmii,1264409
2022-10-16,Nuls,2506247
2022-10-16,Moonbeam,68650884
2022-10-16,Lachain,51614
2022-10-16,OKTChain,24394189
2022-10-16,Kava,264326033
2022-10-16,NEO,37937829
2022-10-16,MAP Protocol,536316
2022-10-16,Osmosis,202255828
2022-10-16,Polygon,1153882884
2022-10-16,Secret,6862206
2022-10-16,SX Network,6310221
2022-10-16,Obyte,905763
2022-10-16,Ontology,26155818
2022-10-16,OntologyEVM,3164825
2022-10-16,Palm,725
2022-10-16,Polis,30023
2022-10-16,Tron,5695650287
2022-10-16,REI,307194
2022-10-16,REIchain,17049
2022-10-16,Ronin,57552790
2022-10-16,Rootstock,51899006
2022-10-16,OP Mainnet,919083503
2022-10-16,Shiden,372451
2022-10-16,Oasis Emerald,23454450
2022-10-16,Viction,573052
2022-10-16,Tezos,55941966
2022-10-16,Near,254971591
2022-10-16,Wanchain,8916185
2022-10-16,Stellar,7994545
2022-10-16,Syscoin,803154
2022-10-16,Solana,876726168
2022-10-16,Terra Classic,9561077
2022-10-16,Songbird,5488919
2022-10-16,Stacks,10615855
2022-10-16,Theta,17527641
2022-10-16,Starcoin,1503414
2022-10-16,Thorchain,100148348
2022-10-16,Tombchain,1805384
2022-10-16,Ubiq,372259
2022-10-16,Sifchain,2383495
2022-10-16,Kintsugi,1739031
2022-10-16,Ultron,9816962
2022-10-16,Sora,3027962
2022-10-16,Lamden,245422
2022-10-16,ThunderCore,4072577
2022-10-16,Telos,28686947
2022-10-16,Terra2,40539110
2022-10-16,Waves,162216188
2022-10-16,Vision,11101584
2022-10-16,Wax,881108
2022-10-16,XDC,1005459
2022-10-16,ZKsync Era,0
2022-10-16,Velas,5750724
2022-10-16,ZYX,86862
2022-10-16,smartBCH,5372464
2022-10-16,Vite,5140589
2022-10-16,XPR Network,6416343
2022-10-16,VeChain,3357527
2022-10-16,ZKsync Lite,0
2022-10-16,Litecoin,311748
2022-10-16,Zilliqa,5956561
2022-10-16,Vaulta,92878478
2022-10-16,Kujira,2596497
2022-10-23,OP Mainnet,906218237
2022-10-23,Astar,37309698
2022-10-23,Arbitrum Nova,567544
2022-10-23,Algorand,169952933
2022-10-23,Aptos,8453879
2022-10-23,Arbitrum,917629988
2022-10-23,Bittorrent,13831
2022-10-23,Aurora,122661581
2022-10-23,BSC,5733014897
2022-10-23,Bifrost,2529910
2022-10-23,Bitcoin,105941928
2022-10-23,Bitcoincash,215067
2022-10-23,Bitgert,4474122
2022-10-23,Boba,3928270
2022-10-23,CSC,764868
2022-10-23,Avalanche,1337962488
2022-10-23,Callisto,2412966
2022-10-23,Carbon,1447431
2022-10-23,CLV,23908
2022-10-23,Canto,91514146
2022-10-23,Cardano,59291696
2022-10-23,Celo,108636731
2022-10-23,Conflux,6719155
2022-10-23,CosmosHub,0
2022-10-23,Coti,0
2022-10-23,Crescent,10662813
2022-10-23,Cronos,803076083
2022-10-23,Cube,1287524
2022-10-23,Curio,6050
2022-10-23,DFK,10077134
2022-10-23,DefiChain,409540245
2022-10-23,Doge,123630
2022-10-23,Dogechain,5632237
2022-10-23,Echelon,5015
2022-10-23,Elastos,2796941
2022-10-23,Filecoin,0
2022-10-23,Findora,726080
2022-10-23,Godwoken,6119842
2022-10-23,Kardia,4033933
2022-10-23,Ergo,1283164
2022-10-23,Ethereum,28496507157
2022-10-23,EthereumClassic,528170
2022-10-23,EthereumPoW,4036964
2022-10-23,Fantom,430240550
2022-10-23,Everscale,22038414
2022-10-23,Evmos,5903258
2022-10-23,Flow,3779674
2022-10-23,FunctionX,146559
2022-10-23,Fuse,1352007
2022-10-23,Fusion,137569127
2022-10-23,Genshiro,1050302
2022-10-23,Gnosis,91161247
2022-10-23,GoChain,15794
2022-10-23,AB,164841
2022-10-23,Kava,256434713
2022-10-23,GodwokenV1,6123524
2022-10-23,Harmony,24735663
2022-10-23,Heco,104996134
2022-10-23,Hedera,17926084
2022-10-23,Heiko,5507579
2022-10-23,Hoo,547342
2022-10-23,Hydra,2035850
2022-10-23,ICP,344083
2022-10-23,Icon,24973837
2022-10-23,Interlay,4514425
2022-10-23,IoTeX,28961639
2022-10-23,Juno,16805916
2022-10-23,KCC,50479334
2022-10-23,Kadena,5458020
2022-10-23,Kaia,309909901
2022-10-23,Energi,1329645
2022-10-23,EnergyWeb,821265
2022-10-23,HPB,66477
2022-10-23,Karura,13925605
2022-10-23,OntologyEVM,3155367
2022-10-23,Kekchain,10825
2022-10-23,Lachain,51067
2022-10-23,Lamden,222939
2022-10-23,Litecoin,320283
2022-10-23,MAP Protocol,518140
2022-10-23,Meter,3227455
2022-10-23,Metis,55969415
2022-10-23,Milkomeda C1 (Deprecated),6271817
2022-10-23,Mixin,243491469
2022-10-23,Moonbeam,72134753
2022-10-23,Moonriver,62525019
2022-10-23,MultiVAC,20938
2022-10-23,MultiversX,147655978
2022-10-23,NEO,38663126
2022-10-23,Near,246571457
2022-10-23,Secret,6776182
2022-10-23,Kintsugi,1679322
2022-10-23,smartBCH,4934452
2022-10-23,SX Network,6573423
2022-10-23,Nahmii,1241324
2022-10-23,Acala,46267836
2022-10-23,Osmosis,207451565
2022-10-23,Oasis Emerald,23434444
2022-10-23,Obyte,905763
2022-10-23,Ontology,26323340
2022-10-23,Rootstock,51587423
2022-10-23,Palm,728
2022-10-23,Polis,34089
2022-10-23,Polygon,1117049801
2022-10-23,REI,306817
2022-10-23,REIchain,17071
2022-10-23,Ronin,58682665
2022-10-23,Nuls,2541803
2022-10-23,Nova Network,150394
2022-10-23,Parallel,38590389
2022-10-23,Kujira,2427136
2022-10-23,Wax,916185
2022-10-23,Aeternity,2811
2022-10-23,Ultron,9849853
2022-10-23,Sora,4027200
2022-10-23,Stacks,10505987
2022-10-23,Starcoin,1531431
2022-10-23,Stellar,7981660
2022-10-23,Syscoin,1439590
2022-10-23,Telos,29509287
2022-10-23,Terra Classic,9195411
2022-10-23,Terra2,36398566
2022-10-23,Tezos,57934024
2022-10-23,Theta,17030298
2022-10-23,Thorchain,99557242
2022-10-23,ThunderCore,4072740
2022-10-23,Tombchain,1752146
2022-10-23,Sifchain,1364318
2022-10-23,VeChain,2902830
2022-10-23,Songbird,6490670
2022-10-23,Solana,882953698
2022-10-23,Tron,5455710788
2022-10-23,OKTChain,25316116
2022-10-23,Ubiq,247763
2022-10-23,Velas,5438761
2022-10-23,Viction,586268
2022-10-23,Vision,11435500
2022-10-23,Vite,5505645
2022-10-23,Waves,141940409
2022-10-23,WEMIX3.0,12595781
2022-10-23,Wanchain,8716268
2022-10-23,XPR Network,6105855
2022-10-23,ZKsync Era,0
2022-10-23,ZKsync Lite,0
2022-10-23,ZYX,86156
2022-10-23,Zilliqa,5735584
2022-10-23,Vaulta,93624939
2022-10-23,Shiden,375821
2022-10-23,XDC,1263416
2022-10-30,Arbitrum Nova,643780
2022-10-30,Acala,46666677
2022-10-30,Aeternity,2913
2022-10-30,Algorand,180733793
2022-10-30,Aptos,36135820
2022-10-30,Bitgert,4989341
2022-10-30,Astar,37428810
2022-10-30,Avalanche,1346277379
2022-10-30,BSC,6189831592
2022-10-30,Bifrost,2599680
2022-10-30,Bitcoin,114783784
2022-10-30,Bitcoincash,245040
2022-10-30,Boba,5093757
2022-10-30,Curio,13642
2022-10-30,Aurora,115194417
