date,Hashrate
2009-09-30,0.00422537
2009-10-01,0.00407624
2009-10-02,0.00357914
2009-10-03,0.0028832
2009-10-04,0.00263464
2009-10-05,0.00273406
2009-10-06,0.00213754
2009-10-07,0.00298262
2009-10-08,0.00347972
2009-10-09,0.00392711
2009-10-10,0.00382769
2009-10-11,0.00367856
2009-10-12,0.0028832
2009-10-13,0.00283349
2009-10-14,0.00343001
2009-10-15,0.00352943
2009-10-16,0.00298262
2009-10-17,0.00283349
2009-10-18,0.00367856
2009-10-19,0.00556755
2009-10-20,0.00472248
2009-10-21,0.00397682
2009-10-22,0.00447392
2009-10-23,0.00442421
2009-10-24,0.00308204
2009-10-25,0.00377798
2009-10-26,0.00352943
2009-10-27,0.00318146
2009-10-28,0.00328088
2009-10-29,0.00228667
2009-10-30,0.00298262
2009-10-31,0.00228667
2009-11-01,0.00124276
2009-11-02,0.00164044
2009-11-03,0.00308204
2009-11-04,0.00313175
2009-11-05,0.00283349
2009-11-06,0.00308204
2009-11-07,0.00343001
2009-11-08,0.00362885
2009-11-09,0.00318146
2009-11-10,0.0038774
2009-11-11,0.00318146
2009-11-12,0.00328088
2009-11-13,0.00397682
2009-11-14,0.00392711
2009-11-15,0.00477219
2009-11-16,0.0048219
2009-11-17,0.00457334
2009-11-18,0.00392711
2009-11-19,0.00347972
2009-11-20,0.00427508
2009-11-21,0.00362885
2009-11-22,0.00526929
2009-11-23,0.00477219
2009-11-24,0.00462306
2009-11-25,0.00447392
2009-11-26,0.00417566
2009-11-27,0.00367856
2009-11-28,0.00352943
2009-11-29,0.00298262
2009-11-30,0.00372827
2009-12-01,0.00362885
2009-12-02,0.00467277
2009-12-03,0.0043745
2009-12-04,0.00178957
2009-12-05,0.00318146
2009-12-06,0.00512016
2009-12-07,0.00556755
2009-12-08,0.00521958
2009-12-09,0.00477219
2009-12-10,0.00516987
2009-12-11,0.00556755
2009-12-12,0.00546813
2009-12-13,0.00566697
2009-12-14,0.00507045
2009-12-15,0.00546813
2009-12-16,0.0067606
2009-12-17,0.00840104
2009-12-18,0.01118481
2009-12-19,0.00984263
2009-12-20,0.0086993
2009-12-21,0.0086993
2009-12-22,0.00805306
2009-12-23,0.00765538
2009-12-24,0.00765538
2009-12-25,0.00740683
2009-12-26,0.00864959
2009-12-27,0.00830162
2009-12-28,0.00681031
2009-12-29,0.00850046
2009-12-30,0.00829112
2009-12-31,0.00811471
2010-01-01,0.0077619
2010-01-02,0.00740908
2010-01-03,0.01093722
2010-01-04,0.01064321
2010-01-05,0.01164285
2010-01-06,0.00958477
2010-01-07,0.00905555
2010-01-08,0.00899674
2010-01-09,0.00887914
2010-01-10,0.01117243
2010-01-11,0.01031512
2010-01-12,0.01031512
2010-01-13,0.0106395
2010-01-14,0.00927712
2010-01-15,0.00914737
2010-01-16,0.00810937
2010-01-17,0.00849862
2010-01-18,0.00810937
2010-01-19,0.0080445
2010-01-20,0.01025025
2010-01-21,0.01135312
2010-01-22,0.00862837
2010-01-23,0.01038
2010-01-24,0.00999075
2010-01-25,0.0140994
2010-01-26,0.01303025
2010-01-27,0.01095877
2010-01-28,0.01182746
2010-01-29,0.01316389
2010-01-30,0.01403258
2010-01-31,0.01102559
2010-02-01,0.01229521
2010-02-02,0.00968916
2010-02-03,0.01804188
2010-02-04,0.02070286
2010-02-05,0.02016043
2010-02-06,0.01735786
2010-02-07,0.019618
2010-02-08,0.0180811
2010-02-09,0.01871394
2010-02-10,0.01518813
2010-02-11,0.01527853
2010-02-12,0.01654421
2010-02-13,0.02097408
2010-02-14,0.02613615
2010-02-15,0.0221152
2010-02-16,0.02450264
2010-02-17,0.03003144
2010-02-18,0.02613615
2010-02-19,0.02412567
2010-02-20,0.02613615
2010-02-21,0.02802096
2010-02-22,0.03267018
2010-02-23,0.03141364
2010-02-24,0.03214175
2010-02-25,0.02894637
2010-02-26,0.03232971
2010-02-27,0.03232971
2010-02-28,0.0293223
2010-03-01,0.03665287
2010-03-02,0.03533713
2010-03-03,0.02857044
2010-03-04,0.03477324
2010-03-05,0.03214175
2010-03-06,0.03326953
2010-03-07,0.03364546
2010-03-08,0.02815516
2010-03-09,0.03288523
2010-03-10,0.03648909
2010-03-11,0.02995709
2010-03-12,0.0272542
2010-03-13,0.03446192
2010-03-14,0.02815516
2010-03-15,0.03040757
2010-03-16,0.0283804
2010-03-17,0.03063282
2010-03-18,0.03153378
2010-03-19,0.03446192
2010-03-20,0.04324633
2010-03-21,0.04152919
2010-03-22,0.04062145
2010-03-23,0.04697564
2010-03-24,0.03880597
2010-03-25,0.04243693
2010-03-26,0.04470629
2010-03-27,0.04039452
2010-03-28,0.04221
2010-03-29,0.04425242
2010-03-30,0.04879113
2010-03-31,0.04742952
2010-04-01,0.0508218
2010-04-02,0.04719167
2010-04-03,0.04870422
2010-04-04,0.05172933
2010-04-05,0.04628414
2010-04-06,0.0480992
2010-04-07,0.05838456
2010-04-08,0.05535946
2010-04-09,0.05717452
2010-04-10,0.07865278
2010-04-11,0.06745989
2010-04-12,0.07891102
2010-04-13,0.07346888
2010-04-14,0.06997036
2010-04-15,0.08396443
2010-04-16,0.07852229
2010-04-17,0.08590805
2010-04-18,0.09523743
2010-04-19,0.09018402
2010-04-20,0.07968846
2010-04-21,0.12480684
2010-04-22,0.09061318
2010-04-23,0.08548413
2010-04-24,0.09574223
2010-04-25,0.09004329
2010-04-26,0.09346265
2010-04-27,0.10258096
2010-04-28,0.10258096
2010-04-29,0.08377445
2010-04-30,0.08206477
2010-05-01,0.10429064
2010-05-02,0.08833361
2010-05-03,0.09061318
2010-05-04,0.08686814
2010-05-05,0.08750688
2010-05-06,0.09517172
2010-05-07,0.0843132
2010-05-08,0.0983654
2010-05-09,0.0913393
2010-05-10,0.08175825
2010-05-11,0.07089974
2010-05-12,0.08111952
2010-05-13,0.08175825
2010-05-14,0.07856457
2010-05-15,0.05812501
2010-05-16,0.07217721
2010-05-17,0.0913393
2010-05-18,0.10730771
2010-05-19,0.09657619
2010-05-20,0.11954248
2010-05-21,0.10364274
2010-05-22,0.11483144
2010-05-23,0.12425351
2010-05-24,0.11070929
2010-05-25,0.12366463
2010-05-26,0.13132006
2010-05-27,0.11306481
2010-05-28,0.13132006
2010-05-29,0.15200955
2010-05-30,0.12309469
2010-05-31,0.11731172
2010-06-01,0.11152875
2010-06-02,0.12144242
2010-06-03,0.12557311
2010-06-04,0.10326736
2010-06-05,0.11979014
2010-06-06,0.12226856
2010-06-07,0.12970381
2010-06-08,0.13218222
2010-06-09,0.13879133
2010-06-10,0.13218222
2010-06-11,0.14515846
2010-06-12,0.11664519
2010-06-13,0.14861462
2010-06-14,0.13911019
2010-06-15,0.15898308
2010-06-16,0.12269346
2010-06-17,0.12614962
2010-06-18,0.12960577
2010-06-19,0.12960577
2010-06-20,0.15984712
2010-06-21,0.13306192
2010-06-22,0.13479
2010-06-23,0.16157519
2010-06-24,0.16302038
2010-06-25,0.14469265
2010-06-26,0.15337421
2010-06-27,0.17170194
2010-06-28,0.14662188
2010-06-29,0.16302038
2010-06-30,0.17556041
2010-07-01,0.20353433
2010-07-02,0.16109115
2010-07-03,0.20449894
2010-07-04,0.16012653
2010-07-05,0.17266656
2010-07-06,0.1974349
2010-07-07,0.1822476
2010-07-08,0.17640633
2010-07-09,0.23248251
2010-07-10,0.23131426
2010-07-11,0.20911744
2010-07-12,0.76987928
2010-07-13,1.56124989
2010-07-14,1.30404977
2010-07-15,1.40783227
2010-07-16,4.55740576
2010-07-17,1.56124989
2010-07-18,1.55222533
2010-07-19,1.57027446
2010-07-20,1.63344642
2010-07-21,1.86808513
2010-07-22,1.58832359
2010-07-23,1.75076578
2010-07-24,1.70564295
2010-07-25,2.08467471
2010-07-26,2.1929695
2010-07-27,2.01522426
2010-07-28,1.93024492
2010-07-29,2.18518293
2010-07-30,2.20946274
2010-07-31,2.46440075
2010-08-01,2.90143733
2010-08-02,2.93785705
2010-08-03,2.75575847
2010-08-04,2.94999696
2010-08-05,3.81631425
2010-08-06,2.57338621
2010-08-07,2.71343444
2010-08-08,3.4836997
2010-08-09,3.32614544
2010-08-10,3.34365147
2010-08-11,4.07890468
2010-08-12,3.79880822
2010-08-13,3.76379616
2010-08-14,4.91919405
2010-08-15,5.26616288
2010-08-16,3.73973886
2010-08-17,3.28181165
2010-08-18,3.38357325
2010-08-19,3.43445405
2010-08-20,4.90999727
2010-08-21,4.40118927
2010-08-22,5.39336488
2010-08-23,5.41880528
2010-08-24,5.46968608
2010-08-25,5.49512648
2010-08-26,6.50763411
2010-08-27,5.29907349
2010-08-28,5.26808476
2010-08-29,5.02017489
2010-08-30,4.61732134
2010-08-31,5.70192703
2010-09-01,4.86523122
2010-09-02,4.83424248
2010-09-03,5.08215235
2010-09-04,5.60896083
2010-09-05,5.11314109
2010-09-06,4.89621995
2010-09-07,4.95819742
2010-09-08,5.84722031
2010-09-09,4.78408934
2010-09-10,6.27247269
2010-09-11,5.67003181
2010-09-12,6.27247269
2010-09-13,6.0598465
2010-09-14,7.19385286
2010-09-15,5.9889711
2010-09-16,7.76085604
2010-09-17,7.37104136
2010-09-18,8.39873462
2010-09-19,9.53575325
2010-09-20,9.26199957
2010-09-21,7.84760554
2010-09-22,7.93885677
2010-09-23,10.67639359
2010-09-24,10.40263991
2010-09-25,9.44450202
2010-09-26,9.35325079
2010-09-27,10.44826552
2010-09-28,13.89690607
2010-09-29,10.75043677
2010-09-30,9.57051079
2010-10-01,10.09492234
2010-10-02,6.55514437
2010-10-03,7.99727614
2010-10-04,10.02937089
2010-10-05,8.25948191
2010-10-06,11.20929688
2010-10-07,10.488231
2010-10-08,10.09492234
2010-10-09,10.35712811
2010-10-10,11.66815699
2010-10-11,10.42267956
2010-10-12,10.6178335
2010-10-13,12.05637869
2010-10-14,14.04294109
2010-10-15,12.12488084
2010-10-16,17.67355512
2010-10-17,18.49558094
2010-10-18,17.05703576
2010-10-19,17.53655082
2010-10-20,18.08456803
2010-10-21,19.87009242
2010-10-22,16.45158189
2010-10-23,18.69497943
2010-10-24,21.89983304
2010-10-25,21.68617613
2010-10-26,25.74565738
2010-10-27,22.75446067
2010-10-28,23.3954314
2010-10-29,23.82274521
2010-10-30,38.73015076
2010-10-31,27.51070233
2010-11-01,27.20332018
2010-11-02,27.0496291
2010-11-03,29.20130414
2010-11-04,30.89190596
2010-11-05,33.6583453
2010-11-06,33.50465423
2010-11-07,37.03954894
2010-11-08,42.26504547
2010-11-09,48.93423058
2010-11-10,45.77718344
2010-11-11,49.38523731
2010-11-12,38.11006898
2010-11-13,50.28725078
2010-11-14,57.72886188
2010-11-15,45.10067334
2010-11-16,44.42416324
2010-11-17,55.69933158
2010-11-18,87.72833352
2010-11-19,51.2033075
2010-11-20,39.59722447
2010-11-21,47.78975367
2010-11-22,55.64092749
2010-11-23,47.78975367
2010-11-24,60.41990285
2010-11-25,61.78532439
2010-11-26,66.22294437
2010-11-27,61.443969
2010-11-28,58.71312594
2010-11-29,71.34327512
2010-11-30,81.11699141
2010-12-01,75.49502171
2010-12-02,75.49502171
2010-12-03,75.89659097
2010-12-04,91.95936155
2010-12-05,95.97505419
2010-12-06,96.77819272
2010-12-07,95.97505419
2010-12-08,95.57348493
2010-12-09,135.81819718
2010-12-10,89.5303811
2010-12-11,106.58378703
2010-12-12,104.14758618
2010-12-13,85.87607983
2010-12-14,104.14758618
2010-12-15,119.37384147
2010-12-16,105.36568661
2010-12-17,101.10233512
2010-12-18,98.05708407
2010-12-19,112.06523893
2010-12-20,96.83898364
2010-12-21,140.40226519
2010-12-22,113.76183538
2010-12-23,104.40168437
2010-12-24,106.56171922
2010-12-25,120.96195154
2010-12-26,104.40168437
2010-12-27,119.52192831
2010-12-28,121.68196316
2010-12-29,118.8019167
2010-12-30,121.68196316
2010-12-31,116.64188185
2011-01-01,130.32210256
2011-01-02,126.00203286
2011-01-03,126.46082152
2011-01-04,114.30112715
2011-01-05,124.83952894
2011-01-06,114.30112715
2011-01-07,132.94599186
2011-01-08,137.80986961
2011-01-09,132.13534557
2011-01-10,131.32469927
2011-01-11,139.43116219
2011-01-12,135.37793073
2011-01-13,152.40150286
2011-01-14,146.72697882
2011-01-15,143.89682303
2011-01-16,159.47800769
2011-01-17,165.89378961
2011-01-18,129.23217864
2011-01-19,154.89530632
2011-01-20,170.47649098
2011-01-21,159.47800769
2011-01-22,151.22914522
2011-01-23,155.81184659
2011-01-24,172.30957153
2011-01-25,142.98028275
2011-01-26,164.97724933
2011-01-27,175.07862584
2011-01-28,172.89014302
2011-01-29,176.17286725
2011-01-30,170.70166019
2011-01-31,186.02103996
2011-02-01,179.45559149
2011-02-02,172.89014302
2011-02-03,175.07862584
2011-02-04,212.28283383
2011-02-05,195.86921266
2011-02-06,193.68072984
2011-02-07,222.13100653
2011-02-08,217.11675234
2011-02-09,248.13343124
2011-02-10,240.37926152
2011-02-11,240.37926152
2011-02-12,253.30287773
2011-02-13,255.88760097
2011-02-14,253.30287773
2011-02-15,290.78136474
2011-02-16,299.82789609
2011-02-17,298.53553446
2011-02-18,384.23533166
2011-02-19,291.80136036
2011-02-20,358.86130032
2011-02-21,351.61157708
2011-02-22,382.42290085
2011-02-23,440.42068676
2011-02-24,375.17317761
2011-02-25,407.79693219
2011-02-26,500.23090348
2011-02-27,674.26226406
2011-02-28,414.5054902
2011-03-01,359.23809151
2011-03-02,464.24614902
2011-03-03,513.98680785
2011-03-04,610.70475556
2011-03-05,765.4534719
2011-03-06,757.1633621
2011-03-07,583.07105621
2011-03-08,516.75017778
2011-03-09,606.00890425
2011-03-10,416.63112167
2011-03-11,492.3822347
2011-03-12,530.25779122
2011-03-13,443.14401123
2011-03-14,424.20623297
2011-03-15,424.20623297
2011-03-16,515.10756861
2011-03-17,534.04534687
2011-03-18,454.50667819
2011-03-19,435.56889993
2011-03-20,518.89512426
2011-03-21,560.55823643
2011-03-22,450.71912253
2011-03-23,594.64623729
2011-03-24,575.70845904
2011-03-25,593.20043913
2011-03-26,473.18878959
2011-03-27,490.33331096
2011-03-28,576.05591777
2011-03-29,558.9113964
2011-03-30,534.9090665
2011-03-31,689.20975876
2011-04-01,603.48715195
2011-04-02,617.20276904
2011-04-03,600.05824767
2011-04-04,610.34496049
2011-04-05,794.12428931
2011-04-06,605.82677741
2011-04-07,601.73335324
2011-04-08,679.5084125
2011-04-09,638.57417078
2011-04-10,708.1623817
2011-04-11,667.22813998
2011-04-12,667.22813998
2011-04-13,794.12428931
2011-04-14,654.94786747
2011-04-15,556.70568735
2011-04-16,708.1623817
2011-04-17,736.8163509
2011-04-18,679.41229959
2011-04-19,706.95604146
2011-04-20,661.04980501
2011-04-21,674.82167594
2011-04-22,807.94976167
2011-04-23,789.58726709
2011-04-24,743.68103063
2011-04-25,881.39974001
2011-04-26,895.17161095
2011-04-27,840.0841272
2011-04-28,752.86227792
2011-04-29,918.12472918
2011-04-30,1030.3773284
2011-05-01,975.86000944
2011-05-02,1073.99118357
2011-05-03,1068.53945167
2011-05-04,1073.99118357
2011-05-05,1193.92928529
2011-05-06,1188.47755339
2011-05-07,1166.67062581
2011-05-08,1193.92928529
2011-05-09,1870.22561537
2011-05-10,1432.0137557
2011-05-11,1494.61544994
2011-05-12,1322.46079078
2011-05-13,1619.81883841
2011-05-14,1893.70125071
2011-05-15,1721.54659155
2011-05-16,1932.8273096
2011-05-17,2011.0794274
2011-05-18,3494.85050512
2011-05-19,2075.06748741
2011-05-20,2669.67746919
2011-05-21,2669.67746919
2011-05-22,3057.99419198
2011-05-23,3470.58070995
2011-05-24,3628.33437858
2011-05-25,3725.41355928
2011-05-26,6398.88513592
2011-05-27,3610.18181655
2011-05-28,3350.76755428
2011-05-29,3891.213934
2011-05-30,3329.14969909
2011-05-31,3242.67827834
2011-06-01,4064.15677552
2011-06-02,4107.39248589
2011-06-03,4366.80674816
2011-06-04,4842.39956232
2011-06-05,4496.51387929
2011-06-06,6570.39526221
2011-06-07,4793.8506205
2011-06-08,5216.83743995
2011-06-09,6260.20492794
2011-06-10,6288.40404924
2011-06-11,7106.17856686
2011-06-12,6570.39526221
2011-06-13,6401.20053443
2011-06-14,6965.18296037
2011-06-15,12162.62676681
2011-06-16,7846.85597859
2011-06-17,8108.41784454
2011-06-18,8587.94793212
2011-06-19,9721.38268458
2011-06-20,10200.91277216
2011-06-21,11029.19201434
2011-06-22,11334.34752462
2011-06-23,10462.47463811
2011-06-24,14808.96443209
2011-06-25,9804.08293421
2011-06-26,10215.44305732
2011-06-27,11586.6434677
2011-06-28,10969.60328303
2011-06-29,11792.32352925
2011-06-30,13094.96391911
2011-07-01,11860.88354977
2011-07-02,11586.6434677
2011-07-03,11312.40338562
2011-07-04,11655.20348822
2011-07-05,9529.84285213
2011-07-06,12198.67127072
2011-07-07,10178.50914945
2011-07-08,12820.25961572
2011-07-09,11577.08292571
2011-07-10,10644.70040821
2011-07-11,12198.67127072
2011-07-12,10955.49458071
2011-07-13,14840.42173699
2011-07-14,11188.59021009
2011-07-15,12587.16398635
2011-07-16,12198.67127072
2011-07-17,13208.75233135
2011-07-18,13208.75233135
2011-07-19,11935.79385252
2011-07-20,12524.17805652
2011-07-21,12776.34271537
2011-07-22,12692.28782909
2011-07-23,12272.01339766
2011-07-24,13953.11112337
2011-07-25,13869.05623708
2011-07-26,14793.65998622
2011-07-27,14625.55021365
2011-07-28,13028.50737423
2011-07-29,13785.0013508
2011-07-30,12776.34271537
2011-07-31,14709.60509994
2011-08-01,15492.19590533
2011-08-02,14459.38284498
2011-08-03,14741.05913417
2011-08-04,12112.08043508
2011-08-05,13144.89349543
2011-08-06,11454.83576031
2011-08-07,11830.40414589
2011-08-08,12769.32510985
2011-08-09,13708.24607381
2011-08-10,14271.59865219
2011-08-11,12863.21720625
2011-08-12,12299.86462787
2011-08-13,12205.97253147
2011-08-14,12393.75672427
2011-08-15,11579.28193145
2011-08-16,13194.99568933
2011-08-17,12207.61505952
2011-08-18,12925.71006302
2011-08-19,11758.80568233
2011-08-20,13643.80506652
2011-08-21,14361.90007002
2011-08-22,15169.75694896
2011-08-23,13913.09069283
2011-08-24,12028.09130864
2011-08-25,12117.85318408
2011-08-26,13194.99568933
2011-08-27,10950.94880339
2011-08-28,10412.37755077
2011-08-29,12387.13881039
2011-08-30,12902.55273078
2011-08-31,13697.91557035
2011-09-01,11400.20070048
2011-09-02,13786.28921919
2011-09-03,12814.17908194
2011-09-04,11842.06894469
2011-09-05,13786.28921919
2011-09-06,13344.42097499
2011-09-07,12018.81624237
2011-09-08,11400.20070048
2011-09-09,13609.54192151
2011-09-10,11753.69529585
2011-09-11,11046.70610512
2011-09-12,11753.69529585
2011-09-13,12391.29857033
2011-09-14,12740.34923428
2011-09-15,13612.97589416
2011-09-16,10384.2572526
2011-09-17,11693.19724242
2011-09-18,13787.50122614
2011-09-19,11082.3585805
2011-09-20,12216.77323835
2011-09-21,12740.34923428
2011-09-22,12914.87456626
2011-09-23,11605.93457643
2011-09-24,11256.88391248
2011-09-25,11954.98524039
2011-09-26,11693.19724242
2011-09-27,11168.97674337
2011-09-28,12344.65850583
2011-09-29,10497.15859339
2011-09-30,10245.22678715
2011-10-01,12008.74943084
2011-10-02,10161.2495184
2011-10-03,12176.70396833
2011-10-04,9405.45409968
2011-10-05,12176.70396833
2011-10-06,10749.09039963
2011-10-07,11588.8630871
2011-10-08,9993.29498091
2011-10-09,10665.11313089
2011-10-10,10329.2040559
2011-10-11,7809.88599348
2011-10-12,10077.27224966
2011-10-13,8145.79506847
2011-10-14,10144.8302873
2011-10-15,9779.90833452
2011-10-16,8685.14247618
2011-10-17,8612.15808562
2011-10-18,8758.12686674
2011-10-19,9706.92394397
2011-10-20,8393.20491396
2011-10-21,8831.11125729
2011-10-22,7152.4702745
2011-10-23,7882.31418006
2011-10-24,9269.01760063
2011-10-25,9414.98638174
2011-10-26,8539.17369507
2011-10-27,7298.43905561
2011-10-28,7663.36100839
2011-10-29,8247.23613284
2011-10-30,8101.26735173
2011-10-31,7836.99860726
2011-11-01,8973.6625274
2011-11-02,9212.9601948
2011-11-03,7478.05210617
2011-11-04,8794.18927685
2011-11-05,8734.36486
2011-11-06,8614.71602631
2011-11-07,7896.82302411
2011-11-08,8913.83811055
2011-11-09,9631.73111274
2011-11-10,8435.24277576
2011-11-11,7119.10560507
2011-11-12,8554.89160946
2011-11-13,8614.71602631
2011-11-14,8476.95201062
2011-11-15,9781.0984738
2011-11-16,8002.71693311
2011-11-17,8239.83447186
2011-11-18,7884.15816373
2011-11-19,7291.36431683
2011-11-20,8476.95201062
2011-11-21,6994.96739338
2011-11-22,8299.11385655
2011-11-23,7943.43754842
2011-11-24,6698.57046993
2011-11-25,8002.71693311
2011-11-26,7113.52616276
2011-11-27,6757.84985462
2011-11-28,7528.48185559
2011-11-29,7482.32833516
2011-11-30,8783.60282823
