date,Miner Withdrawing Transactions
2013-03-20,1665
2013-03-21,1916
2013-03-22,1880
2013-03-23,1279
2013-03-24,1200
2013-03-25,1371
2013-03-26,1549
2013-03-27,2324
2013-03-28,2075
2013-03-29,1637
2013-03-30,1460
2013-03-31,1104
2013-04-01,1713
2013-04-02,2399
2013-04-03,2605
2013-04-04,3126
2013-04-05,2076
2013-04-06,1565
2013-04-07,1582
2013-04-08,2688
2013-04-09,3065
2013-04-10,4952
2013-04-11,3728
2013-04-12,2481
2013-04-13,1578
2013-04-14,1265
2013-04-15,1994
2013-04-16,3188
2013-04-17,2095
2013-04-18,2039
2013-04-19,2370
2013-04-20,1572
2013-04-21,1280
2013-04-22,1920
2013-04-23,1719
2013-04-24,1842
2013-04-25,2118
2013-04-26,1848
2013-04-27,1506
2013-04-28,1249
2013-04-29,2963
2013-04-30,1681
2013-05-01,2132
2013-05-02,1960
2013-05-03,2251
2013-05-04,1184
2013-05-05,1454
2013-05-06,1609
2013-05-07,1874
2013-05-08,1714
2013-05-09,1610
2013-05-10,1747
2013-05-11,1410
2013-05-12,1275
2013-05-13,2268
2013-05-14,2614
2013-05-15,3033
2013-05-16,3084
2013-05-17,1546
2013-05-18,1865
2013-05-19,1474
2013-05-20,1378
2013-05-21,1615
2013-05-22,1558
2013-05-23,1553
2013-05-24,1416
2013-05-25,1102
2013-05-26,1807
2013-05-27,2049
2013-05-28,1458
2013-05-29,1745
2013-05-30,1739
2013-05-31,1567
2013-06-01,1891
2013-06-02,1167
2013-06-03,1617
2013-06-04,1716
2013-06-05,1670
2013-06-06,1849
2013-06-07,1772
2013-06-08,3666
2013-06-09,2182
2013-06-10,1527
2013-06-11,1743
2013-06-12,1690
2013-06-13,1413
2013-06-14,1430
2013-06-15,765
2013-06-16,874
2013-06-17,1200
2013-06-18,1540
2013-06-19,1300
2013-06-20,1001
2013-06-21,1131
2013-06-22,1154
2013-06-23,818
2013-06-24,1152
2013-06-25,981
2013-06-26,1402
2013-06-27,1031
2013-06-28,871
2013-06-29,731
2013-06-30,712
2013-07-01,986
2013-07-02,1059
2013-07-03,1100
2013-07-04,1000
2013-07-05,1253
2013-07-06,810
2013-07-07,859
2013-07-08,993
2013-07-09,1034
2013-07-10,1137
2013-07-11,1400
2013-07-12,1446
2013-07-13,1051
2013-07-14,958
2013-07-15,1198
2013-07-16,1166
2013-07-17,1117
2013-07-18,1113
2013-07-19,1301
2013-07-20,1489
2013-07-21,1005
2013-07-22,1244
2013-07-23,1080
2013-07-24,1245
2013-07-25,1095
2013-07-26,1066
2013-07-27,866
2013-07-28,998
2013-07-29,1164
2013-07-30,1083
2013-07-31,955
2013-08-01,1271
2013-08-02,934
2013-08-03,1655
2013-08-04,756
2013-08-05,1420
2013-08-06,1013
2013-08-07,1155
2013-08-08,1173
2013-08-09,1229
2013-08-10,926
2013-08-11,1043
2013-08-12,1197
2013-08-13,1403
2013-08-14,1200
2013-08-15,1273
2013-08-16,1290
2013-08-17,1185
2013-08-18,1180
2013-08-19,2094
2013-08-20,1558
2013-08-21,1490
2013-08-22,1323
2013-08-23,1132
2013-08-24,898
2013-08-25,841
2013-08-26,978
2013-08-27,1150
2013-08-28,1190
2013-08-29,1091
2013-08-30,1280
2013-08-31,1205
2013-09-01,1067
2013-09-02,1284
2013-09-03,1233
2013-09-04,1286
2013-09-05,1265
2013-09-06,1419
2013-09-07,918
2013-09-08,990
2013-09-09,1663
2013-09-10,1312
2013-09-11,1223
2013-09-12,1558
2013-09-13,1241
2013-09-14,886
2013-09-15,940
2013-09-16,1265
2013-09-17,1346
2013-09-18,1221
2013-09-19,1381
2013-09-20,1505
2013-09-21,891
2013-09-22,896
2013-09-23,1229
2013-09-24,1353
2013-09-25,1467
2013-09-26,1505
2013-09-27,1486
2013-09-28,1473
2013-09-29,1155
2013-09-30,1470
2013-10-01,2027
2013-10-02,1511
2013-10-03,1311
2013-10-04,1365
2013-10-05,1219
2013-10-06,1112
2013-10-07,1537
2013-10-08,1539
2013-10-09,1851
2013-10-10,1957
2013-10-11,1558
2013-10-12,1545
2013-10-13,1385
2013-10-14,1773
2013-10-15,1502
2013-10-16,1610
2013-10-17,1680
2013-10-18,1529
2013-10-19,1552
2013-10-20,2075
2013-10-21,1963
2013-10-22,2169
2013-10-23,1832
2013-10-24,1745
2013-10-25,1670
2013-10-26,1345
2013-10-27,1089
2013-10-28,1450
2013-10-29,1204
2013-10-30,1397
2013-10-31,1647
2013-11-01,1409
2013-11-02,1267
2013-11-03,1659
2013-11-04,2035
2013-11-05,1916
2013-11-06,1808
2013-11-07,2324
2013-11-08,2047
2013-11-09,1695
2013-11-10,1672
2013-11-11,1548
2013-11-12,1787
2013-11-13,1680
2013-11-14,1910
2013-11-15,1614
2013-11-16,1306
2013-11-17,1235
2013-11-18,1908
2013-11-19,2433
2013-11-20,2180
2013-11-21,2492
2013-11-22,2113
2013-11-23,1950
2013-11-24,1626
2013-11-25,2389
2013-11-26,2430
2013-11-27,2849
2013-11-28,3006
2013-11-29,2657
2013-11-30,2917
2013-12-01,3157
2013-12-02,3095
2013-12-03,3052
2013-12-04,2990
2013-12-05,3088
2013-12-06,3042
2013-12-07,2193
2013-12-08,2131
2013-12-09,3476
2013-12-10,3282
2013-12-11,3063
2013-12-12,3182
2013-12-13,2810
2013-12-14,1775
2013-12-15,2667
2013-12-16,3424
2013-12-17,3005
2013-12-18,3200
2013-12-19,2996
2013-12-20,3347
2013-12-21,2488
2013-12-22,2911
2013-12-23,3257
2013-12-24,2960
2013-12-25,2452
2013-12-26,2404
2013-12-27,2722
2013-12-28,2434
2013-12-29,2279
2013-12-30,2952
2013-12-31,2525
2014-01-01,2599
2014-01-02,2866
2014-01-03,4065
2014-01-04,2427
2014-01-05,2677
2014-01-06,3350
2014-01-07,3953
2014-01-08,3439
2014-01-09,3811
2014-01-10,2465
2014-01-11,2839
2014-01-12,2270
2014-01-13,2904
2014-01-14,3180
2014-01-15,3827
2014-01-16,3303
2014-01-17,3856
2014-01-18,3013
2014-01-19,3295
2014-01-20,4151
2014-01-21,4370
2014-01-22,4204
2014-01-23,4334
2014-01-24,4273
2014-01-25,3640
2014-01-26,3140
2014-01-27,4195
2014-01-28,3911
2014-01-29,3832
2014-01-30,4038
2014-01-31,3902
2014-02-01,3263
2014-02-02,3702
2014-02-03,4006
2014-02-04,5270
2014-02-05,5482
2014-02-06,5621
2014-02-07,4234
2014-02-08,3983
2014-02-09,3802
2014-02-10,4009
2014-02-11,3899
2014-02-12,3693
2014-02-13,4752
2014-02-14,5009
2014-02-15,3893
2014-02-16,2764
2014-02-17,3288
2014-02-18,4378
2014-02-19,4736
2014-02-20,4359
2014-02-21,3694
2014-02-22,3288
2014-02-23,3339
2014-02-24,4198
2014-02-25,4035
2014-02-26,4156
2014-02-27,3631
2014-02-28,3848
2014-03-01,2969
2014-03-02,3408
2014-03-03,5234
2014-03-04,5849
2014-03-05,3968
2014-03-06,3765
2014-03-07,4026
2014-03-08,3588
2014-03-09,4190
2014-03-10,4851
2014-03-11,4646
2014-03-12,4656
2014-03-13,4366
2014-03-14,3378
2014-03-15,2543
2014-03-16,2351
2014-03-17,2373
2014-03-18,1734
2014-03-19,3067
2014-03-20,3425
2014-03-21,2989
2014-03-22,3360
2014-03-23,2792
2014-03-24,4063
2014-03-25,4401
2014-03-26,4789
2014-03-27,3579
2014-03-28,3525
2014-03-29,3640
2014-03-30,3368
2014-03-31,3711
2014-04-01,3662
2014-04-02,3933
2014-04-03,3728
2014-04-04,5110
2014-04-05,4372
2014-04-06,3863
2014-04-07,4832
2014-04-08,5052
2014-04-09,3980
2014-04-10,3658
2014-04-11,3906
2014-04-12,2705
2014-04-13,2977
2014-04-14,4418
2014-04-15,4488
2014-04-16,5305
2014-04-17,4430
2014-04-18,4098
2014-04-19,3289
2014-04-20,3223
2014-04-21,3515
2014-04-22,5075
2014-04-23,3999
2014-04-24,4982
2014-04-25,4039
2014-04-26,2787
2014-04-27,2965
2014-04-28,3357
2014-04-29,3828
2014-04-30,3452
2014-05-01,3679
2014-05-02,3957
2014-05-03,3141
2014-05-04,3171
2014-05-05,4545
2014-05-06,4688
2014-05-07,4214
2014-05-08,3709
2014-05-09,3598
2014-05-10,3060
2014-05-11,3793
2014-05-12,5329
2014-05-13,4560
2014-05-14,4761
2014-05-15,4566
2014-05-16,4542
2014-05-17,3478
2014-05-18,3217
2014-05-19,4556
2014-05-20,5129
2014-05-21,5111
2014-05-22,5379
2014-05-23,5029
2014-05-24,4323
2014-05-25,3829
2014-05-26,4741
2014-05-27,4262
2014-05-28,3493
2014-05-29,3693
2014-05-30,4063
2014-05-31,2725
2014-06-01,2846
2014-06-02,3702
2014-06-03,3948
2014-06-04,3591
2014-06-05,3030
2014-06-06,3067
2014-06-07,2381
2014-06-08,2782
2014-06-09,3561
2014-06-10,3819
2014-06-11,2996
2014-06-12,3828
2014-06-13,3585
2014-06-14,2522
2014-06-15,2700
2014-06-16,3001
2014-06-17,3849
2014-06-18,3112
2014-06-19,4039
2014-06-20,3328
2014-06-21,2655
2014-06-22,2591
2014-06-23,4258
2014-06-24,3804
2014-06-25,3267
2014-06-26,3893
2014-06-27,2705
2014-06-28,2578
2014-06-29,3030
2014-06-30,3642
2014-07-01,3672
2014-07-02,3361
2014-07-03,3930
2014-07-04,2900
2014-07-05,2437
2014-07-06,2751
2014-07-07,3086
2014-07-08,2862
2014-07-09,3472
2014-07-10,2711
2014-07-11,2633
2014-07-12,2221
2014-07-13,2545
2014-07-14,3285
2014-07-15,3435
2014-07-16,2609
2014-07-17,2975
2014-07-18,2787
2014-07-19,2496
2014-07-20,2158
2014-07-21,3443
2014-07-22,3119
2014-07-23,2962
2014-07-24,3292
2014-07-25,2909
2014-07-26,2489
2014-07-27,2695
2014-07-28,3466
2014-07-29,2786
2014-07-30,2695
2014-07-31,3626
2014-08-01,2689
2014-08-02,2070
2014-08-03,2238
2014-08-04,2769
2014-08-05,3344
2014-08-06,3453
2014-08-07,2879
2014-08-08,2595
2014-08-09,2586
2014-08-10,2762
2014-08-11,3564
2014-08-12,3274
2014-08-13,3088
2014-08-14,4174
2014-08-15,4560
2014-08-16,5121
2014-08-17,5772
2014-08-18,4498
2014-08-19,4841
2014-08-20,3372
2014-08-21,3601
2014-08-22,2752
2014-08-23,2443
2014-08-24,2568
2014-08-25,3732
2014-08-26,3531
2014-08-27,3457
2014-08-28,3556
2014-08-29,4816
2014-08-30,3215
2014-08-31,3309
2014-09-01,5016
2014-09-02,4010
2014-09-03,3458
2014-09-04,4501
2014-09-05,3747
2014-09-06,3660
2014-09-07,3534
2014-09-08,3838
2014-09-09,4001
2014-09-10,3824
2014-09-11,3192
2014-09-12,4015
2014-09-13,3248
2014-09-14,3948
2014-09-15,4534
2014-09-16,4078
2014-09-17,4110
2014-09-18,4355
2014-09-19,4258
2014-09-20,4322
2014-09-21,4316
2014-09-22,4583
2014-09-23,4743
2014-09-24,5299
2014-09-25,5240
2014-09-26,4033
2014-09-27,3114
2014-09-28,3675
2014-09-29,3573
2014-09-30,3248
2014-10-01,4001
2014-10-02,3122
2014-10-03,3730
2014-10-04,3397
2014-10-05,2968
2014-10-06,3485
2014-10-07,2981
2014-10-08,3167
2014-10-09,3895
2014-10-10,3518
2014-10-11,2210
2014-10-12,2139
2014-10-13,2708
2014-10-14,2882
2014-10-15,2713
2014-10-16,2636
2014-10-17,2708
2014-10-18,2316
2014-10-19,2386
2014-10-20,3171
2014-10-21,3057
2014-10-22,2679
2014-10-23,2823
2014-10-24,2482
2014-10-25,2317
2014-10-26,2363
2014-10-27,2772
2014-10-28,3184
2014-10-29,4759
2014-10-30,3487
2014-10-31,3029
2014-11-01,2746
2014-11-02,2927
2014-11-03,3449
2014-11-04,4575
2014-11-05,3949
2014-11-06,4345
2014-11-07,3538
2014-11-08,2982
2014-11-09,2558
2014-11-10,3509
2014-11-11,3125
2014-11-12,3743
2014-11-13,3184
2014-11-14,3310
2014-11-15,2736
2014-11-16,2694
2014-11-17,3948
2014-11-18,3546
2014-11-19,3689
2014-11-20,4191
2014-11-21,3485
2014-11-22,2812
2014-11-23,3144
2014-11-24,3177
2014-11-25,3557
2014-11-26,3330
2014-11-27,3096
2014-11-28,3284
2014-11-29,2566
2014-11-30,3658
2014-12-01,3909
2014-12-02,3483
2014-12-03,3269
2014-12-04,3408
2014-12-05,3543
2014-12-06,3062
2014-12-07,3083
2014-12-08,4875
2014-12-09,3549
2014-12-10,3202
2014-12-11,3371
2014-12-12,2786
2014-12-13,2304
2014-12-14,2883
2014-12-15,3591
2014-12-16,4011
2014-12-17,3594
2014-12-18,3209
2014-12-19,4597
2014-12-20,4606
2014-12-21,3430
2014-12-22,4380
2014-12-23,5081
2014-12-24,3119
2014-12-25,2210
2014-12-26,2645
2014-12-27,3414
2014-12-28,2507
2014-12-29,2702
2014-12-30,2976
2014-12-31,2836
2015-01-01,1802
2015-01-02,3014
2015-01-03,2518
2015-01-04,2294
2015-01-05,3529
2015-01-06,2482
2015-01-07,3114
2015-01-08,3681
2015-01-09,3265
2015-01-10,2563
2015-01-11,3108
2015-01-12,2386
2015-01-13,3751
2015-01-14,4446
2015-01-15,4801
2015-01-16,3239
2015-01-17,3958
2015-01-18,2525
2015-01-19,2847
2015-01-20,2896
2015-01-21,3440
2015-01-22,3366
2015-01-23,3604
2015-01-24,2829
2015-01-25,2080
2015-01-26,2823
2015-01-27,3023
2015-01-28,2269
2015-01-29,2819
2015-01-30,3721
2015-01-31,3348
2015-02-01,2644
2015-02-02,3199
2015-02-03,3052
2015-02-04,3333
2015-02-05,3144
2015-02-06,3144
2015-02-07,2640
2015-02-08,2487
2015-02-09,3976
2015-02-10,4084
2015-02-11,3173
2015-02-12,2955
2015-02-13,3763
2015-02-14,3143
2015-02-15,2929
2015-02-16,3792
2015-02-17,3852
2015-02-18,3665
2015-02-19,3731
2015-02-20,3383
2015-02-21,3199
2015-02-22,3030
2015-02-23,3784
2015-02-24,3751
2015-02-25,3718
2015-02-26,3858
2015-02-27,3241
2015-02-28,2878
2015-03-01,3238
2015-03-02,3668
2015-03-03,4481
2015-03-04,4325
2015-03-05,4649
2015-03-06,4543
2015-03-07,3900
2015-03-08,3531
2015-03-09,4431
2015-03-10,5529
2015-03-11,5027
2015-03-12,4257
2015-03-13,3711
2015-03-14,4482
2015-03-15,3566
2015-03-16,3984
2015-03-17,5471
2015-03-18,4646
2015-03-19,3801
2015-03-20,4516
2015-03-21,3990
2015-03-22,3604
2015-03-23,4772
2015-03-24,3626
2015-03-25,3578
2015-03-26,3663
2015-03-27,3765
2015-03-28,3244
2015-03-29,4334
2015-03-30,5441
2015-03-31,4768
2015-04-01,4306
2015-04-02,3486
2015-04-03,3247
2015-04-04,3017
2015-04-05,2616
2015-04-06,3518
2015-04-07,3710
2015-04-08,3677
2015-04-09,4847
2015-04-10,4082
2015-04-11,3814
2015-04-12,3069
2015-04-13,4207
2015-04-14,3792
2015-04-15,3643
2015-04-16,3435
2015-04-17,3563
2015-04-18,3534
2015-04-19,3541
2015-04-20,3527
2015-04-21,3729
2015-04-22,4032
2015-04-23,3382
2015-04-24,3255
2015-04-25,3101
2015-04-26,2656
2015-04-27,3351
2015-04-28,3537
2015-04-29,3297
2015-04-30,3710
2015-05-01,3336
2015-05-02,2819
2015-05-03,2700
2015-05-04,3368
2015-05-05,3620
2015-05-06,3412
2015-05-07,3492
2015-05-08,3418
2015-05-09,2729
2015-05-10,2991
2015-05-11,3866
2015-05-12,3494
2015-05-13,3558
2015-05-14,3249
2015-05-15,4050
2015-05-16,3044
2015-05-17,3423
2015-05-18,4028
2015-05-19,3975
2015-05-20,4842
2015-05-21,3093
2015-05-22,3491
2015-05-23,2620
2015-05-24,2823
2015-05-25,3857
2015-05-26,4495
2015-05-27,4056
2015-05-28,4344
2015-05-29,5133
2015-05-30,4683
2015-05-31,3437
2015-06-01,4791
2015-06-02,4426
2015-06-03,5512
2015-06-04,3944
2015-06-05,3995
2015-06-06,3297
2015-06-07,2948
2015-06-08,3713
2015-06-09,3968
2015-06-10,4331
2015-06-11,4424
2015-06-12,4523
2015-06-13,3749
2015-06-14,5143
2015-06-15,6229
2015-06-16,4139
2015-06-17,5135
2015-06-18,4123
2015-06-19,4000
2015-06-20,3623
2015-06-21,3882
2015-06-22,4250
2015-06-23,4284
2015-06-24,4019
2015-06-25,3764
2015-06-26,6189
2015-06-27,5003
2015-06-28,3986
2015-06-29,4477
2015-06-30,4065
2015-07-01,10966
2015-07-02,4234
2015-07-03,3568
2015-07-04,3526
2015-07-05,3104
2015-07-06,3918
2015-07-07,4462
2015-07-08,7344
2015-07-09,34251
2015-07-10,52156
2015-07-11,59321
2015-07-12,87390
2015-07-13,41316
2015-07-14,13980
2015-07-15,13698
2015-07-16,11773
2015-07-17,17025
2015-07-18,33816
2015-07-19,36631
2015-07-20,3910
2015-07-21,3589
2015-07-22,3872
2015-07-23,4185
2015-07-24,4323
2015-07-25,3369
2015-07-26,3088
2015-07-27,3782
2015-07-28,3546
2015-07-29,3905
2015-07-30,3824
2015-07-31,3941
2015-08-01,2735
2015-08-02,10659
2015-08-03,6895
2015-08-04,3867
2015-08-05,3904
2015-08-06,3167
2015-08-07,3094
2015-08-08,2719
2015-08-09,2244
2015-08-10,3811
2015-08-11,3599
2015-08-12,3631
2015-08-13,3987
2015-08-14,3326
2015-08-15,2848
2015-08-16,2489
2015-08-17,3343
2015-08-18,4197
2015-08-19,3758
2015-08-20,3950
2015-08-21,4952
2015-08-22,4588
2015-08-23,4494
2015-08-24,5447
2015-08-25,4095
2015-08-26,3669
2015-08-27,4157
2015-08-28,3716
2015-08-29,2889
2015-08-30,4151
2015-08-31,3846
2015-09-01,4395
2015-09-02,4191
2015-09-03,5453
2015-09-04,3598
2015-09-05,3875
2015-09-06,3232
2015-09-07,3588
2015-09-08,3883
2015-09-09,4079
2015-09-10,7424
2015-09-11,45017
2015-09-12,22624
2015-09-13,40801
2015-09-14,42193
2015-09-15,36402
2015-09-16,43752
2015-09-17,130743
2015-09-18,32924
2015-09-19,2772
2015-09-20,2593
2015-09-21,3650
2015-09-22,3841
2015-09-23,3570
2015-09-24,3515
2015-09-25,3321
2015-09-26,2442
2015-09-27,2789
2015-09-28,3276
2015-09-29,3654
2015-09-30,3323
2015-10-01,3349
2015-10-02,3333
2015-10-03,2087
2015-10-04,1489
2015-10-05,2256
2015-10-06,2266
2015-10-07,2821
2015-10-08,3745
2015-10-09,2363
2015-10-10,3000
2015-10-11,2550
2015-10-12,2932
2015-10-13,2636
2015-10-14,4239
2015-10-15,3987
2015-10-16,3462
2015-10-17,2630
2015-10-18,2628
2015-10-19,3480
2015-10-20,3396
2015-10-21,3875
2015-10-22,3564
2015-10-23,3102
2015-10-24,2253
2015-10-25,2551
2015-10-26,1728
2015-10-27,1888
2015-10-28,1931
2015-10-29,1997
2015-10-30,2390
2015-10-31,1601
2015-11-01,1468
2015-11-02,2699
2015-11-03,3327
2015-11-04,3999
2015-11-05,3729
2015-11-06,3176
2015-11-07,2806
2015-11-08,2614
2015-11-09,3422
2015-11-10,3603
2015-11-11,3382
2015-11-12,3738
2015-11-13,4406
2015-11-14,3889
2015-11-15,3223
2015-11-16,3313
2015-11-17,3231
2015-11-18,3511
2015-11-19,3500
2015-11-20,3529
2015-11-21,2650
2015-11-22,3620
2015-11-23,3557
2015-11-24,3223
2015-11-25,3248
2015-11-26,3275
2015-11-27,3047
2015-11-28,3160
2015-11-29,3941
2015-11-30,3916
2015-12-01,3426
2015-12-02,3729
2015-12-03,2419
2015-12-04,2403
2015-12-05,3472
2015-12-06,3535
2015-12-07,3779
2015-12-08,5215
2015-12-09,6265
2015-12-10,6053
2015-12-11,4957
2015-12-12,5692
2015-12-13,4424
2015-12-14,4574
2015-12-15,4349
2015-12-16,4468
2015-12-17,4496
2015-12-18,4321
2015-12-19,4026
2015-12-20,4544
2015-12-21,5815
2015-12-22,4956
2015-12-23,4754
2015-12-24,4857
2015-12-25,4108
2015-12-26,3136
2015-12-27,2734
2015-12-28,3148
2015-12-29,3466
2015-12-30,3245
2015-12-31,2441
2016-01-01,1821
2016-01-02,2269
2016-01-03,2425
2016-01-04,2954
2016-01-05,2804
2016-01-06,2790
2016-01-07,2902
2016-01-08,2989
2016-01-09,4138
2016-01-10,3902
2016-01-11,3811
2016-01-12,3257
2016-01-13,3031
2016-01-14,2845
2016-01-15,2776
2016-01-16,2733
2016-01-17,2511
2016-01-18,3034
2016-01-19,2959
2016-01-20,3515
2016-01-21,3580
2016-01-22,2782
2016-01-23,2515
2016-01-24,2148
2016-01-25,2698
2016-01-26,2856
2016-01-27,2767
2016-01-28,2605
2016-01-29,3792
2016-01-30,3646
2016-01-31,3361
2016-02-01,3707
2016-02-02,3115
2016-02-03,2444
2016-02-04,3386
2016-02-05,3768
2016-02-06,4212
2016-02-07,2995
2016-02-08,3445
2016-02-09,2882
2016-02-10,3622
2016-02-11,4034
2016-02-12,3729
2016-02-13,3772
2016-02-14,3922
2016-02-15,4907
2016-02-16,5167
2016-02-17,5642
2016-02-18,5236
2016-02-19,5124
2016-02-20,4378
2016-02-21,4354
2016-02-22,4573
2016-02-23,4194
2016-02-24,3397
2016-02-25,4230
2016-02-26,4249
2016-02-27,4214
2016-02-28,4615
2016-02-29,4476
2016-03-01,4150
2016-03-02,5152
2016-03-03,3822
2016-03-04,3690
2016-03-05,3565
2016-03-06,3970
2016-03-07,4502
2016-03-08,5186
2016-03-09,3632
2016-03-10,3366
2016-03-11,3316
2016-03-12,2529
2016-03-13,2511
2016-03-14,3128
2016-03-15,3239
2016-03-16,3500
2016-03-17,3220
2016-03-18,3269
2016-03-19,2601
2016-03-20,2976
2016-03-21,2960
2016-03-22,3465
2016-03-23,2743
2016-03-24,2948
2016-03-25,2750
2016-03-26,2516
2016-03-27,3041
2016-03-28,4235
2016-03-29,3906
2016-03-30,4164
2016-03-31,2939
2016-04-01,2941
2016-04-02,2298
2016-04-03,2501
2016-04-04,2995
2016-04-05,3053
2016-04-06,3068
2016-04-07,2728
2016-04-08,2554
2016-04-09,2539
2016-04-10,2459
2016-04-11,2584
2016-04-12,2950
2016-04-13,2706
2016-04-14,2727
2016-04-15,2569
2016-04-16,2193
2016-04-17,2621
2016-04-18,2694
2016-04-19,2819
2016-04-20,2688
2016-04-21,2823
2016-04-22,2484
2016-04-23,2119
2016-04-24,2245
2016-04-25,2641
2016-04-26,2824
2016-04-27,2295
2016-04-28,1512
2016-04-29,1852
2016-04-30,1777
2016-05-01,1486
2016-05-02,1577
2016-05-03,1680
2016-05-04,1502
2016-05-05,1505
2016-05-06,1514
2016-05-07,1334
2016-05-08,1472
2016-05-09,1808
2016-05-10,2624
2016-05-11,2586
2016-05-12,1514
2016-05-13,1279
2016-05-14,1241
2016-05-15,1274
2016-05-16,1411
2016-05-17,1407
2016-05-18,1440
2016-05-19,1299
2016-05-20,1250
2016-05-21,999
2016-05-22,1123
2016-05-23,1402
2016-05-24,1335
2016-05-25,1272
2016-05-26,1208
2016-05-27,1316
2016-05-28,1051
2016-05-29,1078
2016-05-30,1331
2016-05-31,1190
2016-06-01,1395
2016-06-02,1258
2016-06-03,1282
2016-06-04,1143
2016-06-05,1172
2016-06-06,1393
2016-06-07,1157
2016-06-08,1121
2016-06-09,1227
2016-06-10,1121
2016-06-11,1167
2016-06-12,1198
2016-06-13,1470
2016-06-14,1218
2016-06-15,2495
2016-06-16,2176
2016-06-17,2003
2016-06-18,1141
2016-06-19,1210
2016-06-20,1349
2016-06-21,1227
2016-06-22,1173
2016-06-23,1586
2016-06-24,1197
2016-06-25,1270
2016-06-26,1190
2016-06-27,1201
2016-06-28,1158
2016-06-29,1264
2016-06-30,1148
2016-07-01,1651
2016-07-02,1215
2016-07-03,2641
2016-07-04,2675
2016-07-05,1021
2016-07-06,981
2016-07-07,978
2016-07-08,983
2016-07-09,923
2016-07-10,876
2016-07-11,1038
2016-07-12,1068
2016-07-13,1121
2016-07-14,1134
2016-07-15,1035
2016-07-16,914
2016-07-17,886
2016-07-18,984
2016-07-19,801
2016-07-20,1149
2016-07-21,948
2016-07-22,984
2016-07-23,802
2016-07-24,746
2016-07-25,1025
2016-07-26,890
2016-07-27,894
2016-07-28,2292
2016-07-29,857
2016-07-30,648
2016-07-31,827
2016-08-01,1177
2016-08-02,1074
2016-08-03,1381
2016-08-04,1314
2016-08-05,769
2016-08-06,744
2016-08-07,806
2016-08-08,993
2016-08-09,955
2016-08-10,932
2016-08-11,1102
2016-08-12,1127
2016-08-13,769
2016-08-14,761
2016-08-15,769
2016-08-16,1450
2016-08-17,1331
2016-08-18,1313
2016-08-19,1008
2016-08-20,784
2016-08-21,777
2016-08-22,1197
2016-08-23,1326
2016-08-24,1090
2016-08-25,1423
2016-08-26,938
2016-08-27,1104
2016-08-28,788
2016-08-29,1382
2016-08-30,989
2016-08-31,776
2016-09-01,1297
2016-09-02,1140
2016-09-03,1009
2016-09-04,818
2016-09-05,971
2016-09-06,2047
2016-09-07,1097
2016-09-08,944
2016-09-09,1396
2016-09-10,980
2016-09-11,1067
2016-09-12,1032
2016-09-13,1077
2016-09-14,1057
2016-09-15,1050
2016-09-16,1009
2016-09-17,1153
2016-09-18,1055
2016-09-19,897
2016-09-20,965
2016-09-21,939
2016-09-22,1121
2016-09-23,972
2016-09-24,792
2016-09-25,876
2016-09-26,1101
2016-09-27,1222
2016-09-28,981
2016-09-29,891
2016-09-30,953
2016-10-01,964
2016-10-02,796
2016-10-03,1330
2016-10-04,1274
2016-10-05,1114
2016-10-06,1160
2016-10-07,1109
2016-10-08,1078
2016-10-09,1100
2016-10-10,1140
2016-10-11,1626
2016-10-12,1187
2016-10-13,1266
2016-10-14,1241
2016-10-15,838
2016-10-16,883
2016-10-17,953
2016-10-18,1085
2016-10-19,917
2016-10-20,1300
2016-10-21,1008
2016-10-22,895
2016-10-23,900
2016-10-24,1071
2016-10-25,1024
2016-10-26,1087
2016-10-27,1579
2016-10-28,1093
2016-10-29,1146
2016-10-30,1279
2016-10-31,1302
2016-11-01,1130
2016-11-02,1131
2016-11-03,1114
2016-11-04,3045
2016-11-05,1423
2016-11-06,2255
2016-11-07,1479
2016-11-08,1697
2016-11-09,1401
2016-11-10,1516
2016-11-11,1287
2016-11-12,1290
2016-11-13,1183
2016-11-14,1639
2016-11-15,1188
2016-11-16,1486
2016-11-17,1243
2016-11-18,1193
2016-11-19,1123
2016-11-20,1281
2016-11-21,1165
2016-11-22,1002
2016-11-23,1249
2016-11-24,1371
2016-11-25,1113
2016-11-26,1014
2016-11-27,1018
2016-11-28,1208
2016-11-29,1206
2016-11-30,1197
2016-12-01,1014
2016-12-02,1204
2016-12-03,1289
2016-12-04,1151
2016-12-05,1069
2016-12-06,1219
2016-12-07,1151
2016-12-08,1388
2016-12-09,1095
2016-12-10,938
2016-12-11,1050
2016-12-12,1162
2016-12-13,1103
2016-12-14,1049
2016-12-15,1073
2016-12-16,1182
2016-12-17,961
2016-12-18,1012
2016-12-19,1061
2016-12-20,1086
2016-12-21,1271
2016-12-22,1256
2016-12-23,1262
2016-12-24,1074
2016-12-25,1090
2016-12-26,1027
2016-12-27,1098
2016-12-28,1142
2016-12-29,1034
2016-12-30,1108
2016-12-31,939
2017-01-01,1023
2017-01-02,1256
2017-01-03,1232
2017-01-04,1353
2017-01-05,1031
2017-01-06,1562
2017-01-07,1019
2017-01-08,1054
2017-01-09,939
2017-01-10,1775
2017-01-11,1271
2017-01-12,1815
2017-01-13,1666
2017-01-14,1240
2017-01-15,1472
2017-01-16,1516
2017-01-17,1862
2017-01-18,1944
2017-01-19,1226
2017-01-20,1123
2017-01-21,1010
2017-01-22,934
2017-01-23,736
2017-01-24,1063
