date,Miner Outflow (Total)
2012-02-14,112265.68485978
2012-02-15,53783.15625029
2012-02-16,50730.92880075
2012-02-17,38706.6750563
2012-02-18,32663.22540097
2012-02-19,27050.46871188
2012-02-20,35799.0671183
2012-02-21,34664.56385074
2012-02-22,37884.30191204
2012-02-23,35903.24458464
2012-02-24,36429.78495293
2012-02-25,36611.35577675
2012-02-26,24772.32285886
2012-02-27,37427.7899752
2012-02-28,34025.46779055
2012-02-29,29847.13294522
2012-03-01,41451.31295613
2012-03-02,51641.37527235
2012-03-03,28699.32698653
2012-03-04,23412.98865993
2012-03-05,26087.45987879
2012-03-06,31937.62041172
2012-03-07,31116.62316909
2012-03-08,36701.862913
2012-03-09,35988.13127866
2012-03-10,25722.95565282
2012-03-11,20970.01436801
2012-03-12,29793.74631111
2012-03-13,40372.20392221
2012-03-14,70334.40387955
2012-03-15,37691.61187014
2012-03-16,42233.17827057
2012-03-17,23777.27255424
2012-03-18,23040.72703211
2012-03-19,40991.83509487
2012-03-20,35596.97074917
2012-03-21,38877.12460871
2012-03-22,39578.53753031
2012-03-23,35658.05003387
2012-03-24,29881.5726027
2012-03-25,31604.99456869
2012-03-26,37838.97353407
2012-03-27,35180.89563014
2012-03-28,37222.61811125
2012-03-29,36349.02303872
2012-03-30,32942.62886446
2012-03-31,27396.44551087
2012-04-01,25731.38591972
2012-04-02,34956.20876099
2012-04-03,43250.54106744
2012-04-04,42680.93788131
2012-04-05,35389.01267768
2012-04-06,40801.52575101
2012-04-07,32261.36642317
2012-04-08,19434.96456391
2012-04-09,34987.07132387
2012-04-10,45410.89849313
2012-04-11,54520.21330305
2012-04-12,54326.52359526
2012-04-13,42291.40367498
2012-04-14,43399.78703528
2012-04-15,20281.57181159
2012-04-16,73055.7020891
2012-04-17,39577.63358583
2012-04-18,43212.82740238
2012-04-19,52097.9636258
2012-04-20,69574.54986302
2012-04-21,36244.47885133
2012-04-22,60295.11438967
2012-04-23,35526.87821119
2012-04-24,51435.18165249
2012-04-25,35597.80800287
2012-04-26,38550.5042563
2012-04-27,37276.90464297
2012-04-28,27323.06448031
2012-04-29,21728.68497926
2012-04-30,42526.21383555
2012-05-01,45673.38777426
2012-05-02,51678.82148375
2012-05-03,35983.93482015
2012-05-04,43438.34542346
2012-05-05,32421.49888988
2012-05-06,33990.13741559
2012-05-07,52379.12579446
2012-05-08,44759.98053902
2012-05-09,59477.17337639
2012-05-10,43399.99335092
2012-05-11,58791.53628836
2012-05-12,64341.21361543
2012-05-13,25486.67723648
2012-05-14,40460.02006814
2012-05-15,44193.38352996
2012-05-16,39961.90105702
2012-05-17,37818.5823467
2012-05-18,54861.71878635
2012-05-19,40738.14134379
2012-05-20,61539.35813462
2012-05-21,53208.31230457
2012-05-22,57903.40570418
2012-05-23,45951.27019813
2012-05-24,34250.6560774
2012-05-25,30421.93249507
2012-05-26,26072.01199749
2012-05-27,31414.64870252
2012-05-28,44003.11413759
2012-05-29,53473.53694702
2012-05-30,49800.08892434
2012-05-31,46748.68761801
2012-06-01,79086.87397259
2012-06-02,41358.31515093
2012-06-03,32464.23331374
2012-06-04,48562.29250583
2012-06-05,49661.42907252
2012-06-06,41509.36768459
2012-06-07,44867.12558734
2012-06-08,47049.61636235
2012-06-09,73938.95700148
2012-06-10,29771.88935727
2012-06-11,39013.0481257
2012-06-12,47723.0076503
2012-06-13,40550.85715658
2012-06-14,38972.44939073
2012-06-15,42685.52404361
2012-06-16,54282.65763384
2012-06-17,46205.13910623
2012-06-18,40811.31037256
2012-06-19,57927.51573336
2012-06-20,37583.74815667
2012-06-21,39008.99858165
2012-06-22,37220.35864761
2012-06-23,35102.05629014
2012-06-24,62261.91211392
2012-06-25,47009.24088217
2012-06-26,57550.91294295
2012-06-27,45740.49072114
2012-06-28,38359.44563528
2012-06-29,34101.48836588
2012-06-30,24745.9598878
2012-07-01,21472.49458658
2012-07-02,38490.03384813
2012-07-03,53985.16975202
2012-07-04,42058.88105177
2012-07-05,37072.54907311
2012-07-06,38963.32078669
2012-07-07,31070.47330133
2012-07-08,25783.05869393
2012-07-09,38429.42635624
2012-07-10,57333.21393087
2012-07-11,46527.38607223
2012-07-12,73479.8704705
2012-07-13,51922.90604619
2012-07-14,29531.65553855
2012-07-15,25950.78890452
2012-07-16,45044.73177031
2012-07-17,51343.80028384
2012-07-18,45603.9809484
2012-07-19,35717.42567166
2012-07-20,48337.94921456
2012-07-21,44658.28980203
2012-07-22,33577.92372429
2012-07-23,45709.846584
2012-07-24,43323.22816396
2012-07-25,44844.21930974
2012-07-26,34188.84949247
2012-07-27,37800.40782973
2012-07-28,26049.93327884
2012-07-29,27118.37955993
2012-07-30,41548.16014231
2012-07-31,41239.236167
2012-08-01,36560.57383699
2012-08-02,46857.16597717
2012-08-03,43423.65792012
2012-08-04,26042.81656465
2012-08-05,24410.6274856
2012-08-06,27210.50812866
2012-08-07,37595.58326031
2012-08-08,47968.32296242
2012-08-09,41466.94150495
2012-08-10,32368.38550194
2012-08-11,26325.19536441
2012-08-12,25844.23481844
2012-08-13,27967.9026853
2012-08-14,43551.77583629
2012-08-15,33578.98773314
2012-08-16,35131.71867762
2012-08-17,46685.33679144
2012-08-18,43361.85573982
2012-08-19,32279.89666911
2012-08-20,62537.18653358
2012-08-21,64157.76797155
2012-08-22,64806.05579708
2012-08-23,37927.64767749
2012-08-24,48617.78175975
2012-08-25,29786.75774983
2012-08-26,29796.99499813
2012-08-27,56217.14190342
2012-08-28,56886.06456217
2012-08-29,49419.87226408
2012-08-30,53941.99457342
2012-08-31,43181.94367943
2012-09-01,25743.27516663
2012-09-02,31208.65973118
2012-09-03,41613.0717277
2012-09-04,55305.25579166
2012-09-05,58370.96695509
2012-09-06,55312.78495502
2012-09-07,54759.23211915
2012-09-08,37856.44136881
2012-09-09,141978.10424824
2012-09-10,79521.93892337
2012-09-11,92972.4459459
2012-09-12,62316.36775983
2012-09-13,65881.10581793
2012-09-14,57984.10919514
2012-09-15,48539.26105919
2012-09-16,46182.46652177
2012-09-17,58793.53161683
2012-09-18,61400.40496241
2012-09-19,54622.30095264
2012-09-20,40240.58991107
2012-09-21,34574.30864349
2012-09-22,29571.37141177
2012-09-23,31011.23563896
2012-09-24,53067.62672827
2012-09-25,48230.89522058
2012-09-26,31683.0627682
2012-09-27,32189.70221257
2012-09-28,37520.11032272
2012-09-29,24669.36195951
2012-09-30,18590.59625222
2012-10-01,36160.801275
2012-10-02,40412.29380214
2012-10-03,33319.37195913
2012-10-04,33230.24204509
2012-10-05,26764.21806812
2012-10-06,18329.05477106
2012-10-07,21210.26206177
2012-10-08,38174.12467893
2012-10-09,35472.21099082
2012-10-10,29716.39257959
2012-10-11,32286.58691124
2012-10-12,24154.84905062
2012-10-13,16328.74136033
2012-10-14,21352.9933479
2012-10-15,29524.68472719
2012-10-16,31474.39620142
2012-10-17,54053.88788307
2012-10-18,30013.86839383
2012-10-19,30546.84387489
2012-10-20,49150.19983841
2012-10-21,23970.3148923
2012-10-22,35815.92847125
2012-10-23,46116.58978487
2012-10-24,43910.2964024
2012-10-25,41096.66991712
2012-10-26,37171.10268924
2012-10-27,21705.97577109
2012-10-28,29131.02608095
2012-10-29,23110.24255123
2012-10-30,39503.7524969
2012-10-31,34733.91553117
2012-11-01,26879.64120633
2012-11-02,26673.78419886
2012-11-03,18697.83584077
2012-11-04,25229.67076634
2012-11-05,30847.1966476
2012-11-06,33313.17278112
2012-11-07,27597.53387261
2012-11-08,32457.91417214
2012-11-09,24039.97151306
2012-11-10,20829.16798233
2012-11-11,18212.65513704
2012-11-12,24950.76551236
2012-11-13,21406.73002277
2012-11-14,24156.76095163
2012-11-15,34756.26909359
2012-11-16,49243.12542288
2012-11-17,18647.22426364
2012-11-18,27052.04767197
2012-11-19,32121.45769539
2012-11-20,32522.56670028
2012-11-21,26951.439323
2012-11-22,30995.12349347
2012-11-23,24926.70921478
2012-11-24,18899.61565133
2012-11-25,19113.44059173
2012-11-26,69270.40508257
2012-11-27,78575.01217816
2012-11-28,40789.81720743
2012-11-29,32109.2131622
2012-11-30,28656.03121595
2012-12-01,15335.75709455
2012-12-02,13609.80569991
2012-12-03,47355.01359546
2012-12-04,32602.89428388
2012-12-05,32255.27973119
2012-12-06,20245.48047875
2012-12-07,47795.75210339
2012-12-08,16265.30951937
2012-12-09,24166.83959627
2012-12-10,41638.01550198
2012-12-11,26505.38603833
2012-12-12,38131.81405201
2012-12-13,33782.54061561
2012-12-14,42463.85990715
2012-12-15,22554.9679865
2012-12-16,17478.20654576
2012-12-17,37883.00752453
2012-12-18,27974.79732177
2012-12-19,32288.10823977
2012-12-20,21452.75930346
2012-12-21,30101.64539817
2012-12-22,26362.65858591
2012-12-23,19727.56874383
2012-12-24,16318.58349934
2012-12-25,8287.15508012
2012-12-26,21592.92135463
2012-12-27,22760.88021194
2012-12-28,31975.20004434
2012-12-29,25192.78521031
2012-12-30,40659.72101378
2012-12-31,36496.37756769
2013-01-01,27158.98077103
2013-01-02,36616.59109915
2013-01-03,24510.11697298
2013-01-04,26885.1124415
2013-01-05,23832.52135251
2013-01-06,18044.00017308
2013-01-07,24569.70836686
2013-01-08,23587.41872028
2013-01-09,28766.10712616
2013-01-10,24109.63439261
2013-01-11,25265.6596611
2013-01-12,15105.52630758
2013-01-13,17104.23969321
2013-01-14,21690.81569474
2013-01-15,35230.55314054
2013-01-16,29026.41305796
2013-01-17,27416.32638696
2013-01-18,31476.653837
2013-01-19,16411.39662639
2013-01-20,14386.275871
2013-01-21,32056.63940004
2013-01-22,45495.63521374
2013-01-23,35011.24595173
2013-01-24,32462.62812243
2013-01-25,31688.58446185
2013-01-26,22687.69281646
2013-01-27,15758.75388131
2013-01-28,34505.60179335
2013-01-29,52084.41958321
2013-01-30,30451.06612068
2013-01-31,43070.36288174
2013-02-01,76791.28861863
2013-02-02,26202.46325284
2013-02-03,23387.03451227
2013-02-04,33622.35109901
2013-02-05,28735.84766072
2013-02-06,26134.317729
2013-02-07,22495.22036369
2013-02-08,26674.86151428
2013-02-09,18528.60629058
2013-02-10,19647.56587342
2013-02-11,26288.11276448
2013-02-12,45025.99009637
2013-02-13,45370.2183152
2013-02-14,60203.16923413
2013-02-15,55697.792036
2013-02-16,26748.92804499
2013-02-17,29871.51340133
2013-02-18,46709.08594496
2013-02-19,42463.82141038
2013-02-20,33635.77619971
2013-02-21,48492.20656483
2013-02-22,34083.98358885
2013-02-23,29380.78583015
2013-02-24,25465.89641911
2013-02-25,44646.36775338
2013-02-26,40157.52741527
2013-02-27,32745.06515641
2013-02-28,56452.54092071
2013-03-01,35130.62371746
2013-03-02,27920.14696378
2013-03-03,19164.57551009
2013-03-04,44377.99933935
2013-03-05,49616.83738129
2013-03-06,64800.55133227
2013-03-07,41701.89174929
2013-03-08,35815.46038602
2013-03-09,28430.68949479
2013-03-10,20876.64199481
2013-03-11,32057.704096
2013-03-12,44942.18203467
2013-03-13,46560.66386155
2013-03-14,48038.1045362
2013-03-15,39923.31518917
2013-03-16,20890.56911021
2013-03-17,19840.31149973
2013-03-18,28879.68955986
2013-03-19,49537.95485142
2013-03-20,49261.7958301
2013-03-21,51053.69589419
2013-03-22,32941.64916734
2013-03-23,27225.60158836
2013-03-24,23340.42293336
2013-03-25,46383.08315595
2013-03-26,38428.97905276
2013-03-27,35610.34959518
2013-03-28,51504.91100053
2013-03-29,34475.57750196
2013-03-30,24764.52721705
2013-03-31,39953.06243937
2013-04-01,32388.18172283
2013-04-02,64176.28935295
2013-04-03,93362.50753166
2013-04-04,63810.19813687
2013-04-05,49646.65786444
2013-04-06,35905.42076331
2013-04-07,33192.06536597
2013-04-08,65857.48029958
2013-04-09,68926.8964106
2013-04-10,113681.92758934
2013-04-11,110823.54088808
2013-04-12,90718.46926124
2013-04-13,45518.44995896
2013-04-14,41786.28804115
2013-04-15,50554.7412558
2013-04-16,103072.67413163
2013-04-17,58208.96518294
2013-04-18,46883.5390147
2013-04-19,44991.593959
2013-04-20,24934.41079223
2013-04-21,31926.3079955
2013-04-22,46045.34548968
2013-04-23,36102.79814963
2013-04-24,54036.58585459
2013-04-25,50084.45221483
2013-04-26,58316.75107499
2013-04-27,64078.43058281
2013-04-28,35541.04457297
2013-04-29,65272.98473869
2013-04-30,48451.84715796
2013-05-01,54090.86649128
2013-05-02,60366.94174569
2013-05-03,97213.74675853
2013-05-04,30391.7501844
2013-05-05,28768.96864216
2013-05-06,56600.75726805
2013-05-07,39796.13399623
2013-05-08,42356.07484663
2013-05-09,40016.57871831
2013-05-10,31444.64704111
2013-05-11,24979.82407081
2013-05-12,29210.59192127
2013-05-13,30079.79776301
2013-05-14,48194.46955796
2013-05-15,69800.64335727
2013-05-16,71691.66495656
2013-05-17,43893.10436721
2013-05-18,20445.45306025
2013-05-19,20642.28051802
2013-05-20,23626.69241319
2013-05-21,24312.89095112
2013-05-22,25532.17333009
2013-05-23,26141.53419822
2013-05-24,21702.98157714
2013-05-25,12973.17145721
2013-05-26,11683.70512269
2013-05-27,25221.06367159
2013-05-28,25191.13663756
2013-05-29,25054.53467754
2013-05-30,18601.24253861
2013-05-31,18182.01183079
2013-06-01,13646.45295364
2013-06-02,19081.24197551
2013-06-03,29510.33990679
2013-06-04,34033.44259181
2013-06-05,30122.52786593
2013-06-06,17551.37192132
2013-06-07,27846.93452357
2013-06-08,25958.25974165
2013-06-09,39185.79691934
2013-06-10,33065.58845005
2013-06-11,26740.48860967
2013-06-12,39252.6438145
2013-06-13,34336.79377239
2013-06-14,34812.59113156
2013-06-15,26001.65357512
2013-06-16,26007.02844808
2013-06-17,28245.31896987
2013-06-18,43184.31619467
2013-06-19,33998.59151452
2013-06-20,23757.53217016
2013-06-21,28864.78798318
2013-06-22,12944.80948475
2013-06-23,15858.81929034
2013-06-24,22513.17906633
2013-06-25,21769.80594791
2013-06-26,29594.42968987
2013-06-27,19122.52618305
2013-06-28,27325.27803974
2013-06-29,18869.11052301
2013-06-30,25682.8306117
2013-07-01,45315.72674761
2013-07-02,21553.19333194
2013-07-03,48624.07974493
2013-07-04,38875.1630671
2013-07-05,44410.10410167
2013-07-06,25248.29455377
2013-07-07,24753.31148865
2013-07-08,30053.85271599
2013-07-09,27458.38658395
2013-07-10,32393.35439188
2013-07-11,34088.37800293
2013-07-12,30276.03645837
2013-07-13,33542.71967052
2013-07-14,21795.07303612
2013-07-15,26848.23694358
2013-07-16,21784.42854778
2013-07-17,28061.09616061
2013-07-18,42355.00539391
2013-07-19,16795.89267983
2013-07-20,10500.47255323
2013-07-21,11435.9458255
2013-07-22,13435.74350366
2013-07-23,20784.43188897
2013-07-24,21278.00983598
2013-07-25,18592.90563715
2013-07-26,13303.00567023
2013-07-27,13294.74247628
2013-07-28,18304.92706837
2013-07-29,21222.76557668
2013-07-30,18319.48199475
2013-07-31,26591.13323882
2013-08-01,16654.82926266
2013-08-02,14944.77067133
2013-08-03,11641.62523209
2013-08-04,10592.95715736
2013-08-05,20987.52392698
2013-08-06,19520.04281119
2013-08-07,15912.72918596
2013-08-08,17568.80422564
2013-08-09,14020.02377628
2013-08-10,19552.39364216
2013-08-11,11920.99696386
2013-08-12,13348.63200711
2013-08-13,28361.24318262
2013-08-14,26827.39915016
2013-08-15,22601.85582472
2013-08-16,12405.95492861
2013-08-17,12259.2021886
2013-08-18,14530.45191613
2013-08-19,28308.93363676
2013-08-20,21155.83653157
2013-08-21,23448.04207084
2013-08-22,23618.91399357
2013-08-23,15542.79299174
2013-08-24,11427.53946565
2013-08-25,11603.49750442
2013-08-26,18711.64398065
2013-08-27,25497.34815922
2013-08-28,18414.16198602
2013-08-29,17376.73543712
2013-08-30,16529.96818265
2013-08-31,17401.49428102
2013-09-01,15740.79356195
2013-09-02,14435.1657677
2013-09-03,12719.86256307
2013-09-04,19310.42574748
2013-09-05,18546.93662272
2013-09-06,15962.93121729
2013-09-07,10463.90088432
2013-09-08,11725.26070687
2013-09-09,14221.94592511
2013-09-10,16919.9347721
2013-09-11,15034.35893714
2013-09-12,21300.6521227
2013-09-13,18551.52367103
2013-09-14,11111.62791428
2013-09-15,9520.97658244
2013-09-16,14451.82625216
2013-09-17,14658.99739872
2013-09-18,19223.37150113
2013-09-19,12897.67312013
2013-09-20,12395.45548916
2013-09-21,6714.02688811
2013-09-22,8510.48038432
2013-09-23,23101.63946438
2013-09-24,21950.14323034
2013-09-25,19280.69896504
2013-09-26,16652.32440386
2013-09-27,21037.27821351
2013-09-28,10109.47217808
2013-09-29,23150.36335666
2013-09-30,17433.57829759
2013-10-01,20231.99658684
2013-10-02,25150.74763415
2013-10-03,18887.5753504
2013-10-04,13832.87161624
2013-10-05,11515.17993852
2013-10-06,9165.53458907
2013-10-07,51252.30042477
2013-10-08,14598.7499514
2013-10-09,20239.78518665
2013-10-10,21583.79162933
2013-10-11,14005.49179267
2013-10-12,17877.32587802
2013-10-13,14824.49241531
2013-10-14,17902.03251507
2013-10-15,15015.88822185
2013-10-16,19019.14675119
2013-10-17,26663.52920581
2013-10-18,19113.54774461
2013-10-19,21944.41233296
2013-10-20,31946.4435079
2013-10-21,25398.14953029
2013-10-22,25040.80641022
2013-10-23,19050.08565937
2013-10-24,23751.13824972
2013-10-25,17344.61297157
2013-10-26,9197.87533322
2013-10-27,9620.27131561
2013-10-28,10661.20046493
2013-10-29,15440.33400309
2013-10-30,22368.24112687
2013-10-31,12345.56079351
2013-11-01,13438.85143163
2013-11-02,12045.17895999
2013-11-03,10885.90349638
2013-11-04,18594.50541375
2013-11-05,22373.70907253
2013-11-06,19927.32049762
2013-11-07,22282.14718286
2013-11-08,32313.61020463
2013-11-09,19785.6835457
2013-11-10,23646.04996501
2013-11-11,15894.08284871
2013-11-12,20687.02581701
2013-11-13,18341.70651571
2013-11-14,23250.21273229
2013-11-15,24051.00365448
2013-11-16,14143.93354763
2013-11-17,16372.54092108
2013-11-18,25509.24923817
2013-11-19,32400.11698958
2013-11-20,32735.92624217
2013-11-21,16217.97115335
2013-11-22,15996.70793055
2013-11-23,13859.76521001
2013-11-24,10626.2885695
2013-11-25,12209.8734836
2013-11-26,17825.28321156
2013-11-27,22868.05146568
2013-11-28,21270.6685232
2013-11-29,18442.76155751
2013-11-30,12703.89013839
2013-12-01,18686.94495301
2013-12-02,11703.62619051
2013-12-03,10797.29070338
2013-12-04,10632.92668255
2013-12-05,22586.69021645
2013-12-06,19224.79233249
2013-12-07,16743.42516705
2013-12-08,13944.33015894
2013-12-09,15250.52500579
2013-12-10,12944.45932009
2013-12-11,16965.18645961
2013-12-12,9693.03177197
2013-12-13,9647.83278841
2013-12-14,10666.80920709
2013-12-15,9808.81069364
2013-12-16,18089.44535618
2013-12-17,15118.13468693
2013-12-18,22600.88346734
2013-12-19,14720.53207168
2013-12-20,10580.33587068
2013-12-21,9322.76713026
2013-12-22,9755.96809264
2013-12-23,12259.58115575
2013-12-24,7627.2591198
2013-12-25,8383.52326845
2013-12-26,8691.83371159
2013-12-27,7483.7744149
2013-12-28,13846.77744359
2013-12-29,10976.3468585
2013-12-30,9110.91301688
2013-12-31,10498.81257946
2014-01-01,9814.58795141
2014-01-02,8041.81888626
2014-01-03,11448.3209859
2014-01-04,12902.55189318
2014-01-05,13558.98509456
2014-01-06,15741.9586316
2014-01-07,10772.2360563
2014-01-08,11982.51611427
2014-01-09,10946.95732547
2014-01-10,7048.5253557
2014-01-11,8630.70284793
2014-01-12,7998.34537047
2014-01-13,9043.60132055
2014-01-14,7235.20139591
2014-01-15,11040.67101727
2014-01-16,7040.28675843
2014-01-17,7048.64148566
2014-01-18,8355.18946445
2014-01-19,11651.49875861
2014-01-20,14293.63451195
2014-01-21,11919.33452303
2014-01-22,12322.32250467
2014-01-23,12013.64638245
2014-01-24,11998.59041044
2014-01-25,10993.90295034
2014-01-26,11606.30582671
2014-01-27,13025.01413697
2014-01-28,12809.74299592
2014-01-29,8126.53446534
2014-01-30,10973.91104223
2014-01-31,8674.57398225
2014-02-01,7703.2333606
2014-02-02,9404.02785002
2014-02-03,10657.63337437
2014-02-04,11221.81742861
2014-02-05,7493.85827323
2014-02-06,9241.32713042
2014-02-07,15608.83876684
2014-02-08,10083.06629604
2014-02-09,5371.01313457
2014-02-10,10673.57905242
2014-02-11,17307.45791661
2014-02-12,6111.47231536
2014-02-13,9784.59717738
2014-02-14,11057.33661975
2014-02-15,9256.92218365
2014-02-16,6392.8037991
2014-02-17,7577.38228314
2014-02-18,9351.64691267
2014-02-19,13195.40677472
2014-02-20,15300.92204122
2014-02-21,9395.07130147
2014-02-22,9448.35865277
2014-02-23,12083.62168971
2014-02-24,12600.66832065
2014-02-25,19186.57591241
2014-02-26,15399.91376011
2014-02-27,13554.42865791
2014-02-28,11717.07273946
2014-03-01,14248.57644065
2014-03-02,13041.70508585
2014-03-03,19382.15595664
2014-03-04,17135.56411248
2014-03-05,17353.65002547
2014-03-06,17369.78117148
2014-03-07,300204.86700282
2014-03-08,16988.27563924
2014-03-09,8602.73293715
2014-03-10,14235.08172722
2014-03-11,7936.74906197
2014-03-12,12766.40857044
2014-03-13,11023.96268223
2014-03-14,9421.86130012
2014-03-15,6404.88622799
2014-03-16,5797.47475041
2014-03-17,7297.84207449
2014-03-18,8057.87424135
2014-03-19,6211.80192774
2014-03-20,8011.00380059
2014-03-21,9462.70694531
2014-03-22,8225.60517458
2014-03-23,6030.95526547
2014-03-24,9920.53133564
2014-03-25,9323.01193013
2014-03-26,11330.34534174
2014-03-27,13080.65473885
2014-03-28,11593.56998263
2014-03-29,5813.78839408
2014-03-30,5895.60066489
2014-03-31,11973.23539523
2014-04-01,13519.18866975
2014-04-02,11550.66667825
2014-04-03,8347.45145913
2014-04-04,11409.74088972
2014-04-05,8447.77489362
2014-04-06,12555.91927114
2014-04-07,10476.00341792
2014-04-08,10883.11225121
2014-04-09,14594.95831572
2014-04-10,16874.89512267
2014-04-11,17158.96415809
2014-04-12,8910.78690371
2014-04-13,9448.23827183
2014-04-14,14527.46879791
2014-04-15,15736.0472099
2014-04-16,35463.78014508
2014-04-17,9331.60912294
2014-04-18,9673.96403055
2014-04-19,7227.66647188
2014-04-20,5296.40040361
2014-04-21,7901.11285326
2014-04-22,11764.9231455
2014-04-23,8748.92116441
2014-04-24,8522.49721451
2014-04-25,13781.91538488
2014-04-26,7223.26313627
2014-04-27,5113.25970422
2014-04-28,11299.39608468
2014-04-29,11174.75352511
2014-04-30,14257.24002343
2014-05-01,14020.6833291
2014-05-02,10789.82114383
2014-05-03,4151.49574565
2014-05-04,3716.66041252
2014-05-05,10033.0337834
2014-05-06,11205.78721755
2014-05-07,10064.33393143
2014-05-08,11941.37420941
2014-05-09,11479.57397087
2014-05-10,6952.53353029
2014-05-11,6193.01291142
2014-05-12,9505.05488635
2014-05-13,9569.05414224
2014-05-14,9301.8752448
2014-05-15,10044.05057574
2014-05-16,9537.19027764
2014-05-17,6058.13962692
2014-05-18,4010.48928775
2014-05-19,13006.78846533
2014-05-20,17725.21936089
2014-05-21,9462.64902577
2014-05-22,9031.3476497
2014-05-23,11596.79942419
2014-05-24,6839.99323409
2014-05-25,9573.06161473
2014-05-26,20078.72987609
2014-05-27,13546.69473031
2014-05-28,11828.39052937
2014-05-29,13695.27336148
2014-05-30,11207.98258908
2014-05-31,7845.25773929
2014-06-01,13018.01353342
2014-06-02,10598.19278145
2014-06-03,11836.47974703
2014-06-04,9545.73985261
2014-06-05,14752.12695232
2014-06-06,10793.2149641
2014-06-07,5951.44491169
2014-06-08,5748.25568579
2014-06-09,9973.67766742
2014-06-10,12384.7641707
2014-06-11,11889.08248522
2014-06-12,9486.80336514
2014-06-13,8667.42719359
2014-06-14,7066.97662105
2014-06-15,6037.9139934
2014-06-16,9420.02303947
2014-06-17,10513.04160083
2014-06-18,11981.02389379
2014-06-19,8915.46456042
2014-06-20,8773.69739184
2014-06-21,7301.49753607
2014-06-22,6798.56863555
2014-06-23,20921.63411132
2014-06-24,35153.90139253
2014-06-25,11319.32905545
2014-06-26,11184.54857308
2014-06-27,11139.29521053
2014-06-28,6352.0195457
2014-06-29,5457.63443638
2014-06-30,13478.00827581
2014-07-01,10084.48799551
2014-07-02,13399.69167028
2014-07-03,9525.72877012
2014-07-04,5528.63350414
2014-07-05,3983.48494668
2014-07-06,4636.26654893
2014-07-07,8595.33242578
2014-07-08,8679.3711292
2014-07-09,6701.35270048
2014-07-10,9780.52754333
2014-07-11,8457.42047269
2014-07-12,4242.17504657
2014-07-13,6061.49793347
2014-07-14,7320.86310611
2014-07-15,8188.23870819
2014-07-16,16012.72057537
2014-07-17,10753.30795464
2014-07-18,8079.40651674
2014-07-19,6305.87144449
2014-07-20,4344.33767692
2014-07-21,11037.23521411
2014-07-22,8658.58377456
2014-07-23,9229.20263092
2014-07-24,6659.16160908
2014-07-25,9507.66316064
2014-07-26,6622.07403417
2014-07-27,6534.53383471
2014-07-28,9120.76495293
2014-07-29,8078.97095598
2014-07-30,12191.74871502
2014-07-31,9509.50176421
2014-08-01,10219.07833607
2014-08-02,7496.84934818
2014-08-03,5489.16343792
2014-08-04,6433.24812264
2014-08-05,14394.50457208
2014-08-06,14773.30316378
2014-08-07,7718.77919428
2014-08-08,8109.36925384
2014-08-09,6314.11332619
2014-08-10,7111.96789087
2014-08-11,10317.3938121
2014-08-12,11186.72807702
2014-08-13,12688.94327212
2014-08-14,10281.27197807
2014-08-15,10738.19287921
2014-08-16,8173.02500576
2014-08-17,6151.94218236
2014-08-18,11832.4726153
2014-08-19,11525.21617606
2014-08-20,12141.74473531
2014-08-21,9301.31979966
2014-08-22,11833.73937933
2014-08-23,8061.56596289
2014-08-24,8623.55114668
2014-08-25,12542.68990191
2014-08-26,10933.03774862
2014-08-27,16118.73158442
2014-08-28,11635.41393701
2014-08-29,53855.61341246
2014-08-30,5293.40412634
2014-08-31,8356.5201438
2014-09-01,23706.61839294
2014-09-02,12066.3352065
2014-09-03,11198.03681587
2014-09-04,13991.44602391
2014-09-05,14681.72780256
2014-09-06,13651.25359574
2014-09-07,8426.88011084
2014-09-08,11150.27169854
2014-09-09,13125.25337351
2014-09-10,17889.2885525
2014-09-11,14990.47126362
2014-09-12,14834.10137088
2014-09-13,8460.93267057
2014-09-14,9671.34933942
2014-09-15,17490.05460587
2014-09-16,14711.24489225
2014-09-17,12885.41893977
2014-09-18,17548.45057848
2014-09-19,18645.05267171
2014-09-20,9769.19705736
2014-09-21,6516.19914058
2014-09-22,14726.41478598
2014-09-23,15826.50403459
2014-09-24,14856.3064835
2014-09-25,15503.64268675
2014-09-26,13177.62423521
2014-09-27,10805.8531851
2014-09-28,12825.00840167
2014-09-29,18688.02240681
2014-09-30,14352.41896524
2014-10-01,24226.58860518
2014-10-02,16406.94455949
2014-10-03,13826.14584429
2014-10-04,10171.51400532
2014-10-05,10039.01201788
2014-10-06,15193.33428185
2014-10-07,19373.6752153
2014-10-08,18976.17933613
2014-10-09,14369.58313586
2014-10-10,30632.16359655
2014-10-11,9490.2699503
2014-10-12,8070.55645683
2014-10-13,14538.61364991
2014-10-14,17123.56999411
2014-10-15,16685.04828856
2014-10-16,17351.87627555
2014-10-17,20013.97884867
2014-10-18,10224.04116256
2014-10-19,7616.83622338
2014-10-20,13376.98606494
2014-10-21,14864.29876491
2014-10-22,14810.99674763
2014-10-23,13875.90593953
2014-10-24,13444.92344348
2014-10-25,10585.01114064
2014-10-26,9315.70451866
2014-10-27,15068.25052718
2014-10-28,11953.21388341
2014-10-29,18903.47365365
2014-10-30,15738.80663456
2014-10-31,16161.20240686
2014-11-01,10798.7335781
2014-11-02,13011.415781
2014-11-03,17936.27377485
2014-11-04,32321.27480058
2014-11-05,17681.76227051
2014-11-06,15496.23940446
2014-11-07,15432.5099373
2014-11-08,9040.41204318
