date,supF
2022-12-01,1.3387262516144707
2022-12-02,1.2502043108169794
2022-12-03,1.258899144495977
2022-12-04,1.239620026230777
2022-12-05,1.2524837322239109
2022-12-06,1.2592318105985512
2022-12-07,1.275044142106192
2022-12-08,1.2447109034363109
2022-12-09,1.2616603201822436
2022-12-10,1.2532066455645658
2022-12-11,1.2539227909499662
2022-12-12,1.2522823544699002
2022-12-13,1.2196124071944343
2022-12-14,1.22431665623554
2022-12-15,1.2085415269431847
2022-12-16,1.199349356645659
2022-12-17,1.0749436714217353
2022-12-18,1.0817649183210094
2022-12-19,1.079932089525579
2022-12-20,1.077680774874489
2022-12-21,1.0851639417559966
2022-12-22,1.1041411749383785
2022-12-23,1.1211169865189428
2022-12-24,1.1172768049426556
2022-12-25,1.1169730466647536
2022-12-26,1.1158935669685515
2022-12-27,1.1187107385641644
2022-12-28,1.1201560964432844
2022-12-29,1.1189364653926914
2022-12-30,1.1036566581403349
2022-12-31,1.0998439220676162
2023-01-01,1.097874302343416
2023-01-02,1.0990984311801464
2023-01-03,1.103644250767543
2023-01-04,1.1092798317022672
2023-01-05,1.140525417777093
2023-01-06,1.146678621851298
2023-01-07,1.1238203858420306
2023-01-08,1.1215360677635544
2023-01-09,1.1300975528651447
2023-01-10,1.1576529332134113
2023-01-11,1.1579536496164913
2023-01-12,1.164723802521802
2023-01-13,1.155123015687585
2023-01-14,1.1754979454875236
2023-01-15,1.2052298713503826
2023-01-16,1.205594073775957
2023-01-17,1.2135811978890443
2023-01-18,1.2160821040921597
2023-01-19,1.177530388048495
2023-01-20,1.1976259555394198
2023-01-21,1.1966332896453078
2023-01-22,1.1866578170433473
2023-01-23,1.1864841638540824
2023-01-24,1.1632823592379629
2023-01-25,1.1555764659448562
2023-01-26,1.1713536340162658
2023-01-27,1.1618659822171573
2023-01-28,1.1515167340560122
2023-01-29,1.143789376720823
2023-01-30,1.163921881197718
2023-01-31,1.1367255860375463
2023-02-01,1.1375983574630844
2023-02-02,1.1460201501083866
2023-02-03,1.1535400245611493
2023-02-04,1.1257811112851466
2023-02-05,1.1262487358735327
2023-02-06,1.115415231730943
2023-02-07,1.116815323004787
2023-02-08,1.1228557661740943
2023-02-09,1.1258230629365862
2023-02-10,1.0402408522575555
2023-02-11,1.0630033521881823
2023-02-12,1.0697139160528797
2023-02-13,1.062696912199249
2023-02-14,1.0544597239047466
2023-02-15,1.0859640381604176
2023-02-16,1.0522232490979333
2023-02-17,1.0518743615914077
2023-02-18,1.0698925260268135
2023-02-19,1.0686000767420414
2023-02-20,1.0648185840537332
2023-02-21,1.0713726969175552
2023-02-22,1.06916480947933
2023-02-23,1.0645884283198042
2023-02-24,1.06110773230546
2023-02-25,1.0559876593667243
2023-02-26,1.0517129114889774
2023-02-27,1.0648023622621703
2023-02-28,1.0340540709708457
2023-03-01,1.005595451183868
2023-03-02,1.0478487074420038
2023-03-03,1.0705983856347099
2023-03-04,0.9894054050938337
2023-03-05,0.9882055662865853
2023-03-06,0.9871736808317852
2023-03-07,0.9867895101678631
2023-03-08,1.015358288930134
2023-03-09,0.9876725881908113
2023-03-10,0.9788326043253368
2023-03-11,0.988609054719376
2023-03-12,0.9994169873190555
2023-03-13,1.0334927199921053
2023-03-14,1.1365182458374326
2023-03-15,1.1246849009705326
2023-03-16,1.1270436782587256
2023-03-17,1.0844101920665283
2023-03-18,1.3145727725745295
2023-03-19,1.3052825993910375
2023-03-20,1.3113121946570527
2023-03-21,1.3060911822181178
2023-03-22,1.298639851815416
2023-03-23,1.2185221831276392
2023-03-24,1.2932613138884141
2023-03-25,1.347068052115988
2023-03-26,1.3454286946936802
2023-03-27,1.3534823166466872
2023-03-28,1.364446694371774
2023-03-29,1.419111062171616
2023-03-30,1.4196788126745536
2023-03-31,1.4036727920434158
2023-04-01,1.4022077919373634
2023-04-02,1.401549511165449
2023-04-03,1.3942620908380934
2023-04-04,1.3910869156603356
2023-04-05,1.4422826419880546
2023-04-06,1.4364262198162925
2023-04-07,1.4239784833340214
2023-04-08,1.4235602818164692
2023-04-09,1.418983080660123
2023-04-10,1.4207681237379932
2023-04-11,1.4011372451773552
2023-04-12,1.397044293008062
2023-04-13,1.4051627369751392
2023-04-14,1.424649149884918
2023-04-15,1.4260724439744612
2023-04-16,1.4238786672565888
2023-04-17,1.4300475222358877
2023-04-18,1.4413175417026594
2023-04-19,1.4540067412487476
2023-04-20,1.423200442958995
2023-04-21,1.4311023768944484
2023-04-22,1.4405976793983344
2023-04-23,1.4466460158035763
2023-04-24,1.4432799451415845
2023-04-25,1.4394764179510067
2023-04-26,1.480236428530681
2023-04-27,1.4698512156615156
2023-04-28,1.4709749789329842
2023-04-29,1.4607122841893287
2023-04-30,1.4643626201652933
2023-05-01,1.4541584682875204
2023-05-02,1.4630576569382994
2023-05-03,1.5509331827651054
2023-05-04,1.5948337081531403
2023-05-05,1.586197923520989
2023-05-06,1.5752813054539674
2023-05-07,1.5478862766532762
2023-05-08,1.5413436640700326
2023-05-09,1.5359774282406655
2023-05-10,1.5405431165592356
2023-05-11,1.519967451215369
2023-05-12,1.508769588885839
2023-05-13,1.507743088210889
2023-05-14,1.5040089063116726
2023-05-15,1.504596898807161
2023-05-16,1.505271275369212
2023-05-17,1.5219560251679751
2023-05-18,1.5349691853198502
2023-05-19,1.545865271688036
2023-05-20,1.551929778067832
2023-05-21,1.5530868059613427
2023-05-22,1.5492882696072985
2023-05-23,1.5497474353746994
2023-05-24,1.58720261411773
2023-05-25,1.5761009461077824
2023-05-26,1.5680662360773119
2023-05-27,1.5499327122574311
2023-05-28,1.550153236974718
2023-05-29,1.569160963615939
2023-05-30,1.5625391036241834
2023-05-31,1.5635162295804659
2023-06-01,1.5600368171121382
2023-06-02,1.5162191992733924
2023-06-03,1.4880840639349229
2023-06-04,1.4842852849265935
2023-06-05,1.4834218830958816
2023-06-06,1.445731815484352
2023-06-07,1.4654750343677074
2023-06-08,1.45268049360841
2023-06-09,1.397703824613435
2023-06-10,1.3926601758591135
2023-06-11,1.371569316699566
2023-06-12,1.3714224574566207
2023-06-13,1.3736899541108465
2023-06-14,1.3745368652693792
2023-06-15,1.2531879165563238
2023-06-16,1.2597208814374294
2023-06-17,1.3523172920708115
2023-06-18,1.354438260306434
2023-06-19,1.3524840232636355
2023-06-20,1.3557994714099528
2023-06-21,1.3281725764546541
2023-06-22,1.3752021821809908
2023-06-23,1.3738859852578427
2023-06-24,1.392739011772611
2023-06-25,1.3878098231859157
2023-06-26,1.3965506906317333
2023-06-27,1.3980462509197091
2023-06-28,1.397849993042995
2023-06-29,1.3840972076042803
2023-06-30,1.3713695030525406
2023-07-01,1.4308605829207262
2023-07-02,1.4271462310198912
2023-07-03,1.4462348224313557
2023-07-04,1.4312313641948902
2023-07-05,1.4225210416596688
2023-07-06,1.4315210426843763
2023-07-07,1.4367286753878232
2023-07-08,1.4212986817062698
2023-07-09,1.4264330895059487
2023-07-10,1.4059266268501562
2023-07-11,1.3420528383463808
2023-07-12,1.3239776105405008
2023-07-13,1.2505788676588168
2023-07-14,1.2739934995799622
2023-07-15,1.2771998250343823
2023-07-16,1.272301018572515
2023-07-17,1.2560399462137313
2023-07-18,1.2744425859692927
2023-07-19,1.2656364413087264
2023-07-20,1.2666650624358515
2023-07-21,1.251730798160973
2023-07-22,1.2526469195993397
2023-07-23,1.2474176787430526
2023-07-24,1.252911153280429
2023-07-25,1.2696260529636265
2023-07-26,1.2681397039232596
2023-07-27,1.2736566722144036
2023-07-28,1.274684224137369
2023-07-29,1.2682579454191119
2023-07-30,1.2694902367628198
2023-07-31,1.2640932937765665
2023-08-01,1.2637284971790308
2023-08-02,1.24593418121766
2023-08-03,1.2419553417420663
2023-08-04,1.245371188125544
2023-08-05,1.2556196427907755
2023-08-06,1.2565880429720702
2023-08-07,1.2548301919926923
2023-08-08,1.2718584343967456
2023-08-09,1.2849829165823567
2023-08-10,1.2976155664838127
2023-08-11,1.2988208275538105
2023-08-12,1.2995784009116929
2023-08-13,1.2989020927095698
2023-08-14,1.2971916690363956
2023-08-15,1.2971207252756214
2023-08-16,1.3005528630423846
2023-08-17,1.3004786939131268
2023-08-18,1.299596348240799
2023-08-19,1.2889304523346143
2023-08-20,1.2904474227097122
2023-08-21,1.2938545550141152
2023-08-22,1.2949602379330931
2023-08-23,1.265680704385002
2023-08-24,1.2833799948812503
2023-08-25,1.2910574932009304
2023-08-26,1.2914482982107267
2023-08-27,1.2890064924800857
2023-08-28,1.291396510779424
2023-08-29,1.2858134400288537
2023-08-30,1.2859866505943605
2023-08-31,1.2636183482903682
2023-09-01,1.2480494612003037
2023-09-02,1.2650107920806322
2023-09-03,1.2664894514815686
2023-09-04,1.2661881995414443
2023-09-05,1.2660546720066157
2023-09-06,1.2642259462514562
2023-09-07,1.2712067796766386
2023-09-08,1.2727663403368445
2023-09-09,1.2641739791707352
2023-09-10,1.2636149196244417
2023-09-11,1.2589360640166285
2023-09-12,1.2578327430042577
2023-09-13,1.2850432482964733
2023-09-14,1.2859688987507853
2023-09-15,1.284830582670807
2023-09-16,1.3245057527568307
2023-09-17,1.3227650269398716
2023-09-18,1.3196801086089551
2023-09-19,1.3278449711766513
2023-09-20,1.3285643058615562
2023-09-21,1.3334128907368308
2023-09-22,1.3323528513648966
2023-09-23,1.338953467736223
2023-09-24,1.3387943431072302
2023-09-25,1.3357598720309054
2023-09-26,1.3411439035561268
2023-09-27,1.3479983248753022
2023-09-28,1.3469818884974292
2023-09-29,1.3439882221580624
2023-09-30,1.3480097588796673
2023-10-01,1.3485363468407463
2023-10-02,1.363751200644626
2023-10-03,1.3899739169918952
2023-10-04,1.3699929962341297
2023-10-05,1.3586112721039252
2023-10-06,1.359405973114015
2023-10-07,1.3599019333755953
2023-10-08,1.3568871938766787
2023-10-09,1.356377482242712
2023-10-10,1.3434970225473615
2023-10-11,1.330592377799425
2023-10-12,1.3118799689080531
2023-10-13,1.3162012958158773
2023-10-14,1.364363899524045
2023-10-15,1.3648251141580088
2023-10-16,1.3652950990449633
2023-10-17,1.361710045417992
2023-10-18,1.3708015178211757
2023-10-19,1.379255587330368
2023-10-20,1.3786545054995578
2023-10-21,1.444955136097964
2023-10-22,1.4508962841993642
2023-10-23,1.4590934447104984
2023-10-24,1.573055626607424
2023-10-25,1.573138919920594
2023-10-26,1.578024590797999
2023-10-27,1.6426572593802764
2023-10-28,1.6015033653793553
2023-10-29,1.600393034548699
2023-10-30,1.6048640956192364
2023-10-31,1.6169593509921238
2023-11-01,1.6173513571427767
2023-11-02,1.6172159172436034
2023-11-03,1.592045726834582
2023-11-04,1.5908216425940684
2023-11-05,1.5959749539861086
2023-11-06,1.6038572169394698
2023-11-07,1.60303633244997
2023-11-08,1.5943945713298822
2023-11-09,1.60268202916552
2023-11-10,1.6958301693752995
2023-11-11,1.7599630844537661
2023-11-12,1.754103820645318
2023-11-13,1.7521337016919296
2023-11-14,1.7520545876100686
2023-11-15,1.8271228071038335
2023-11-16,1.8269628187808187
2023-11-17,1.785318342443161
2023-11-18,1.781703689983214
2023-11-19,1.7818430665143685
2023-11-20,1.7923013404347699
2023-11-21,1.791513619922983
2023-11-22,1.7457246203187908
2023-11-23,1.7284862098626026
2023-11-24,1.7277005111379773
2023-11-25,1.7290822324248787
2023-11-26,1.7292761855541008
2023-11-27,1.7245473352131468
2023-11-28,1.707207841193414
2023-11-29,1.7066994313993549
2023-11-30,1.7059474692118843
2023-12-01,1.6913797572188352
2023-12-02,1.693810838023478
2023-12-03,1.709857762407612
2023-12-04,1.715492950857566
2023-12-05,1.7066912590402012
2023-12-06,1.7230313493660405
2023-12-07,1.6766234593997968
2023-12-08,1.6439476861148234
2023-12-09,1.644491706155171
2023-12-10,1.6405321685042704
2023-12-11,1.6426381526040317
2023-12-12,1.6821796322328948
2023-12-13,1.669976114720086
2023-12-14,1.6565617559205699
2023-12-15,1.6658496215903518
2023-12-16,1.5835663507956963
2023-12-17,1.5849828814835485
2023-12-18,1.5781492747328982
2023-12-19,1.574122544783315
2023-12-20,1.5745399587870978
2023-12-21,1.6344154529608872
2023-12-22,1.6332239730191924
2023-12-23,1.6464058461259827
2023-12-24,1.6428467568583172
2023-12-25,1.6337183919267666
2023-12-26,1.6348588733414189
2023-12-27,1.6344156696705114
2023-12-28,1.705352836388589
2023-12-29,1.7043274205664103
2023-12-30,1.7017534848613327
2023-12-31,1.6999198408119454
2024-01-01,1.6976652565475878
2024-01-02,1.711509108241209
2024-01-03,1.7204149350941156
2024-01-04,1.669042443993592
2024-01-05,1.6873391677079512
2024-01-06,1.6847336305808513
2024-01-07,1.6787732975335616
2024-01-08,1.6745212569436985
2024-01-09,1.616464325480601
2024-01-10,1.6203672577148474
2024-01-11,1.565341414252865
2024-01-12,1.569441258252947
2024-01-13,1.5687673822907937
2024-01-14,1.5791302048997737
2024-01-15,1.5587178294984565
2024-01-16,1.5632603701696284
2024-01-17,1.5601793782715063
2024-01-18,1.5540562519352406
2024-01-19,1.5687333484799308
2024-01-20,1.5720360774358568
2024-01-21,1.5679754876395968
2024-01-22,1.5648284215248818
2024-01-23,1.5575223156188167
2024-01-24,1.5785901642648454
2024-01-25,1.580447190400938
2024-01-26,1.5868586880253808
2024-01-27,1.6166738922879755
2024-01-28,1.6164979131531652
2024-01-29,1.6140663470971652
2024-01-30,1.6064849188010195
2024-01-31,1.6343708961429968
2024-02-01,1.6199360780635221
2024-02-02,1.621107470677873
2024-02-03,1.6312438988563982
2024-02-04,1.6286816922717156
2024-02-05,1.627115207156785
2024-02-06,1.629163780073498
2024-02-07,1.643755850698237
2024-02-08,1.638163053751117
2024-02-09,1.6372531011439104
2024-02-10,1.6252684172814515
2024-02-11,1.6275126400852356
2024-02-12,1.6286129603521724
2024-02-13,1.608196442035568
2024-02-14,1.6349427122310385
2024-02-15,1.607936676079843
2024-02-16,1.6106441177242725
2024-02-17,1.6091125333052234
2024-02-18,1.6056788192369158
2024-02-19,1.6227519532243708
2024-02-20,1.630876929697597
2024-02-21,1.664850890662204
2024-02-22,1.660415237514588
2024-02-23,1.705972332280896
2024-02-24,1.6799729657576905
2024-02-25,1.692348056576251
2024-02-26,1.7131756829163425
2024-02-27,1.73764168593021
2024-02-28,1.7400615022354025
2024-02-29,1.7555900029618619
2024-03-01,1.7392368911925968
2024-03-02,1.7386573560765726
2024-03-03,1.736444912996764
2024-03-04,1.7471245732090754
2024-03-05,1.8241723099822147
2024-03-06,1.8217558230678899
2024-03-07,1.8698376529091472
2024-03-08,1.8732314488044168
2024-03-09,1.8954736527735214
2024-03-10,1.8980932808666675
2024-03-11,1.8938716305518322
2024-03-12,1.93965159280219
2024-03-13,1.9786812876041446
2024-03-14,1.9913424659754262
2024-03-15,1.991883038021034
2024-03-16,1.9398871662336399
2024-03-17,1.904038730768637
2024-03-18,1.9234811033217847
2024-03-19,1.9469627834935335
2024-03-20,2.0220759584127466
2024-03-21,1.9584361600283464
2024-03-22,1.953432032708874
2024-03-23,1.9417139049247458
2024-03-24,1.9403526054748772
2024-03-25,1.9605517610917413
2024-03-26,1.9767550614333367
2024-03-27,1.9800197892844638
2024-03-28,1.9823001543621883
2024-03-29,2.0149617311760855
2024-03-30,2.0059906895992743
2024-03-31,2.00514423871187
2024-04-01,2.027209106389266
2024-04-02,1.9858421214254436
2024-04-03,1.8799637501208966
2024-04-04,1.8817502588138775
2024-04-05,1.9336995453411796
2024-04-06,1.9397809092472136
2024-04-07,1.9452191085564094
2024-04-08,1.962153356328086
2024-04-09,2.0606537173692026
2024-04-10,2.0000005452084104
2024-04-11,2.0336098527850104
2024-04-12,2.028369971976098
2024-04-13,2.0029967903949695
2024-04-14,1.9622638539182493
2024-04-15,1.9883113811397555
2024-04-16,1.9844585100548757
2024-04-17,1.9801597508914335
2024-04-18,1.946951288467179
2024-04-19,1.985134259424203
2024-04-20,2.0197929948803544
2024-04-21,2.037688355990213
2024-04-22,2.0360633974858584
2024-04-23,2.0288315690579557
2024-04-24,2.0712666338222676
2024-04-25,2.0657956232837162
2024-04-26,2.0790784307473897
2024-04-27,2.0925343656496316
2024-04-28,2.1144351640460037
2024-04-29,2.1155530738858257
2024-04-30,2.0964039827320193
2024-05-01,2.0344044880924645
2024-05-02,2.019259708028454
2024-05-03,2.035631161093651
2024-05-04,2.0227181223638455
2024-05-05,2.0250344389624537
2024-05-06,2.028232202078102
2024-05-07,2.0351319561723984
2024-05-08,2.031554876748718
2024-05-09,2.026364124373361
2024-05-10,2.030879296726412
2024-05-11,1.9645363010526948
2024-05-12,1.9647684080155852
2024-05-13,1.9674687286920907
2024-05-14,1.958226965889543
2024-05-15,1.9538349435989881
2024-05-16,1.9526975987539827
2024-05-17,1.9194276809523787
2024-05-18,1.9924251465058884
2024-05-19,1.9974756277175618
2024-05-20,1.9884352099305402
2024-05-21,2.008548423367922
2024-05-22,2.019131298918472
2024-05-23,2.019787013912225
2024-05-24,2.031980823225445
2024-05-25,2.0230848047457086
2024-05-26,2.0261899989953567
2024-05-27,2.037667447215355
2024-05-28,2.0448322073374796
2024-05-29,2.037803064644766
2024-05-30,2.040036521830915
2024-05-31,2.050433174483043
2024-06-01,2.05109490525663
2024-06-02,2.05912159055365
2024-06-03,2.053694203517159
2024-06-04,2.0489125751240893
2024-06-05,2.044482315008848
2024-06-06,2.0501426139949226
2024-06-07,2.029536256837649
2024-06-08,2.064704449991974
2024-06-09,2.065096657887153
2024-06-10,2.0687593522815004
2024-06-11,2.07620284442071
2024-06-12,2.0644336471615548
2024-06-13,2.0642050133796164
2024-06-14,2.0830857319239846
2024-06-15,2.084678579085584
2024-06-16,2.097959931089042
2024-06-17,2.1062776089819617
2024-06-18,2.156602624738788
2024-06-19,2.147713548140491
2024-06-20,2.1575740340524607
2024-06-21,2.151233307621146
2024-06-22,2.1555758769190034
2024-06-23,2.1518920360499405
2024-06-24,2.1400071867143096
2024-06-25,2.118063803189637
2024-06-26,2.1168773940300896
2024-06-27,2.1225778132529096
2024-06-28,2.1449347319798666
2024-06-29,2.131831024480033
2024-06-30,2.131866004123186
2024-07-01,2.1407394094264824
2024-07-02,2.144243190986198
2024-07-03,2.149163362707057
2024-07-04,2.090808659340321
2024-07-05,2.061417470403282
2024-07-06,2.0751596859950987
2024-07-07,2.088371194328813
2024-07-08,2.0667941240150007
2024-07-09,2.0654124999997423
2024-07-10,2.0657385882730166
2024-07-11,2.064795082941448
2024-07-12,2.100116188858436
2024-07-13,2.100152283187543
2024-07-14,2.1064814070156284
2024-07-15,2.1169875178239024
2024-07-16,2.0450678574982524
2024-07-17,2.0328748932016207
2024-07-18,2.0736271792865235
2024-07-19,2.089385450315826
2024-07-20,2.0943999899635517
2024-07-21,2.096341447824286
2024-07-22,2.09904743027481
2024-07-23,2.132528789136085
2024-07-24,2.1319702884179272
2024-07-25,2.141555424524096
2024-07-26,2.1048930315842553
2024-07-27,2.104348388495315
2024-07-28,2.100025933778193
2024-07-29,2.1033064825693475
2024-07-30,2.1027485322665953
2024-07-31,2.109659527863391
2024-08-01,2.165619828488557
2024-08-02,2.201999467367062
2024-08-03,2.1660747298109713
2024-08-04,2.150681192454879
2024-08-05,2.1124578637918106
2024-08-06,2.009967058835232
2024-08-07,1.9974880111516762
2024-08-08,1.9285920155463705
2024-08-09,1.903993633132212
2024-08-10,1.769515096810226
2024-08-11,1.77121323844439
2024-08-12,1.761883755339188
2024-08-13,1.822718854460191
2024-08-14,1.9092680728807454
2024-08-15,1.8879652640367164
2024-08-16,1.9869508924628447
2024-08-17,1.987690778542632
2024-08-18,1.9909070304804846
2024-08-19,1.990416357795678
2024-08-20,1.9993323590178955
2024-08-21,2.0013159547679957
2024-08-22,1.9808673610268748
2024-08-23,2.0008093038530257
2024-08-24,2.0023011793929024
2024-08-25,2.002944092682528
2024-08-26,1.9994257101546458
2024-08-27,1.9805321770259456
2024-08-28,2.0046248660271506
2024-08-29,2.0206835723160617
2024-08-30,2.0142531635842547
2024-08-31,2.0354401610018757
2024-09-01,2.033309336399706
2024-09-02,2.0195842084624664
2024-09-03,2.023050954100067
2024-09-04,2.043631739825251
2024-09-05,2.04081073420966
2024-09-06,1.9542797968767647
2024-09-07,1.9148474184632975
2024-09-08,1.9228636683478224
2024-09-09,1.926730176016403
2024-09-10,1.9286099129858143
2024-09-11,1.9281533058484488
2024-09-12,1.9962174148874097
2024-09-13,1.9912268835159856
2024-09-14,1.9941826983622564
2024-09-15,1.9907357007619932
2024-09-16,1.9749699304160906
2024-09-17,1.9736108350247494
2024-09-18,1.969076200219331
2024-09-19,1.9700407754653935
2024-09-20,1.9984189155801981
2024-09-21,2.0465878742413794
2024-09-22,2.054098155278485
2024-09-23,2.049269689476745
2024-09-24,2.0593888301306364
2024-09-25,2.056658958553441
2024-09-26,2.0486009349742855
2024-09-27,2.056617884979696
2024-09-28,2.035692679883485
2024-09-29,2.0326869756325094
2024-09-30,2.029908732145009
2024-10-01,2.026617004889508
2024-10-02,1.9663383430427046
2024-10-03,1.9539753077798858
2024-10-04,1.9530149598633315
2024-10-05,1.9516106210381468
2024-10-06,1.9514810296727536
2024-10-07,1.95512575576528
2024-10-08,1.9635045962298663
2024-10-09,1.9859701093097086
2024-10-10,2.0297340290372414
2024-10-11,2.0327871263801267
2024-10-12,2.0425551343130963
2024-10-13,2.047858051864133
2024-10-14,2.0465127010444704
2024-10-15,2.0075986096932974
2024-10-16,2.0388245593214145
2024-10-17,2.0375620186437704
2024-10-18,2.0327910137614427
2024-10-19,2.032413040841095
2024-10-20,2.0331069935081887
2024-10-21,2.0475971831020985
2024-10-22,2.056501746864333
2024-10-23,2.031031479815191
2024-10-24,2.010787419114802
2024-10-25,2.0092575915825845
2024-10-26,2.04331109007882
2024-10-27,2.0496603306562005
2024-10-28,2.053282506606654
2024-10-29,2.060388734580787
2024-10-30,2.0580344276603286
2024-10-31,2.095004984438446
2024-11-01,2.0627368309295306
2024-11-02,2.0726001424809644
2024-11-03,2.069739295724521
2024-11-04,2.064163048200548
2024-11-05,2.0410687445784914
2024-11-06,2.041060091527784
2024-11-07,1.7097876971485326
2024-11-08,1.7042192237128815
2024-11-09,1.6760222916702265
2024-11-10,1.6992377809532027
2024-11-11,1.7073186403797007
2024-11-12,1.65160206001468
2024-11-13,1.6556100138355734
2024-11-14,1.66732827351866
2024-11-15,1.6059736363713417
2024-11-16,1.7213556598546453
2024-11-17,1.7277181156453787
2024-11-18,1.7190337176207735
2024-11-19,1.7399103040324335
2024-11-20,1.752481930072496
2024-11-21,1.7491519211013808
2024-11-22,1.8232613390792645
2024-11-23,1.7901050173352082
2024-11-24,1.7998034150055016
2024-11-25,1.7949798565856827
2024-11-26,1.7740706885969564
2024-11-27,1.7815337435011624
2024-11-28,2.045741815045259
2024-11-29,2.0314943513832113
2024-11-30,2.0323796347596654
2024-12-01,2.048736406369958
2024-12-02,2.0492789051213425
2024-12-03,2.1064679689368853
2024-12-04,2.1093367696284853
2024-12-05,2.0406899097027003
2024-12-06,2.0284150228157394
2024-12-07,1.9686731061470057
2024-12-08,1.967931775827997
2024-12-09,1.9688345656035073
2024-12-10,1.8690183067325172
2024-12-11,1.840243021299885
2024-12-12,1.7860109174981211
2024-12-13,1.7910477581613775
2024-12-14,1.791910601338104
2024-12-15,1.7866463242161013
2024-12-16,1.7988387986853875
2024-12-17,1.8112432439495
2024-12-18,1.8106962464656862
2024-12-19,1.7940436957026986
2024-12-20,1.897635703958424
2024-12-21,1.854662946431578
2024-12-22,1.8358279269881452
2024-12-23,1.8274730646603907
2024-12-24,1.7825420517813173
2024-12-25,1.7842591054239314
2024-12-26,1.784512948270906
2024-12-27,1.739791254742969
2024-12-28,1.754749229360171
2024-12-29,1.7645324858987383
2024-12-30,1.7575300208138347
2024-12-31,1.7774600433151932
2025-01-01,1.7788532505931558
2025-01-02,1.7819659623026873
2025-01-03,1.8131358338543266
2025-01-04,1.784032317958925
2025-01-05,1.7907866002029018
2025-01-06,1.7877195106728925
2025-01-07,1.7887914803108553
2025-01-08,1.6540228928034453
2025-01-09,1.6552372538524174
2025-01-10,1.6618153013549748
2025-01-11,1.748285518864088
2025-01-12,1.750559052365321
2025-01-13,1.7480294679372879
2025-01-14,1.743467192001532
2025-01-15,1.774340974481775
2025-01-16,1.7462956430368357
2025-01-17,1.6999648114127428
2025-01-18,1.664070457292494
2025-01-19,1.6402086591264136
2025-01-20,1.627087333638454
2025-01-21,1.6376419240728024
2025-01-22,1.64711523010063
2025-01-23,1.7108648894413871
2025-01-24,1.698630893960466
2025-01-25,1.6769943512904542
2025-01-26,1.6780877125680789
2025-01-27,1.6662712065012475
2025-01-28,1.7425398858427106
2025-01-29,1.8026672032904352
2025-01-30,1.8111888030934358
2025-01-31,1.8497554826690352
2025-02-01,1.8383795374777108
2025-02-02,1.8125107279095143
2025-02-03,1.7776096966016608
2025-02-04,1.827725796031841
2025-02-05,1.8525285796494304
2025-02-06,1.8722955166959605
2025-02-07,1.8787223890277485
2025-02-08,1.8685243861491365
2025-02-09,1.8698681040998104
2025-02-10,1.868933098323137
2025-02-11,1.8796234051667102
2025-02-12,1.8715162345653404
2025-02-13,1.8706914188308479
2025-02-14,1.856161556056843
2025-02-15,1.8506462563943187
2025-02-16,1.846261812147267
2025-02-17,1.842152598170806
2025-02-18,1.8467572811021877
2025-02-19,1.8565923207719306
2025-02-20,1.8626581848159025
2025-02-21,1.8883409165186842
2025-02-22,1.893078912026196
2025-02-23,1.9073928389041948
2025-02-24,1.9153182085346514
2025-02-25,1.7978781366705288
2025-02-26,1.8290581774257473
2025-02-27,1.7647618033957806
2025-02-28,1.8392048662306955
2025-03-01,1.9916001693869358
2025-03-02,1.988042480470714
2025-03-03,2.028879219279798
2025-03-04,1.6414714749411774
2025-03-05,1.6326533247711643
2025-03-06,1.6306295605909564
2025-03-07,1.689821934415308
2025-03-08,1.684924651313553
2025-03-09,1.6950525313572977
2025-03-10,1.6660991712989959
2025-03-11,1.6025034444005646
2025-03-12,1.6377367490176904
2025-03-13,1.6106491384355306
2025-03-14,1.5902134137529387
2025-03-15,1.5975061230614556
2025-03-16,1.6010976858878365
2025-03-17,1.593233167995652
2025-03-18,1.6070662893113241
2025-03-19,1.6762817012033435
2025-03-20,1.6121532313523657
2025-03-21,1.6136619000927361
2025-03-22,1.6344373516243451
2025-03-23,1.6366256243501172
2025-03-24,1.6408010574456797
2025-03-25,1.6272556178067215
2025-03-26,1.6640922979991597
2025-03-27,1.657690977527232
2025-03-28,1.657055482454004
2025-03-29,1.6022971041761438
2025-03-30,1.5916856265402066
2025-03-31,1.588560160868585
2025-04-01,1.6171884273502233
2025-04-02,1.6100387945633314
2025-04-03,1.6212072573838043
2025-04-04,1.9857038323836114
2025-04-05,2.335579130775761
2025-04-06,2.3330660882775685
2025-04-07,2.288828018161843
2025-04-08,2.3759410881322327
2025-04-09,2.446509711979299
2025-04-10,2.4016609116089085
2025-04-11,2.30030580221653
2025-04-12,2.2887032500044833
2025-04-13,2.303309408334561
2025-04-14,2.2942846939709014
2025-04-15,2.288020742173711
2025-04-16,2.2432615865444605
2025-04-17,2.4423475398599304
2025-04-18,2.429383727395918
2025-04-19,2.4306158823102426
2025-04-20,2.4352293900378617
2025-04-21,2.4299391406335142
2025-04-22,2.418190935171589
2025-04-23,2.2037074361884312
2025-04-24,2.2012489091439638
2025-04-25,2.3029059582805727
2025-04-26,2.3174083016430043
2025-04-27,2.323756279229188
2025-04-28,2.3182767988736304
2025-04-29,2.319428134917553
2025-04-30,2.3183006991950634
2025-05-01,2.3218434779573696
2025-05-02,2.2752923588418605
2025-05-03,
2025-05-04,
2025-05-05,
2025-05-06,
2025-05-07,
2025-05-08,
2025-05-09,
2025-05-10,
2025-05-11,
2025-05-12,
2025-05-13,
2025-05-14,
2025-05-15,
