physical_column_id,raw_object_id,provider,relpath,column_name,observed_dtype,non_null_count,null_count,profile_status
col_aa4cfdeba2141651,raw_bc4a57a06fa8def6,Artemis,data_local/raw/artemis/Centralized Exchanges - Perpetuals Volume.csv,Kraken,float64,1260,305,observed
col_9b985d16c4ae8b03,raw_bc4a57a06fa8def6,Artemis,data_local/raw/artemis/Centralized Exchanges - Perpetuals Volume.csv,OKX,float64,1550,15,observed
col_7bc40d17dde7386c,raw_40d7c8961add0966,Artemis,data_local/raw/artemis/Centralized Exchanges - Spot Volume.csv,date,str,1565,0,observed
col_435a5ed0f8c0eb7c,raw_40d7c8961add0966,Artemis,data_local/raw/artemis/Centralized Exchanges - Spot Volume.csv,Binance,float64,1565,0,observed
col_890ed5ca99e63bd9,raw_40d7c8961add0966,Artemis,data_local/raw/artemis/Centralized Exchanges - Spot Volume.csv,Bitget,float64,653,912,observed
col_020cce5687051b03,raw_40d7c8961add0966,Artemis,data_local/raw/artemis/Centralized Exchanges - Spot Volume.csv,Bitstamp,float64,1565,0,observed
col_b4579a52eb33eba3,raw_40d7c8961add0966,Artemis,data_local/raw/artemis/Centralized Exchanges - Spot Volume.csv,Bybit,float64,1491,74,observed
col_948b10831c982be6,raw_40d7c8961add0966,Artemis,data_local/raw/artemis/Centralized Exchanges - Spot Volume.csv,Crypto.com,float64,1565,0,observed
col_8b00e3f9e6b5c570,raw_40d7c8961add0966,Artemis,data_local/raw/artemis/Centralized Exchanges - Spot Volume.csv,Gate.io,float64,1565,0,observed
col_dbddf0682eecb8b3,raw_40d7c8961add0966,Artemis,data_local/raw/artemis/Centralized Exchanges - Spot Volume.csv,HTX,float64,1565,0,observed
col_00edcca2c91f2a4a,raw_40d7c8961add0966,Artemis,data_local/raw/artemis/Centralized Exchanges - Spot Volume.csv,Kraken,float64,1565,0,observed
col_7840f184419ea266,raw_f13abef13e80f2fb,Artemis,data_local/raw/artemis/Chains - Chain MAU.csv,date,str,3904,0,observed
col_31318d2751a3bd12,raw_f13abef13e80f2fb,Artemis,data_local/raw/artemis/Chains - Chain MAU.csv,Aptos,float64,1271,2633,observed
col_12a673b0130aa775,raw_f13abef13e80f2fb,Artemis,data_local/raw/artemis/Chains - Chain MAU.csv,Avalanche C-Chain,float64,2006,1898,observed
col_c307d7fbfd952310,raw_f13abef13e80f2fb,Artemis,data_local/raw/artemis/Chains - Chain MAU.csv,Ethereum,int64,3904,0,observed
col_76eef46dfb6ee6c6,raw_f13abef13e80f2fb,Artemis,data_local/raw/artemis/Chains - Chain MAU.csv,Near,float64,2077,1827,observed
col_962475b8b254d109,raw_f13abef13e80f2fb,Artemis,data_local/raw/artemis/Chains - Chain MAU.csv,Sui,float64,1097,2807,observed
col_105796b2d7fb2ec2,raw_f13abef13e80f2fb,Artemis,data_local/raw/artemis/Chains - Chain MAU.csv,Polygon PoS,float64,2127,1777,observed
col_6f2ea6b13bbab76d,raw_f13abef13e80f2fb,Artemis,data_local/raw/artemis/Chains - Chain MAU.csv,Solana,float64,1565,2339,observed
col_e7871d70ffc86839,raw_f13abef13e80f2fb,Artemis,data_local/raw/artemis/Chains - Chain MAU.csv,Acala,float64,1577,2327,observed
col_b55f5dacee97165c,raw_61f3b73a0c197cff,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (New Wallets).csv,date,str,3904,0,observed
col_a034739c6c079f2e,raw_61f3b73a0c197cff,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (New Wallets).csv,Avalanche C-Chain,float64,1961,1943,observed
col_2d048b50f978ad2f,raw_61f3b73a0c197cff,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (New Wallets).csv,Ethereum,int64,3904,0,observed
col_603306340651653a,raw_61f3b73a0c197cff,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (New Wallets).csv,Near,float64,2074,1830,observed
col_b9d6b668abc75e93,raw_61f3b73a0c197cff,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (New Wallets).csv,Sui,float64,1086,2818,observed
col_8c563ed0ea21b174,raw_61f3b73a0c197cff,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (New Wallets).csv,Polygon PoS,float64,2113,1791,observed
col_746431aec78f2e6c,raw_61f3b73a0c197cff,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (New Wallets).csv,Solana,float64,1810,2094,observed
col_65a10aa317db4551,raw_8ecd734c7f597546,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (Returning Wallets).csv,date,str,3904,0,observed
col_27bc0e19425472bf,raw_8ecd734c7f597546,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (Returning Wallets).csv,Avalanche C-Chain,float64,1961,1943,observed
col_4a1f35eeea41ac20,raw_8ecd734c7f597546,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (Returning Wallets).csv,Ethereum,int64,3904,0,observed
col_653419a41a896a51,raw_8ecd734c7f597546,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (Returning Wallets).csv,Near,float64,2074,1830,observed
col_253843268ade1a52,raw_8ecd734c7f597546,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (Returning Wallets).csv,Sui,float64,1086,2818,observed
col_7f62d6486003ac02,raw_8ecd734c7f597546,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (Returning Wallets).csv,Polygon PoS,float64,2113,1791,observed
col_448ae3b1100ba11c,raw_8ecd734c7f597546,Artemis,data_local/raw/artemis/Chains - Daily Active Addresses (Returning Wallets).csv,Solana,float64,1810,2094,observed
col_d6f0de5c162d020e,raw_e95930df83620ef4,Artemis,data_local/raw/artemis/Chains - Fees.csv,date,str,3904,0,observed
col_d549b2bec1d30c48,raw_e95930df83620ef4,Artemis,data_local/raw/artemis/Chains - Fees.csv,Aptos,float64,1274,2630,observed
col_5d20f2a020590219,raw_e95930df83620ef4,Artemis,data_local/raw/artemis/Chains - Fees.csv,Avalanche C-Chain,float64,2030,1874,observed
col_37f2530a7a67d3dd,raw_e95930df83620ef4,Artemis,data_local/raw/artemis/Chains - Fees.csv,Ethereum,float64,3904,0,observed
col_eb96cf2db6d4f2ae,raw_e95930df83620ef4,Artemis,data_local/raw/artemis/Chains - Fees.csv,Near,float64,2009,1895,observed
col_8ca3e58587d88125,raw_e95930df83620ef4,Artemis,data_local/raw/artemis/Chains - Fees.csv,Sui,float64,1078,2826,observed
col_a4684926ae115c35,raw_e95930df83620ef4,Artemis,data_local/raw/artemis/Chains - Fees.csv,Polygon PoS,float64,902,3002,observed
col_3b2d3409817a29cf,raw_e95930df83620ef4,Artemis,data_local/raw/artemis/Chains - Fees.csv,Solana,float64,1810,2094,observed
col_114323fa9d6cd053,raw_e95930df83620ef4,Artemis,data_local/raw/artemis/Chains - Fees.csv,TON,float64,1387,2517,observed
col_88994914e7c6eeda,raw_e95930df83620ef4,Artemis,data_local/raw/artemis/Chains - Fees.csv,Abstract,float64,537,3367,observed
col_81066a25faac9a7b,raw_e95930df83620ef4,Artemis,data_local/raw/artemis/Chains - Fees.csv,Acala,float64,1579,2325,observed
col_439bb75090b10189,raw_e95930df83620ef4,Artemis,data_local/raw/artemis/Chains - Fees.csv,Aleo,float64,573,3331,observed
col_35b22877e7d45e60,raw_e95930df83620ef4,Artemis,data_local/raw/artemis/Chains - Fees.csv,Algorand,float64,2490,1414,observed
col_c36b5c42ec43db83,raw_7e4ede2d4f39f409,Artemis,data_local/raw/artemis/Chains - Market Cap.csv,date,str,3903,0,observed
col_b6964a3eec119706,raw_7e4ede2d4f39f409,Artemis,data_local/raw/artemis/Chains - Market Cap.csv,Aptos,float64,1275,2628,observed
col_59630466509a8a16,raw_7e4ede2d4f39f409,Artemis,data_local/raw/artemis/Chains - Market Cap.csv,Avalanche C-Chain,float64,2032,1871,observed
col_50798c708d860c7d,raw_7e4ede2d4f39f409,Artemis,data_local/raw/artemis/Chains - Market Cap.csv,Ethereum,float64,3903,0,observed
col_f09ed2caf4e449b0,raw_7e4ede2d4f39f409,Artemis,data_local/raw/artemis/Chains - Market Cap.csv,Near,float64,2010,1893,observed
col_4841d83a585eaae9,raw_7e4ede2d4f39f409,Artemis,data_local/raw/artemis/Chains - Market Cap.csv,Sui,float64,1079,2824,observed
col_6ce92c1ab8b3df22,raw_7e4ede2d4f39f409,Artemis,data_local/raw/artemis/Chains - Market Cap.csv,Polygon PoS,float64,904,2999,observed
col_44979f7247b3e5fc,raw_7e4ede2d4f39f409,Artemis,data_local/raw/artemis/Chains - Market Cap.csv,Solana,float64,2196,1707,observed
col_e3b4a66c004537da,raw_7e4ede2d4f39f409,Artemis,data_local/raw/artemis/Chains - Market Cap.csv,TON,float64,1693,2210,observed
col_09a6fc33064d41fe,raw_7e4ede2d4f39f409,Artemis,data_local/raw/artemis/Chains - Market Cap.csv,Acala,float64,1542,2361,observed
col_32728cffca900304,raw_7e4ede2d4f39f409,Artemis,data_local/raw/artemis/Chains - Market Cap.csv,Aioz Network,float64,1839,2064,observed
col_085f7efb1a7696cd,raw_7e4ede2d4f39f409,Artemis,data_local/raw/artemis/Chains - Market Cap.csv,Aleo,float64,574,3329,observed
col_9ee7490f9b7c7b1c,raw_7e4ede2d4f39f409,Artemis,data_local/raw/artemis/Chains - Market Cap.csv,Algorand,float64,2491,1412,observed
col_132d1d3075154f60,raw_75b61ef1f7df5c59,Artemis,data_local/raw/artemis/Chains - P2P Stablecoin Transaction Volume.csv,date,str,3060,0,observed
col_8800abe2774423ca,raw_75b61ef1f7df5c59,Artemis,data_local/raw/artemis/Chains - P2P Stablecoin Transaction Volume.csv,Aptos,float64,559,2501,observed
col_c3835b20f62625e9,raw_75b61ef1f7df5c59,Artemis,data_local/raw/artemis/Chains - P2P Stablecoin Transaction Volume.csv,Avalanche C-Chain,float64,1899,1161,observed
col_6307438a2083904d,raw_75b61ef1f7df5c59,Artemis,data_local/raw/artemis/Chains - P2P Stablecoin Transaction Volume.csv,Ethereum,float64,3060,0,observed
col_c402ca307079bac6,raw_75b61ef1f7df5c59,Artemis,data_local/raw/artemis/Chains - P2P Stablecoin Transaction Volume.csv,Near,float64,875,2185,observed
col_06dccbd8a01bbe7c,raw_75b61ef1f7df5c59,Artemis,data_local/raw/artemis/Chains - P2P Stablecoin Transaction Volume.csv,Sui,float64,777,2283,observed
col_0714bcbfb8c450b9,raw_75b61ef1f7df5c59,Artemis,data_local/raw/artemis/Chains - P2P Stablecoin Transaction Volume.csv,Polygon PoS,float64,2037,1023,observed
col_2049eef12446d419,raw_75b61ef1f7df5c59,Artemis,data_local/raw/artemis/Chains - P2P Stablecoin Transaction Volume.csv,Solana,float64,2007,1053,observed
col_10b4bcceb5a729df,raw_75b61ef1f7df5c59,Artemis,data_local/raw/artemis/Chains - P2P Stablecoin Transaction Volume.csv,TON,float64,729,2331,observed
col_0f51b3bbe1bf2a0c,raw_8074e90022270c9a,Artemis,data_local/raw/artemis/Chains - Revenue.csv,date,str,3912,0,observed
col_9f165e325dea54d7,raw_8074e90022270c9a,Artemis,data_local/raw/artemis/Chains - Revenue.csv,Aptos,float64,912,3000,observed
col_8e5071c7763653e1,raw_8074e90022270c9a,Artemis,data_local/raw/artemis/Chains - Revenue.csv,Avalanche C-Chain,float64,2030,1882,observed
col_603cde9bdfd3f4c6,raw_8074e90022270c9a,Artemis,data_local/raw/artemis/Chains - Revenue.csv,Ethereum,float64,3912,0,observed
col_f439dc638e0ffe6d,raw_8074e90022270c9a,Artemis,data_local/raw/artemis/Chains - Revenue.csv,Near,float64,2094,1818,observed
col_57482196a3b596de,raw_8074e90022270c9a,Artemis,data_local/raw/artemis/Chains - Revenue.csv,Sui,float64,1099,2813,observed
col_5431392650977b6d,raw_8074e90022270c9a,Artemis,data_local/raw/artemis/Chains - Revenue.csv,Polygon PoS,float64,902,3010,observed
col_8371c5b6ab24d8e2,raw_8074e90022270c9a,Artemis,data_local/raw/artemis/Chains - Revenue.csv,Solana,float64,1810,2102,observed
col_afcf2d3ecd9a0b94,raw_8074e90022270c9a,Artemis,data_local/raw/artemis/Chains - Revenue.csv,TON,float64,1387,2525,observed
col_6a6d32cad6709447,raw_8074e90022270c9a,Artemis,data_local/raw/artemis/Chains - Revenue.csv,Abstract,float64,537,3375,observed
col_cc4b778aabbe7e8d,raw_8074e90022270c9a,Artemis,data_local/raw/artemis/Chains - Revenue.csv,Acala,float64,1579,2333,observed
col_2334859b86d835e1,raw_8074e90022270c9a,Artemis,data_local/raw/artemis/Chains - Revenue.csv,Aleo,float64,573,3339,observed
col_1603219149411018,raw_8074e90022270c9a,Artemis,data_local/raw/artemis/Chains - Revenue.csv,Algorand,float64,2490,1422,observed
col_24c5a0a154370ac3,raw_58faa146e4601227,Artemis,data_local/raw/artemis/Chains - Stablecoin Supply.csv,date,str,3060,0,observed
col_cd91ddc801a637e3,raw_58faa146e4601227,Artemis,data_local/raw/artemis/Chains - Stablecoin Supply.csv,Aptos,float64,559,2501,observed
col_794eec8c7a039914,raw_58faa146e4601227,Artemis,data_local/raw/artemis/Chains - Stablecoin Supply.csv,Avalanche C-Chain,float64,1899,1161,observed
col_393ea4c0a7e86071,raw_58faa146e4601227,Artemis,data_local/raw/artemis/Chains - Stablecoin Supply.csv,Ethereum,float64,3059,1,observed
col_70fad805e8a7b95e,raw_58faa146e4601227,Artemis,data_local/raw/artemis/Chains - Stablecoin Supply.csv,Near,float64,1309,1751,observed
col_f9576c6b85c54e19,raw_58faa146e4601227,Artemis,data_local/raw/artemis/Chains - Stablecoin Supply.csv,Sui,float64,775,2285,observed
col_ce0ea9ff628b4b05,raw_58faa146e4601227,Artemis,data_local/raw/artemis/Chains - Stablecoin Supply.csv,Polygon PoS,float64,2037,1023,observed
col_defd285a9d033579,raw_58faa146e4601227,Artemis,data_local/raw/artemis/Chains - Stablecoin Supply.csv,Solana,float64,1904,1156,observed
col_73db8ac5778fe1fb,raw_58faa146e4601227,Artemis,data_local/raw/artemis/Chains - Stablecoin Supply.csv,TON,float64,729,2331,observed
col_105338323453e92f,raw_b3efa988d423479f,Artemis,data_local/raw/artemis/Chains - Stablecoin Transaction Volume.csv,date,str,3060,0,observed
col_dc4c0537451c5940,raw_b3efa988d423479f,Artemis,data_local/raw/artemis/Chains - Stablecoin Transaction Volume.csv,Aptos,float64,559,2501,observed
col_a1d17d1b4f4c99e2,raw_b3efa988d423479f,Artemis,data_local/raw/artemis/Chains - Stablecoin Transaction Volume.csv,Avalanche C-Chain,float64,1899,1161,observed
col_633e4ca23c2ac6ac,raw_b3efa988d423479f,Artemis,data_local/raw/artemis/Chains - Stablecoin Transaction Volume.csv,Ethereum,float64,3060,0,observed
col_48cbb2852dc90aa2,raw_b3efa988d423479f,Artemis,data_local/raw/artemis/Chains - Stablecoin Transaction Volume.csv,Near,float64,1309,1751,observed
col_0b55d602569e471d,raw_b3efa988d423479f,Artemis,data_local/raw/artemis/Chains - Stablecoin Transaction Volume.csv,Sui,float64,777,2283,observed
col_160021456b2e143f,raw_b3efa988d423479f,Artemis,data_local/raw/artemis/Chains - Stablecoin Transaction Volume.csv,Polygon PoS,float64,2037,1023,observed
col_d581acffdd92eaac,raw_b3efa988d423479f,Artemis,data_local/raw/artemis/Chains - Stablecoin Transaction Volume.csv,Solana,float64,2007,1053,observed
col_6c19a868e6dc33c8,raw_b3efa988d423479f,Artemis,data_local/raw/artemis/Chains - Stablecoin Transaction Volume.csv,TON,float64,729,2331,observed
col_ad73565de5ebfee1,raw_42a6d9ee3770d029,Artemis,data_local/raw/artemis/Crypto ETF AUM to Crypto Market Cap.csv,date,str,825,0,observed
col_fa333e107c0e1be7,raw_42a6d9ee3770d029,Artemis,data_local/raw/artemis/Crypto ETF AUM to Crypto Market Cap.csv,Bitcoin,float64,825,0,observed
col_7327d18a74adf785,raw_42a6d9ee3770d029,Artemis,data_local/raw/artemis/Crypto ETF AUM to Crypto Market Cap.csv,Ethereum,float64,631,194,observed
col_9307dbbbfd56e545,raw_42a6d9ee3770d029,Artemis,data_local/raw/artemis/Crypto ETF AUM to Crypto Market Cap.csv,Ripple,float64,152,673,observed
col_b451d75562bc2f08,raw_42a6d9ee3770d029,Artemis,data_local/raw/artemis/Crypto ETF AUM to Crypto Market Cap.csv,Solana,float64,166,659,observed
col_a6e4065f6b5e8315,raw_69bbf7a203f03ead,Artemis,data_local/raw/artemis/Crypto ETF Flows.csv,date,str,118,0,observed
col_33519ad99c872de5,raw_69bbf7a203f03ead,Artemis,data_local/raw/artemis/Crypto ETF Flows.csv,Bitcoin - ETF Flows,int64,118,0,observed
col_f0318b9f7d8829c2,raw_69bbf7a203f03ead,Artemis,data_local/raw/artemis/Crypto ETF Flows.csv,Ethereum - ETF Flows,int64,118,0,observed
col_aac023d447d1e23a,raw_69bbf7a203f03ead,Artemis,data_local/raw/artemis/Crypto ETF Flows.csv,Ripple - ETF Flows,int64,118,0,observed
col_7693afcc2fc8630d,raw_69bbf7a203f03ead,Artemis,data_local/raw/artemis/Crypto ETF Flows.csv,Solana - ETF Flows,int64,118,0,observed
col_f7002b3a3670dc77,raw_f768630bc369c364,Artemis,data_local/raw/artemis/Crypto ETFs AUM.csv,date,str,825,0,observed
