date,timestamp_utc,0 ~ 1 USD,1 ~ 10 USD,10 ~ 100 USD,100 ~ 1K USD,1K ~ 10K USD,10K ~ 100K USD,100K ~ 1M USD,1M ~ USD
2013-03-21,2013-03-21T00:00:00Z,225132.3548121,1444340.6057766,5969544.8423583,20209751.4794956,56934545.3185309,60571822.5156925,31057917.5761495,6099773.8655565
2013-03-22,2013-03-22T00:00:00Z,225808.2792755,1446220.1910296,6007262.2860855,20690538.2787435,58685521.2122204,62439065.7869169,32745347.3290969,6099773.8655565
2013-03-23,2013-03-23T00:00:00Z,226394.3242476,1445550.9750712,5924708.8412555,20756119.5119571,59692259.8641643,63701409.6230218,32201206.0135893,6099773.8655565
2013-03-24,2013-03-24T00:00:00Z,227541.3298315,1451395.7831888,6014007.0364098,21029814.5756104,60958157.8842375,64407303.2820804,34682254.5810553,6099773.8655565
2013-03-25,2013-03-25T00:00:00Z,228459.9568331,1444461.2384088,6022014.679396,21387677.1189458,61817463.1725195,66072644.7884392,38541906.9853812,6338375.4655565
2013-03-26,2013-03-26T00:00:00Z,228922.5779969,1444127.1197908,6057053.0327036,21849219.5128335,63335702.5069579,67308201.1019,40623046.6692329,6338375.4655565
2013-03-27,2013-03-27T00:00:00Z,229775.5249155,1442287.917104,6145332.3096185,22295765.8416765,65621710.8557502,70851595.8033242,43422695.1289739,6338375.4655565
2013-03-28,2013-03-28T00:00:00Z,229505.1695542,1438200.0527352,6118473.1403779,22709496.8983678,67414655.574249,72745459.3427094,45889346.7616956,6599611.7455565
2013-03-29,2013-03-29T00:00:00Z,230661.8131423,1440636.8157054,6190571.1102452,23153184.2422761,68992957.2932415,74016019.3877108,49159597.8580944,6599611.7455565
2013-03-30,2013-03-30T00:00:00Z,221716.609419,1446599.8306134,6292528.6925101,23489210.6876903,69927539.2259418,75117743.5503511,50352355.6891183,10785039.1075565
2013-03-31,2013-03-31T00:00:00Z,216231.4792541,1452174.5147335,6317028.4839018,23701625.5338235,70811172.3157463,74696019.4360525,51693543.2981682,12102627.5615565
2013-04-01,2013-04-01T00:00:00Z,214792.2839981,1439933.1828926,6280341.1482509,24123145.6103541,72049011.3343722,77557158.3802666,57019774.7756374,15277469.3815565
2013-04-02,2013-04-02T00:00:00Z,213196.0747955,1433725.9841735,6279076.9872144,24648847.653298,74051382.8976794,82082374.3001241,61106502.3824956,15649732.9085565
2013-04-03,2013-04-03T00:00:00Z,211616.1494847,1423689.3680409,6208774.1886277,25271983.3033078,77493884.246062,92245342.0339017,70864688.6376758,19713922.827737
2013-04-04,2013-04-04T00:00:00Z,210276.6788405,1409796.6090924,6213699.3695082,25963994.3146238,80638384.8040582,99390566.706595,71456024.3746052,19713922.827737
2013-04-05,2013-04-05T00:00:00Z,209698.2351006,1411846.5348679,6261006.8096299,26638457.5957337,82432698.9734136,107635115.9524876,81969326.1697106,21807932.397737
2013-04-06,2013-04-06T00:00:00Z,209503.8603991,1415719.3426704,6281994.8601332,26897468.8385586,84064982.2193316,110651661.5356553,84314821.3095546,23154733.6138547
2013-04-07,2013-04-07T00:00:00Z,209685.2356842,1414726.6225236,6307130.3904992,27546498.3080883,86663794.2340507,113546254.3208271,90043966.4484878,23198190.9238547
2013-04-08,2013-04-08T00:00:00Z,208737.5319963,1419067.915771,6315036.1959938,28915797.6122596,91939588.1520643,124551125.1361323,95377955.842029,30295694.4274886
2013-04-09,2013-04-09T00:00:00Z,208155.0381998,1416014.4283146,6289973.4177081,30387542.4572183,100492793.2414955,139841315.8132155,110611515.837897,51373883.9276316
2013-04-10,2013-04-10T00:00:00Z,206304.3246842,1403273.5876094,6268519.7545521,31555493.6927263,107363943.6844758,147439880.8054127,115718303.3587461,70275256.5724563
2013-04-11,2013-04-11T00:00:00Z,203995.2488247,1399282.0238712,6352791.1387494,31278692.5138682,103508831.4183909,138459012.0121428,117779033.5443617,65598068.3021803
2013-04-12,2013-04-12T00:00:00Z,206190.9251637,1405416.0467565,6453531.9074281,31155357.0733443,101596707.6099506,127974787.4972044,116110920.5874518,53791321.8301109
2013-04-13,2013-04-13T00:00:00Z,206409.8999582,1415427.7822546,6526327.4179087,31510625.1180221,102435910.2863245,129761451.3751247,115041881.7017164,53910823.7596171
2013-04-14,2013-04-14T00:00:00Z,207933.5598774,1428587.9774598,6622041.5905485,31631237.9294162,102635697.7107422,128994050.2893102,116204682.6619876,52519028.5614728
2013-04-15,2013-04-15T00:00:00Z,211570.3365423,1444791.6159448,6714026.8247787,31877038.304704,100511379.0092917,127203217.4231246,114660856.0669621,53554542.8195058
2013-04-16,2013-04-16T00:00:00Z,214985.1655151,1449455.929168,6794214.4232804,31642071.4517205,96758620.1169481,122827596.3950849,115526302.0780719,52055092.7895058
2013-04-17,2013-04-17T00:00:00Z,216609.6102443,1459859.4454892,6789000.6529371,31874649.7006261,97649823.5861097,125275185.6589395,113071297.0650246,54166118.5136654
2013-04-18,2013-04-18T00:00:00Z,218497.4628719,1469832.2063398,6820378.3742587,32143058.1204594,99543239.5347022,126809619.7391223,113794261.7321237,53142655.2805058
2013-04-19,2013-04-19T00:00:00Z,217224.7767302,1473733.8498432,6792106.0242823,32493048.1286041,101697101.2822818,131967044.3562595,114590549.4974629,53832471.8010058
2013-04-20,2013-04-20T00:00:00Z,217060.944893,1482646.6566644,6831899.0245056,32769935.7531645,103458526.7486036,133218668.8366762,117187245.1548444,53973193.4857058
2013-04-21,2013-04-21T00:00:00Z,217970.2552843,1492790.1889818,6881999.6206817,32997768.6565244,104182029.9826004,134590060.6100595,120698887.9369705,53973193.4857058
2013-04-22,2013-04-22T00:00:00Z,218368.5954509,1502572.2226734,6935747.6434931,33560731.765373,105165087.4416315,137267509.9639308,121074421.1920845,53973193.4857058
2013-04-23,2013-04-23T00:00:00Z,218402.9241392,1511518.3924245,6981619.3220967,33813745.3137739,107419714.5244619,139780654.8400531,123554972.4047097,55152469.4898211
2013-04-24,2013-04-24T00:00:00Z,216816.2001297,1506089.1756305,6945967.2193875,34133137.5502817,110150083.6032055,143710385.8874352,127108579.363117,63507986.394348
2013-04-25,2013-04-25T00:00:00Z,217430.8628204,1515414.1686426,7018448.3421006,34729242.4614588,112106110.1955459,146790658.6315487,128060365.7314875,72925909.6446101
2013-04-26,2013-04-26T00:00:00Z,217655.0612755,1528460.3160362,7155468.2380172,35274418.9940349,112134970.1129331,146298285.0042665,130178899.3056151,72712557.0456197
2013-04-27,2013-04-27T00:00:00Z,217801.6073068,1538282.0583643,7222179.5347833,35041307.2536805,112097287.8729063,148256711.4816058,128003793.5219795,77890918.7956197
2013-04-28,2013-04-28T00:00:00Z,218442.8221788,1548842.0403293,7210811.5858706,35170255.302666,113119709.4053734,148059177.079538,129651019.2908215,77730580.3899633
2013-04-29,2013-04-29T00:00:00Z,218850.2365554,1562616.5040554,7282122.1607886,35458732.8991033,115205928.9888317,150495416.5186884,131358404.3415932,77730580.3899633
2013-04-30,2013-04-30T00:00:00Z,211759.5143086,1568434.7535932,7292333.0719001,35680195.569741,116236390.9574645,150316930.5891474,135395788.287557,76717827.1839633
2013-05-01,2013-05-01T00:00:00Z,212440.0524554,1581467.0389617,7412928.9505186,36249815.1320181,116352888.1398142,151076995.8756692,141298016.8174156,65720043.2871319
2013-05-02,2013-05-02T00:00:00Z,213224.3042443,1589008.1265786,7441219.5787709,36262385.3765337,115820017.7228297,150659739.2189124,139695658.5581031,65319419.9971319
2013-05-03,2013-05-03T00:00:00Z,216244.90514,1596469.9419748,7501248.8658504,36372867.6847892,115770088.061718,147082199.0591323,139623915.3296259,65319419.9971319
2013-05-04,2013-05-04T00:00:00Z,216993.0436838,1610852.0755393,7559853.5465561,36616377.5654441,116041065.4650246,147209953.7436203,139891548.7765039,65319419.9971319
2013-05-05,2013-05-05T00:00:00Z,216954.068508,1618377.1970552,7594293.078334,36822760.1520813,116079108.2109183,147916102.2079693,141056549.9914506,65319419.9971319
2013-05-06,2013-05-06T00:00:00Z,216695.5115322,1619203.7338509,7599744.376354,37083978.8760218,116676152.4633525,146984783.3329204,142601246.9013595,66380046.9971319
2013-05-07,2013-05-07T00:00:00Z,217271.946786,1629997.3693312,7662875.9060771,37178442.6155799,116204468.0678833,147797494.9422358,142121234.1572887,66380046.9971319
2013-05-08,2013-05-08T00:00:00Z,217721.8617196,1636350.5631482,7675052.6379295,37342992.8191783,116321846.9574277,147720413.4349804,142594454.0631973,66380046.9971319
2013-05-09,2013-05-09T00:00:00Z,218453.9889799,1648595.3884097,7754869.5328947,37710914.6823361,116252642.7929536,147132523.0422225,143526965.8628703,66387696.6983459
2013-05-10,2013-05-10T00:00:00Z,218819.1719592,1656086.404604,7814528.1926644,37999268.0014763,117238009.9320078,147724603.5049954,143545468.2738512,65023297.0757654
2013-05-11,2013-05-11T00:00:00Z,219235.2199157,1662907.5203834,7770133.1978831,38012242.3668088,118043264.7121916,148148680.0007863,142584265.599304,67509487.0757654
2013-05-12,2013-05-12T00:00:00Z,219446.9042186,1672886.1307088,7850900.4830712,38162904.2407722,118616763.5916161,147635352.0814142,143453468.776503,67498038.9443514
2013-05-13,2013-05-13T00:00:00Z,220115.0328457,1683390.5290619,7893628.3529299,38635306.3305984,118703234.4187213,146911415.5839576,145004869.5621754,67498038.9443514
2013-05-14,2013-05-14T00:00:00Z,220479.4349192,1687532.2902705,7942260.4578142,38857045.8055245,119198047.334442,145848208.8473902,146150885.7753438,67498038.9443514
2013-05-15,2013-05-15T00:00:00Z,220969.8745325,1692338.2489402,7966405.2351452,38748798.1620675,118997651.8590243,144466676.5918808,149092343.798409,67498038.9443514
2013-05-16,2013-05-16T00:00:00Z,221581.8159609,1700966.1880797,8013576.1953755,39180919.90379,116561281.9022191,144209612.627125,150939378.4057024,68561987.9443514
2013-05-17,2013-05-17T00:00:00Z,221797.0934764,1706185.5576651,8044104.619227,39111940.2010071,115554587.6040879,145572450.6425911,152421500.9084408,68069136.2415514
2013-05-18,2013-05-18T00:00:00Z,222047.1980389,1711487.2057408,7937033.376743,39041966.7672985,116490265.5248372,148051726.9648935,152476782.8983428,68069136.2415514
2013-05-19,2013-05-19T00:00:00Z,222756.898716,1721875.6874035,8010767.7861771,39040661.1069704,116454201.7897121,148601179.0926067,152811043.9781654,68069136.2415514
2013-05-20,2013-05-20T00:00:00Z,223384.2649776,1727237.9538023,8066709.9602522,39289623.0101837,115482168.21011,150221917.5188679,152990416.3894691,68069136.2415514
2013-05-21,2013-05-21T00:00:00Z,223785.2048771,1734650.7436382,8116049.7868878,39655569.592043,115042174.3178387,151218506.4841192,152936056.084461,68069136.2415514
2013-05-22,2013-05-22T00:00:00Z,224648.4651545,1744859.1517641,8197235.1960607,39700058.1237412,114677050.7531673,152144253.5948845,153492181.8345168,68069136.2415514
2013-05-23,2013-05-23T00:00:00Z,225116.2335771,1756164.9453403,8275870.6910799,39830540.5744167,114361141.5477871,154048786.001342,153517731.4576084,67897935.7720514
2013-05-24,2013-05-24T00:00:00Z,225519.4236918,1762482.6963068,8340042.2714513,39751902.2858382,114675493.3372055,155402336.6043523,154375739.9344766,68309218.9225514
2013-05-25,2013-05-25T00:00:00Z,225969.1750019,1769857.5972446,8053007.2944276,40009921.1099661,115460128.3889075,154976335.3095801,160173104.8250936,68309218.9225514
2013-05-26,2013-05-26T00:00:00Z,226307.0677168,1774235.094501,7995235.091473,40144400.237724,116414607.1974941,155060334.3640344,160089050.4519552,68309218.9225514
2013-05-27,2013-05-27T00:00:00Z,226239.5197669,1775732.9310906,8057412.6327803,40345855.5726256,116920747.8075824,155828624.0648435,160270717.5971583,68309218.9225514
2013-05-28,2013-05-28T00:00:00Z,226124.7947627,1783695.7050847,8087495.827551,40386164.0012269,116963352.523269,156004360.3377795,161311799.6387571,68309218.9225514
2013-05-29,2013-05-29T00:00:00Z,225966.5356535,1787224.3649026,8158620.4839031,40598842.7410267,116851637.7845219,156886027.9808798,163066368.5167172,68309218.9225514
2013-05-30,2013-05-30T00:00:00Z,226229.2517858,1793022.7010329,8220283.7244469,40443001.5792332,116843893.129629,157552728.62458,163823440.3725063,69196269.8257014
2013-05-31,2013-05-31T00:00:00Z,226538.2611123,1799829.509197,8307251.7927214,40714792.7914911,117140216.7468336,158292078.4792621,164649727.3145126,69196269.8257014
2013-06-01,2013-06-01T00:00:00Z,226574.1071775,1805963.944826,8377805.9662321,40624017.4814478,118130037.8849687,159313398.7912494,164334550.7095892,69196269.8257014
2013-06-02,2013-06-02T00:00:00Z,226526.2914516,1820726.1832513,8303351.6337016,40337257.0419228,117931144.6468717,159956199.5720525,165581731.166234,69196269.8257014
2013-06-03,2013-06-03T00:00:00Z,226441.0795537,1826185.3066985,8209677.0713514,40361780.1626096,117654124.9925375,162472570.2577247,167302718.0530443,66476899.3257014
2013-06-04,2013-06-04T00:00:00Z,226140.6781876,1829965.2396916,8242404.5440513,40302770.8088298,117875792.9222171,163604549.9082215,167656683.7424331,66476899.3257014
2013-06-05,2013-06-05T00:00:00Z,226234.9919722,1839921.5241902,8276255.8829126,40202184.6531671,117654105.6357378,164041088.6868996,168472843.9942958,67604897.9370729
2013-06-06,2013-06-06T00:00:00Z,226234.986401,1846576.4203629,8338495.608008,40186899.8808675,117903135.654313,163779348.773615,172954778.1980032,66669789.1257014
2013-06-07,2013-06-07T00:00:00Z,226090.2233353,1852209.0298323,8316398.5008549,39856850.1207957,117955050.9349885,165945406.819971,171086009.3511198,66669789.1257014
2013-06-08,2013-06-08T00:00:00Z,226049.2904036,1860249.0868451,8322809.9436731,39688904.0142239,118890857.2543662,165924332.9501785,170395094.6385394,66669789.1257014
2013-06-09,2013-06-09T00:00:00Z,227447.5700661,1867260.7771289,8311535.1140002,39196947.1149777,118270599.0940656,165769377.4925179,170857581.305525,66669789.1257014
2013-06-10,2013-06-10T00:00:00Z,227404.7046153,1870634.5156044,8324488.6102842,39085679.7775798,118443376.2340883,165737517.8204297,170904707.5987102,66669789.1257014
2013-06-11,2013-06-11T00:00:00Z,227267.3504863,1876964.2965009,8386107.2718332,39437708.4457775,118418538.9804229,166504998.2549171,171129787.7131949,66669789.1257014
2013-06-12,2013-06-12T00:00:00Z,227437.1820705,1886435.5463566,8445894.609652,39486299.415988,117303702.1614924,167457305.9653192,171793733.2927562,66669789.1257014
2013-06-13,2013-06-13T00:00:00Z,227475.1717884,1894128.2446879,8528254.4653314,39522110.8849626,117123974.7253381,167319739.0071558,171928513.5668574,66669789.1257014
2013-06-14,2013-06-14T00:00:00Z,228482.0933193,1904616.1000424,8644482.4838542,39562672.6125781,116570030.9421775,168115850.1874318,171183613.5150796,66669789.1257014
2013-06-15,2013-06-15T00:00:00Z,229492.0417007,1911974.591372,8700283.0675521,39185785.2837293,117255572.0423599,167898806.9442478,171249301.510711,66669789.1257014
2013-06-16,2013-06-16T00:00:00Z,230464.4730754,1921416.2564431,8753925.8225998,38955822.5993093,117490732.8246528,168445359.0626504,171064662.4502063,66669789.1257014
2013-06-17,2013-06-17T00:00:00Z,231283.6948822,1930468.4881019,8858090.7471612,39421201.150483,117470096.8209278,167732297.6948745,171272707.1046431,66669789.1257014
2013-06-18,2013-06-18T00:00:00Z,231060.6926931,1935246.4837567,8926310.9954588,39466982.0200943,117285935.7869302,168253290.7843373,171287531.6553295,66669789.1257014
2013-06-19,2013-06-19T00:00:00Z,230836.4952474,1936719.3823595,9008135.2637914,39421810.3800084,116818315.5803328,169091546.396598,171454334.6450949,66669789.1257014
2013-06-20,2013-06-20T00:00:00Z,230619.1141448,1938187.924321,8980367.4599939,39305085.673127,117281187.6416596,169078775.3332365,171662913.6012588,66669789.1257014
2013-06-21,2013-06-21T00:00:00Z,230605.6968276,1943200.1310196,8908872.7386078,39317270.0135497,117664170.0854898,166784717.6848323,173487616.8550884,66669789.1257014
2013-06-22,2013-06-22T00:00:00Z,230816.4638272,1950766.9492531,8886790.6735698,39469022.1404076,117774210.4749984,165722894.2335532,174564499.1580382,66669789.1257014
2013-06-23,2013-06-23T00:00:00Z,231137.0439984,1957666.8328342,8780308.0252956,39487572.6525689,118157690.1477024,166075594.9606361,174071187.4479722,66669789.1257014
2013-06-24,2013-06-24T00:00:00Z,232080.2525413,1964296.6353977,8861252.0572972,39738423.4880573,117451878.3836176,167348378.0235546,173678980.5871484,66669789.1257014
2013-06-25,2013-06-25T00:00:00Z,232937.8873026,1968603.4575929,8920406.9299561,39895405.2601699,117653713.121902,168033318.2937908,173115821.6743622,66570324.1975014
2013-06-26,2013-06-26T00:00:00Z,234871.5918927,1978451.3964052,9044959.1888431,39995006.7486321,117417151.7647761,168315121.7733205,173292471.6932883,66570324.1975014
2013-06-27,2013-06-27T00:00:00Z,236689.2533291,1985972.7653746,9176644.3780964,40081662.7030273,117502727.9609876,168687575.8420223,172650027.9160255,66570324.1975014
2013-06-28,2013-06-28T00:00:00Z,238518.7618603,1991371.6646199,9269481.8950478,39951466.4574761,116648316.2629697,169883091.3088254,171797557.7870726,66570324.1975014
2013-06-29,2013-06-29T00:00:00Z,240298.4124864,1999058.0211719,9367724.6780091,39769610.8926474,117547860.559094,169766660.4332478,170957110.5858954,66570324.1975014
2013-06-30,2013-06-30T00:00:00Z,242452.7551153,2010465.370948,9432162.5549203,39825183.496373,117460652.6562449,169630801.7280542,171977271.1125447,65196334.1975014
2013-07-01,2013-07-01T00:00:00Z,244193.9806281,2014987.6964094,9504557.6178122,40170115.8098471,116344125.1918174,170122917.8101097,172833208.9188787,65196334.1975014
2013-07-02,2013-07-02T00:00:00Z,245807.5763397,2014165.0411461,9554701.7263696,40226452.5212451,116594063.0142358,170167573.0770195,172953756.9747702,65196334.1975014
2013-07-03,2013-07-03T00:00:00Z,247888.9080837,2023125.7220948,9685637.8252667,40354792.1509354,115364653.0063303,170016650.0803018,173198421.6589559,65196334.1975014
2013-07-04,2013-07-04T00:00:00Z,249966.2262766,2027092.6858664,9745561.3503267,40216298.5979167,115527460.6438035,168743304.3410465,173077883.3932405,65196334.1975014
2013-07-05,2013-07-05T00:00:00Z,251624.3717225,2035387.8062487,9817145.1768822,40113901.7510555,115616592.252326,167979777.9447088,172179304.4756607,62506227.2963268
2013-07-06,2013-07-06T00:00:00Z,253085.5261431,2032993.1133752,9794700.3700438,39787949.5386151,115033283.6939175,167390662.3918559,172728089.5080915,59537027.2963268
2013-07-07,2013-07-07T00:00:00Z,254665.8965495,2041689.7294055,9602643.798607,39938688.2340893,115313458.9918295,167001588.8241819,172463245.3923066,59537027.2963268
2013-07-08,2013-07-08T00:00:00Z,255792.2308851,2047664.6525509,9695620.2446796,40339453.749801,114982102.4410835,167357069.3252494,172567725.3844453,59537027.2963268
2013-07-09,2013-07-09T00:00:00Z,257553.0912901,2045974.1007709,9738212.2440949,40499686.480281,114741083.317003,168134372.1356736,171594774.3781373,59537027.2963268
2013-07-10,2013-07-10T00:00:00Z,259075.5447186,2055690.8602951,9841252.4767549,40819545.7468833,115499176.2888906,168260886.4079709,170895621.9317387,61078047.4107498
2013-07-11,2013-07-11T00:00:00Z,260673.9127558,2062859.6031657,9926340.1835672,41184639.9539551,115720178.7795759,169599354.2255006,170102780.1900482,61078047.4107498
2013-07-12,2013-07-12T00:00:00Z,261252.531949,2065034.7590378,9967379.7094432,41212828.4082589,116295943.1327524,171476401.4527829,170092886.0048321,61078047.4107498
2013-07-13,2013-07-13T00:00:00Z,262759.1209867,2070120.4154031,9823579.3381451,41265722.1851895,117850344.9059264,171674763.5363081,169042172.3535718,62158046.5107498
2013-07-14,2013-07-14T00:00:00Z,264007.487839,2073399.6749995,9815077.8581793,41420963.9831118,118475649.7158917,171974856.6123743,168880759.4585962,62081686.4983498
2013-07-15,2013-07-15T00:00:00Z,264959.2040811,2069257.8042315,9853904.7759357,41756057.8009791,118624572.6976346,172754708.670913,169386100.3405323,61078047.4107498
2013-07-16,2013-07-16T00:00:00Z,266437.2240422,2078940.7102676,9954403.5898059,41915101.1953642,118566377.6478479,172474553.5956059,171311595.7538684,59408097.0133268
2013-07-17,2013-07-17T00:00:00Z,267600.6931489,2084326.7855599,10050263.2458577,42223083.1517063,118556167.5132715,171879225.363728,172084059.5943606,58672031.6963408
2013-07-18,2013-07-18T00:00:00Z,269202.1385068,2087373.1883678,10166859.6571027,41815747.955059,118378242.2053384,169619264.4150202,171265203.6590619,60514339.0196515
2013-07-19,2013-07-19T00:00:00Z,270641.4378224,2096664.110696,10289865.3179551,42247307.7899273,118343960.3341552,170310668.3822743,171536835.4623378,58634454.9293574
2013-07-20,2013-07-20T00:00:00Z,272325.0545911,2099511.0935888,10362165.709437,42154383.6393892,118468527.4171175,168965621.8040526,172900239.0741745,58634454.9293574
2013-07-21,2013-07-21T00:00:00Z,273163.9482238,2106683.4041694,10442768.5045475,42036326.7822141,119089704.8228128,168593181.6056004,172822809.120348,58634454.9293574
2013-07-22,2013-07-22T00:00:00Z,274448.4943713,2110568.1504723,10529061.1790321,42390910.1846996,118384081.619237,169464800.4889434,172281210.5231071,58634454.9293574
2013-07-23,2013-07-23T00:00:00Z,275486.1130023,2110647.9456046,10669941.8844097,42669053.69968,118466671.3183569,170590321.9988783,171051485.9428185,58634454.9293574
2013-07-24,2013-07-24T00:00:00Z,276781.8825885,2114824.9249798,10757580.8296586,42778619.796034,117331234.0693446,171762209.9839168,171337708.8322296,58634454.9293574
2013-07-25,2013-07-25T00:00:00Z,276309.4998295,2115790.8024224,10795489.0445945,42562908.5849669,117915520.4763709,171934936.9885432,171525367.4784931,58634454.9293574
2013-07-26,2013-07-26T00:00:00Z,276929.6377443,2120074.9282723,10910541.468838,42645617.3785851,118406700.2910681,171433319.8050069,171803237.2502835,58634454.9293574
2013-07-27,2013-07-27T00:00:00Z,277944.8587721,2124816.925856,10972692.1208991,42476795.7718719,118440786.9093274,171554871.1755302,172146251.125609,58634454.9293574
2013-07-28,2013-07-28T00:00:00Z,278039.4385546,2128443.5738048,11031039.9056794,42275392.0270854,118271473.8672488,172636157.6759528,172091404.2284705,58634454.9293574
2013-07-29,2013-07-29T00:00:00Z,278879.3138872,2131226.7426753,11081895.0167765,42484469.1924142,118436153.011248,172516055.5534093,172899272.4972119,57260464.9293574
2013-07-30,2013-07-30T00:00:00Z,279969.2848434,2133118.5819138,11185967.2345323,42419958.270176,118983806.3372038,177225994.5088364,168465730.10437,57260464.9293574
2013-07-31,2013-07-31T00:00:00Z,280013.3841845,2118299.3911804,11239900.0855112,42368754.542567,118987118.7430243,177836394.0226913,169872404.2546076,57260464.9293574
2013-08-01,2013-08-01T00:00:00Z,281119.7571177,2127295.1497808,11388962.9904124,42490970.7896348,118872432.0472936,176412148.8743059,173105303.7042874,56176733.9893408
2013-08-02,2013-08-02T00:00:00Z,282804.3464327,2140582.0665381,11495644.045464,42545404.1873194,119259270.8654934,177714482.4419112,171889185.9386928,57835063.1893408
2013-08-03,2013-08-03T00:00:00Z,284325.6456429,2138162.2338287,11517088.14151,42376280.333012,119576201.4430562,176925483.3601294,176761196.1423366,57835063.1893408
2013-08-04,2013-08-04T00:00:00Z,285590.6180438,2139842.8739528,11389584.2627298,42413373.2465248,120317457.0456017,177099353.7048967,176666755.657375,57835063.1893408
2013-08-05,2013-08-05T00:00:00Z,286485.9545105,2144755.6060682,11500499.7114714,42802729.2777005,120006987.2360285,178240388.8602102,176863526.3824673,57835063.1893408
2013-08-06,2013-08-06T00:00:00Z,287212.9222665,2149374.5275868,11620173.4645518,42879513.0571292,120320493.1091519,178276027.0016922,176881103.4977444,57835063.1893408
2013-08-07,2013-08-07T00:00:00Z,288024.8842451,2159051.3282969,11873999.0908591,43095657.9596316,120330800.9133244,178326736.5878279,177397617.9479141,57533113.1532558
2013-08-08,2013-08-08T00:00:00Z,289060.7774226,2164296.0172505,11978191.1603417,43070490.2186722,120419525.4974795,179249679.817368,176758072.6662289,57533113.1532558
2013-08-09,2013-08-09T00:00:00Z,290309.6056649,2171746.5925179,12102837.6841638,42948917.472472,121066647.5617451,178820849.581567,176981597.8236246,57533113.1532558
2013-08-10,2013-08-10T00:00:00Z,291511.3659381,2182637.3032204,12228986.8071416,43100265.0666314,120894455.4772139,178642666.3756974,177664894.2912613,57533113.1532558
2013-08-11,2013-08-11T00:00:00Z,293027.4016114,2189518.9255783,12129833.9769023,43037057.5716716,121257136.6155119,178548619.0831593,178130500.7665041,57533113.1532558
2013-08-12,2013-08-12T00:00:00Z,293515.0497701,2179145.2240022,12113559.8039854,43205460.9539295,121832114.4069499,178177865.0429779,175074757.2491389,60526971.1773338
2013-08-13,2013-08-13T00:00:00Z,293288.7448158,2173812.8814297,12202129.6298003,43617464.6105181,121406802.3114499,178838733.8197834,175361515.9546035,62673430.0921427
2013-08-14,2013-08-14T00:00:00Z,293160.4922188,2174638.6433318,12255223.0910262,43881094.7886243,121814270.7240936,179599651.8045101,175426504.941571,62389270.694296
2013-08-15,2013-08-15T00:00:00Z,293564.6288676,2180108.5678491,12396863.8633681,43970257.6060112,121888393.0612945,180188812.1179482,176197918.6489672,62298796.6712038
2013-08-16,2013-08-16T00:00:00Z,294907.9807175,2183012.8768341,12458286.1337862,43973741.7863251,122034586.8970199,180609451.068367,176438110.9282985,62163842.0825563
2013-08-17,2013-08-17T00:00:00Z,296860.0429545,2193255.5629111,12550479.9147289,43977428.1596392,123713824.5058034,181910066.8501582,174499166.1908844,62079170.6360664
2013-08-18,2013-08-18T00:00:00Z,299738.5787913,2203774.4419852,12618787.4162543,43744565.7577631,123962099.6570784,182408034.8064464,174703678.8180839,62004309.6861652
2013-08-19,2013-08-19T00:00:00Z,298031.7433002,2205141.0323776,12670546.4421992,44177684.4579692,124070721.6306415,182834928.9067164,175279545.2539068,61912714.4746903
2013-08-20,2013-08-20T00:00:00Z,296956.2461052,2198271.1453049,12652842.0806858,44474890.0101606,124282164.2786019,181718969.3581051,177250060.3264636,61942285.4534729
2013-08-21,2013-08-21T00:00:00Z,296232.9233922,2197323.3041055,12679087.369596,44641231.4858049,124475425.4763079,182610559.1442972,177727930.7903713,61925436.2054064
2013-08-22,2013-08-22T00:00:00Z,297088.8565042,2201484.9935338,12756564.8032384,44722232.3745898,125678456.1933801,182866700.6141411,177772424.3856841,61925436.2054064
2013-08-23,2013-08-23T00:00:00Z,297674.0664031,2205333.580162,12257853.7052856,44326754.8564876,126286005.9461586,185023934.6540187,177412064.33685,61795769.7030375
2013-08-24,2013-08-24T00:00:00Z,295667.8132607,2210355.2717475,12124048.782606,44634669.8347934,126357103.4226212,184936805.4477643,178084289.4030568,61795769.7030375
2013-08-25,2013-08-25T00:00:00Z,295578.9848274,2213578.8086474,11401240.8167172,44522108.7245713,126169368.0503995,187003213.1827663,178304700.4591606,61795769.7030375
2013-08-26,2013-08-26T00:00:00Z,295016.1830985,2229376.2071173,11259240.4051852,44515482.4624634,126565038.4489002,188041783.0287773,178424595.8278804,61795769.7030375
2013-08-27,2013-08-27T00:00:00Z,294336.0040951,2238828.271909,10895488.4426118,44706197.3075408,127571380.8408778,188640682.983775,179347125.0852487,61795769.7030375
2013-08-28,2013-08-28T00:00:00Z,293267.4504778,2245792.9161793,10906580.3897779,45146684.2498381,127633625.6334563,189283204.0005909,180110726.0571735,62035371.6686558
2013-08-29,2013-08-29T00:00:00Z,293086.3932617,2258202.8095694,10964680.3853274,45640923.8959048,128620231.0763,186708551.0720959,176412731.3867633,69322573.8838258
2013-08-30,2013-08-30T00:00:00Z,292552.8690872,2253326.1926974,10998750.7550243,46118324.9897375,129220303.6482311,188223907.9101628,177715989.1868656,68285316.3238258
2013-08-31,2013-08-31T00:00:00Z,291885.9174483,2254654.2664716,11060176.7998663,46547758.4157795,129773525.2511498,189975662.0286385,176919991.0515595,70022863.5435558
