date,timestamp_utc,Delta Cap
2013-12-28,2013-12-28T00:00:00Z,2796936421.3450327
2013-12-29,2013-12-29T00:00:00Z,2797427059.363374
2013-12-30,2013-12-30T00:00:00Z,2795804112.7027054
2013-12-31,2013-12-31T00:00:00Z,2791470422.9607325
2014-01-01,2014-01-01T00:00:00Z,2789091067.004885
2014-01-02,2014-01-02T00:00:00Z,2796930387.4764466
2014-01-03,2014-01-03T00:00:00Z,2811126866.8879952
2014-01-04,2014-01-04T00:00:00Z,2860679100.249437
2014-01-05,2014-01-05T00:00:00Z,2886539133.91404
2014-01-06,2014-01-06T00:00:00Z,2908838653.0601788
2014-01-07,2014-01-07T00:00:00Z,2921631621.922426
2014-01-08,2014-01-08T00:00:00Z,2946594101.792449
2014-01-09,2014-01-09T00:00:00Z,2952312839.526799
2014-01-10,2014-01-10T00:00:00Z,2954158930.9571595
2014-01-11,2014-01-11T00:00:00Z,2978217604.4407177
2014-01-12,2014-01-12T00:00:00Z,2991837808.87284
2014-01-13,2014-01-13T00:00:00Z,2993489145.1214595
2014-01-14,2014-01-14T00:00:00Z,3005591164.080509
2014-01-15,2014-01-15T00:00:00Z,3024151335.004418
2014-01-16,2014-01-16T00:00:00Z,3035385389.5785594
2014-01-17,2014-01-17T00:00:00Z,3036626591.6651373
2014-01-18,2014-01-18T00:00:00Z,3037114107.07398
2014-01-19,2014-01-19T00:00:00Z,3041635670.053061
2014-01-20,2014-01-20T00:00:00Z,3047831990.1687727
2014-01-21,2014-01-21T00:00:00Z,3050261985.656112
2014-01-22,2014-01-22T00:00:00Z,3058598460.884591
2014-01-23,2014-01-23T00:00:00Z,3060060951.10747
2014-01-24,2014-01-24T00:00:00Z,3064574165.482598
2014-01-25,2014-01-25T00:00:00Z,3069227304.629131
2014-01-26,2014-01-26T00:00:00Z,3071028559.677521
2014-01-27,2014-01-27T00:00:00Z,3074351735.893127
2014-01-28,2014-01-28T00:00:00Z,3075387431.8724933
2014-01-29,2014-01-29T00:00:00Z,3079487332.917688
2014-01-30,2014-01-30T00:00:00Z,3082805249.303463
2014-01-31,2014-01-31T00:00:00Z,3083744534.4405074
2014-02-01,2014-02-01T00:00:00Z,3096288082.161743
2014-02-02,2014-02-02T00:00:00Z,3097797190.1118736
2014-02-03,2014-02-03T00:00:00Z,3099696486.038499
2014-02-04,2014-02-04T00:00:00Z,3098734467.599363
2014-02-05,2014-02-05T00:00:00Z,3219294852.8359
2014-02-06,2014-02-06T00:00:00Z,3223918031.408268
2014-02-07,2014-02-07T00:00:00Z,3213964045.2380023
2014-02-08,2014-02-08T00:00:00Z,3209801755.71889
2014-02-09,2014-02-09T00:00:00Z,3208712031.77849
2014-02-10,2014-02-10T00:00:00Z,3203420330.7730474
2014-02-11,2014-02-11T00:00:00Z,3200240396.02122
2014-02-12,2014-02-12T00:00:00Z,3193476539.4587297
2014-02-13,2014-02-13T00:00:00Z,3189557417.6964326
2014-02-14,2014-02-14T00:00:00Z,3188530427.17168
2014-02-15,2014-02-15T00:00:00Z,3186448153.4341087
2014-02-16,2014-02-16T00:00:00Z,3183529867.276184
2014-02-17,2014-02-17T00:00:00Z,3180240750.704184
2014-02-18,2014-02-18T00:00:00Z,3178868971.107219
2014-02-19,2014-02-19T00:00:00Z,3170645038.4987
2014-02-20,2014-02-20T00:00:00Z,3166702711.40322
2014-02-21,2014-02-21T00:00:00Z,3162927562.527482
2014-02-22,2014-02-22T00:00:00Z,3158869283.2687697
2014-02-23,2014-02-23T00:00:00Z,3158521922.338821
2014-02-24,2014-02-24T00:00:00Z,3140501906.796147
2014-02-25,2014-02-25T00:00:00Z,3096324798.864963
2014-02-26,2014-02-26T00:00:00Z,3099308103.754631
2014-02-27,2014-02-27T00:00:00Z,3095170367.506428
2014-02-28,2014-02-28T00:00:00Z,3101861166.9140267
2014-03-01,2014-03-01T00:00:00Z,3094926188.1689363
2014-03-02,2014-03-02T00:00:00Z,3089773920.8460894
2014-03-03,2014-03-03T00:00:00Z,3092896102.640415
2014-03-04,2014-03-04T00:00:00Z,3096295633.439029
2014-03-05,2014-03-05T00:00:00Z,3099216910.2399664
2014-03-06,2014-03-06T00:00:00Z,3103519539.9378943
2014-03-07,2014-03-07T00:00:00Z,3228400296.7696404
2014-03-08,2014-03-08T00:00:00Z,3228931280.3578324
2014-03-09,2014-03-09T00:00:00Z,3300362416.2410264
2014-03-10,2014-03-10T00:00:00Z,3309074160.542971
2014-03-11,2014-03-11T00:00:00Z,3311095471.604375
2014-03-12,2014-03-12T00:00:00Z,3320503695.213818
2014-03-13,2014-03-13T00:00:00Z,3322382638.083917
2014-03-14,2014-03-14T00:00:00Z,3319146501.960222
2014-03-15,2014-03-15T00:00:00Z,3316518410.1404715
2014-03-16,2014-03-16T00:00:00Z,3316020257.4319854
2014-03-17,2014-03-17T00:00:00Z,3314741108.13608
2014-03-18,2014-03-18T00:00:00Z,3315333905.927061
2014-03-19,2014-03-19T00:00:00Z,3314248829.2847424
2014-03-20,2014-03-20T00:00:00Z,3310088254.0503764
2014-03-21,2014-03-21T00:00:00Z,3323360900.1389856
2014-03-22,2014-03-22T00:00:00Z,3321545913.113915
2014-03-23,2014-03-23T00:00:00Z,3320102716.776145
2014-03-24,2014-03-24T00:00:00Z,3319374485.3837376
2014-03-25,2014-03-25T00:00:00Z,3321168347.9295382
2014-03-26,2014-03-26T00:00:00Z,3320581214.0205326
2014-03-27,2014-03-27T00:00:00Z,3316304709.182146
2014-03-28,2014-03-28T00:00:00Z,3306733566.4899526
2014-03-29,2014-03-29T00:00:00Z,3303852735.5170965
2014-03-30,2014-03-30T00:00:00Z,3294854130.759657
2014-03-31,2014-03-31T00:00:00Z,3282993479.507191
2014-04-01,2014-04-01T00:00:00Z,3279893075.70345
2014-04-02,2014-04-02T00:00:00Z,3272576609.378293
2014-04-03,2014-04-03T00:00:00Z,3268363272.546586
2014-04-04,2014-04-04T00:00:00Z,3264156878.579172
2014-04-05,2014-04-05T00:00:00Z,3245258178.72457
2014-04-06,2014-04-06T00:00:00Z,3244618793.282544
2014-04-07,2014-04-07T00:00:00Z,3241695761.824982
2014-04-08,2014-04-08T00:00:00Z,3237145216.1557903
2014-04-09,2014-04-09T00:00:00Z,3236980765.9605546
2014-04-10,2014-04-10T00:00:00Z,3218875067.9722915
2014-04-11,2014-04-11T00:00:00Z,3204237282.662583
2014-04-12,2014-04-12T00:00:00Z,3202639206.3427734
2014-04-13,2014-04-13T00:00:00Z,3201065198.809373
2014-04-14,2014-04-14T00:00:00Z,3201410725.298161
2014-04-15,2014-04-15T00:00:00Z,3201652104.1863112
2014-04-16,2014-04-16T00:00:00Z,3218743292.1862545
2014-04-17,2014-04-17T00:00:00Z,3224730374.1198034
2014-04-18,2014-04-18T00:00:00Z,3219870231.5076423
2014-04-19,2014-04-19T00:00:00Z,3219508113.674823
2014-04-20,2014-04-20T00:00:00Z,3216266113.073389
2014-04-21,2014-04-21T00:00:00Z,3215574823.356153
2014-04-22,2014-04-22T00:00:00Z,3211850796.0962663
2014-04-23,2014-04-23T00:00:00Z,3217677713.3266
2014-04-24,2014-04-24T00:00:00Z,3217139580.8640413
2014-04-25,2014-04-25T00:00:00Z,3212310569.07482
2014-04-26,2014-04-26T00:00:00Z,3210578768.532245
2014-04-27,2014-04-27T00:00:00Z,3209174027.582011
2014-04-28,2014-04-28T00:00:00Z,3203042329.378259
2014-04-29,2014-04-29T00:00:00Z,3200446307.6579103
2014-04-30,2014-04-30T00:00:00Z,3198439114.640368
2014-05-01,2014-05-01T00:00:00Z,3197460477.3536
2014-05-02,2014-05-02T00:00:00Z,3195717168.9243703
2014-05-03,2014-05-03T00:00:00Z,3193119340.1787105
2014-05-04,2014-05-04T00:00:00Z,3190753639.8875146
2014-05-05,2014-05-05T00:00:00Z,3186492932.1935263
2014-05-06,2014-05-06T00:00:00Z,3182440990.059346
2014-05-07,2014-05-07T00:00:00Z,3180440829.6290755
2014-05-08,2014-05-08T00:00:00Z,3179439716.0079465
2014-05-09,2014-05-09T00:00:00Z,3178644658.349104
2014-05-10,2014-05-10T00:00:00Z,3177981423.407747
2014-05-11,2014-05-11T00:00:00Z,3176268538.7723784
2014-05-12,2014-05-12T00:00:00Z,3174131282.2468843
2014-05-13,2014-05-13T00:00:00Z,3171394822.0171766
2014-05-14,2014-05-14T00:00:00Z,3167620164.1252346
2014-05-15,2014-05-15T00:00:00Z,3166755193.1818485
2014-05-16,2014-05-16T00:00:00Z,3164268448.828377
2014-05-17,2014-05-17T00:00:00Z,3163239435.683892
2014-05-18,2014-05-18T00:00:00Z,3162719368.8362207
2014-05-19,2014-05-19T00:00:00Z,3160766832.219855
2014-05-20,2014-05-20T00:00:00Z,3163113314.030386
2014-05-21,2014-05-21T00:00:00Z,3165445683.8998995
2014-05-22,2014-05-22T00:00:00Z,3170117404.946352
2014-05-23,2014-05-23T00:00:00Z,3173413392.128587
2014-05-24,2014-05-24T00:00:00Z,3173720470.6140003
2014-05-25,2014-05-25T00:00:00Z,3185712531.0781727
2014-05-26,2014-05-26T00:00:00Z,3189282772.9043984
2014-05-27,2014-05-27T00:00:00Z,3223066856.932746
2014-05-28,2014-05-28T00:00:00Z,3225974417.3683777
2014-05-29,2014-05-29T00:00:00Z,3226302673.5165687
2014-05-30,2014-05-30T00:00:00Z,3244320511.8779364
2014-05-31,2014-05-31T00:00:00Z,3250286385.731066
2014-06-01,2014-06-01T00:00:00Z,3257051089.6148925
2014-06-02,2014-06-02T00:00:00Z,3271922065.678843
2014-06-03,2014-06-03T00:00:00Z,3280664525.514143
2014-06-04,2014-06-04T00:00:00Z,3284018324.94954
2014-06-05,2014-06-05T00:00:00Z,3289459129.663531
2014-06-06,2014-06-06T00:00:00Z,3297219487.33896
2014-06-07,2014-06-07T00:00:00Z,3298536054.568926
2014-06-08,2014-06-08T00:00:00Z,3301149653.824762
2014-06-09,2014-06-09T00:00:00Z,3307839702.4407606
2014-06-10,2014-06-10T00:00:00Z,3315999226.3199
2014-06-11,2014-06-11T00:00:00Z,3320767242.908384
2014-06-12,2014-06-12T00:00:00Z,3391603431.9230914
2014-06-13,2014-06-13T00:00:00Z,3393191527.730323
2014-06-14,2014-06-14T00:00:00Z,3389637351.9109216
2014-06-15,2014-06-15T00:00:00Z,3388034433.658038
2014-06-16,2014-06-16T00:00:00Z,3390393854.293065
2014-06-17,2014-06-17T00:00:00Z,3390256146.751652
2014-06-18,2014-06-18T00:00:00Z,3390864609.4649043
2014-06-19,2014-06-19T00:00:00Z,3390544814.5937486
2014-06-20,2014-06-20T00:00:00Z,3390191288.4060287
2014-06-21,2014-06-21T00:00:00Z,3390192847.539559
2014-06-22,2014-06-22T00:00:00Z,3391020385.502538
2014-06-23,2014-06-23T00:00:00Z,3391904070.713417
2014-06-24,2014-06-24T00:00:00Z,3394946386.917931
2014-06-25,2014-06-25T00:00:00Z,3392675418.925373
2014-06-26,2014-06-26T00:00:00Z,3395170597.3644686
2014-06-27,2014-06-27T00:00:00Z,3396645933.0046334
2014-06-28,2014-06-28T00:00:00Z,3397256057.8336134
2014-06-29,2014-06-29T00:00:00Z,3404422564.5910068
2014-06-30,2014-06-30T00:00:00Z,3410882209.184384
2014-07-01,2014-07-01T00:00:00Z,3417833979.8220963
2014-07-02,2014-07-02T00:00:00Z,3424896134.093943
2014-07-03,2014-07-03T00:00:00Z,3430350557.613069
2014-07-04,2014-07-04T00:00:00Z,3431418083.412028
2014-07-05,2014-07-05T00:00:00Z,3431810988.5011115
2014-07-06,2014-07-06T00:00:00Z,3431994195.922671
2014-07-07,2014-07-07T00:00:00Z,3432862295.917554
2014-07-08,2014-07-08T00:00:00Z,3431944801.234454
2014-07-09,2014-07-09T00:00:00Z,3438102037.9736767
2014-07-10,2014-07-10T00:00:00Z,3438864072.883883
2014-07-11,2014-07-11T00:00:00Z,3439040955.2649703
2014-07-12,2014-07-12T00:00:00Z,3439702745.8326983
2014-07-13,2014-07-13T00:00:00Z,3440054775.2577505
2014-07-14,2014-07-14T00:00:00Z,3439153100.7700806
2014-07-15,2014-07-15T00:00:00Z,3439562366.6166096
2014-07-16,2014-07-16T00:00:00Z,3438801443.1365576
2014-07-17,2014-07-17T00:00:00Z,3440219462.9340954
2014-07-18,2014-07-18T00:00:00Z,3441083593.0413904
2014-07-19,2014-07-19T00:00:00Z,3439689839.8985896
2014-07-20,2014-07-20T00:00:00Z,3439362496.2663646
2014-07-21,2014-07-21T00:00:00Z,3442705883.2000966
2014-07-22,2014-07-22T00:00:00Z,3442772350.467145
2014-07-23,2014-07-23T00:00:00Z,3445865413.596088
2014-07-24,2014-07-24T00:00:00Z,3445408585.1993494
2014-07-25,2014-07-25T00:00:00Z,3444793903.427451
2014-07-26,2014-07-26T00:00:00Z,3443218932.937216
2014-07-27,2014-07-27T00:00:00Z,3442667638.5036087
2014-07-28,2014-07-28T00:00:00Z,3440277851.109626
2014-07-29,2014-07-29T00:00:00Z,3437603380.5539618
2014-07-30,2014-07-30T00:00:00Z,3434600386.919234
2014-07-31,2014-07-31T00:00:00Z,3435134670.067884
2014-08-01,2014-08-01T00:00:00Z,3439306273.339594
2014-08-02,2014-08-02T00:00:00Z,3439298956.6945405
2014-08-03,2014-08-03T00:00:00Z,3437831187.989649
2014-08-04,2014-08-04T00:00:00Z,3440991877.292784
2014-08-05,2014-08-05T00:00:00Z,3466757982.111281
2014-08-06,2014-08-06T00:00:00Z,3466668804.061156
2014-08-07,2014-08-07T00:00:00Z,3467162557.1034007
2014-08-08,2014-08-08T00:00:00Z,3467548888.1240087
2014-08-09,2014-08-09T00:00:00Z,3468260607.464423
2014-08-10,2014-08-10T00:00:00Z,3468613388.402944
2014-08-11,2014-08-11T00:00:00Z,3468185580.7114625
2014-08-12,2014-08-12T00:00:00Z,3467182658.931556
2014-08-13,2014-08-13T00:00:00Z,3464256195.7468634
2014-08-14,2014-08-14T00:00:00Z,3454446616.141732
2014-08-15,2014-08-15T00:00:00Z,3450245819.6868577
2014-08-16,2014-08-16T00:00:00Z,3448502382.167136
2014-08-17,2014-08-17T00:00:00Z,3448432429.8670754
2014-08-18,2014-08-18T00:00:00Z,3435745624.8061256
2014-08-19,2014-08-19T00:00:00Z,3433078326.423844
2014-08-20,2014-08-20T00:00:00Z,3432693445.8739386
2014-08-21,2014-08-21T00:00:00Z,3431504518.9354024
2014-08-22,2014-08-22T00:00:00Z,3430878484.579927
2014-08-23,2014-08-23T00:00:00Z,3426289583.6071334
2014-08-24,2014-08-24T00:00:00Z,3425270943.771637
2014-08-25,2014-08-25T00:00:00Z,3423444624.556119
2014-08-26,2014-08-26T00:00:00Z,3423288206.187168
2014-08-27,2014-08-27T00:00:00Z,3422479650.4108305
2014-08-28,2014-08-28T00:00:00Z,3402818765.0164623
2014-08-29,2014-08-29T00:00:00Z,3399351746.6492023
2014-08-30,2014-08-30T00:00:00Z,3398261315.010102
2014-08-31,2014-08-31T00:00:00Z,3397201717.842244
2014-09-01,2014-09-01T00:00:00Z,3397139000.462548
2014-09-02,2014-09-02T00:00:00Z,3392537280.1128764
2014-09-03,2014-09-03T00:00:00Z,3390797822.2216086
2014-09-04,2014-09-04T00:00:00Z,3390734394.439487
2014-09-05,2014-09-05T00:00:00Z,3390635949.542885
2014-09-06,2014-09-06T00:00:00Z,3392190575.4118176
2014-09-07,2014-09-07T00:00:00Z,3388180321.548529
2014-09-08,2014-09-08T00:00:00Z,3385239614.242674
2014-09-09,2014-09-09T00:00:00Z,3379373481.8994823
2014-09-10,2014-09-10T00:00:00Z,3376929231.9373035
2014-09-11,2014-09-11T00:00:00Z,3375121951.021256
2014-09-12,2014-09-12T00:00:00Z,3370861177.260744
2014-09-13,2014-09-13T00:00:00Z,3370158965.071575
2014-09-14,2014-09-14T00:00:00Z,3369617383.512555
2014-09-15,2014-09-15T00:00:00Z,3367170732.5559044
2014-09-16,2014-09-16T00:00:00Z,3365113065.7882905
2014-09-17,2014-09-17T00:00:00Z,3363467620.415728
2014-09-18,2014-09-18T00:00:00Z,3354741131.729872
2014-09-19,2014-09-19T00:00:00Z,3342503119.927697
2014-09-20,2014-09-20T00:00:00Z,3331708846.0661583
2014-09-21,2014-09-21T00:00:00Z,3328417254.1960554
2014-09-22,2014-09-22T00:00:00Z,3324649001.8956285
2014-09-23,2014-09-23T00:00:00Z,3320465649.466919
2014-09-24,2014-09-24T00:00:00Z,3318421429.481376
2014-09-25,2014-09-25T00:00:00Z,3315351805.8384094
2014-09-26,2014-09-26T00:00:00Z,3307130515.738669
2014-09-27,2014-09-27T00:00:00Z,3303869152.989548
2014-09-28,2014-09-28T00:00:00Z,3301761064.005981
2014-09-29,2014-09-29T00:00:00Z,3288437101.921879
2014-09-30,2014-09-30T00:00:00Z,3282967575.5219445
2014-10-01,2014-10-01T00:00:00Z,3277447321.9955688
2014-10-02,2014-10-02T00:00:00Z,3272911817.1683955
2014-10-03,2014-10-03T00:00:00Z,3257399133.6849184
2014-10-04,2014-10-04T00:00:00Z,3248885718.838342
2014-10-05,2014-10-05T00:00:00Z,3242653471.332025
2014-10-06,2014-10-06T00:00:00Z,3206463186.839299
2014-10-07,2014-10-07T00:00:00Z,3197591905.595273
2014-10-08,2014-10-08T00:00:00Z,3196943693.587186
2014-10-09,2014-10-09T00:00:00Z,3192100396.710298
2014-10-10,2014-10-10T00:00:00Z,3187143135.7248626
2014-10-11,2014-10-11T00:00:00Z,3185689600.181784
2014-10-12,2014-10-12T00:00:00Z,3177085051.282028
2014-10-13,2014-10-13T00:00:00Z,3183260204.112384
2014-10-14,2014-10-14T00:00:00Z,3185258343.3203425
2014-10-15,2014-10-15T00:00:00Z,3174126689.6699443
2014-10-16,2014-10-16T00:00:00Z,3173337436.108665
2014-10-17,2014-10-17T00:00:00Z,3167412541.086022
2014-10-18,2014-10-18T00:00:00Z,3167911816.5978546
2014-10-19,2014-10-19T00:00:00Z,3167466272.508081
2014-10-20,2014-10-20T00:00:00Z,3165391120.608468
2014-10-21,2014-10-21T00:00:00Z,3164177794.0433416
2014-10-22,2014-10-22T00:00:00Z,3161462474.841426
2014-10-23,2014-10-23T00:00:00Z,3156565425.782293
2014-10-24,2014-10-24T00:00:00Z,3149088911.490332
2014-10-25,2014-10-25T00:00:00Z,3145062309.2973566
2014-10-26,2014-10-26T00:00:00Z,3142812373.5963817
2014-10-27,2014-10-27T00:00:00Z,3138376314.452363
2014-10-28,2014-10-28T00:00:00Z,3136083776.702025
2014-10-29,2014-10-29T00:00:00Z,3129753967.2837253
2014-10-30,2014-10-30T00:00:00Z,3125246330.151193
2014-10-31,2014-10-31T00:00:00Z,3118196897.43662
2014-11-01,2014-11-01T00:00:00Z,3114966686.9471927
2014-11-02,2014-11-02T00:00:00Z,3112215581.423205
2014-11-03,2014-11-03T00:00:00Z,3107802562.328216
2014-11-04,2014-11-04T00:00:00Z,3101397378.305563
2014-11-05,2014-11-05T00:00:00Z,3099363592.1822944
2014-11-06,2014-11-06T00:00:00Z,3105099118.479808
2014-11-07,2014-11-07T00:00:00Z,3101848365.882452
2014-11-08,2014-11-08T00:00:00Z,3101640437.933153
2014-11-09,2014-11-09T00:00:00Z,3097482272.080182
2014-11-10,2014-11-10T00:00:00Z,3097547166.7431097
2014-11-11,2014-11-11T00:00:00Z,3095603855.0811872
2014-11-12,2014-11-12T00:00:00Z,3099786962.021549
2014-11-13,2014-11-13T00:00:00Z,3115856309.291758
2014-11-14,2014-11-14T00:00:00Z,3112435269.743524
2014-11-15,2014-11-15T00:00:00Z,3111025252.236892
2014-11-16,2014-11-16T00:00:00Z,3110496308.5582976
2014-11-17,2014-11-17T00:00:00Z,3107640269.0422053
2014-11-18,2014-11-18T00:00:00Z,3104520858.22728
2014-11-19,2014-11-19T00:00:00Z,3100125194.7857265
2014-11-20,2014-11-20T00:00:00Z,3093101234.757396
2014-11-21,2014-11-21T00:00:00Z,3088214035.6549
2014-11-22,2014-11-22T00:00:00Z,3086987566.1775155
2014-11-23,2014-11-23T00:00:00Z,3085843928.18937
2014-11-24,2014-11-24T00:00:00Z,3086658391.858195
2014-11-25,2014-11-25T00:00:00Z,3085283964.0492225
2014-11-26,2014-11-26T00:00:00Z,3082326422.7699103
2014-11-27,2014-11-27T00:00:00Z,3080933615.3639364
2014-11-28,2014-11-28T00:00:00Z,3035057908.8748136
2014-11-29,2014-11-29T00:00:00Z,3034137917.984113
2014-11-30,2014-11-30T00:00:00Z,3034315033.3046746
2014-12-01,2014-12-01T00:00:00Z,3033355880.860883
2014-12-02,2014-12-02T00:00:00Z,3029752422.877719
2014-12-03,2014-12-03T00:00:00Z,3028341574.278216
2014-12-04,2014-12-04T00:00:00Z,3014001887.981215
2014-12-05,2014-12-05T00:00:00Z,3013036139.7376275
2014-12-06,2014-12-06T00:00:00Z,3012061785.9697256
2014-12-07,2014-12-07T00:00:00Z,3010837677.746203
2014-12-08,2014-12-08T00:00:00Z,2971781754.1083646
2014-12-09,2014-12-09T00:00:00Z,2970831750.7580504
2014-12-10,2014-12-10T00:00:00Z,2959503987.717313
2014-12-11,2014-12-11T00:00:00Z,2957030132.035768
2014-12-12,2014-12-12T00:00:00Z,2954465427.435063
2014-12-13,2014-12-13T00:00:00Z,2952306470.183497
2014-12-14,2014-12-14T00:00:00Z,2951516765.039068
2014-12-15,2014-12-15T00:00:00Z,2947551104.49476
2014-12-16,2014-12-16T00:00:00Z,2944333498.2752504
2014-12-17,2014-12-17T00:00:00Z,2939077267.349299
2014-12-18,2014-12-18T00:00:00Z,2932640016.095171
2014-12-19,2014-12-19T00:00:00Z,2927227611.6236744
2014-12-20,2014-12-20T00:00:00Z,2924270887.606148
2014-12-21,2014-12-21T00:00:00Z,2913267444.339449
2014-12-22,2014-12-22T00:00:00Z,2911273201.211848
2014-12-23,2014-12-23T00:00:00Z,2910594025.070354
2014-12-24,2014-12-24T00:00:00Z,2889486744.5832872
2014-12-25,2014-12-25T00:00:00Z,2887758827.2317543
2014-12-26,2014-12-26T00:00:00Z,2886435075.946928
2014-12-27,2014-12-27T00:00:00Z,2884604658.7864504
2014-12-28,2014-12-28T00:00:00Z,2883463836.465698
2014-12-29,2014-12-29T00:00:00Z,2878045654.0156026
2014-12-30,2014-12-30T00:00:00Z,2858081586.830159
2014-12-31,2014-12-31T00:00:00Z,2850839030.005071
2015-01-01,2015-01-01T00:00:00Z,2850362507.9022145
2015-01-02,2015-01-02T00:00:00Z,2849153645.079572
2015-01-03,2015-01-03T00:00:00Z,2841062947.451696
2015-01-04,2015-01-04T00:00:00Z,2832423026.064382
2015-01-05,2015-01-05T00:00:00Z,2822322639.821824
2015-01-06,2015-01-06T00:00:00Z,2820825943.302185
2015-01-07,2015-01-07T00:00:00Z,2817205094.135763
2015-01-08,2015-01-08T00:00:00Z,2810652253.937635
2015-01-09,2015-01-09T00:00:00Z,2799961523.72557
2015-01-10,2015-01-10T00:00:00Z,2795947799.746451
2015-01-11,2015-01-11T00:00:00Z,2793785255.054628
2015-01-12,2015-01-12T00:00:00Z,2787942261.504852
2015-01-13,2015-01-13T00:00:00Z,2772703384.5240583
2015-01-14,2015-01-14T00:00:00Z,2743708891.791063
2015-01-15,2015-01-15T00:00:00Z,2738187117.136656
2015-01-16,2015-01-16T00:00:00Z,2732062017.218229
2015-01-17,2015-01-17T00:00:00Z,2727644793.5460944
2015-01-18,2015-01-18T00:00:00Z,2725909247.578247
2015-01-19,2015-01-19T00:00:00Z,2723145274.283036
2015-01-20,2015-01-20T00:00:00Z,2719317447.4149337
2015-01-21,2015-01-21T00:00:00Z,2692850863.820188
2015-01-22,2015-01-22T00:00:00Z,2692810413.1479287
2015-01-23,2015-01-23T00:00:00Z,2691371507.683473
2015-01-24,2015-01-24T00:00:00Z,2691296579.7671137
2015-01-25,2015-01-25T00:00:00Z,2691033491.7297697
2015-01-26,2015-01-26T00:00:00Z,2682403828.1151567
2015-01-27,2015-01-27T00:00:00Z,2679455014.1723
2015-01-28,2015-01-28T00:00:00Z,2683444464.2950654
2015-01-29,2015-01-29T00:00:00Z,2677404383.257399
2015-01-30,2015-01-30T00:00:00Z,2672241621.412738
2015-01-31,2015-01-31T00:00:00Z,2671121693.481579
2015-02-01,2015-02-01T00:00:00Z,2663510252.769794
2015-02-02,2015-02-02T00:00:00Z,2662540812.831814
2015-02-03,2015-02-03T00:00:00Z,2659243559.46015
2015-02-04,2015-02-04T00:00:00Z,2657496177.468888
2015-02-05,2015-02-05T00:00:00Z,2654374327.4962983
2015-02-06,2015-02-06T00:00:00Z,2649516093.868095
2015-02-07,2015-02-07T00:00:00Z,2648328103.1856875
2015-02-08,2015-02-08T00:00:00Z,2646821688.092951
2015-02-09,2015-02-09T00:00:00Z,2642356459.161846
2015-02-10,2015-02-10T00:00:00Z,2640142666.807371
2015-02-11,2015-02-11T00:00:00Z,2636166560.3584266
2015-02-12,2015-02-12T00:00:00Z,2634140347.892039
2015-02-13,2015-02-13T00:00:00Z,2634167718.813178
2015-02-14,2015-02-14T00:00:00Z,2633762705.838629
2015-02-15,2015-02-15T00:00:00Z,2634455314.581384
2015-02-16,2015-02-16T00:00:00Z,2632054578.832665
2015-02-17,2015-02-17T00:00:00Z,2631306623.8674617
2015-02-18,2015-02-18T00:00:00Z,2630416350.911465
2015-02-19,2015-02-19T00:00:00Z,2621596753.6990943
2015-02-20,2015-02-20T00:00:00Z,2627674534.814609
2015-02-21,2015-02-21T00:00:00Z,2627428942.565842
2015-02-22,2015-02-22T00:00:00Z,2625812046.225178
2015-02-23,2015-02-23T00:00:00Z,2622622429.162965
2015-02-24,2015-02-24T00:00:00Z,2620408546.8210063
2015-02-25,2015-02-25T00:00:00Z,2615266177.12132
2015-02-26,2015-02-26T00:00:00Z,2613943040.30718
2015-02-27,2015-02-27T00:00:00Z,2615064646.2656064
2015-02-28,2015-02-28T00:00:00Z,2613681837.7384205
2015-03-01,2015-03-01T00:00:00Z,2615435166.4005494
2015-03-02,2015-03-02T00:00:00Z,2615844818.020844
2015-03-03,2015-03-03T00:00:00Z,2611157997.7964487
2015-03-04,2015-03-04T00:00:00Z,2613015662.0391507
2015-03-05,2015-03-05T00:00:00Z,2609316314.0630064
2015-03-06,2015-03-06T00:00:00Z,2610472663.6439066
2015-03-07,2015-03-07T00:00:00Z,2604701600.148492
2015-03-08,2015-03-08T00:00:00Z,2598310928.9652123
2015-03-09,2015-03-09T00:00:00Z,2593107657.477736
2015-03-10,2015-03-10T00:00:00Z,2602890297.598045
2015-03-11,2015-03-11T00:00:00Z,2605029295.974525
2015-03-12,2015-03-12T00:00:00Z,2611621152.3000865
2015-03-13,2015-03-13T00:00:00Z,2606095924.7054434
2015-03-14,2015-03-14T00:00:00Z,2605357884.394923
2015-03-15,2015-03-15T00:00:00Z,2605004584.8490705
2015-03-16,2015-03-16T00:00:00Z,2603213788.637692
2015-03-17,2015-03-17T00:00:00Z,2603457319.9047856
2015-03-18,2015-03-18T00:00:00Z,2598963382.509272
2015-03-19,2015-03-19T00:00:00Z,2594924696.176334
2015-03-20,2015-03-20T00:00:00Z,2592956956.921888
2015-03-21,2015-03-21T00:00:00Z,2592049705.601196
2015-03-22,2015-03-22T00:00:00Z,2590885131.877032
2015-03-23,2015-03-23T00:00:00Z,2589586663.7281218
2015-03-24,2015-03-24T00:00:00Z,2586145268.6849246
2015-03-25,2015-03-25T00:00:00Z,2582407780.0682063
2015-03-26,2015-03-26T00:00:00Z,2579818983.069568
2015-03-27,2015-03-27T00:00:00Z,2577805770.716318
2015-03-28,2015-03-28T00:00:00Z,2577199354.0723333
2015-03-29,2015-03-29T00:00:00Z,2576046660.316628
2015-03-30,2015-03-30T00:00:00Z,2573617872.734045
2015-03-31,2015-03-31T00:00:00Z,2572055243.2296844
