date,timestamp_utc,Staking Inflow Total
2021-08-08,2021-08-08T00:00:00Z,7808.0
2021-08-09,2021-08-09T00:00:00Z,16896.0
2021-08-10,2021-08-10T00:00:00Z,25632.0
2021-08-11,2021-08-11T00:00:00Z,26784.0
2021-08-12,2021-08-12T00:00:00Z,13440.0
2021-08-13,2021-08-13T00:00:00Z,16960.0
2021-08-14,2021-08-14T00:00:00Z,28960.0
2021-08-15,2021-08-15T00:00:00Z,11392.0
2021-08-16,2021-08-16T00:00:00Z,14208.0
2021-08-17,2021-08-17T00:00:00Z,95360.0
2021-08-18,2021-08-18T00:00:00Z,97664.0
2021-08-19,2021-08-19T00:00:00Z,66240.0
2021-08-20,2021-08-20T00:00:00Z,24064.0
2021-08-21,2021-08-21T00:00:00Z,40096.0
2021-08-22,2021-08-22T00:00:00Z,28192.0
2021-08-23,2021-08-23T00:00:00Z,28832.0
2021-08-24,2021-08-24T00:00:00Z,19584.0
2021-08-25,2021-08-25T00:00:00Z,5664.0
2021-08-26,2021-08-26T00:00:00Z,7200.0
2021-08-27,2021-08-27T00:00:00Z,7872.0
2021-08-28,2021-08-28T00:00:00Z,38112.0
2021-08-29,2021-08-29T00:00:00Z,57088.0
2021-08-30,2021-08-30T00:00:00Z,11968.0
2021-08-31,2021-08-31T00:00:00Z,10144.0
2021-09-01,2021-09-01T00:00:00Z,22816.0
2021-09-02,2021-09-02T00:00:00Z,78976.0
2021-09-03,2021-09-03T00:00:00Z,21248.0
2021-09-04,2021-09-04T00:00:00Z,6272.0
2021-09-05,2021-09-05T00:00:00Z,66752.0
2021-09-06,2021-09-06T00:00:00Z,15040.0
2021-09-07,2021-09-07T00:00:00Z,21600.0
2021-09-08,2021-09-08T00:00:00Z,19488.0
2021-09-09,2021-09-09T00:00:00Z,16128.0
2021-09-10,2021-09-10T00:00:00Z,23360.0
2021-09-11,2021-09-11T00:00:00Z,66592.0
2021-09-12,2021-09-12T00:00:00Z,5568.0
2021-09-13,2021-09-13T00:00:00Z,4992.0
2021-09-14,2021-09-14T00:00:00Z,14944.0
2021-09-15,2021-09-15T00:00:00Z,9568.0
2021-09-16,2021-09-16T00:00:00Z,8832.0
2021-09-17,2021-09-17T00:00:00Z,6432.0
2021-09-18,2021-09-18T00:00:00Z,35584.0
2021-09-19,2021-09-19T00:00:00Z,4736.0
2021-09-20,2021-09-20T00:00:00Z,5824.0
2021-09-21,2021-09-21T00:00:00Z,9920.0
2021-09-22,2021-09-22T00:00:00Z,13472.0
2021-09-23,2021-09-23T00:00:00Z,8576.0
2021-09-24,2021-09-24T00:00:00Z,5632.0
2021-09-25,2021-09-25T00:00:00Z,7392.0
2021-09-26,2021-09-26T00:00:00Z,4480.0
2021-09-27,2021-09-27T00:00:00Z,2752.0
2021-09-28,2021-09-28T00:00:00Z,19552.0
2021-09-29,2021-09-29T00:00:00Z,6560.0
2021-09-30,2021-09-30T00:00:00Z,6592.0
2021-10-01,2021-10-01T00:00:00Z,4224.0
2021-10-02,2021-10-02T00:00:00Z,4160.0
2021-10-03,2021-10-03T00:00:00Z,8992.0
2021-10-04,2021-10-04T00:00:00Z,5152.0
2021-10-05,2021-10-05T00:00:00Z,56480.0
2021-10-06,2021-10-06T00:00:00Z,5856.0
2021-10-07,2021-10-07T00:00:00Z,9952.0
2021-10-08,2021-10-08T00:00:00Z,4864.0
2021-10-09,2021-10-09T00:00:00Z,4800.0
2021-10-10,2021-10-10T00:00:00Z,4480.0
2021-10-11,2021-10-11T00:00:00Z,5216.0
2021-10-12,2021-10-12T00:00:00Z,4000.0
2021-10-13,2021-10-13T00:00:00Z,4416.0
2021-10-14,2021-10-14T00:00:00Z,6112.0
2021-10-15,2021-10-15T00:00:00Z,24832.0
2021-10-16,2021-10-16T00:00:00Z,4672.0
2021-10-17,2021-10-17T00:00:00Z,3104.0
2021-10-18,2021-10-18T00:00:00Z,4160.0
2021-10-19,2021-10-19T00:00:00Z,2944.0
2021-10-20,2021-10-20T00:00:00Z,4480.0
2021-10-21,2021-10-21T00:00:00Z,5600.0
2021-10-22,2021-10-22T00:00:00Z,4960.0
2021-10-23,2021-10-23T00:00:00Z,4448.0
2021-10-24,2021-10-24T00:00:00Z,2912.0
2021-10-25,2021-10-25T00:00:00Z,6656.0
2021-10-26,2021-10-26T00:00:00Z,5344.0
2021-10-27,2021-10-27T00:00:00Z,6688.0
2021-10-28,2021-10-28T00:00:00Z,3936.0
2021-10-29,2021-10-29T00:00:00Z,20704.0
2021-10-30,2021-10-30T00:00:00Z,34624.0
2021-10-31,2021-10-31T00:00:00Z,2240.0
2021-11-01,2021-11-01T00:00:00Z,8416.0
2021-11-02,2021-11-02T00:00:00Z,32672.0
2021-11-03,2021-11-03T00:00:00Z,7936.0
2021-11-04,2021-11-04T00:00:00Z,6272.0
2021-11-05,2021-11-05T00:00:00Z,40864.0
2021-11-06,2021-11-06T00:00:00Z,4576.0
2021-11-07,2021-11-07T00:00:00Z,8512.0
2021-11-08,2021-11-08T00:00:00Z,7968.0
2021-11-09,2021-11-09T00:00:00Z,4064.0
2021-11-10,2021-11-10T00:00:00Z,7456.0
2021-11-11,2021-11-11T00:00:00Z,9360.0
2021-11-12,2021-11-12T00:00:00Z,9600.0
2021-11-13,2021-11-13T00:00:00Z,3696.0
2021-11-14,2021-11-14T00:00:00Z,4736.0
2021-11-15,2021-11-15T00:00:00Z,12704.0
2021-11-16,2021-11-16T00:00:00Z,43872.0
2021-11-17,2021-11-17T00:00:00Z,8160.0
2021-11-18,2021-11-18T00:00:00Z,9440.0
2021-11-19,2021-11-19T00:00:00Z,9376.0
2021-11-20,2021-11-20T00:00:00Z,6080.0
2021-11-21,2021-11-21T00:00:00Z,6912.0
2021-11-22,2021-11-22T00:00:00Z,14096.0
2021-11-23,2021-11-23T00:00:00Z,21104.0
2021-11-24,2021-11-24T00:00:00Z,10864.0
2021-11-25,2021-11-25T00:00:00Z,9712.0
2021-11-26,2021-11-26T00:00:00Z,12544.0
2021-11-27,2021-11-27T00:00:00Z,7344.0
2021-11-28,2021-11-28T00:00:00Z,12000.0
2021-11-29,2021-11-29T00:00:00Z,5216.0
2021-11-30,2021-11-30T00:00:00Z,14448.0
2021-12-01,2021-12-01T00:00:00Z,27280.0
2021-12-02,2021-12-02T00:00:00Z,13696.0
2021-12-03,2021-12-03T00:00:00Z,22928.0
2021-12-04,2021-12-04T00:00:00Z,7920.0
2021-12-05,2021-12-05T00:00:00Z,14144.0
2021-12-06,2021-12-06T00:00:00Z,9104.0
2021-12-07,2021-12-07T00:00:00Z,22464.0
2021-12-08,2021-12-08T00:00:00Z,10768.0
2021-12-09,2021-12-09T00:00:00Z,9408.0
2021-12-10,2021-12-10T00:00:00Z,8160.0
2021-12-11,2021-12-11T00:00:00Z,12592.0
2021-12-12,2021-12-12T00:00:00Z,8912.0
2021-12-13,2021-12-13T00:00:00Z,9776.0
2021-12-14,2021-12-14T00:00:00Z,22208.0
2021-12-15,2021-12-15T00:00:00Z,16800.0
2021-12-16,2021-12-16T00:00:00Z,11696.0
2021-12-17,2021-12-17T00:00:00Z,17488.0
2021-12-18,2021-12-18T00:00:00Z,12448.0
2021-12-19,2021-12-19T00:00:00Z,22144.0
2021-12-20,2021-12-20T00:00:00Z,15456.0
2021-12-21,2021-12-21T00:00:00Z,11328.0
2021-12-22,2021-12-22T00:00:00Z,9552.0
2021-12-23,2021-12-23T00:00:00Z,5232.0
2021-12-24,2021-12-24T00:00:00Z,14144.0
2021-12-25,2021-12-25T00:00:00Z,5856.0
2021-12-26,2021-12-26T00:00:00Z,5168.0
2021-12-27,2021-12-27T00:00:00Z,9968.0
2021-12-28,2021-12-28T00:00:00Z,5360.0
2021-12-29,2021-12-29T00:00:00Z,7008.0
2021-12-30,2021-12-30T00:00:00Z,11328.0
2021-12-31,2021-12-31T00:00:00Z,7200.0
2022-01-01,2022-01-01T00:00:00Z,13776.0
2022-01-02,2022-01-02T00:00:00Z,14128.0
2022-01-03,2022-01-03T00:00:00Z,20224.0
2022-01-04,2022-01-04T00:00:00Z,28384.0
2022-01-05,2022-01-05T00:00:00Z,15568.0
2022-01-06,2022-01-06T00:00:00Z,15952.0
2022-01-07,2022-01-07T00:00:00Z,16000.0
2022-01-08,2022-01-08T00:00:00Z,15616.0
2022-01-09,2022-01-09T00:00:00Z,5696.0
2022-01-10,2022-01-10T00:00:00Z,12112.0
2022-01-11,2022-01-11T00:00:00Z,9200.0
2022-01-12,2022-01-12T00:00:00Z,6768.0
2022-01-13,2022-01-13T00:00:00Z,8992.0
2022-01-14,2022-01-14T00:00:00Z,12736.0
2022-01-15,2022-01-15T00:00:00Z,11296.0
2022-01-16,2022-01-16T00:00:00Z,7264.0
2022-01-17,2022-01-17T00:00:00Z,7888.0
2022-01-18,2022-01-18T00:00:00Z,7200.0
2022-01-19,2022-01-19T00:00:00Z,30160.0
2022-01-20,2022-01-20T00:00:00Z,3856.0
2022-01-21,2022-01-21T00:00:00Z,8816.0
2022-01-22,2022-01-22T00:00:00Z,23488.0
2022-01-23,2022-01-23T00:00:00Z,48368.0
2022-01-24,2022-01-24T00:00:00Z,10512.0
2022-01-25,2022-01-25T00:00:00Z,19120.0
2022-01-26,2022-01-26T00:00:00Z,6784.0
2022-01-27,2022-01-27T00:00:00Z,15328.0
2022-01-28,2022-01-28T00:00:00Z,10288.0
2022-01-29,2022-01-29T00:00:00Z,13888.0
2022-01-30,2022-01-30T00:00:00Z,5440.0
2022-01-31,2022-01-31T00:00:00Z,7520.0
2022-02-01,2022-02-01T00:00:00Z,9616.0
2022-02-02,2022-02-02T00:00:00Z,5712.0
2022-02-03,2022-02-03T00:00:00Z,8096.0
2022-02-04,2022-02-04T00:00:00Z,18832.0
2022-02-05,2022-02-05T00:00:00Z,10144.0
2022-02-06,2022-02-06T00:00:00Z,6784.0
2022-02-07,2022-02-07T00:00:00Z,10912.0
2022-02-08,2022-02-08T00:00:00Z,16928.0
2022-02-09,2022-02-09T00:00:00Z,7536.0
2022-02-10,2022-02-10T00:00:00Z,18704.0
2022-02-11,2022-02-11T00:00:00Z,17216.0
2022-02-12,2022-02-12T00:00:00Z,5056.0
2022-02-13,2022-02-13T00:00:00Z,21360.0
2022-02-14,2022-02-14T00:00:00Z,6880.0
2022-02-15,2022-02-15T00:00:00Z,22512.0
2022-02-16,2022-02-16T00:00:00Z,13680.0
2022-02-17,2022-02-17T00:00:00Z,6544.0
2022-02-18,2022-02-18T00:00:00Z,13696.0
2022-02-19,2022-02-19T00:00:00Z,6656.0
2022-02-20,2022-02-20T00:00:00Z,6880.0
2022-02-21,2022-02-21T00:00:00Z,3216.0
2022-02-22,2022-02-22T00:00:00Z,16080.0
2022-02-23,2022-02-23T00:00:00Z,53152.0
2022-02-24,2022-02-24T00:00:00Z,11312.0
2022-02-25,2022-02-25T00:00:00Z,14048.0
2022-02-26,2022-02-26T00:00:00Z,14768.0
2022-02-27,2022-02-27T00:00:00Z,15568.0
2022-02-28,2022-02-28T00:00:00Z,23600.0
2022-03-01,2022-03-01T00:00:00Z,41312.0
2022-03-02,2022-03-02T00:00:00Z,24576.0
2022-03-03,2022-03-03T00:00:00Z,43200.0
2022-03-04,2022-03-04T00:00:00Z,30272.0
2022-03-05,2022-03-05T00:00:00Z,23952.0
2022-03-06,2022-03-06T00:00:00Z,13184.0
2022-03-07,2022-03-07T00:00:00Z,58112.0
2022-03-08,2022-03-08T00:00:00Z,43280.0
2022-03-09,2022-03-09T00:00:00Z,55792.0
2022-03-10,2022-03-10T00:00:00Z,37616.0
2022-03-11,2022-03-11T00:00:00Z,34896.0
2022-03-12,2022-03-12T00:00:00Z,22912.0
2022-03-13,2022-03-13T00:00:00Z,9856.0
2022-03-14,2022-03-14T00:00:00Z,39312.0
2022-03-15,2022-03-15T00:00:00Z,202256.0
2022-03-16,2022-03-16T00:00:00Z,63552.0
2022-03-17,2022-03-17T00:00:00Z,48880.0
2022-03-18,2022-03-18T00:00:00Z,50320.0
2022-03-19,2022-03-19T00:00:00Z,113248.0
2022-03-20,2022-03-20T00:00:00Z,14880.0
2022-03-21,2022-03-21T00:00:00Z,8544.0
2022-03-22,2022-03-22T00:00:00Z,26032.0
2022-03-23,2022-03-23T00:00:00Z,36864.0
2022-03-24,2022-03-24T00:00:00Z,20560.0
2022-03-25,2022-03-25T00:00:00Z,22736.0
2022-03-26,2022-03-26T00:00:00Z,13088.0
2022-03-27,2022-03-27T00:00:00Z,8544.0
2022-03-28,2022-03-28T00:00:00Z,12096.0
2022-03-29,2022-03-29T00:00:00Z,23488.0
2022-03-30,2022-03-30T00:00:00Z,65792.0
2022-03-31,2022-03-31T00:00:00Z,121216.0
2022-04-01,2022-04-01T00:00:00Z,41328.0
2022-04-02,2022-04-02T00:00:00Z,25920.0
2022-04-03,2022-04-03T00:00:00Z,40240.0
