date,Total Value Staked
2025-10-18,36186230.96965558
2025-10-19,36168184.20043551
2025-10-20,36184420.63570604
2025-10-21,36132426.52722385
2025-10-22,36100263.58277118
2025-10-23,36092407.52448406
2025-10-24,36104682.22397531
2025-10-25,36153755.46828175
2025-10-26,36197504.44221811
2025-10-27,36220821.3297906
2025-10-28,36050298.15712296
2025-10-29,36033785.72272908
2025-10-30,36038020.56411382
2025-10-31,36048469.14431631
2025-11-01,36079635.80708621
2025-11-02,36088411.34928937
2025-11-03,36134244.49714036
2025-11-04,36154072.94691171
2025-11-05,36109484.49774253
2025-11-06,36055665.34303448
2025-11-07,36045613.318418525
2025-11-08,36076140.72130976
2025-11-09,36072474.05947756
2025-11-10,36103557.41609008
2025-11-11,36015212.95991862
2025-11-12,36049135.7108357
2025-11-13,36094585.12709627
2025-11-14,36123536.4151744
2025-11-15,36164052.99310611
2025-11-16,36192059.42903237
2025-11-17,36219792.638810106
2025-11-18,36275185.36862372
2025-11-19,35895448.84294599
2025-11-20,35949836.12446021
2025-11-21,35985911.612705
2025-11-22,36023395.21551348
2025-11-23,36029180.025348745
2025-11-24,36054750.48143293
2025-11-25,36071172.34929884
2025-11-26,36068917.20957895
2025-11-27,36079587.777219474
2025-11-28,36128955.41878998
2025-11-29,36162512.30730581
2025-11-30,36111726.35390135
2025-12-01,36024469.89009046
2025-12-02,36019086.77278461
2025-12-03,35998568.821144424
2025-12-04,36047514.00012532
2025-12-05,36071317.397218734
2025-12-06,36114942.51779036
2025-12-07,35927322.92083956
2025-12-08,35916594.7216005
2025-12-09,35968661.094195016
2025-12-10,35962104.833716966
2025-12-11,36012278.428072795
2025-12-12,36064831.206313536
2025-12-13,36087467.241751954
2025-12-14,36110691.20051634
2025-12-15,36037709.715403326
2025-12-16,36085699.48960861
2025-12-17,36123232.13296076
2025-12-18,36167559.543425776
2025-12-19,36016745.08080347
2025-12-20,36050081.61519257
2025-12-21,36072695.18447127
2025-12-22,36093534.17809006
2025-12-23,36064231.94496969
2025-12-24,35994343.837190725
2025-12-25,36028037.88675918
2025-12-26,36037585.99921702
2025-12-27,36062831.12771305
2025-12-28,35898844.522108
2025-12-29,35930271.05390914
2025-12-30,35952052.26386766
2025-12-31,35949203.1161238
2026-01-01,35991692.733757325
2026-01-02,36000133.339518465
2026-01-03,36034348.371972464
2026-01-04,36061097.69214872
2026-01-05,35997020.59940238
2026-01-06,35938478.56307079
2026-01-07,35942399.18594258
2026-01-08,35961602.534020826
2026-01-09,35995685.20922564
2026-01-10,36029640.71463236
2026-01-11,36070777.61941845
2026-01-12,36120018.01881844
2026-01-13,36161990.89376113
2026-01-14,36134178.74445862
2026-01-15,36180166.34647485
2026-01-16,36225866.703936204
2026-01-17,36261768.46402508
2026-01-18,36311610.35713799
2026-01-19,36359556.742862485
2026-01-20,36407644.15928543
2026-01-21,36463444.71094525
2026-01-22,36438637.971973576
2026-01-23,36485516.43305154
2026-01-24,36509639.99080654
2026-01-25,36556269.93413333
2026-01-26,36611307.11976182
2026-01-27,36661385.085632905
2026-01-28,36699198.60248448
2026-01-29,36743078.955409005
2026-01-30,36797865.99630476
2026-01-31,36793531.06613758
2026-02-01,36846029.62527896
2026-02-02,36873411.16449029
2026-02-03,36915890.30900014
2026-02-04,36967533.73886319
2026-02-05,37008121.74352171
2026-02-06,37049019.60270554
2026-02-07,37102909.94644095
2026-02-08,37080187.31295978
2026-02-09,37098740.923033215
2026-02-10,37125201.0230285
2026-02-11,37135417.12334176
2026-02-12,37179758.77780329
2026-02-13,37205044.73714387
2026-02-14,37193137.90642545
2026-02-15,37228911.68536363
2026-02-16,37224533.456776485
2026-02-17,37253430.23126653
2026-02-18,37271110.30144465
2026-02-19,37318780.702812575
2026-02-20,37357030.18960117
2026-02-21,37313758.3172267
2026-02-22,37351441.51146936
2026-02-23,37381021.11893804
2026-02-24,37428436.92068408
2026-02-25,37465255.59562323
2026-02-26,37507079.55836744
2026-02-27,37547346.88989827
2026-02-28,37572368.05047541
2026-03-01,37627085.32551537
2026-03-02,37642169.35722035
2026-03-03,37576539.82597866
2026-03-04,37632525.00875552
2026-03-05,37648169.18686461
2026-03-06,37674929.71844784
2026-03-07,37627170.077904575
2026-03-08,37677938.0757458
2026-03-09,37729786.15316965
2026-03-10,37780039.88108307
2026-03-11,37795548.27133502
2026-03-12,37846582.37929972
2026-03-13,37890107.83117946
2026-03-14,37934083.11483668
2026-03-15,37978806.3087789
2026-03-16,38026323.94704647
2026-03-17,38072530.89838915
2026-03-18,38119381.978852406
2026-03-19,38148144.72602538
2026-03-20,38189868.7370393
2026-03-21,38240287.40020442
2026-03-22,38272861.28273699
2026-03-23,38316673.31606271
2026-03-24,38362304.89250961
2026-03-25,38394302.6942876
2026-03-26,38442142.57454113
2026-03-27,38487107.81190848
2026-03-28,38533142.50194147
2026-03-29,38580367.47920696
2026-03-30,38625455.12383809
2026-03-31,38679532.81560528
2026-04-01,38730969.61983092
2026-04-02,38782810.91323274
2026-04-03,38833586.29304755
2026-04-04,38826251.092668384
2026-04-05,38877518.01001869
2026-04-06,38934447.78729449
2026-04-07,38979269.008711725
2026-04-08,39028342.56514518
2026-04-09,39074300.626309566
2026-04-10,39086561.48145079
