date,New Depositors
2024-12-02,2106
2024-12-03,1221
2024-12-04,2636
2024-12-05,1327
2024-12-06,1239
2024-12-07,697
2024-12-08,324
2024-12-09,421
2024-12-10,591
2024-12-11,1439
2024-12-12,681
2024-12-13,1347
2024-12-14,470
2024-12-15,339
2024-12-16,627
2024-12-17,2130
2024-12-18,3659
2024-12-19,1135
2024-12-20,929
2024-12-21,513
2024-12-22,1341
2024-12-23,2040
2024-12-24,2166
2024-12-25,2438
2024-12-26,660
2024-12-27,683
2024-12-28,379
2024-12-29,575
2024-12-30,899
2024-12-31,2957
2025-01-01,493
2025-01-02,644
2025-01-03,1100
2025-01-04,574
2025-01-05,880
2025-01-06,675
2025-01-07,1495
2025-01-08,3717
2025-01-09,2453
2025-01-10,1433
2025-01-11,396
2025-01-12,310
2025-01-13,3116
2025-01-14,1274
2025-01-15,1624
2025-01-16,559
2025-01-17,902
2025-01-18,889
2025-01-19,1362
2025-01-20,739
2025-01-21,3138
2025-01-22,987
2025-01-23,815
2025-01-24,1674
2025-01-25,1612
2025-01-26,554
2025-01-27,2104
2025-01-28,2836
2025-01-29,804
2025-01-30,2108
2025-01-31,1284
2025-02-01,468
2025-02-02,1479
2025-02-03,1392
2025-02-04,1765
2025-02-05,1089
2025-02-06,1163
2025-02-07,755
2025-02-08,924
2025-02-09,216
2025-02-10,480
2025-02-11,2267
2025-02-12,1029
2025-02-13,1641
2025-02-14,1795
2025-02-15,1293
2025-02-16,1141
2025-02-17,1084
2025-02-18,1697
2025-02-19,1458
2025-02-20,1905
2025-02-21,1519
2025-02-22,644
2025-02-23,842
2025-02-24,994
2025-02-25,1654
2025-02-26,847
2025-02-27,778
2025-02-28,1134
2025-03-01,726
2025-03-02,325
2025-03-03,1442
2025-03-04,5013
2025-03-05,1811
2025-03-06,1871
2025-03-07,872
2025-03-08,449
2025-03-09,1474
2025-03-10,1510
2025-03-11,1195
2025-03-12,1984
2025-03-13,2891
2025-03-14,1131
2025-03-15,413
2025-03-16,556
2025-03-17,3593
2025-03-18,2251
2025-03-19,2953
2025-03-20,3127
2025-03-21,1826
2025-03-22,1343
2025-03-23,2284
2025-03-24,2568
2025-03-25,2206
2025-03-26,1752
2025-03-27,1617
2025-03-28,1593
2025-03-29,916
2025-03-30,431
2025-03-31,1257
2025-04-01,1009
2025-04-02,2501
2025-04-03,833
2025-04-04,900
2025-04-05,404
2025-04-06,478
2025-04-07,937
2025-04-08,1520
2025-04-09,1373
2025-04-10,5925
2025-04-11,850
2025-04-12,485
2025-04-13,380
2025-04-14,2208
2025-04-15,1396
2025-04-16,2354
2025-04-17,3178
2025-04-18,923
2025-04-19,526
2025-04-20,525
2025-04-21,534
2025-04-22,3976
2025-04-23,1248
2025-04-24,809
2025-04-25,831
2025-04-26,516
2025-04-27,318
2025-04-28,906
2025-04-29,388
2025-04-30,851
2025-05-01,1947
2025-05-02,859
2025-05-03,369
2025-05-04,427
2025-05-05,1326
2025-05-06,3588
2025-05-07,797
2025-05-08,1576
2025-05-09,1936
2025-05-10,536
2025-05-11,1117
2025-05-12,3709
2025-05-13,853
2025-05-14,1205
2025-05-15,901
2025-05-16,1729
2025-05-17,803
2025-05-18,681
2025-05-19,1153
2025-05-20,1278
2025-05-21,1931
2025-05-22,2453
2025-05-23,1576
2025-05-24,755
2025-05-25,309
2025-05-26,938
2025-05-27,2427
2025-05-28,2147
2025-05-29,2248
2025-05-30,2136
2025-05-31,1922
2025-06-01,1437
2025-06-02,6627
2025-06-03,2772
2025-06-04,3695
2025-06-05,1373
2025-06-06,1203
2025-06-07,1206
2025-06-08,637
2025-06-09,1441
2025-06-10,2603
2025-06-11,1366
2025-06-12,609
2025-06-13,3904
2025-06-14,2181
2025-06-15,598
2025-06-16,3635
2025-06-17,2180
2025-06-18,1082
2025-06-19,1113
2025-06-20,1453
2025-06-21,3202
2025-06-22,1442
2025-06-23,1458
2025-06-24,833
2025-06-25,708
2025-06-26,419
2025-06-27,527
2025-06-28,941
2025-06-29,1088
2025-06-30,608
2025-07-01,1920
2025-07-02,1255
2025-07-03,967
2025-07-04,906
2025-07-05,1165
2025-07-06,363
2025-07-07,5965
2025-07-08,3674
2025-07-09,3391
2025-07-10,1775
2025-07-11,2550
2025-07-12,1104
2025-07-13,466
2025-07-14,1467
2025-07-15,1925
2025-07-16,2091
2025-07-17,1656
2025-07-18,1803
2025-07-19,647
2025-07-20,586
2025-07-21,922
2025-07-22,815
2025-07-23,512
2025-07-24,723
2025-07-25,341
2025-07-26,255
2025-07-27,2731
2025-07-28,535
2025-07-29,1075
2025-07-30,424
2025-07-31,1536
2025-08-01,1133
2025-08-02,241
2025-08-03,2238
2025-08-04,998
2025-08-05,606
2025-08-06,481
2025-08-07,859
2025-08-08,2004
2025-08-09,357
2025-08-10,1474
2025-08-11,1516
2025-08-12,2794
2025-08-13,3607
2025-08-14,5281
2025-08-15,3333
2025-08-16,227
2025-08-17,488
2025-08-18,2201
2025-08-19,1005
2025-08-20,712
2025-08-21,1840
2025-08-22,632
2025-08-23,394
2025-08-24,1214
2025-08-25,494
2025-08-26,621
2025-08-27,820
2025-08-28,1292
2025-08-29,2206
2025-08-30,333
2025-08-31,264
2025-09-01,553
2025-09-02,380
2025-09-03,936
2025-09-04,665
2025-09-05,417
2025-09-06,286
2025-09-07,384
2025-09-08,339
2025-09-09,2336
2025-09-10,262
2025-09-11,350
2025-09-12,267
2025-09-13,237
2025-09-14,134
2025-09-15,305
2025-09-16,540
2025-09-17,239
2025-09-18,484
2025-09-19,456
2025-09-20,390
2025-09-21,371
2025-09-22,309
2025-09-23,702
2025-09-24,1708
2025-09-25,362
2025-09-26,1434
2025-09-27,195
2025-09-28,2571
2025-09-29,1896
2025-09-30,1090
2025-10-01,770
2025-10-02,1353
2025-10-03,2102
2025-10-04,241
2025-10-05,409
2025-10-06,1933
2025-10-07,1715
2025-10-08,3458
2025-10-09,1005
2025-10-10,2275
2025-10-11,974
2025-10-12,1576
2025-10-13,1357
2025-10-14,1214
2025-10-15,641
2025-10-16,2350
2025-10-17,1282
2025-10-18,338
2025-10-19,176
2025-10-20,1175
2025-10-21,985
2025-10-22,924
2025-10-23,439
2025-10-24,3745
2025-10-25,278
2025-10-26,357
2025-10-27,1399
2025-10-28,1162
2025-10-29,1239
2025-10-30,4650
2025-10-31,4001
2025-11-01,737
2025-11-02,1084
2025-11-03,628
2025-11-04,379
2025-11-05,1890
2025-11-06,391
2025-11-07,296
2025-11-08,135
2025-11-09,143
2025-11-10,180
2025-11-11,739
2025-11-12,454
2025-11-13,350
2025-11-14,780
2025-11-15,376
2025-11-16,251
2025-11-17,706
2025-11-18,588
2025-11-19,309
2025-11-20,425
2025-11-21,651
2025-11-22,937
2025-11-23,188
2025-11-24,397
2025-11-25,240
2025-11-26,370
2025-11-27,376
2025-11-28,198
2025-11-29,513
2025-11-30,205
2025-12-01,1037
2025-12-02,1507
2025-12-03,504
2025-12-04,324
2025-12-05,1237
2025-12-06,1144
2025-12-07,367
2025-12-08,1023
2025-12-09,2012
2025-12-10,1421
2025-12-11,1121
2025-12-12,550
2025-12-13,351
2025-12-14,267
2025-12-15,726
2025-12-16,513
2025-12-17,409
2025-12-18,412
2025-12-19,387
2025-12-20,630
2025-12-21,538
2025-12-22,948
2025-12-23,398
2025-12-24,1193
2025-12-25,454
2025-12-26,449
2025-12-27,357
2025-12-28,635
2025-12-29,5140
2025-12-30,854
2025-12-31,1771
2026-01-01,1599
2026-01-02,1643
2026-01-03,578
2026-01-04,629
2026-01-05,1307
2026-01-06,3918
2026-01-07,1005
2026-01-08,1610
2026-01-09,992
2026-01-10,1078
2026-01-11,688
2026-01-12,2056
2026-01-13,1430
2026-01-14,2581
2026-01-15,1044
2026-01-16,664
2026-01-17,1440
2026-01-18,816
2026-01-19,3776
2026-01-20,3100
2026-01-21,2330
2026-01-22,3712
2026-01-23,3845
2026-01-24,530
2026-01-25,1702
2026-01-26,979
2026-01-27,1650
2026-01-28,1435
2026-01-29,2907
2026-01-30,955
2026-01-31,1499
2026-02-01,640
2026-02-02,1457
2026-02-03,1359
2026-02-04,611
2026-02-05,1545
2026-02-06,2421
2026-02-07,482
2026-02-08,431
2026-02-09,1036
2026-02-10,543
2026-02-11,1373
2026-02-12,607
2026-02-13,477
2026-02-14,363
2026-02-15,392
2026-02-16,463
2026-02-17,282
2026-02-18,1440
2026-02-19,454
2026-02-20,908
2026-02-21,389
2026-02-22,229
2026-02-23,929
2026-02-24,696
2026-02-25,670
2026-02-26,313
2026-02-27,330
2026-02-28,309
2026-03-01,212
2026-03-02,351
2026-03-03,321
2026-03-04,669
2026-03-05,265
2026-03-06,311
2026-03-07,537
2026-03-08,197
2026-03-09,612
2026-03-10,457
2026-03-11,308
2026-03-12,370
2026-03-13,372
2026-03-14,193
2026-03-15,196
2026-03-16,710
2026-03-17,961
2026-03-18,705
2026-03-19,993
2026-03-20,692
2026-03-21,183
2026-03-22,154
2026-03-23,556
2026-03-24,330
2026-03-25,356
2026-03-26,518
2026-03-27,958
2026-03-28,150
2026-03-29,759
2026-03-30,450
2026-03-31,896
2026-04-01,838
2026-04-02,943
2026-04-03,887
2026-04-04,804
2026-04-05,868
2026-04-06,726
