date,Active Receiving Addresses
2013-01-11,47148
2013-01-12,36942
2013-01-13,40541
2013-01-14,33865
2013-01-15,46470
2013-01-16,45757
2013-01-17,42863
2013-01-18,43006
2013-01-19,37726
2013-01-20,35084
2013-01-21,33380
2013-01-22,38012
2013-01-23,36637
2013-01-24,39847
2013-01-25,38998
2013-01-26,41076
2013-01-27,40828
2013-01-28,41952
2013-01-29,41047
2013-01-30,34665
2013-01-31,37430
2013-02-01,49763
2013-02-02,42922
2013-02-03,43415
2013-02-04,42774
2013-02-05,47428
2013-02-06,41275
2013-02-07,44492
2013-02-08,44976
2013-02-09,42568
2013-02-10,45055
2013-02-11,39654
2013-02-12,40824
2013-02-13,40622
2013-02-14,38822
2013-02-15,38768
2013-02-16,37995
2013-02-17,36994
2013-02-18,38460
2013-02-19,39819
2013-02-20,39703
2013-02-21,41330
2013-02-22,43738
2013-02-23,41789
2013-02-24,42055
2013-02-25,44280
2013-02-26,46641
2013-02-27,42867
2013-02-28,46075
2013-03-01,49554
2013-03-02,38117
2013-03-03,35819
2013-03-04,41991
2013-03-05,45962
2013-03-06,53581
2013-03-07,50987
2013-03-08,45917
2013-03-09,41221
2013-03-10,46473
2013-03-11,41067
2013-03-12,44675
2013-03-13,51534
2013-03-14,47665
2013-03-15,51708
2013-03-16,40333
2013-03-17,41231
2013-03-18,46404
2013-03-19,52413
2013-03-20,49801
2013-03-21,52089
2013-03-22,58132
2013-03-23,50305
2013-03-24,57216
2013-03-25,52660
2013-03-26,58295
2013-03-27,58532
2013-03-28,66432
2013-03-29,66779
2013-03-30,60965
2013-03-31,48515
2013-04-01,57953
2013-04-02,72694
2013-04-03,87140
2013-04-04,86453
2013-04-05,84263
2013-04-06,63661
2013-04-07,62952
2013-04-08,94014
2013-04-09,91120
2013-04-10,106346
2013-04-11,96628
2013-04-12,81347
2013-04-13,68259
2013-04-14,57893
2013-04-15,84224
2013-04-16,81696
2013-04-17,86804
2013-04-18,66435
2013-04-19,86660
2013-04-20,62602
2013-04-21,58843
2013-04-22,78067
2013-04-23,78422
2013-04-24,81580
2013-04-25,76056
2013-04-26,72592
2013-04-27,65463
2013-04-28,104607
2013-04-29,73559
2013-04-30,58629
2013-05-01,67962
2013-05-02,65415
2013-05-03,65109
2013-05-04,57150
2013-05-05,57863
2013-05-06,69182
2013-05-07,94788
2013-05-08,87495
2013-05-09,69602
2013-05-10,71443
2013-05-11,66176
2013-05-12,58797
2013-05-13,69373
2013-05-14,68942
2013-05-15,68299
2013-05-16,68536
2013-05-17,61929
2013-05-18,55552
2013-05-19,51697
2013-05-20,57600
2013-05-21,67890
2013-05-22,61102
2013-05-23,68378
2013-05-24,68107
2013-05-25,53317
2013-05-26,53395
2013-05-27,59658
2013-05-28,61516
2013-05-29,64923
2013-05-30,63469
2013-05-31,61670
2013-06-01,55356
2013-06-02,51180
2013-06-03,63443
2013-06-04,64541
2013-06-05,65079
2013-06-06,60676
2013-06-07,59933
2013-06-08,47540
2013-06-09,45478
2013-06-10,50634
2013-06-11,56360
2013-06-12,52891
2013-06-13,55259
2013-06-14,63693
2013-06-15,43528
2013-06-16,39659
2013-06-17,47537
2013-06-18,51398
2013-06-19,57558
2013-06-20,54098
2013-06-21,55870
2013-06-22,47672
2013-06-23,40870
2013-06-24,52722
2013-06-25,50043
2013-06-26,54144
2013-06-27,50988
2013-06-28,56602
2013-06-29,50788
2013-06-30,41358
2013-07-01,56373
2013-07-02,51868
2013-07-03,55754
2013-07-04,50059
2013-07-05,50394
2013-07-06,42492
2013-07-07,38383
2013-07-08,52296
2013-07-09,55508
2013-07-10,54320
2013-07-11,61548
2013-07-12,66681
2013-07-13,50759
2013-07-14,38901
2013-07-15,49774
2013-07-16,55924
2013-07-17,53170
2013-07-18,52108
2013-07-19,50352
2013-07-20,42222
2013-07-21,42370
2013-07-22,50290
2013-07-23,53996
2013-07-24,54326
2013-07-25,54352
2013-07-26,52087
2013-07-27,41369
2013-07-28,40134
2013-07-29,56108
2013-07-30,58705
2013-07-31,66140
2013-08-01,103350
2013-08-02,64645
2013-08-03,49767
2013-08-04,46550
2013-08-05,62136
2013-08-06,61186
2013-08-07,64953
2013-08-08,60890
2013-08-09,54319
2013-08-10,51093
2013-08-11,43353
2013-08-12,88571
2013-08-13,61004
2013-08-14,64242
2013-08-15,64587
2013-08-16,69109
2013-08-17,51597
2013-08-18,47443
2013-08-19,69236
2013-08-20,67418
2013-08-21,69302
2013-08-22,72392
2013-08-23,63358
2013-08-24,52995
2013-08-25,48352
2013-08-26,62216
2013-08-27,72059
2013-08-28,73596
2013-08-29,65093
2013-08-30,75211
2013-08-31,77865
2013-09-01,47233
2013-09-02,52320
2013-09-03,57453
2013-09-04,62447
2013-09-05,59897
2013-09-06,58463
2013-09-07,50955
2013-09-08,44651
2013-09-09,56478
2013-09-10,55494
2013-09-11,61905
2013-09-12,63264
2013-09-13,57481
2013-09-14,45428
2013-09-15,44237
2013-09-16,57572
2013-09-17,60864
2013-09-18,64709
2013-09-19,67275
2013-09-20,66114
2013-09-21,55886
2013-09-22,51055
2013-09-23,67018
2013-09-24,65925
2013-09-25,64983
2013-09-26,65885
2013-09-27,64405
2013-09-28,56522
2013-09-29,56536
2013-09-30,67080
2013-10-01,73655
2013-10-02,77727
2013-10-03,66402
2013-10-04,63207
2013-10-05,51841
2013-10-06,49517
2013-10-07,62039
2013-10-08,63609
2013-10-09,67511
2013-10-10,67240
2013-10-11,65116
2013-10-12,55314
2013-10-13,66517
2013-10-14,68679
2013-10-15,71740
2013-10-16,77360
2013-10-17,65902
2013-10-18,70031
2013-10-19,74510
2013-10-20,61814
2013-10-21,79055
2013-10-22,91758
2013-10-23,87019
2013-10-24,89420
2013-10-25,80609
2013-10-26,60633
2013-10-27,54722
2013-10-28,68825
2013-10-29,70371
2013-10-30,78590
2013-10-31,79243
2013-11-01,71948
2013-11-02,65183
2013-11-03,65341
2013-11-04,83356
2013-11-05,97337
2013-11-06,97376
2013-11-07,109312
2013-11-08,106686
2013-11-09,106129
2013-11-10,95025
2013-11-11,88301
2013-11-12,98250
2013-11-13,101388
2013-11-14,112534
2013-11-15,102218
2013-11-16,88489
2013-11-17,89389
2013-11-18,140397
2013-11-19,170572
2013-11-20,139571
2013-11-21,128842
2013-11-22,137713
2013-11-23,130704
2013-11-24,102155
2013-11-25,121256
2013-11-26,153559
2013-11-27,170816
2013-11-28,174652
2013-11-29,162278
2013-11-30,140908
2013-12-01,134115
2013-12-02,146069
2013-12-03,148929
2013-12-04,154068
2013-12-05,157300
2013-12-06,142976
2013-12-07,129067
2013-12-08,95445
2013-12-09,136336
2013-12-10,128442
2013-12-11,127838
2013-12-12,111351
2013-12-13,122055
2013-12-14,111363
2013-12-15,106064
2013-12-16,145748
2013-12-17,133837
2013-12-18,152248
2013-12-19,134052
2013-12-20,118900
2013-12-21,107067
2013-12-22,99508
2013-12-23,132265
2013-12-24,114067
2013-12-25,113337
2013-12-26,106381
2013-12-27,110123
2013-12-28,95093
2013-12-29,94204
2013-12-30,133574
2013-12-31,100737
2014-01-01,85205
2014-01-02,114216
2014-01-03,122122
2014-01-04,99763
2014-01-05,114091
2014-01-06,151596
2014-01-07,121174
2014-01-08,128017
2014-01-09,116575
2014-01-10,108872
2014-01-11,111264
2014-01-12,100300
2014-01-13,133717
2014-01-14,110016
2014-01-15,115658
2014-01-16,108461
2014-01-17,113847
2014-01-18,92402
2014-01-19,95248
2014-01-20,152060
2014-01-21,137233
2014-01-22,132207
2014-01-23,124546
2014-01-24,123400
2014-01-25,108006
2014-01-26,109759
2014-01-27,151317
2014-01-28,134417
2014-01-29,122244
2014-01-30,131669
2014-01-31,131266
2014-02-01,120112
2014-02-02,115538
2014-02-03,151705
2014-02-04,146802
2014-02-05,134435
2014-02-06,143637
2014-02-07,142079
2014-02-08,128858
2014-02-09,110362
2014-02-10,152331
2014-02-11,129798
2014-02-12,124039
2014-02-13,129654
2014-02-14,144064
2014-02-15,128254
2014-02-16,107402
2014-02-17,148121
2014-02-18,132327
2014-02-19,154099
2014-02-20,159798
2014-02-21,156411
2014-02-22,135004
2014-02-23,144746
2014-02-24,193182
2014-02-25,183706
2014-02-26,170206
2014-02-27,159076
2014-02-28,145399
2014-03-01,153093
2014-03-02,134498
2014-03-03,207635
2014-03-04,201018
2014-03-05,172226
2014-03-06,169434
2014-03-07,156955
2014-03-08,149443
2014-03-09,150039
2014-03-10,171381
2014-03-11,155179
2014-03-12,166914
2014-03-13,163772
2014-03-14,135337
2014-03-15,120687
2014-03-16,120495
2014-03-17,162152
2014-03-18,118368
2014-03-19,141635
2014-03-20,137239
2014-03-21,157541
2014-03-22,135244
2014-03-23,126969
2014-03-24,169437
2014-03-25,143965
2014-03-26,146870
2014-03-27,160652
2014-03-28,158197
2014-03-29,127468
2014-03-30,148483
2014-03-31,147986
2014-04-01,155441
2014-04-02,154055
2014-04-03,125657
2014-04-04,154771
2014-04-05,131349
2014-04-06,167253
2014-04-07,136422
2014-04-08,142405
2014-04-09,153657
2014-04-10,159400
2014-04-11,148359
2014-04-12,112465
2014-04-13,156908
2014-04-14,158082
2014-04-15,156387
2014-04-16,149896
2014-04-17,131912
2014-04-18,128713
2014-04-19,118821
2014-04-20,147300
2014-04-21,121882
2014-04-22,162687
2014-04-23,135355
2014-04-24,135301
2014-04-25,156585
2014-04-26,114971
2014-04-27,148195
2014-04-28,146346
2014-04-29,141535
2014-04-30,138813
2014-05-01,133004
2014-05-02,122589
2014-05-03,98023
2014-05-04,136711
2014-05-05,126853
2014-05-06,144341
2014-05-07,139592
2014-05-08,140097
2014-05-09,136461
2014-05-10,115935
2014-05-11,145714
2014-05-12,128588
2014-05-13,126175
2014-05-14,136838
2014-05-15,149749
2014-05-16,123778
2014-05-17,109947
2014-05-18,151279
2014-05-19,137192
2014-05-20,162042
2014-05-21,131346
2014-05-22,138002
2014-05-23,150936
2014-05-24,103244
2014-05-25,165722
2014-05-26,143067
2014-05-27,150803
2014-05-28,156203
2014-05-29,145166
2014-05-30,128015
2014-05-31,123646
2014-06-01,167952
2014-06-02,149255
2014-06-03,160812
2014-06-04,148328
2014-06-05,154526
2014-06-06,143658
2014-06-07,120901
2014-06-08,153221
2014-06-09,137295
2014-06-10,146502
2014-06-11,145160
2014-06-12,146367
2014-06-13,146465
2014-06-14,128302
2014-06-15,156634
2014-06-16,151416
2014-06-17,161510
2014-06-18,144635
2014-06-19,132646
2014-06-20,133249
2014-06-21,130146
2014-06-22,163526
2014-06-23,136836
2014-06-24,148548
2014-06-25,150412
2014-06-26,136820
2014-06-27,144317
2014-06-28,119654
2014-06-29,154123
2014-06-30,154411
2014-07-01,157502
2014-07-02,152234
2014-07-03,136062
2014-07-04,122316
2014-07-05,110463
2014-07-06,163168
2014-07-07,159834
2014-07-08,184402
2014-07-09,157398
2014-07-10,147502
2014-07-11,145340
2014-07-12,134848
2014-07-13,168959
2014-07-14,138393
2014-07-15,154316
2014-07-16,144108
2014-07-17,147950
2014-07-18,141634
2014-07-19,131507
2014-07-20,170762
2014-07-21,135288
2014-07-22,141562
2014-07-23,151195
2014-07-24,149420
2014-07-25,152455
2014-07-26,119774
2014-07-27,163004
2014-07-28,147998
2014-07-29,142431
2014-07-30,156122
2014-07-31,148057
2014-08-01,150945
2014-08-02,121540
2014-08-03,151752
2014-08-04,134306
2014-08-05,168905
2014-08-06,173299
2014-08-07,151256
2014-08-08,149611
2014-08-09,130375
2014-08-10,174844
2014-08-11,170374
2014-08-12,175100
2014-08-13,169391
2014-08-14,165388
2014-08-15,158965
2014-08-16,146352
2014-08-17,179900
2014-08-18,167664
2014-08-19,161733
2014-08-20,163477
2014-08-21,169848
2014-08-22,156706
2014-08-23,128270
2014-08-24,185055
2014-08-25,154308
2014-08-26,163477
2014-08-27,157540
2014-08-28,167096
2014-08-29,140703
2014-08-30,141403
2014-08-31,170849
2014-09-01,167438
2014-09-02,155650
2014-09-03,146175
2014-09-04,154032
2014-09-05,156351
2014-09-06,133897
2014-09-07,212775
2014-09-08,161678
2014-09-09,174103
2014-09-10,155786
2014-09-11,149407
2014-09-12,146302
2014-09-13,133058
2014-09-14,213910
2014-09-15,161041
2014-09-16,182758
2014-09-17,163771
2014-09-18,165640
2014-09-19,143134
2014-09-20,140526
2014-09-21,183321
2014-09-22,171453
2014-09-23,163738
2014-09-24,164407
2014-09-25,168698
2014-09-26,154434
2014-09-27,141876
2014-09-28,213743
2014-09-29,159296
2014-09-30,184952
2014-10-01,184411
2014-10-02,156427
2014-10-03,150096
2014-10-04,140653
2014-10-05,220083
2014-10-06,157626
2014-10-07,171864
2014-10-08,161806
2014-10-09,159435
2014-10-10,171680
2014-10-11,139100
2014-10-12,211046
2014-10-13,182003
2014-10-14,172338
2014-10-15,180719
2014-10-16,159098
2014-10-17,157635
2014-10-18,147725
2014-10-19,208195
2014-10-20,167038
2014-10-21,174444
2014-10-22,171535
2014-10-23,164225
2014-10-24,158173
2014-10-25,185260
2014-10-26,184715
2014-10-27,189828
2014-10-28,174086
2014-10-29,174454
2014-10-30,176477
2014-10-31,170176
2014-11-01,143850
2014-11-02,237637
2014-11-03,173687
2014-11-04,172125
2014-11-05,171319
2014-11-06,178143
2014-11-07,161153
2014-11-08,134310
2014-11-09,225338
2014-11-10,175703
2014-11-11,170303
2014-11-12,196320
2014-11-13,183976
2014-11-14,196418
2014-11-15,150639
2014-11-16,222060
2014-11-17,177363
2014-11-18,180260
2014-11-19,172526
2014-11-20,179046
2014-11-21,171138
2014-11-22,154874
2014-11-23,223794
2014-11-24,173724
2014-11-25,175159
2014-11-26,170762
2014-11-27,181400
2014-11-28,177720
2014-11-29,155974
2014-11-30,246517
2014-12-01,181711
2014-12-02,210003
2014-12-03,194869
2014-12-04,187239
2014-12-05,194244
2014-12-06,157857
2014-12-07,229759
2014-12-08,198890
2014-12-09,186946
2014-12-10,188602
2014-12-11,182364
2014-12-12,190590
2014-12-13,155976
2014-12-14,252753
2014-12-15,202507
2014-12-16,219512
2014-12-17,210439
2014-12-18,200527
2014-12-19,189679
2014-12-20,224704
2014-12-21,208027
2014-12-22,212592
2014-12-23,202664
2014-12-24,161686
2014-12-25,140287
2014-12-26,162451
2014-12-27,180328
2014-12-28,240008
2014-12-29,163885
2014-12-30,179863
2014-12-31,150508
2015-01-01,117648
2015-01-02,179629
2015-01-03,209200
2015-01-04,209362
2015-01-05,201243
2015-01-06,179531
2015-01-07,171959
2015-01-08,197967
2015-01-09,202521
2015-01-10,243322
2015-01-11,213730
2015-01-12,186771
2015-01-13,213720
2015-01-14,217431
2015-01-15,230121
2015-01-16,209906
2015-01-17,250984
2015-01-18,216525
2015-01-19,207787
2015-01-20,192242
2015-01-21,190672
2015-01-22,186677
2015-01-23,179355
2015-01-24,167589
2015-01-25,282916
2015-01-26,216825
2015-01-27,206553
2015-01-28,157339
2015-01-29,179153
2015-01-30,161734
2015-01-31,243787
2015-02-01,218711
2015-02-02,185206
2015-02-03,203784
2015-02-04,199149
2015-02-05,176717
2015-02-06,201705
2015-02-07,159874
2015-02-08,265830
2015-02-09,192426
2015-02-10,196583
2015-02-11,192592
2015-02-12,199681
2015-02-13,275458
2015-02-14,214814
2015-02-15,302474
2015-02-16,227775
2015-02-17,231329
2015-02-18,209816
2015-02-19,181187
2015-02-20,197909
2015-02-21,238159
2015-02-22,233714
2015-02-23,213652
2015-02-24,198244
2015-02-25,195549
2015-02-26,191393
2015-02-27,199102
2015-02-28,239596
2015-03-01,232581
2015-03-02,222674
2015-03-03,218509
2015-03-04,201597
2015-03-05,211013
2015-03-06,191229
2015-03-07,215356
2015-03-08,220267
2015-03-09,214826
2015-03-10,203358
2015-03-11,203476
2015-03-12,191541
2015-03-13,197458
2015-03-14,222761
2015-03-15,220599
2015-03-16,215980
2015-03-17,190031
2015-03-18,192207
2015-03-19,194773
2015-03-20,199101
2015-03-21,210167
2015-03-22,231358
2015-03-23,218547
2015-03-24,182891
2015-03-25,186941
2015-03-26,188285
2015-03-27,197134
2015-03-28,201530
2015-03-29,232643
2015-03-30,214527
2015-03-31,226899
2015-04-01,224034
2015-04-02,215894
2015-04-03,195949
2015-04-04,216491
2015-04-05,223844
2015-04-06,206521
2015-04-07,216652
2015-04-08,215946
2015-04-09,202289
2015-04-10,219110
2015-04-11,235790
2015-04-12,219646
2015-04-13,222095
2015-04-14,213885
2015-04-15,186954
2015-04-16,189709
2015-04-17,194010
2015-04-18,217856
2015-04-19,223510
2015-04-20,210254
2015-04-21,202499
2015-04-22,221143
2015-04-23,217776
2015-04-24,205127
2015-04-25,232417
2015-04-26,232498
2015-04-27,215547
2015-04-28,209718
2015-04-29,219465
2015-04-30,207364
2015-05-01,189551
2015-05-02,235798
2015-05-03,215005
2015-05-04,208996
2015-05-05,220006
2015-05-06,226502
2015-05-07,221118
2015-05-08,259917
2015-05-09,191152
2015-05-10,219638
2015-05-11,226033
2015-05-12,226830
2015-05-13,211044
2015-05-14,200892
2015-05-15,209780
2015-05-16,230819
2015-05-17,214235
2015-05-18,207052
2015-05-19,212935
2015-05-20,215315
2015-05-21,202351
2015-05-22,208406
2015-05-23,188372
2015-05-24,252114
2015-05-25,222574
2015-05-26,228141
2015-05-27,214783
2015-05-28,213342
2015-05-29,244275
2015-05-30,269550
2015-05-31,251569
2015-06-01,259791
2015-06-02,254091
2015-06-03,247345
2015-06-04,232415
2015-06-05,223360
2015-06-06,235167
2015-06-07,222379
2015-06-08,203254
2015-06-09,231392
2015-06-10,272829
2015-06-11,234353
2015-06-12,249208
2015-06-13,240093
2015-06-14,249859
2015-06-15,272840
2015-06-16,231553
2015-06-17,265018
2015-06-18,234737
2015-06-19,254427
2015-06-20,228942
2015-06-21,238708
2015-06-22,223156
2015-06-23,256919
2015-06-24,225224
2015-06-25,189684
2015-06-26,248821
2015-06-27,256492
2015-06-28,237271
2015-06-29,241345
2015-06-30,257820
2015-07-01,254463
2015-07-02,268439
2015-07-03,252233
2015-07-04,237296
2015-07-05,269623
2015-07-06,290713
2015-07-07,277387
2015-07-08,279005
2015-07-09,269599
2015-07-10,266827
2015-07-11,276156
2015-07-12,270772
2015-07-13,242296
2015-07-14,230882
2015-07-15,232159
2015-07-16,223650
2015-07-17,205929
2015-07-18,215997
2015-07-19,248911
2015-07-20,237092
2015-07-21,256077
2015-07-22,248010
2015-07-23,208885
2015-07-24,219679
2015-07-25,196644
2015-07-26,256965
2015-07-27,238347
2015-07-28,243214
2015-07-29,269957
2015-07-30,232018
2015-07-31,253799
2015-08-01,256850
2015-08-02,257674
2015-08-03,247083
2015-08-04,253274
2015-08-05,258263
2015-08-06,246002
2015-08-07,225885
2015-08-08,232797
2015-08-09,222980
2015-08-10,235688
2015-08-11,221899
2015-08-12,234532
2015-08-13,228674
2015-08-14,227501
2015-08-15,226844
2015-08-16,235134
2015-08-17,233429
2015-08-18,249761
2015-08-19,239251
2015-08-20,227901
2015-08-21,239034
2015-08-22,258779
2015-08-23,245027
2015-08-24,247978
2015-08-25,242307
2015-08-26,237875
2015-08-27,234416
2015-08-28,243653
2015-08-29,243527
2015-08-30,245560
2015-08-31,249135
2015-09-01,253959
2015-09-02,239902
2015-09-03,247572
2015-09-04,217827
2015-09-05,271703
2015-09-06,252666
2015-09-07,263955
2015-09-08,274361
2015-09-09,251732
2015-09-10,234611
2015-09-11,276192
2015-09-12,229227
2015-09-13,277907
2015-09-14,252759
2015-09-15,269047
2015-09-16,245675
2015-09-17,266785
2015-09-18,259225
2015-09-19,222334
2015-09-20,301436
2015-09-21,291768
2015-09-22,304730
2015-09-23,244832
2015-09-24,243462
2015-09-25,244189
2015-09-26,245516
2015-09-27,257653
2015-09-28,248768
2015-09-29,273435
2015-09-30,264767
2015-10-01,248667
2015-10-02,256276
2015-10-03,213791
2015-10-04,265141
2015-10-05,234511
2015-10-06,253235
2015-10-07,251028
2015-10-08,258584
2015-10-09,209824
2015-10-10,271055
2015-10-11,240169
2015-10-12,234164
2015-10-13,239466
2015-10-14,247113
2015-10-15,303542
2015-10-16,273607
2015-10-17,307574
2015-10-18,277719
2015-10-19,278297
2015-10-20,304364
2015-10-21,290382
2015-10-22,285243
2015-10-23,281386
2015-10-24,317154
2015-10-25,297914
2015-10-26,261768
2015-10-27,294556
2015-10-28,285777
2015-10-29,292394
2015-10-30,308471
2015-10-31,314089
2015-11-01,322936
2015-11-02,310354
2015-11-03,368825
2015-11-04,401500
2015-11-05,359272
2015-11-06,359093
2015-11-07,304984
2015-11-08,313905
2015-11-09,328436
2015-11-10,312228
2015-11-11,308961
2015-11-12,313007
2015-11-13,299118
2015-11-14,328516
2015-11-15,337354
2015-11-16,313437
2015-11-17,301717
2015-11-18,330435
2015-11-19,299554
2015-11-20,301868
2015-11-21,317867
2015-11-22,320050
2015-11-23,281024
2015-11-24,325295
2015-11-25,297098
2015-11-26,315072
2015-11-27,296946
2015-11-28,357549
2015-11-29,239934
2015-11-30,410155
2015-12-01,347567
2015-12-02,358191
2015-12-03,288467
2015-12-04,329976
2015-12-05,393572
2015-12-06,371443
2015-12-07,350408
2015-12-08,388296
2015-12-09,406624
2015-12-10,413813
2015-12-11,384325
2015-12-12,445346
2015-12-13,404692
2015-12-14,413046
2015-12-15,421078
2015-12-16,397162
2015-12-17,383890
2015-12-18,382831
2015-12-19,444735
2015-12-20,410020
2015-12-21,415877
2015-12-22,408624
2015-12-23,382380
2015-12-24,382771
2015-12-25,328370
2015-12-26,367224
2015-12-27,334270
2015-12-28,335486
2015-12-29,331652
2015-12-30,341204
2015-12-31,280795
2016-01-01,263271
2016-01-02,333255
2016-01-03,336722
2016-01-04,345583
2016-01-05,359949
2016-01-06,312173
2016-01-07,364434
2016-01-08,339947
2016-01-09,390593
2016-01-10,365793
2016-01-11,366291
2016-01-12,382752
2016-01-13,339872
2016-01-14,350549
2016-01-15,334439
2016-01-16,406764
2016-01-17,463245
2016-01-18,387219
2016-01-19,337076
2016-01-20,431547
2016-01-21,416026
2016-01-22,399078
2016-01-23,405033
2016-01-24,422089
2016-01-25,420512
2016-01-26,446066
2016-01-27,433213
2016-01-28,430932
2016-01-29,410650
2016-01-30,415885
2016-01-31,403006
2016-02-01,410448
2016-02-02,488900
2016-02-03,368365
2016-02-04,392941
2016-02-05,420174
2016-02-06,420070
2016-02-07,459268
2016-02-08,397131
2016-02-09,426252
2016-02-10,418029
2016-02-11,417953
2016-02-12,400113
2016-02-13,382109
2016-02-14,422466
2016-02-15,421398
2016-02-16,395517
2016-02-17,455877
2016-02-18,415853
2016-02-19,408347
2016-02-20,425724
2016-02-21,443410
2016-02-22,465175
2016-02-23,449670
2016-02-24,383045
2016-02-25,420226
2016-02-26,391192
2016-02-27,386202
2016-02-28,418055
2016-02-29,473698
2016-03-01,483682
2016-03-02,460845
2016-03-03,451480
2016-03-04,377461
2016-03-05,412301
2016-03-06,339525
2016-03-07,327557
2016-03-08,377464
2016-03-09,337255
2016-03-10,367129
2016-03-11,353790
2016-03-12,312038
2016-03-13,352702
2016-03-14,372877
2016-03-15,372228
2016-03-16,371981
2016-03-17,398254
2016-03-18,368639
2016-03-19,358796
2016-03-20,365809
2016-03-21,355386
2016-03-22,391828
2016-03-23,358333
2016-03-24,346295
2016-03-25,332986
2016-03-26,320162
2016-03-27,333954
2016-03-28,355639
2016-03-29,384169
2016-03-30,349012
2016-03-31,340704
2016-04-01,388833
2016-04-02,350273
2016-04-03,362499
2016-04-04,396035
2016-04-05,372370
2016-04-06,400796
2016-04-07,374987
2016-04-08,369164
2016-04-09,353264
2016-04-10,370009
2016-04-11,384085
2016-04-12,418865
2016-04-13,392932
2016-04-14,386417
2016-04-15,368848
2016-04-16,337540
2016-04-17,393083
2016-04-18,391498
2016-04-19,399674
2016-04-20,373865
2016-04-21,401751
2016-04-22,360565
2016-04-23,365723
2016-04-24,377474
2016-04-25,403983
2016-04-26,438481
2016-04-27,386231
2016-04-28,376445
2016-04-29,432557
2016-04-30,370478
2016-05-01,369715
2016-05-02,395835
2016-05-03,375123
2016-05-04,393976
2016-05-05,374195
2016-05-06,374558
2016-05-07,338080
2016-05-08,363809
2016-05-09,405948
2016-05-10,405769
2016-05-11,383179
2016-05-12,373648
2016-05-13,379201
2016-05-14,372939
2016-05-15,350138
2016-05-16,428566
2016-05-17,390154
2016-05-18,414080
2016-05-19,373435
2016-05-20,352940
2016-05-21,358157
2016-05-22,337841
2016-05-23,413300
2016-05-24,407485
2016-05-25,397878
2016-05-26,365268
2016-05-27,407182
2016-05-28,379153
2016-05-29,342589
2016-05-30,415724
2016-05-31,385833
2016-06-01,411290
2016-06-02,389464
2016-06-03,406731
2016-06-04,368324
2016-06-05,370605
2016-06-06,413663
2016-06-07,424559
2016-06-08,393438
2016-06-09,433425
2016-06-10,409802
2016-06-11,375848
2016-06-12,413418
2016-06-13,450477
2016-06-14,407388
2016-06-15,456818
2016-06-16,472986
2016-06-17,456748
2016-06-18,425975
2016-06-19,415727
2016-06-20,465871
2016-06-21,466562
2016-06-22,412965
2016-06-23,442296
2016-06-24,437715
2016-06-25,410560
2016-06-26,387274
2016-06-27,381092
2016-06-28,428802
2016-06-29,370956
2016-06-30,404729
2016-07-01,369653
2016-07-02,349006
2016-07-03,349833
2016-07-04,406697
2016-07-05,384213
2016-07-06,373756
2016-07-07,365637
2016-07-08,363364
2016-07-09,356934
2016-07-10,324979
2016-07-11,393020
2016-07-12,382418
2016-07-13,367423
2016-07-14,369012
2016-07-15,367026
2016-07-16,356255
2016-07-17,327411
2016-07-18,388296
2016-07-19,372109
2016-07-20,378268
2016-07-21,359042
2016-07-22,370245
2016-07-23,338459
2016-07-24,345916
2016-07-25,395771
2016-07-26,407274
2016-07-27,373471
2016-07-28,395389
2016-07-29,358528
2016-07-30,362123
2016-07-31,344828
2016-08-01,401290
2016-08-02,413280
2016-08-03,407728
2016-08-04,384713
2016-08-05,382181
2016-08-06,344353
2016-08-07,344357
2016-08-08,412179
2016-08-09,390239
2016-08-10,409841
2016-08-11,420154
2016-08-12,389419
2016-08-13,361778
2016-08-14,363873
2016-08-15,354929
2016-08-16,423777
2016-08-17,415489
2016-08-18,405868
2016-08-19,402113
2016-08-20,399758
2016-08-21,359924
2016-08-22,408560
2016-08-23,396834
2016-08-24,408601
2016-08-25,393481
2016-08-26,382333
2016-08-27,365139
2016-08-28,331795
2016-08-29,372147
2016-08-30,435655
2016-08-31,390855
2016-09-01,385973
2016-09-02,384513
2016-09-03,361964
2016-09-04,349002
2016-09-05,422199
2016-09-06,413113
2016-09-07,405004
2016-09-08,397987
2016-09-09,380833
2016-09-10,354849
2016-09-11,372935
2016-09-12,394011
2016-09-13,410172
2016-09-14,391216
2016-09-15,398014
2016-09-16,358970
2016-09-17,394084
2016-09-18,366467
2016-09-19,397750
2016-09-20,425246
2016-09-21,408745
2016-09-22,390673
2016-09-23,388022
2016-09-24,368920
2016-09-25,377267
2016-09-26,424015
2016-09-27,429500
2016-09-28,430967
2016-09-29,438507
2016-09-30,446447
2016-10-01,393903
2016-10-02,364113
2016-10-03,496789
2016-10-04,481509
2016-10-05,466805
2016-10-06,499903
2016-10-07,470160
2016-10-08,444225
2016-10-09,410031
2016-10-10,394810
2016-10-11,456721
2016-10-12,413351
2016-10-13,398111
2016-10-14,421160
2016-10-15,390690
2016-10-16,379936
2016-10-17,419628
2016-10-18,450945
2016-10-19,340018
2016-10-20,475359
2016-10-21,458624
2016-10-22,389928
2016-10-23,370502
2016-10-24,406338
2016-10-25,426576
2016-10-26,390126
2016-10-27,544322
2016-10-28,444637
2016-10-29,419593
2016-10-30,359912
2016-10-31,456157
2016-11-01,437886
2016-11-02,455994
2016-11-03,466637
2016-11-04,429051
2016-11-05,438572
2016-11-06,410281
2016-11-07,490443
2016-11-08,515905
