date,timestamp_utc,Coinbase Premium Index
2017-11-28,2017-11-28T00:00:00Z,0.50410794
2017-11-29,2017-11-29T00:00:00Z,2.91913683
2017-11-30,2017-11-30T00:00:00Z,1.53709379
2017-12-01,2017-12-01T00:00:00Z,1.37920483
2017-12-02,2017-12-02T00:00:00Z,0.59218146
2017-12-03,2017-12-03T00:00:00Z,1.02107321
2017-12-04,2017-12-04T00:00:00Z,0.33429049
2017-12-05,2017-12-05T00:00:00Z,0.80680716
2017-12-06,2017-12-06T00:00:00Z,5.21847022
2017-12-07,2017-12-07T00:00:00Z,6.63778888
2017-12-08,2017-12-08T00:00:00Z,4.72499661
2017-12-09,2017-12-09T00:00:00Z,5.44347826
2017-12-10,2017-12-10T00:00:00Z,4.09388011
2017-12-11,2017-12-11T00:00:00Z,1.63040279
2017-12-12,2017-12-12T00:00:00Z,10.88472716
2017-12-13,2017-12-13T00:00:00Z,4.08327364
2017-12-14,2017-12-14T00:00:00Z,3.69776575
2017-12-15,2017-12-15T00:00:00Z,2.93135436
2017-12-16,2017-12-16T00:00:00Z,3.41892905
2017-12-17,2017-12-17T00:00:00Z,3.85089996
2017-12-18,2017-12-18T00:00:00Z,0.21045918
2017-12-19,2017-12-19T00:00:00Z,3.59022556
2017-12-20,2017-12-20T00:00:00Z,1.60084028
2017-12-21,2017-12-21T00:00:00Z,1.86219501
2017-12-22,2017-12-22T00:00:00Z,7.2550592
2017-12-23,2017-12-23T00:00:00Z,14.43920417
2017-12-24,2017-12-24T00:00:00Z,5.9331307
2017-12-25,2017-12-25T00:00:00Z,3.57367648
2017-12-26,2017-12-26T00:00:00Z,0.676
2017-12-27,2017-12-27T00:00:00Z,0.01351552
2017-12-28,2017-12-28T00:00:00Z,1.64008532
2017-12-29,2017-12-29T00:00:00Z,2.03000041
2017-12-30,2017-12-30T00:00:00Z,4.33441987
2017-12-31,2017-12-31T00:00:00Z,0.99321507
2018-01-01,2018-01-01T00:00:00Z,0.53510643
2018-01-02,2018-01-02T00:00:00Z,1.13646993
2018-01-03,2018-01-03T00:00:00Z,0.45822939
2018-01-04,2018-01-04T00:00:00Z,0.95744681
2018-01-05,2018-01-05T00:00:00Z,1.03929949
2018-01-06,2018-01-06T00:00:00Z,0.25594805
2018-01-07,2018-01-07T00:00:00Z,-0.42650188
2018-01-08,2018-01-08T00:00:00Z,0.3379869
2018-01-09,2018-01-09T00:00:00Z,-0.07668474
2018-01-10,2018-01-10T00:00:00Z,-0.00481155
2018-01-11,2018-01-11T00:00:00Z,-0.16857928
2018-01-12,2018-01-12T00:00:00Z,0.48888641
2018-01-13,2018-01-13T00:00:00Z,-0.14409014
2018-01-14,2018-01-14T00:00:00Z,1.37045286
2018-01-15,2018-01-15T00:00:00Z,0.60031471
2018-01-16,2018-01-16T00:00:00Z,8.0
2018-01-17,2018-01-17T00:00:00Z,2.806
2018-01-18,2018-01-18T00:00:00Z,3.1971831
2018-01-19,2018-01-19T00:00:00Z,0.47941889
2018-01-20,2018-01-20T00:00:00Z,-0.23682498
2018-01-21,2018-01-21T00:00:00Z,-0.17826501
2018-01-22,2018-01-22T00:00:00Z,0.67270896
2018-01-23,2018-01-23T00:00:00Z,0.41122449
2018-01-24,2018-01-24T00:00:00Z,-0.37794533
2018-01-25,2018-01-25T00:00:00Z,-1.56362397
2018-01-26,2018-01-26T00:00:00Z,-0.5194904
2018-01-27,2018-01-27T00:00:00Z,-1.6970661
2018-01-28,2018-01-28T00:00:00Z,-2.95137225
2018-01-29,2018-01-29T00:00:00Z,-1.25232581
2018-01-30,2018-01-30T00:00:00Z,-2.86596039
2018-01-31,2018-01-31T00:00:00Z,-1.76029729
2018-02-01,2018-02-01T00:00:00Z,-2.347544
2018-02-02,2018-02-02T00:00:00Z,-1.11785753
2018-02-03,2018-02-03T00:00:00Z,-0.16477858
2018-02-04,2018-02-04T00:00:00Z,0.29627471
2018-02-05,2018-02-05T00:00:00Z,-0.62757909
2018-02-06,2018-02-06T00:00:00Z,0.58774463
2018-02-07,2018-02-07T00:00:00Z,-0.52519894
2018-02-08,2018-02-08T00:00:00Z,3.881483
2018-02-09,2018-02-09T00:00:00Z,-0.03195362
2018-02-10,2018-02-10T00:00:00Z,-0.19738002
2018-02-11,2018-02-11T00:00:00Z,0.29172178
2018-02-12,2018-02-12T00:00:00Z,-0.26077124
2018-02-13,2018-02-13T00:00:00Z,-0.12833157
2018-02-14,2018-02-14T00:00:00Z,0.12729983
2018-02-15,2018-02-15T00:00:00Z,0.51376345
2018-02-16,2018-02-16T00:00:00Z,-0.28231434
2018-02-17,2018-02-17T00:00:00Z,0.51546923
2018-02-18,2018-02-18T00:00:00Z,0.15477497
2018-02-19,2018-02-19T00:00:00Z,0.09593758
2018-02-20,2018-02-20T00:00:00Z,0.20045527
2018-02-21,2018-02-21T00:00:00Z,0.5323667
2018-02-22,2018-02-22T00:00:00Z,0.56270197
2018-02-23,2018-02-23T00:00:00Z,0.28299671
2018-02-24,2018-02-24T00:00:00Z,-0.0887354
2018-02-25,2018-02-25T00:00:00Z,0.09153699
2018-02-26,2018-02-26T00:00:00Z,-0.10253692
2018-02-27,2018-02-27T00:00:00Z,0.11033088
2018-02-28,2018-02-28T00:00:00Z,-0.4112478
2018-03-01,2018-03-01T00:00:00Z,-0.21708418
2018-03-02,2018-03-02T00:00:00Z,-0.23006493
2018-03-03,2018-03-03T00:00:00Z,-0.1962571
2018-03-04,2018-03-04T00:00:00Z,-0.56769667
2018-03-05,2018-03-05T00:00:00Z,-0.1188459
2018-03-06,2018-03-06T00:00:00Z,0.28532425
2018-03-07,2018-03-07T00:00:00Z,0.19735965
2018-03-08,2018-03-08T00:00:00Z,0.48457136
2018-03-09,2018-03-09T00:00:00Z,0.65634025
2018-03-10,2018-03-10T00:00:00Z,0.44373916
2018-03-11,2018-03-11T00:00:00Z,-0.14704862
2018-03-12,2018-03-12T00:00:00Z,-0.08606963
2018-03-13,2018-03-13T00:00:00Z,0.06522306
2018-03-14,2018-03-14T00:00:00Z,0.74250123
2018-03-15,2018-03-15T00:00:00Z,0.35477884
2018-03-16,2018-03-16T00:00:00Z,0.24371922
2018-03-17,2018-03-17T00:00:00Z,0.51924308
2018-03-18,2018-03-18T00:00:00Z,0.18621974
2018-03-19,2018-03-19T00:00:00Z,-0.23883063
2018-03-20,2018-03-20T00:00:00Z,0.17953321
2018-03-21,2018-03-21T00:00:00Z,0.14485756
2018-03-22,2018-03-22T00:00:00Z,-0.00555638
2018-03-23,2018-03-23T00:00:00Z,0.00184152
2018-03-24,2018-03-24T00:00:00Z,-0.12494714
2018-03-25,2018-03-25T00:00:00Z,-0.22721198
2018-03-26,2018-03-26T00:00:00Z,0.36082474
2018-03-27,2018-03-27T00:00:00Z,0.11148272
2018-03-28,2018-03-28T00:00:00Z,-0.26865471
2018-03-29,2018-03-29T00:00:00Z,-0.18489583
2018-03-30,2018-03-30T00:00:00Z,0.51728971
2018-03-31,2018-03-31T00:00:00Z,0.15739236
2018-04-01,2018-04-01T00:00:00Z,-0.10565799
2018-04-02,2018-04-02T00:00:00Z,-0.27269186
2018-04-03,2018-04-03T00:00:00Z,0.30601672
2018-04-04,2018-04-04T00:00:00Z,0.07139835
2018-04-05,2018-04-05T00:00:00Z,0.08656419
2018-04-06,2018-04-06T00:00:00Z,0.38764943
2018-04-07,2018-04-07T00:00:00Z,0.02600713
2018-04-08,2018-04-08T00:00:00Z,-0.12487512
2018-04-09,2018-04-09T00:00:00Z,-0.16022431
2018-04-10,2018-04-10T00:00:00Z,-0.14901339
2018-04-11,2018-04-11T00:00:00Z,0.30033526
2018-04-12,2018-04-12T00:00:00Z,-0.45594851
2018-04-13,2018-04-13T00:00:00Z,0.13128396
2018-04-14,2018-04-14T00:00:00Z,-0.05570144
2018-04-15,2018-04-15T00:00:00Z,-0.02622312
2018-04-16,2018-04-16T00:00:00Z,-0.03519337
2018-04-17,2018-04-17T00:00:00Z,-0.02785737
2018-04-18,2018-04-18T00:00:00Z,-0.03801631
2018-04-19,2018-04-19T00:00:00Z,-0.14961101
2018-04-20,2018-04-20T00:00:00Z,0.01296407
2018-04-21,2018-04-21T00:00:00Z,0.04794419
2018-04-22,2018-04-22T00:00:00Z,-0.13689364
2018-04-23,2018-04-23T00:00:00Z,-0.34723837
2018-04-24,2018-04-24T00:00:00Z,0.25656376
2018-04-25,2018-04-25T00:00:00Z,-0.08252427
2018-04-26,2018-04-26T00:00:00Z,-0.07709634
2018-04-27,2018-04-27T00:00:00Z,-0.05439344
2018-04-28,2018-04-28T00:00:00Z,-0.1259409
2018-04-29,2018-04-29T00:00:00Z,-0.4834624
2018-04-30,2018-04-30T00:00:00Z,-0.14460777
2018-05-01,2018-05-01T00:00:00Z,-0.1860119
2018-05-02,2018-05-02T00:00:00Z,-0.51411642
2018-05-03,2018-05-03T00:00:00Z,-0.44801027
2018-05-04,2018-05-04T00:00:00Z,-0.37913968
2018-05-05,2018-05-05T00:00:00Z,-0.91519219
2018-05-06,2018-05-06T00:00:00Z,-1.2614881
2018-05-07,2018-05-07T00:00:00Z,-0.00930245
2018-05-08,2018-05-08T00:00:00Z,-0.26702626
2018-05-09,2018-05-09T00:00:00Z,-0.23279016
2018-05-10,2018-05-10T00:00:00Z,0.13702043
2018-05-11,2018-05-11T00:00:00Z,0.16101394
2018-05-12,2018-05-12T00:00:00Z,0.08039643
2018-05-13,2018-05-13T00:00:00Z,0.02880342
2018-05-14,2018-05-14T00:00:00Z,-0.08110077
2018-05-15,2018-05-15T00:00:00Z,0.16597864
2018-05-16,2018-05-16T00:00:00Z,0.16423849
2018-05-17,2018-05-17T00:00:00Z,0.14079866
2018-05-18,2018-05-18T00:00:00Z,0.27432862
2018-05-19,2018-05-19T00:00:00Z,-0.1492109
2018-05-20,2018-05-20T00:00:00Z,-0.30160858
2018-05-21,2018-05-21T00:00:00Z,0.01004737
2018-05-22,2018-05-22T00:00:00Z,-0.07644425
2018-05-23,2018-05-23T00:00:00Z,0.00173253
2018-05-24,2018-05-24T00:00:00Z,0.07638912
2018-05-25,2018-05-25T00:00:00Z,-0.2612928
2018-05-26,2018-05-26T00:00:00Z,-0.17235495
2018-05-27,2018-05-27T00:00:00Z,0.06136045
2018-05-28,2018-05-28T00:00:00Z,-0.03323558
2018-05-29,2018-05-29T00:00:00Z,-0.12337845
2018-05-30,2018-05-30T00:00:00Z,0.00538416
2018-05-31,2018-05-31T00:00:00Z,-0.12287776
2018-06-01,2018-06-01T00:00:00Z,-0.01899827
2018-06-02,2018-06-02T00:00:00Z,-0.0660066
2018-06-03,2018-06-03T00:00:00Z,-0.16622019
2018-06-04,2018-06-04T00:00:00Z,0.08121553
2018-06-05,2018-06-05T00:00:00Z,-0.23807569
2018-06-06,2018-06-06T00:00:00Z,-0.20085611
2018-06-07,2018-06-07T00:00:00Z,-0.26439289
2018-06-08,2018-06-08T00:00:00Z,-0.01503307
2018-06-09,2018-06-09T00:00:00Z,0.09108236
2018-06-10,2018-06-10T00:00:00Z,0.21751159
2018-06-11,2018-06-11T00:00:00Z,-0.0018808
2018-06-12,2018-06-12T00:00:00Z,0.23123732
2018-06-13,2018-06-13T00:00:00Z,0.11567502
2018-06-14,2018-06-14T00:00:00Z,0.08858249
2018-06-15,2018-06-15T00:00:00Z,-0.0061541
2018-06-16,2018-06-16T00:00:00Z,0.11474816
2018-06-17,2018-06-17T00:00:00Z,-0.12873637
2018-06-18,2018-06-18T00:00:00Z,-0.09267304
2018-06-19,2018-06-19T00:00:00Z,0.0985185
2018-06-20,2018-06-20T00:00:00Z,-0.09133441
2018-06-21,2018-06-21T00:00:00Z,-0.13113383
2018-06-22,2018-06-22T00:00:00Z,-0.01731264
2018-06-23,2018-06-23T00:00:00Z,0.37177077
2018-06-24,2018-06-24T00:00:00Z,0.08362492
2018-06-25,2018-06-25T00:00:00Z,-0.06322215
2018-06-26,2018-06-26T00:00:00Z,-0.06055807
2018-06-27,2018-06-27T00:00:00Z,-0.05207862
2018-06-28,2018-06-28T00:00:00Z,-0.05235353
2018-06-29,2018-06-29T00:00:00Z,-0.03910113
2018-06-30,2018-06-30T00:00:00Z,-0.17617653
2018-07-01,2018-07-01T00:00:00Z,-0.1481973
2018-07-02,2018-07-02T00:00:00Z,0.01889764
2018-07-03,2018-07-03T00:00:00Z,-0.01515742
2018-07-04,2018-07-04T00:00:00Z,-0.10270016
2018-07-05,2018-07-05T00:00:00Z,-0.13251544
2018-07-06,2018-07-06T00:00:00Z,-0.24868748
2018-07-07,2018-07-07T00:00:00Z,-0.22447845
2018-07-08,2018-07-08T00:00:00Z,-0.14175072
2018-07-09,2018-07-09T00:00:00Z,-0.02331941
2018-07-10,2018-07-10T00:00:00Z,0.0254347
2018-07-11,2018-07-11T00:00:00Z,0.28315243
2018-07-12,2018-07-12T00:00:00Z,0.07422183
2018-07-13,2018-07-13T00:00:00Z,0.07861999
2018-07-14,2018-07-14T00:00:00Z,0.21699485
2018-07-15,2018-07-15T00:00:00Z,-0.08226244
2018-07-16,2018-07-16T00:00:00Z,-0.06478714
2018-07-17,2018-07-17T00:00:00Z,0.05012431
2018-07-18,2018-07-18T00:00:00Z,-0.12515383
2018-07-19,2018-07-19T00:00:00Z,-0.03841475
2018-07-20,2018-07-20T00:00:00Z,-0.18483877
2018-07-21,2018-07-21T00:00:00Z,0.27594898
2018-07-22,2018-07-22T00:00:00Z,-0.12459833
2018-07-23,2018-07-23T00:00:00Z,-0.23330741
2018-07-24,2018-07-24T00:00:00Z,-0.10223669
2018-07-25,2018-07-25T00:00:00Z,-0.27324719
2018-07-26,2018-07-26T00:00:00Z,-0.26370396
2018-07-27,2018-07-27T00:00:00Z,-0.16805293
2018-07-28,2018-07-28T00:00:00Z,-0.24931279
2018-07-29,2018-07-29T00:00:00Z,-0.08361921
2018-07-30,2018-07-30T00:00:00Z,0.05041317
2018-07-31,2018-07-31T00:00:00Z,0.03007728
2018-08-01,2018-08-01T00:00:00Z,-0.19266906
2018-08-02,2018-08-02T00:00:00Z,0.02191808
2018-08-03,2018-08-03T00:00:00Z,0.06706266
2018-08-04,2018-08-04T00:00:00Z,-0.05157044
2018-08-05,2018-08-05T00:00:00Z,0.00978498
2018-08-06,2018-08-06T00:00:00Z,-0.07155547
2018-08-07,2018-08-07T00:00:00Z,-0.03437244
2018-08-08,2018-08-08T00:00:00Z,0.06188815
2018-08-09,2018-08-09T00:00:00Z,0.18992568
2018-08-10,2018-08-10T00:00:00Z,-0.24712938
2018-08-11,2018-08-11T00:00:00Z,0.10387485
2018-08-12,2018-08-12T00:00:00Z,0.0817893
2018-08-13,2018-08-13T00:00:00Z,0.10570452
2018-08-14,2018-08-14T00:00:00Z,0.35559068
2018-08-15,2018-08-15T00:00:00Z,0.0320148
2018-08-16,2018-08-16T00:00:00Z,-0.17411289
2018-08-17,2018-08-17T00:00:00Z,0.00944852
2018-08-18,2018-08-18T00:00:00Z,0.8500221
2018-08-19,2018-08-19T00:00:00Z,0.20372721
2018-08-20,2018-08-20T00:00:00Z,0.09241803
2018-08-21,2018-08-21T00:00:00Z,0.09956972
2018-08-22,2018-08-22T00:00:00Z,-0.12186115
2018-08-23,2018-08-23T00:00:00Z,-0.04347984
2018-08-24,2018-08-24T00:00:00Z,0.05690103
2018-08-25,2018-08-25T00:00:00Z,0.15132409
2018-08-26,2018-08-26T00:00:00Z,-0.01458311
2018-08-27,2018-08-27T00:00:00Z,0.09732022
2018-08-28,2018-08-28T00:00:00Z,-0.01692391
2018-08-29,2018-08-29T00:00:00Z,0.20804438
2018-08-30,2018-08-30T00:00:00Z,0.22191694
2018-08-31,2018-08-31T00:00:00Z,0.1883373
2018-09-01,2018-09-01T00:00:00Z,-0.36184099
2018-09-02,2018-09-02T00:00:00Z,-0.1184794
2018-09-03,2018-09-03T00:00:00Z,-0.16949739
2018-09-04,2018-09-04T00:00:00Z,0.04556607
2018-09-05,2018-09-05T00:00:00Z,-0.42445193
2018-09-06,2018-09-06T00:00:00Z,-0.29168481
2018-09-07,2018-09-07T00:00:00Z,-0.00464641
2018-09-08,2018-09-08T00:00:00Z,0.14742514
2018-09-09,2018-09-09T00:00:00Z,0.05106991
2018-09-10,2018-09-10T00:00:00Z,-0.10651788
2018-09-11,2018-09-11T00:00:00Z,-0.01620045
2018-09-12,2018-09-12T00:00:00Z,-0.1802097
2018-09-13,2018-09-13T00:00:00Z,0.33700399
2018-09-14,2018-09-14T00:00:00Z,0.56507997
2018-09-15,2018-09-15T00:00:00Z,0.18075828
2018-09-16,2018-09-16T00:00:00Z,0.00908389
2018-09-17,2018-09-17T00:00:00Z,-0.09685971
2018-09-18,2018-09-18T00:00:00Z,0.15852428
2018-09-19,2018-09-19T00:00:00Z,0.00953334
2018-09-20,2018-09-20T00:00:00Z,0.18303571
2018-09-21,2018-09-21T00:00:00Z,0.01210996
2018-09-22,2018-09-22T00:00:00Z,-0.12447616
2018-09-23,2018-09-23T00:00:00Z,-0.06134969
2018-09-24,2018-09-24T00:00:00Z,-0.02192406
2018-09-25,2018-09-25T00:00:00Z,-0.19579273
2018-09-26,2018-09-26T00:00:00Z,-0.12592109
2018-09-27,2018-09-27T00:00:00Z,-0.05673635
2018-09-28,2018-09-28T00:00:00Z,-0.52740714
2018-09-29,2018-09-29T00:00:00Z,-0.2633624
2018-09-30,2018-09-30T00:00:00Z,-0.28762772
2018-10-01,2018-10-01T00:00:00Z,-0.52242995
2018-10-02,2018-10-02T00:00:00Z,-0.37219194
2018-10-03,2018-10-03T00:00:00Z,-0.79720977
2018-10-04,2018-10-04T00:00:00Z,-0.7455313
2018-10-05,2018-10-05T00:00:00Z,-0.64807111
2018-10-06,2018-10-06T00:00:00Z,-0.68766637
2018-10-07,2018-10-07T00:00:00Z,-0.58370921
2018-10-08,2018-10-08T00:00:00Z,-1.01299943
2018-10-09,2018-10-09T00:00:00Z,-0.98511384
2018-10-10,2018-10-10T00:00:00Z,-1.38043574
2018-10-11,2018-10-11T00:00:00Z,-1.701639
2018-10-12,2018-10-12T00:00:00Z,-1.45207149
2018-10-13,2018-10-13T00:00:00Z,-2.27521113
2018-10-14,2018-10-14T00:00:00Z,-2.60900462
2018-10-15,2018-10-15T00:00:00Z,-4.59909511
2018-10-16,2018-10-16T00:00:00Z,-4.49114324
2018-10-17,2018-10-17T00:00:00Z,-4.52901104
2018-10-18,2018-10-18T00:00:00Z,-3.41349884
2018-10-19,2018-10-19T00:00:00Z,-2.43902439
2018-10-20,2018-10-20T00:00:00Z,-2.51070175
2018-10-21,2018-10-21T00:00:00Z,-2.58807653
2018-10-22,2018-10-22T00:00:00Z,-2.62253835
2018-10-23,2018-10-23T00:00:00Z,-2.29778965
2018-10-24,2018-10-24T00:00:00Z,-2.27416606
2018-10-25,2018-10-25T00:00:00Z,-2.09875938
2018-10-26,2018-10-26T00:00:00Z,-2.05934023
2018-10-27,2018-10-27T00:00:00Z,-1.46246026
2018-10-28,2018-10-28T00:00:00Z,-1.24884141
2018-10-29,2018-10-29T00:00:00Z,-1.34545085
2018-10-30,2018-10-30T00:00:00Z,-0.97328534
2018-10-31,2018-10-31T00:00:00Z,-0.89568762
2018-11-01,2018-11-01T00:00:00Z,-1.00020004
2018-11-02,2018-11-02T00:00:00Z,-1.2849024
2018-11-03,2018-11-03T00:00:00Z,-0.97848335
2018-11-04,2018-11-04T00:00:00Z,-0.96647966
2018-11-05,2018-11-05T00:00:00Z,-1.01110795
2018-11-06,2018-11-06T00:00:00Z,-0.94681526
2018-11-07,2018-11-07T00:00:00Z,-1.01793947
2018-11-08,2018-11-08T00:00:00Z,-1.1513699
2018-11-09,2018-11-09T00:00:00Z,-1.30948427
2018-11-10,2018-11-10T00:00:00Z,-1.3880422
2018-11-11,2018-11-11T00:00:00Z,-1.25152912
2018-11-12,2018-11-12T00:00:00Z,-1.93527174
2018-11-13,2018-11-13T00:00:00Z,-3.16431567
2018-11-14,2018-11-14T00:00:00Z,-5.14325348
2018-11-15,2018-11-15T00:00:00Z,-2.96175753
2018-11-16,2018-11-16T00:00:00Z,-2.53830064
2018-11-17,2018-11-17T00:00:00Z,-2.10556186
2018-11-18,2018-11-18T00:00:00Z,-1.73213388
2018-11-19,2018-11-19T00:00:00Z,-3.71328161
2018-11-20,2018-11-20T00:00:00Z,-4.6853983
2018-11-21,2018-11-21T00:00:00Z,-2.53201186
2018-11-22,2018-11-22T00:00:00Z,-2.66919371
2018-11-23,2018-11-23T00:00:00Z,-2.86354183
2018-11-24,2018-11-24T00:00:00Z,-4.11698146
2018-11-25,2018-11-25T00:00:00Z,-3.68248083
2018-11-26,2018-11-26T00:00:00Z,-3.37007589
2018-11-27,2018-11-27T00:00:00Z,-2.44996859
2018-11-28,2018-11-28T00:00:00Z,-0.78112286
2018-11-29,2018-11-29T00:00:00Z,-1.35616206
2018-11-30,2018-11-30T00:00:00Z,-1.82889299
2018-12-01,2018-12-01T00:00:00Z,-1.08382727
2018-12-02,2018-12-02T00:00:00Z,-1.55271511
2018-12-03,2018-12-03T00:00:00Z,-1.42515631
2018-12-04,2018-12-04T00:00:00Z,-1.20975077
2018-12-05,2018-12-05T00:00:00Z,-1.89854931
2018-12-06,2018-12-06T00:00:00Z,-2.0989011
2018-12-07,2018-12-07T00:00:00Z,-0.64481462
2018-12-08,2018-12-08T00:00:00Z,-0.4315114
2018-12-09,2018-12-09T00:00:00Z,-0.5039674
2018-12-10,2018-12-10T00:00:00Z,-0.75631187
2018-12-11,2018-12-11T00:00:00Z,-0.91157703
2018-12-12,2018-12-12T00:00:00Z,-0.3579018
2018-12-13,2018-12-13T00:00:00Z,-1.1466296
2018-12-14,2018-12-14T00:00:00Z,-0.97828681
2018-12-15,2018-12-15T00:00:00Z,-0.87153773
2018-12-16,2018-12-16T00:00:00Z,-1.09838195
2018-12-17,2018-12-17T00:00:00Z,-0.2446288
2018-12-18,2018-12-18T00:00:00Z,0.60763024
