date,timestamp_utc,Fees Burnt per Transaction USD (Median)
2022-04-14,2022-04-14T00:00:00Z,5.459636501516687
2022-04-15,2022-04-15T00:00:00Z,4.736185049433317
2022-04-16,2022-04-16T00:00:00Z,3.39522273357089
2022-04-17,2022-04-17T00:00:00Z,2.941890827496029
2022-04-18,2022-04-18T00:00:00Z,4.054269335013491
2022-04-19,2022-04-19T00:00:00Z,4.208389642845539
2022-04-20,2022-04-20T00:00:00Z,6.102305609708
2022-04-21,2022-04-21T00:00:00Z,7.199916114939405
2022-04-22,2022-04-22T00:00:00Z,5.504472422488636
2022-04-23,2022-04-23T00:00:00Z,3.806643888113238
2022-04-24,2022-04-24T00:00:00Z,3.534573233542391
2022-04-25,2022-04-25T00:00:00Z,5.83019573093408
2022-04-26,2022-04-26T00:00:00Z,4.863683799580984
2022-04-27,2022-04-27T00:00:00Z,5.163795730668336
2022-04-28,2022-04-28T00:00:00Z,5.285633298173907
2022-04-29,2022-04-29T00:00:00Z,5.021950303876445
2022-04-30,2022-04-30T00:00:00Z,4.6557390570443
2022-05-01,2022-05-01T00:00:00Z,8.617517224201771
2022-05-02,2022-05-02T00:00:00Z,7.449199820246743
2022-05-03,2022-05-03T00:00:00Z,6.988252366405518
2022-05-04,2022-05-04T00:00:00Z,5.657983092542198
2022-05-05,2022-05-05T00:00:00Z,5.814852559009405
2022-05-06,2022-05-06T00:00:00Z,4.516707199121324
2022-05-07,2022-05-07T00:00:00Z,3.357542527234175
2022-05-08,2022-05-08T00:00:00Z,2.459856256592486
2022-05-09,2022-05-09T00:00:00Z,4.302281027917559
2022-05-10,2022-05-10T00:00:00Z,4.312308319484141
2022-05-11,2022-05-11T00:00:00Z,8.825335762040432
2022-05-12,2022-05-12T00:00:00Z,12.014541723449874
2022-05-13,2022-05-13T00:00:00Z,4.91204112206559
2022-05-14,2022-05-14T00:00:00Z,2.7271145107010097
2022-05-15,2022-05-15T00:00:00Z,1.9134171155394424
2022-05-16,2022-05-16T00:00:00Z,1.6932270171293695
2022-05-17,2022-05-17T00:00:00Z,2.499529485507864
2022-05-18,2022-05-18T00:00:00Z,1.7962346890544223
2022-05-19,2022-05-19T00:00:00Z,1.9254090565107405
2022-05-20,2022-05-20T00:00:00Z,2.2002556334165413
2022-05-21,2022-05-21T00:00:00Z,1.4946982890096256
2022-05-22,2022-05-22T00:00:00Z,1.7484254468919669
2022-05-23,2022-05-23T00:00:00Z,1.95086894929466
2022-05-24,2022-05-24T00:00:00Z,2.0709768363462207
2022-05-25,2022-05-25T00:00:00Z,2.475777766992995
2022-05-26,2022-05-26T00:00:00Z,3.471169008642189
2022-05-27,2022-05-27T00:00:00Z,2.9504421535780256
2022-05-28,2022-05-28T00:00:00Z,1.39012683687968
2022-05-29,2022-05-29T00:00:00Z,1.4064924582282068
2022-05-30,2022-05-30T00:00:00Z,2.797921823105124
2022-05-31,2022-05-31T00:00:00Z,3.418694996706963
2022-06-01,2022-06-01T00:00:00Z,4.183117941735548
2022-06-02,2022-06-02T00:00:00Z,5.103863935120939
2022-06-03,2022-06-03T00:00:00Z,5.008018429868751
2022-06-04,2022-06-04T00:00:00Z,4.270302438804934
2022-06-05,2022-06-05T00:00:00Z,4.251063068897748
2022-06-06,2022-06-06T00:00:00Z,4.016948814797549
2022-06-07,2022-06-07T00:00:00Z,4.107331168995567
2022-06-08,2022-06-08T00:00:00Z,5.682010450696242
2022-06-09,2022-06-09T00:00:00Z,5.169618611929936
2022-06-10,2022-06-10T00:00:00Z,3.680949927332113
2022-06-11,2022-06-11T00:00:00Z,2.1718496291676863
2022-06-12,2022-06-12T00:00:00Z,1.9297018313646004
2022-06-13,2022-06-13T00:00:00Z,3.402491983723986
2022-06-14,2022-06-14T00:00:00Z,2.3040138725230355
2022-06-15,2022-06-15T00:00:00Z,2.7878746429021186
2022-06-16,2022-06-16T00:00:00Z,1.6172744415530482
2022-06-17,2022-06-17T00:00:00Z,1.4989663304864902
2022-06-18,2022-06-18T00:00:00Z,1.5206635750298696
2022-06-19,2022-06-19T00:00:00Z,1.093197086222609
2022-06-20,2022-06-20T00:00:00Z,1.1383989803883456
2022-06-21,2022-06-21T00:00:00Z,1.5213339925893794
2022-06-22,2022-06-22T00:00:00Z,1.3538089669726812
2022-06-23,2022-06-23T00:00:00Z,1.9384499584638104
2022-06-24,2022-06-24T00:00:00Z,1.8134289702606623
2022-06-25,2022-06-25T00:00:00Z,1.7308853900529728
2022-06-26,2022-06-26T00:00:00Z,1.7900939433052112
2022-06-27,2022-06-27T00:00:00Z,2.17799618988557
2022-06-28,2022-06-28T00:00:00Z,1.9041027504264825
2022-06-29,2022-06-29T00:00:00Z,2.07248569590272
2022-06-30,2022-06-30T00:00:00Z,2.00268876741999
2022-07-01,2022-07-01T00:00:00Z,1.0878878323303185
2022-07-02,2022-07-02T00:00:00Z,0.5592309522072824
2022-07-03,2022-07-03T00:00:00Z,0.6985202716686728
2022-07-04,2022-07-04T00:00:00Z,1.012115595070611
2022-07-05,2022-07-05T00:00:00Z,1.21141473361141
2022-07-06,2022-07-06T00:00:00Z,1.2667927968805754
2022-07-07,2022-07-07T00:00:00Z,1.5835580992857292
2022-07-08,2022-07-08T00:00:00Z,1.2491198408916984
2022-07-09,2022-07-09T00:00:00Z,0.7756209219053685
2022-07-10,2022-07-10T00:00:00Z,0.7266157771288968
2022-07-11,2022-07-11T00:00:00Z,1.092322694164904
2022-07-12,2022-07-12T00:00:00Z,0.9200160173726836
2022-07-13,2022-07-13T00:00:00Z,1.117964413734345
2022-07-14,2022-07-14T00:00:00Z,1.257690478167184
2022-07-15,2022-07-15T00:00:00Z,1.2490192355031258
2022-07-16,2022-07-16T00:00:00Z,0.8175628457558243
2022-07-17,2022-07-17T00:00:00Z,0.8838190992987689
2022-07-18,2022-07-18T00:00:00Z,1.7044686078139095
2022-07-19,2022-07-19T00:00:00Z,1.6570393354854616
2022-07-20,2022-07-20T00:00:00Z,1.5386385576037616
2022-07-21,2022-07-21T00:00:00Z,1.021700749026578
2022-07-22,2022-07-22T00:00:00Z,0.7964160154472499
2022-07-23,2022-07-23T00:00:00Z,0.6183153983363922
2022-07-24,2022-07-24T00:00:00Z,0.5524318158948536
2022-07-25,2022-07-25T00:00:00Z,0.8001646572066912
2022-07-26,2022-07-26T00:00:00Z,0.8960649951239503
2022-07-27,2022-07-27T00:00:00Z,0.8587534113711952
2022-07-28,2022-07-28T00:00:00Z,1.2314761783584005
2022-07-29,2022-07-29T00:00:00Z,0.8634860932180045
2022-07-30,2022-07-30T00:00:00Z,0.458401509844941
2022-07-31,2022-07-31T00:00:00Z,0.417070186919511
2022-08-01,2022-08-01T00:00:00Z,0.6477249305948267
2022-08-02,2022-08-02T00:00:00Z,0.6851387590570884
2022-08-03,2022-08-03T00:00:00Z,0.594587115590335
2022-08-04,2022-08-04T00:00:00Z,0.6025389368018456
2022-08-05,2022-08-05T00:00:00Z,0.8221568164911401
2022-08-06,2022-08-06T00:00:00Z,0.4579713655772385
2022-08-07,2022-08-07T00:00:00Z,0.4518204307673549
2022-08-08,2022-08-08T00:00:00Z,1.0318722623726777
2022-08-09,2022-08-09T00:00:00Z,1.0843816658691732
2022-08-10,2022-08-10T00:00:00Z,1.6696095035974383
2022-08-11,2022-08-11T00:00:00Z,1.6965153637791774
2022-08-12,2022-08-12T00:00:00Z,1.2546531605555236
2022-08-13,2022-08-13T00:00:00Z,0.7351656045608531
2022-08-14,2022-08-14T00:00:00Z,0.7428627578477616
2022-08-15,2022-08-15T00:00:00Z,1.3484866295892843
2022-08-16,2022-08-16T00:00:00Z,0.8296094184976132
2022-08-17,2022-08-17T00:00:00Z,0.7684454282098936
2022-08-18,2022-08-18T00:00:00Z,0.7966832505742981
2022-08-19,2022-08-19T00:00:00Z,0.997024000468973
2022-08-20,2022-08-20T00:00:00Z,0.5606968391088156
2022-08-21,2022-08-21T00:00:00Z,0.3661829836778416
2022-08-22,2022-08-22T00:00:00Z,0.8104435791216391
2022-08-23,2022-08-23T00:00:00Z,0.8024061725349005
2022-08-24,2022-08-24T00:00:00Z,0.7372050448333055
2022-08-25,2022-08-25T00:00:00Z,0.8163081653639686
2022-08-26,2022-08-26T00:00:00Z,0.7489532054963267
2022-08-27,2022-08-27T00:00:00Z,0.4467029798453271
2022-08-28,2022-08-28T00:00:00Z,0.408792444266634
2022-08-29,2022-08-29T00:00:00Z,0.9102655535091464
2022-08-30,2022-08-30T00:00:00Z,1.1253447275807384
2022-08-31,2022-08-31T00:00:00Z,1.3693319629285794
2022-09-01,2022-09-01T00:00:00Z,1.2233123349352295
2022-09-02,2022-09-02T00:00:00Z,0.7884678285759108
2022-09-03,2022-09-03T00:00:00Z,0.3982020981261496
2022-09-04,2022-09-04T00:00:00Z,0.3924623885994427
2022-09-05,2022-09-05T00:00:00Z,0.614658940381897
2022-09-06,2022-09-06T00:00:00Z,0.8645201354566364
2022-09-07,2022-09-07T00:00:00Z,1.2224494070524026
2022-09-08,2022-09-08T00:00:00Z,1.2811865993346034
2022-09-09,2022-09-09T00:00:00Z,1.3522975361573912
2022-09-10,2022-09-10T00:00:00Z,0.6765303590980569
2022-09-11,2022-09-11T00:00:00Z,0.6187349046874521
2022-09-12,2022-09-12T00:00:00Z,1.0042703623605629
2022-09-13,2022-09-13T00:00:00Z,0.8738841805735434
2022-09-14,2022-09-14T00:00:00Z,0.7051169568474661
2022-09-15,2022-09-15T00:00:00Z,0.783897296884697
2022-09-16,2022-09-16T00:00:00Z,0.4442928506496505
2022-09-17,2022-09-17T00:00:00Z,0.2841547518809989
2022-09-18,2022-09-18T00:00:00Z,0.3240258208451163
2022-09-19,2022-09-19T00:00:00Z,0.4932761582454917
2022-09-20,2022-09-20T00:00:00Z,0.5331557687226598
2022-09-21,2022-09-21T00:00:00Z,0.5092658521404934
2022-09-22,2022-09-22T00:00:00Z,0.526998243595734
2022-09-23,2022-09-23T00:00:00Z,0.4134081287650067
2022-09-24,2022-09-24T00:00:00Z,0.2730167956341095
2022-09-25,2022-09-25T00:00:00Z,0.3583777502738393
2022-09-26,2022-09-26T00:00:00Z,0.5637382203868329
2022-09-27,2022-09-27T00:00:00Z,0.9472216031753408
2022-09-28,2022-09-28T00:00:00Z,0.8167860235152196
2022-09-29,2022-09-29T00:00:00Z,0.753867545094066
2022-09-30,2022-09-30T00:00:00Z,0.7579392928529882
2022-10-01,2022-10-01T00:00:00Z,0.4397518077401108
2022-10-02,2022-10-02T00:00:00Z,0.2596814506689396
2022-10-03,2022-10-03T00:00:00Z,0.7364960190959798
2022-10-04,2022-10-04T00:00:00Z,0.7666696864543906
2022-10-05,2022-10-05T00:00:00Z,0.7099726000251886
2022-10-06,2022-10-06T00:00:00Z,0.5374683722727193
2022-10-07,2022-10-07T00:00:00Z,0.4682230070358124
2022-10-08,2022-10-08T00:00:00Z,0.6047550412959614
2022-10-09,2022-10-09T00:00:00Z,1.8655933280597032
2022-10-10,2022-10-10T00:00:00Z,2.1982634236749625
2022-10-11,2022-10-11T00:00:00Z,1.648599946471644
2022-10-12,2022-10-12T00:00:00Z,1.1735459680150324
2022-10-13,2022-10-13T00:00:00Z,1.2289929737076144
2022-10-14,2022-10-14T00:00:00Z,1.0619848128669935
2022-10-15,2022-10-15T00:00:00Z,1.109267496683719
2022-10-16,2022-10-16T00:00:00Z,0.9925539412166228
2022-10-17,2022-10-17T00:00:00Z,1.3869471154605728
2022-10-18,2022-10-18T00:00:00Z,1.5633932510233652
2022-10-19,2022-10-19T00:00:00Z,1.7812093077079103
2022-10-20,2022-10-20T00:00:00Z,1.6598313352149292
2022-10-21,2022-10-21T00:00:00Z,1.7756067530909725
2022-10-22,2022-10-22T00:00:00Z,1.1812928342563809
2022-10-23,2022-10-23T00:00:00Z,0.9188855315145
2022-10-24,2022-10-24T00:00:00Z,1.1256901181280456
2022-10-25,2022-10-25T00:00:00Z,1.3320850737369714
2022-10-26,2022-10-26T00:00:00Z,1.2538387693819029
2022-10-27,2022-10-27T00:00:00Z,1.010736815906486
2022-10-28,2022-10-28T00:00:00Z,1.1399048302054275
2022-10-29,2022-10-29T00:00:00Z,0.9033569092276712
2022-10-30,2022-10-30T00:00:00Z,0.615288535455905
2022-10-31,2022-10-31T00:00:00Z,1.2860902895195263
2022-11-01,2022-11-01T00:00:00Z,0.958077664396835
2022-11-02,2022-11-02T00:00:00Z,1.0249669844082745
2022-11-03,2022-11-03T00:00:00Z,1.406913735700517
2022-11-04,2022-11-04T00:00:00Z,1.3321897299431211
2022-11-05,2022-11-05T00:00:00Z,0.9426471157369368
2022-11-06,2022-11-06T00:00:00Z,0.8963558654881205
2022-11-07,2022-11-07T00:00:00Z,1.2268145671924315
2022-11-08,2022-11-08T00:00:00Z,1.8155388095619784
2022-11-09,2022-11-09T00:00:00Z,1.9965221809353373
2022-11-10,2022-11-10T00:00:00Z,1.7998091482675846
2022-11-11,2022-11-11T00:00:00Z,1.1784996491039013
2022-11-12,2022-11-12T00:00:00Z,0.8303517644339099
2022-11-13,2022-11-13T00:00:00Z,0.8180053680971325
2022-11-14,2022-11-14T00:00:00Z,1.024126291654572
2022-11-15,2022-11-15T00:00:00Z,0.9806853456053768
2022-11-16,2022-11-16T00:00:00Z,0.903920731169213
2022-11-17,2022-11-17T00:00:00Z,0.8243165852596764
2022-11-18,2022-11-18T00:00:00Z,0.701489031690541
2022-11-19,2022-11-19T00:00:00Z,0.6660894827325561
2022-11-20,2022-11-20T00:00:00Z,0.6316890905466878
2022-11-21,2022-11-21T00:00:00Z,0.6472446418747394
2022-11-22,2022-11-22T00:00:00Z,0.7595637783755133
2022-11-23,2022-11-23T00:00:00Z,0.7150640123382139
2022-11-24,2022-11-24T00:00:00Z,0.598364903149022
2022-11-25,2022-11-25T00:00:00Z,0.5387796733583272
2022-11-26,2022-11-26T00:00:00Z,0.5374867015276102
2022-11-27,2022-11-27T00:00:00Z,0.5396137633112738
2022-11-28,2022-11-28T00:00:00Z,0.6037155071447962
2022-11-29,2022-11-29T00:00:00Z,0.6183250073223744
2022-11-30,2022-11-30T00:00:00Z,0.7432735342377541
2022-12-01,2022-12-01T00:00:00Z,0.7560901601002448
2022-12-02,2022-12-02T00:00:00Z,0.6884003223820032
2022-12-03,2022-12-03T00:00:00Z,0.6541082564151616
2022-12-04,2022-12-04T00:00:00Z,0.6812680372716086
2022-12-05,2022-12-05T00:00:00Z,0.8102507116234005
2022-12-06,2022-12-06T00:00:00Z,0.885934172294952
2022-12-07,2022-12-07T00:00:00Z,0.9149195102986188
2022-12-08,2022-12-08T00:00:00Z,0.8996703347440032
2022-12-09,2022-12-09T00:00:00Z,0.8166847879554542
2022-12-10,2022-12-10T00:00:00Z,0.8699332809463128
2022-12-11,2022-12-11T00:00:00Z,0.8814102334684791
2022-12-12,2022-12-12T00:00:00Z,0.8627016184002458
2022-12-13,2022-12-13T00:00:00Z,1.0498777713330991
2022-12-14,2022-12-14T00:00:00Z,0.9455883311738746
2022-12-15,2022-12-15T00:00:00Z,1.0220600741539358
2022-12-16,2022-12-16T00:00:00Z,0.9200882688121036
2022-12-17,2022-12-17T00:00:00Z,0.7917782911776905
2022-12-18,2022-12-18T00:00:00Z,0.836899048846211
2022-12-19,2022-12-19T00:00:00Z,0.8303840484859398
2022-12-20,2022-12-20T00:00:00Z,0.9241188443890986
2022-12-21,2022-12-21T00:00:00Z,0.8722065498235939
2022-12-22,2022-12-22T00:00:00Z,0.8520667653192543
2022-12-23,2022-12-23T00:00:00Z,0.746477218044576
2022-12-24,2022-12-24T00:00:00Z,0.6362968312402162
2022-12-25,2022-12-25T00:00:00Z,0.6347705370355347
2022-12-26,2022-12-26T00:00:00Z,0.6843918844927039
2022-12-27,2022-12-27T00:00:00Z,0.8800072724794719
2022-12-28,2022-12-28T00:00:00Z,0.91004615012611
2022-12-29,2022-12-29T00:00:00Z,0.9874523839828742
2022-12-30,2022-12-30T00:00:00Z,0.9641969972694824
2022-12-31,2022-12-31T00:00:00Z,0.9283825798578388
2023-01-01,2023-01-01T00:00:00Z,0.8948210786754504
2023-01-02,2023-01-02T00:00:00Z,1.0195537187350538
2023-01-03,2023-01-03T00:00:00Z,1.1160448081257026
2023-01-04,2023-01-04T00:00:00Z,1.1198527771615356
2023-01-05,2023-01-05T00:00:00Z,1.0992908247903743
2023-01-06,2023-01-06T00:00:00Z,1.225426603444528
2023-01-07,2023-01-07T00:00:00Z,0.9019239671491424
2023-01-08,2023-01-08T00:00:00Z,0.7670359421279795
2023-01-09,2023-01-09T00:00:00Z,1.2957378060024791
2023-01-10,2023-01-10T00:00:00Z,1.3293485547150694
2023-01-11,2023-01-11T00:00:00Z,1.4191196012783052
2023-01-12,2023-01-12T00:00:00Z,1.3891435884193084
2023-01-13,2023-01-13T00:00:00Z,1.68531113100902
2023-01-14,2023-01-14T00:00:00Z,1.5817518674001638
2023-01-15,2023-01-15T00:00:00Z,1.3492348497631264
2023-01-16,2023-01-16T00:00:00Z,1.5358391620788554
2023-01-17,2023-01-17T00:00:00Z,1.6916220722340587
2023-01-18,2023-01-18T00:00:00Z,1.6740294334842136
2023-01-19,2023-01-19T00:00:00Z,1.473121395900189
2023-01-20,2023-01-20T00:00:00Z,1.582565626935465
2023-01-21,2023-01-21T00:00:00Z,1.3390958993252748
2023-01-22,2023-01-22T00:00:00Z,1.2504835155881526
2023-01-23,2023-01-23T00:00:00Z,1.4343946788702744
2023-01-24,2023-01-24T00:00:00Z,1.5291515456104168
2023-01-25,2023-01-25T00:00:00Z,1.5271554165735857
2023-01-26,2023-01-26T00:00:00Z,1.5578765611047782
2023-01-27,2023-01-27T00:00:00Z,1.3987068357459262
2023-01-28,2023-01-28T00:00:00Z,1.1791613201668585
2023-01-29,2023-01-29T00:00:00Z,1.5271831253973125
2023-01-30,2023-01-30T00:00:00Z,1.3836865713572546
2023-01-31,2023-01-31T00:00:00Z,1.7478184196930786
2023-02-01,2023-02-01T00:00:00Z,1.7274067177760244
2023-02-02,2023-02-02T00:00:00Z,2.129579742442755
2023-02-03,2023-02-03T00:00:00Z,2.3237724960163324
2023-02-04,2023-02-04T00:00:00Z,1.8808355844348867
2023-02-05,2023-02-05T00:00:00Z,1.555916189074278
2023-02-06,2023-02-06T00:00:00Z,1.835194463890924
2023-02-07,2023-02-07T00:00:00Z,2.43339495655016
2023-02-08,2023-02-08T00:00:00Z,2.6160749390776386
2023-02-09,2023-02-09T00:00:00Z,2.5768762638877
2023-02-10,2023-02-10T00:00:00Z,1.851201345409152
2023-02-11,2023-02-11T00:00:00Z,1.405946560549412
2023-02-12,2023-02-12T00:00:00Z,1.3070717366948914
2023-02-13,2023-02-13T00:00:00Z,1.7399624483008724
2023-02-14,2023-02-14T00:00:00Z,2.1082072629957564
2023-02-15,2023-02-15T00:00:00Z,3.055352733398366
2023-02-16,2023-02-16T00:00:00Z,2.925181804701861
2023-02-17,2023-02-17T00:00:00Z,2.6087714710616416
2023-02-18,2023-02-18T00:00:00Z,2.089307456636836
2023-02-19,2023-02-19T00:00:00Z,2.039162386352314
2023-02-20,2023-02-20T00:00:00Z,2.377733044379692
2023-02-21,2023-02-21T00:00:00Z,2.393060843889016
2023-02-22,2023-02-22T00:00:00Z,2.529478411863018
2023-02-23,2023-02-23T00:00:00Z,2.682119232877364
2023-02-24,2023-02-24T00:00:00Z,2.2446330969072745
2023-02-25,2023-02-25T00:00:00Z,1.761008304479869
2023-02-26,2023-02-26T00:00:00Z,1.7817869166721123
2023-02-27,2023-02-27T00:00:00Z,1.8059833319944945
2023-02-28,2023-02-28T00:00:00Z,1.870349016377041
2023-03-01,2023-03-01T00:00:00Z,2.401455016177652
2023-03-02,2023-03-02T00:00:00Z,2.0948290288492206
2023-03-03,2023-03-03T00:00:00Z,2.083098414969707
2023-03-04,2023-03-04T00:00:00Z,1.820548817957548
2023-03-05,2023-03-05T00:00:00Z,2.022918344720914
2023-03-06,2023-03-06T00:00:00Z,2.643645029720353
2023-03-07,2023-03-07T00:00:00Z,2.466152970308312
2023-03-08,2023-03-08T00:00:00Z,2.4892727159512025
2023-03-09,2023-03-09T00:00:00Z,2.440504135018076
2023-03-10,2023-03-10T00:00:00Z,2.152635671578184
2023-03-11,2023-03-11T00:00:00Z,5.007022332354072
2023-03-12,2023-03-12T00:00:00Z,1.7767415033247351
2023-03-13,2023-03-13T00:00:00Z,2.160937029540066
2023-03-14,2023-03-14T00:00:00Z,2.1934588915369617
2023-03-15,2023-03-15T00:00:00Z,2.094329382328322
2023-03-16,2023-03-16T00:00:00Z,2.006202904283757
2023-03-17,2023-03-17T00:00:00Z,1.961426185769365
2023-03-18,2023-03-18T00:00:00Z,1.4713181744372148
2023-03-19,2023-03-19T00:00:00Z,1.499793946883949
2023-03-20,2023-03-20T00:00:00Z,1.556200631439101
2023-03-21,2023-03-21T00:00:00Z,1.4911582126848055
2023-03-22,2023-03-22T00:00:00Z,1.4905785354388357
2023-03-23,2023-03-23T00:00:00Z,1.7292596404230416
2023-03-24,2023-03-24T00:00:00Z,1.786899560073084
2023-03-25,2023-03-25T00:00:00Z,1.5136917682205526
2023-03-26,2023-03-26T00:00:00Z,1.5712374533158813
2023-03-27,2023-03-27T00:00:00Z,2.1386652368357693
2023-03-28,2023-03-28T00:00:00Z,2.2449851712462783
2023-03-29,2023-03-29T00:00:00Z,2.4775540020196174
2023-03-30,2023-03-30T00:00:00Z,2.565412190463003
2023-03-31,2023-03-31T00:00:00Z,2.290312909327512
2023-04-01,2023-04-01T00:00:00Z,1.958818452145928
2023-04-02,2023-04-02T00:00:00Z,1.835888612512779
2023-04-03,2023-04-03T00:00:00Z,2.382056394963917
2023-04-04,2023-04-04T00:00:00Z,2.644250317738972
2023-04-05,2023-04-05T00:00:00Z,3.170176429739835
2023-04-06,2023-04-06T00:00:00Z,2.639433927584556
2023-04-07,2023-04-07T00:00:00Z,2.172146999176796
2023-04-08,2023-04-08T00:00:00Z,1.990311557265564
2023-04-09,2023-04-09T00:00:00Z,1.7605639439621856
2023-04-10,2023-04-10T00:00:00Z,2.1121743202489083
2023-04-11,2023-04-11T00:00:00Z,2.301272993610412
2023-04-12,2023-04-12T00:00:00Z,2.1444483227029125
2023-04-13,2023-04-13T00:00:00Z,3.0884094584827686
2023-04-14,2023-04-14T00:00:00Z,2.827229703950961
2023-04-15,2023-04-15T00:00:00Z,2.353771119575334
2023-04-16,2023-04-16T00:00:00Z,2.548233589641923
2023-04-17,2023-04-17T00:00:00Z,3.2888416885990286
2023-04-18,2023-04-18T00:00:00Z,5.007210917921867
2023-04-19,2023-04-19T00:00:00Z,6.94244881271156
2023-04-20,2023-04-20T00:00:00Z,6.058118583630228
2023-04-21,2023-04-21T00:00:00Z,3.527341751428175
2023-04-22,2023-04-22T00:00:00Z,3.578154849662964
2023-04-23,2023-04-23T00:00:00Z,4.031329704403482
2023-04-24,2023-04-24T00:00:00Z,4.142397898708719
2023-04-25,2023-04-25T00:00:00Z,3.499796801619311
2023-04-26,2023-04-26T00:00:00Z,3.57597176051174
2023-04-27,2023-04-27T00:00:00Z,3.3283673080020626
2023-04-28,2023-04-28T00:00:00Z,3.4048066458426622
2023-04-29,2023-04-29T00:00:00Z,3.288003245375556
2023-04-30,2023-04-30T00:00:00Z,4.217385673671286
2023-05-01,2023-05-01T00:00:00Z,6.521410892221712
2023-05-02,2023-05-02T00:00:00Z,7.873889628698644
2023-05-03,2023-05-03T00:00:00Z,6.852215143824028
2023-05-04,2023-05-04T00:00:00Z,7.174420245048524
2023-05-05,2023-05-05T00:00:00Z,12.342443829337292
2023-05-06,2023-05-06T00:00:00Z,13.047964295713228
2023-05-07,2023-05-07T00:00:00Z,10.935964018108171
2023-05-08,2023-05-08T00:00:00Z,9.774166931949887
2023-05-09,2023-05-09T00:00:00Z,8.215286995851281
2023-05-10,2023-05-10T00:00:00Z,8.554135602651623
2023-05-11,2023-05-11T00:00:00Z,8.967596791621919
2023-05-12,2023-05-12T00:00:00Z,5.757724778822947
2023-05-13,2023-05-13T00:00:00Z,3.794672431351966
2023-05-14,2023-05-14T00:00:00Z,4.11132452146988
2023-05-15,2023-05-15T00:00:00Z,5.425242283783014
2023-05-16,2023-05-16T00:00:00Z,5.057910646306341
2023-05-17,2023-05-17T00:00:00Z,4.601547064859557
2023-05-18,2023-05-18T00:00:00Z,4.576218271063348
2023-05-19,2023-05-19T00:00:00Z,4.066982504639916
2023-05-20,2023-05-20T00:00:00Z,2.741995227409522
2023-05-21,2023-05-21T00:00:00Z,2.951729320056624
2023-05-22,2023-05-22T00:00:00Z,4.0947907308723535
2023-05-23,2023-05-23T00:00:00Z,4.78371336176016
2023-05-24,2023-05-24T00:00:00Z,3.845294749333121
2023-05-25,2023-05-25T00:00:00Z,3.234957665095614
2023-05-26,2023-05-26T00:00:00Z,2.8537417347135965
2023-05-27,2023-05-27T00:00:00Z,2.319653135760628
2023-05-28,2023-05-28T00:00:00Z,2.8832488930388447
2023-05-29,2023-05-29T00:00:00Z,3.3939513285532565
2023-05-30,2023-05-30T00:00:00Z,4.237856204871557
2023-05-31,2023-05-31T00:00:00Z,3.4338966313119927
2023-06-01,2023-06-01T00:00:00Z,3.7314013135987993
2023-06-02,2023-06-02T00:00:00Z,2.6404036151244203
2023-06-03,2023-06-03T00:00:00Z,2.2100517615006545
2023-06-04,2023-06-04T00:00:00Z,2.152941780291448
2023-06-05,2023-06-05T00:00:00Z,2.514899087433744
2023-06-06,2023-06-06T00:00:00Z,2.2883599271550663
2023-06-07,2023-06-07T00:00:00Z,2.0605019044211064
2023-06-08,2023-06-08T00:00:00Z,2.210378170912525
2023-06-09,2023-06-09T00:00:00Z,1.701940978426172
2023-06-10,2023-06-10T00:00:00Z,1.4498529724760896
2023-06-11,2023-06-11T00:00:00Z,1.1998378032110737
2023-06-12,2023-06-12T00:00:00Z,1.470688421887376
2023-06-13,2023-06-13T00:00:00Z,1.3768879609161
2023-06-14,2023-06-14T00:00:00Z,1.6405347200366696
2023-06-15,2023-06-15T00:00:00Z,1.538510694892733
2023-06-16,2023-06-16T00:00:00Z,1.3964109800818272
2023-06-17,2023-06-17T00:00:00Z,1.3557970856306596
2023-06-18,2023-06-18T00:00:00Z,1.0766610451200571
2023-06-19,2023-06-19T00:00:00Z,1.4093171634508976
2023-06-20,2023-06-20T00:00:00Z,1.3848205598408456
2023-06-21,2023-06-21T00:00:00Z,1.6868003481909175
2023-06-22,2023-06-22T00:00:00Z,1.4825153657533914
2023-06-23,2023-06-23T00:00:00Z,1.6168566753797675
2023-06-24,2023-06-24T00:00:00Z,1.1617001353819567
2023-06-25,2023-06-25T00:00:00Z,1.1207926555320715
2023-06-26,2023-06-26T00:00:00Z,1.219791142617641
2023-06-27,2023-06-27T00:00:00Z,1.4096902579166932
2023-06-28,2023-06-28T00:00:00Z,1.6534030401274673
2023-06-29,2023-06-29T00:00:00Z,2.7023546589900795
2023-06-30,2023-06-30T00:00:00Z,2.3846727241058616
2023-07-01,2023-07-01T00:00:00Z,1.5762860242039585
2023-07-02,2023-07-02T00:00:00Z,1.4154762923477262
2023-07-03,2023-07-03T00:00:00Z,1.766497655464405
2023-07-04,2023-07-04T00:00:00Z,2.0043685579632804
2023-07-05,2023-07-05T00:00:00Z,4.392136989454188
2023-07-06,2023-07-06T00:00:00Z,3.279143333611813
2023-07-07,2023-07-07T00:00:00Z,2.738736520246494
2023-07-08,2023-07-08T00:00:00Z,1.674355343186216
2023-07-09,2023-07-09T00:00:00Z,1.5108691265160663
2023-07-10,2023-07-10T00:00:00Z,1.752196572004445
2023-07-11,2023-07-11T00:00:00Z,1.7833315794579034
2023-07-12,2023-07-12T00:00:00Z,2.216942713079569
2023-07-13,2023-07-13T00:00:00Z,2.5467439529234266
