date,timestamp_utc,Fees Burnt per Transaction (Median)
2022-04-08,2022-04-08T00:00:00Z,0.0021468133573333
2022-04-09,2022-04-09T00:00:00Z,0.0013527497045504
2022-04-10,2022-04-10T00:00:00Z,0.001280865058347
2022-04-11,2022-04-11T00:00:00Z,0.0017008866161415
2022-04-12,2022-04-12T00:00:00Z,0.0018827695349104
2022-04-13,2022-04-13T00:00:00Z,0.0018774625157285
2022-04-14,2022-04-14T00:00:00Z,0.0018068385890514
2022-04-15,2022-04-15T00:00:00Z,0.0015581126367157
2022-04-16,2022-04-16T00:00:00Z,0.0011095864559504
2022-04-17,2022-04-17T00:00:00Z,0.0009847488099628
2022-04-18,2022-04-18T00:00:00Z,0.0013264666684797
2022-04-19,2022-04-19T00:00:00Z,0.0013564718495278
2022-04-20,2022-04-20T00:00:00Z,0.0019833735038907
2022-04-21,2022-04-21T00:00:00Z,0.002412545701677
2022-04-22,2022-04-22T00:00:00Z,0.001857983430135
2022-04-23,2022-04-23T00:00:00Z,0.001297676385932
2022-04-24,2022-04-24T00:00:00Z,0.001209691441434
2022-04-25,2022-04-25T00:00:00Z,0.0019384989282056
2022-04-26,2022-04-26T00:00:00Z,0.0017312416075498
2022-04-27,2022-04-27T00:00:00Z,0.001787044888461
2022-04-28,2022-04-28T00:00:00Z,0.0018000363383894
2022-04-29,2022-04-29T00:00:00Z,0.001782776989896
2022-04-30,2022-04-30T00:00:00Z,0.001707452760311
2022-05-01,2022-05-01T00:00:00Z,0.0030505968467957
2022-05-02,2022-05-02T00:00:00Z,0.0026079139891356
2022-05-03,2022-05-03T00:00:00Z,0.0025133051264705
2022-05-04,2022-05-04T00:00:00Z,0.0019244602807013
2022-05-05,2022-05-05T00:00:00Z,0.0021164318030127
2022-05-06,2022-05-06T00:00:00Z,0.001677602887023
2022-05-07,2022-05-07T00:00:00Z,0.0012740916342004
2022-05-08,2022-05-08T00:00:00Z,0.0009764005274238
2022-05-09,2022-05-09T00:00:00Z,0.001930143852756
2022-05-10,2022-05-10T00:00:00Z,0.0018419582147234
2022-05-11,2022-05-11T00:00:00Z,0.004249791619731
2022-05-12,2022-05-12T00:00:00Z,0.0061459226424401
2022-05-13,2022-05-13T00:00:00Z,0.0024487869501817
2022-05-14,2022-05-14T00:00:00Z,0.0013282018511577
2022-05-15,2022-05-15T00:00:00Z,0.000892773241864
2022-05-16,2022-05-16T00:00:00Z,0.0008380647800423
2022-05-17,2022-05-17T00:00:00Z,0.0011969153374214
2022-05-18,2022-05-18T00:00:00Z,0.000939371775917
2022-05-19,2022-05-19T00:00:00Z,0.0009539640083058
2022-05-20,2022-05-20T00:00:00Z,0.001124335184842
2022-05-21,2022-05-21T00:00:00Z,0.0007575677593385
2022-05-22,2022-05-22T00:00:00Z,0.0008562146303017
2022-05-23,2022-05-23T00:00:00Z,0.0009897286379536
2022-05-24,2022-05-24T00:00:00Z,0.0010473290966511
2022-05-25,2022-05-25T00:00:00Z,0.0012754291969624
2022-05-26,2022-05-26T00:00:00Z,0.0019387844119049
2022-05-27,2022-05-27T00:00:00Z,0.001709541137682
2022-05-28,2022-05-28T00:00:00Z,0.000776060586399
2022-05-29,2022-05-29T00:00:00Z,0.0007758087618245
2022-05-30,2022-05-30T00:00:00Z,0.0014000851724345
2022-05-31,2022-05-31T00:00:00Z,0.0017601473464535
2022-06-01,2022-06-01T00:00:00Z,0.0023005553412207
2022-06-02,2022-06-02T00:00:00Z,0.0027821427417556
2022-06-03,2022-06-03T00:00:00Z,0.0028239072346768
2022-06-04,2022-06-04T00:00:00Z,0.0023683335061343
2022-06-05,2022-06-05T00:00:00Z,0.0023555159147239
2022-06-06,2022-06-06T00:00:00Z,0.0021614540203487
2022-06-07,2022-06-07T00:00:00Z,0.00226484189204
2022-06-08,2022-06-08T00:00:00Z,0.003170104518484
2022-06-09,2022-06-09T00:00:00Z,0.0028924558628752
2022-06-10,2022-06-10T00:00:00Z,0.0022156710306068
2022-06-11,2022-06-11T00:00:00Z,0.001418464851078
2022-06-12,2022-06-12T00:00:00Z,0.0013459333261863
2022-06-13,2022-06-13T00:00:00Z,0.0028164053641051
2022-06-14,2022-06-14T00:00:00Z,0.001907511490032
2022-06-15,2022-06-15T00:00:00Z,0.002254415665194
2022-06-16,2022-06-16T00:00:00Z,0.0015155606876991
2022-06-17,2022-06-17T00:00:00Z,0.0013810602211688
2022-06-18,2022-06-18T00:00:00Z,0.0015301982113322
2022-06-19,2022-06-19T00:00:00Z,0.0009700263752198
2022-06-20,2022-06-20T00:00:00Z,0.0010100379356343
2022-06-21,2022-06-21T00:00:00Z,0.0013524336283324
2022-06-22,2022-06-22T00:00:00Z,0.0012907113107185
2022-06-23,2022-06-23T00:00:00Z,0.001694785633296
2022-06-24,2022-06-24T00:00:00Z,0.0014812392334254
2022-06-25,2022-06-25T00:00:00Z,0.0013944260846614
2022-06-26,2022-06-26T00:00:00Z,0.0014952852631007
2022-06-27,2022-06-27T00:00:00Z,0.001828558564698
2022-06-28,2022-06-28T00:00:00Z,0.0016659299062648
2022-06-29,2022-06-29T00:00:00Z,0.001885992970953
2022-06-30,2022-06-30T00:00:00Z,0.0018716857450593
2022-07-01,2022-07-01T00:00:00Z,0.0010279878524467
2022-07-02,2022-07-02T00:00:00Z,0.0005247844438305
2022-07-03,2022-07-03T00:00:00Z,0.000650713817271
2022-07-04,2022-07-04T00:00:00Z,0.0008803130427652
2022-07-05,2022-07-05T00:00:00Z,0.0010708011960668
2022-07-06,2022-07-06T00:00:00Z,0.001068577577319
2022-07-07,2022-07-07T00:00:00Z,0.0012806638520704
2022-07-08,2022-07-08T00:00:00Z,0.0010294089427685
2022-07-09,2022-07-09T00:00:00Z,0.0006376705878537
2022-07-10,2022-07-10T00:00:00Z,0.0006220857237192
2022-07-11,2022-07-11T00:00:00Z,0.0009969482017507
2022-07-12,2022-07-12T00:00:00Z,0.0008867290564484
2022-07-13,2022-07-13T00:00:00Z,0.001003510921969
2022-07-14,2022-07-14T00:00:00Z,0.0010543099903218
2022-07-15,2022-07-15T00:00:00Z,0.0010146785690207
2022-07-16,2022-07-16T00:00:00Z,0.0006030610307903
2022-07-17,2022-07-17T00:00:00Z,0.0006603905974225
2022-07-18,2022-07-18T00:00:00Z,0.0010781839977732
2022-07-19,2022-07-19T00:00:00Z,0.0010744054010927
2022-07-20,2022-07-20T00:00:00Z,0.0010110534159085
2022-07-21,2022-07-21T00:00:00Z,0.0006484247446759
2022-07-22,2022-07-22T00:00:00Z,0.00051864775851
2022-07-23,2022-07-23T00:00:00Z,0.0003991752803336
2022-07-24,2022-07-24T00:00:00Z,0.0003456849792378
2022-07-25,2022-07-25T00:00:00Z,0.0005554548769107
2022-07-26,2022-07-26T00:00:00Z,0.000618259726413
2022-07-27,2022-07-27T00:00:00Z,0.00052476561942
2022-07-28,2022-07-28T00:00:00Z,0.000713942991132
2022-07-29,2022-07-29T00:00:00Z,0.000501396750435
2022-07-30,2022-07-30T00:00:00Z,0.0002700459160104
2022-07-31,2022-07-31T00:00:00Z,0.0002484802314885
2022-08-01,2022-08-01T00:00:00Z,0.0003972835223134
2022-08-02,2022-08-02T00:00:00Z,0.0004200790972903
2022-08-03,2022-08-03T00:00:00Z,0.0003673622426606
2022-08-04,2022-08-04T00:00:00Z,0.0003746843202059
2022-08-05,2022-08-05T00:00:00Z,0.000473429750682
2022-08-06,2022-08-06T00:00:00Z,0.0002708720815618
2022-08-07,2022-08-07T00:00:00Z,0.0002656990496065
2022-08-08,2022-08-08T00:00:00Z,0.00058052837598
2022-08-09,2022-08-09T00:00:00Z,0.0006366914158745
2022-08-10,2022-08-10T00:00:00Z,0.000900426928499
2022-08-11,2022-08-11T00:00:00Z,0.000901890420844
2022-08-12,2022-08-12T00:00:00Z,0.0006403114549406
2022-08-13,2022-08-13T00:00:00Z,0.0003704733157586
2022-08-14,2022-08-14T00:00:00Z,0.0003837553274799
2022-08-15,2022-08-15T00:00:00Z,0.000709947114807
2022-08-16,2022-08-16T00:00:00Z,0.0004420234575331
2022-08-17,2022-08-17T00:00:00Z,0.0004189839898549
2022-08-18,2022-08-18T00:00:00Z,0.0004314943228297
2022-08-19,2022-08-19T00:00:00Z,0.0006196687021947
2022-08-20,2022-08-20T00:00:00Z,0.0003558036648319
2022-08-21,2022-08-21T00:00:00Z,0.000226324598556
2022-08-22,2022-08-22T00:00:00Z,0.000498838788195
2022-08-23,2022-08-23T00:00:00Z,0.0004817323869278
2022-08-24,2022-08-24T00:00:00Z,0.0004449978062776
2022-08-25,2022-08-25T00:00:00Z,0.0004815935671542
2022-08-26,2022-08-26T00:00:00Z,0.000496526228247
2022-08-27,2022-08-27T00:00:00Z,0.0002995850111177
2022-08-28,2022-08-28T00:00:00Z,0.0002864829550284
2022-08-29,2022-08-29T00:00:00Z,0.0005865587609648
2022-08-30,2022-08-30T00:00:00Z,0.000738100247725
2022-08-31,2022-08-31T00:00:00Z,0.0008810723753692
2022-09-01,2022-09-01T00:00:00Z,0.0007710240904382
2022-09-02,2022-09-02T00:00:00Z,0.0005005057633877
2022-09-03,2022-09-03T00:00:00Z,0.0002556639074435
2022-09-04,2022-09-04T00:00:00Z,0.0002485270995867
2022-09-05,2022-09-05T00:00:00Z,0.000379936643016
2022-09-06,2022-09-06T00:00:00Z,0.000554549310994
2022-09-07,2022-09-07T00:00:00Z,0.0007499683162664
2022-09-08,2022-09-08T00:00:00Z,0.0007833200604692
2022-09-09,2022-09-09T00:00:00Z,0.000786656599055
2022-09-10,2022-09-10T00:00:00Z,0.0003812307796255
2022-09-11,2022-09-11T00:00:00Z,0.000350212049586
2022-09-12,2022-09-12T00:00:00Z,0.0005849550504769
2022-09-13,2022-09-13T00:00:00Z,0.0005549944166569
2022-09-14,2022-09-14T00:00:00Z,0.0004302825109972
2022-09-15,2022-09-15T00:00:00Z,0.0005323287477547
2022-09-16,2022-09-16T00:00:00Z,0.0003098576808994
2022-09-17,2022-09-17T00:00:00Z,0.0001934351322079
2022-09-18,2022-09-18T00:00:00Z,0.000242789176161
2022-09-19,2022-09-19T00:00:00Z,0.0003584585516342
2022-09-20,2022-09-20T00:00:00Z,0.0004030178330148
2022-09-21,2022-09-21T00:00:00Z,0.0004088165305787
2022-09-22,2022-09-22T00:00:00Z,0.0003973048884958
2022-09-23,2022-09-23T00:00:00Z,0.0003115258037427
2022-09-24,2022-09-24T00:00:00Z,0.0002072778799482
2022-09-25,2022-09-25T00:00:00Z,0.000276840637608
2022-09-26,2022-09-26T00:00:00Z,0.00042174091701
2022-09-27,2022-09-27T00:00:00Z,0.0007131843747761
2022-09-28,2022-09-28T00:00:00Z,0.0006108740061454
2022-09-29,2022-09-29T00:00:00Z,0.0005642645905538
2022-09-30,2022-09-30T00:00:00Z,0.000570422462337
2022-10-01,2022-10-01T00:00:00Z,0.0003352038136246
2022-10-02,2022-10-02T00:00:00Z,0.0002033770302957
2022-10-03,2022-10-03T00:00:00Z,0.0005565650041701
2022-10-04,2022-10-04T00:00:00Z,0.0005629664421048
2022-10-05,2022-10-05T00:00:00Z,0.000524940498999
2022-10-06,2022-10-06T00:00:00Z,0.0003974620427375
2022-10-07,2022-10-07T00:00:00Z,0.000351740748009
2022-10-08,2022-10-08T00:00:00Z,0.0004596895334813
2022-10-09,2022-10-09T00:00:00Z,0.001409732857322
2022-10-10,2022-10-10T00:00:00Z,0.0017040352274676
2022-10-11,2022-10-11T00:00:00Z,0.0012880233536182
2022-10-12,2022-10-12T00:00:00Z,0.0009066875808251
2022-10-13,2022-10-13T00:00:00Z,0.000954909730425
2022-10-14,2022-10-14T00:00:00Z,0.0008191305797591
2022-10-15,2022-10-15T00:00:00Z,0.0008700545712757
2022-10-16,2022-10-16T00:00:00Z,0.0007600232498854
2022-10-17,2022-10-17T00:00:00Z,0.001041656305606
2022-10-18,2022-10-18T00:00:00Z,0.0011926551476597
2022-10-19,2022-10-19T00:00:00Z,0.0013862749525159
2022-10-20,2022-10-20T00:00:00Z,0.0012938446827844
2022-10-21,2022-10-21T00:00:00Z,0.0013660224092551
2022-10-22,2022-10-22T00:00:00Z,0.0008990858634997
2022-10-23,2022-10-23T00:00:00Z,0.0006734797776512
2022-10-24,2022-10-24T00:00:00Z,0.0008376816316309
2022-10-25,2022-10-25T00:00:00Z,0.0009122548138311
2022-10-26,2022-10-26T00:00:00Z,0.00080020426752
2022-10-27,2022-10-27T00:00:00Z,0.0006675040263125
2022-10-28,2022-10-28T00:00:00Z,0.0007330927456496
2022-10-29,2022-10-29T00:00:00Z,0.0005575423069248
2022-10-30,2022-10-30T00:00:00Z,0.000386762368607
2022-10-31,2022-10-31T00:00:00Z,0.0008174801764536
2022-11-01,2022-11-01T00:00:00Z,0.0006070557138048
2022-11-02,2022-11-02T00:00:00Z,0.0006747818397625
2022-11-03,2022-11-03T00:00:00Z,0.000919027709783
2022-11-04,2022-11-04T00:00:00Z,0.0008099619132976
2022-11-05,2022-11-05T00:00:00Z,0.0005793084785038
2022-11-06,2022-11-06T00:00:00Z,0.0005714627963197
2022-11-07,2022-11-07T00:00:00Z,0.0007822514860973
2022-11-08,2022-11-08T00:00:00Z,0.0013597116386999
2022-11-09,2022-11-09T00:00:00Z,0.001809307248378
2022-11-10,2022-11-10T00:00:00Z,0.001383043712211
2022-11-11,2022-11-11T00:00:00Z,0.0009146497293371
2022-11-12,2022-11-12T00:00:00Z,0.00066012744635
2022-11-13,2022-11-13T00:00:00Z,0.0006694495899135
2022-11-14,2022-11-14T00:00:00Z,0.0008237468297788
2022-11-15,2022-11-15T00:00:00Z,0.0007826271733826
2022-11-16,2022-11-16T00:00:00Z,0.0007432384153957
2022-11-17,2022-11-17T00:00:00Z,0.000686660302629
2022-11-18,2022-11-18T00:00:00Z,0.0005786277658759
2022-11-19,2022-11-19T00:00:00Z,0.0005468770204616
2022-11-20,2022-11-20T00:00:00Z,0.0005533145354439
2022-11-21,2022-11-21T00:00:00Z,0.0005844722841439
2022-11-22,2022-11-22T00:00:00Z,0.0006665101027301
2022-11-23,2022-11-23T00:00:00Z,0.0006037620943829
2022-11-24,2022-11-24T00:00:00Z,0.0004970630710572
2022-11-25,2022-11-25T00:00:00Z,0.0004492047146811
2022-11-26,2022-11-26T00:00:00Z,0.0004457715777931
2022-11-27,2022-11-27T00:00:00Z,0.0004519651621688
2022-11-28,2022-11-28T00:00:00Z,0.0005169541048585
2022-11-29,2022-11-29T00:00:00Z,0.0005082975776206
2022-11-30,2022-11-30T00:00:00Z,0.0005742249732223
2022-12-01,2022-12-01T00:00:00Z,0.0005923329370219
2022-12-02,2022-12-02T00:00:00Z,0.0005313571843752
2022-12-03,2022-12-03T00:00:00Z,0.0005273654285766
2022-12-04,2022-12-04T00:00:00Z,0.0005324714852579
2022-12-05,2022-12-05T00:00:00Z,0.0006433832342798
2022-12-06,2022-12-06T00:00:00Z,0.0006969407435757
2022-12-07,2022-12-07T00:00:00Z,0.0007431041872932
2022-12-08,2022-12-08T00:00:00Z,0.0007028646840094
2022-12-09,2022-12-09T00:00:00Z,0.000646646138411
2022-12-10,2022-12-10T00:00:00Z,0.0006869483982214
2022-12-11,2022-12-11T00:00:00Z,0.0006978413163716
2022-12-12,2022-12-12T00:00:00Z,0.0006764524080817
2022-12-13,2022-12-13T00:00:00Z,0.0007949454575177
2022-12-14,2022-12-14T00:00:00Z,0.0007233101042557
2022-12-15,2022-12-15T00:00:00Z,0.0008068855081316
2022-12-16,2022-12-16T00:00:00Z,0.0007886581532135
2022-12-17,2022-12-17T00:00:00Z,0.0006669979106771
2022-12-18,2022-12-18T00:00:00Z,0.0007073246929494
2022-12-19,2022-12-19T00:00:00Z,0.000711136446887
2022-12-20,2022-12-20T00:00:00Z,0.0007593811814567
2022-12-21,2022-12-21T00:00:00Z,0.0007186563096759
2022-12-22,2022-12-22T00:00:00Z,0.0006997911312752
2022-12-23,2022-12-23T00:00:00Z,0.0006118978469738
2022-12-24,2022-12-24T00:00:00Z,0.0005213927607638
2022-12-25,2022-12-25T00:00:00Z,0.0005208973031807
2022-12-26,2022-12-26T00:00:00Z,0.0005573456067491
2022-12-27,2022-12-27T00:00:00Z,0.0007265619874162
2022-12-28,2022-12-28T00:00:00Z,0.000765178003623
2022-12-29,2022-12-29T00:00:00Z,0.0008225494214802
2022-12-30,2022-12-30T00:00:00Z,0.0008036049469183
2022-12-31,2022-12-31T00:00:00Z,0.0007765597815332
2023-01-01,2023-01-01T00:00:00Z,0.0007455239949866
2023-01-02,2023-01-02T00:00:00Z,0.0008394764636738
2023-01-03,2023-01-03T00:00:00Z,0.0009191380270047
2023-01-04,2023-01-04T00:00:00Z,0.0008911609136683
2023-01-05,2023-01-05T00:00:00Z,0.000878460484986
2023-01-06,2023-01-06T00:00:00Z,0.0009654520118224
2023-01-07,2023-01-07T00:00:00Z,0.0007136001607848
2023-01-08,2023-01-08T00:00:00Z,0.0005944196091024
2023-01-09,2023-01-09T00:00:00Z,0.0009811962067139
2023-01-10,2023-01-10T00:00:00Z,0.0009953323853812
2023-01-11,2023-01-11T00:00:00Z,0.0010211279962764
2023-01-12,2023-01-12T00:00:00Z,0.0009810055569299
2023-01-13,2023-01-13T00:00:00Z,0.0011610161122332
2023-01-14,2023-01-14T00:00:00Z,0.0010204850067638
2023-01-15,2023-01-15T00:00:00Z,0.0008689040673481
2023-01-16,2023-01-16T00:00:00Z,0.0009739319731686
2023-01-17,2023-01-17T00:00:00Z,0.0010802118504669
2023-01-18,2023-01-18T00:00:00Z,0.0011073513838633
2023-01-19,2023-01-19T00:00:00Z,0.0009496853401259
2023-01-20,2023-01-20T00:00:00Z,0.0009538363391187
2023-01-21,2023-01-21T00:00:00Z,0.0008232171909321
2023-01-22,2023-01-22T00:00:00Z,0.00076823245783
2023-01-23,2023-01-23T00:00:00Z,0.000881918107077
2023-01-24,2023-01-24T00:00:00Z,0.0009828825682876
2023-01-25,2023-01-25T00:00:00Z,0.0009474231493987
2023-01-26,2023-01-26T00:00:00Z,0.0009731998567165
2023-01-27,2023-01-27T00:00:00Z,0.000875437483851
2023-01-28,2023-01-28T00:00:00Z,0.0007499431840378
2023-01-29,2023-01-29T00:00:00Z,0.000928542278646
2023-01-30,2023-01-30T00:00:00Z,0.0008834042482884
2023-01-31,2023-01-31T00:00:00Z,0.0011024596520554
2023-02-01,2023-02-01T00:00:00Z,0.001052674080024
2023-02-02,2023-02-02T00:00:00Z,0.0012963025182061
2023-02-03,2023-02-03T00:00:00Z,0.0013972434143137
2023-02-04,2023-02-04T00:00:00Z,0.0011286377764473
2023-02-05,2023-02-05T00:00:00Z,0.0009549341909989
2023-02-06,2023-02-06T00:00:00Z,0.0011366432530295
2023-02-07,2023-02-07T00:00:00Z,0.0014563083372622
2023-02-08,2023-02-08T00:00:00Z,0.0015855134580069
2023-02-09,2023-02-09T00:00:00Z,0.0016678533361337
2023-02-10,2023-02-10T00:00:00Z,0.0012233984649832
2023-02-11,2023-02-11T00:00:00Z,0.0009142095058339
2023-02-12,2023-02-12T00:00:00Z,0.0008626730154015
2023-02-13,2023-02-13T00:00:00Z,0.0011560838989105
2023-02-14,2023-02-14T00:00:00Z,0.0013550575735855
2023-02-15,2023-02-15T00:00:00Z,0.0018239162475417
2023-02-16,2023-02-16T00:00:00Z,0.0017853056368912
2023-02-17,2023-02-17T00:00:00Z,0.001539980726109
2023-02-18,2023-02-18T00:00:00Z,0.0012355043091272
2023-02-19,2023-02-19T00:00:00Z,0.0012144115015356
2023-02-20,2023-02-20T00:00:00Z,0.0013960617867369
2023-02-21,2023-02-21T00:00:00Z,0.0014418315316949
2023-02-22,2023-02-22T00:00:00Z,0.0015396146425438
2023-02-23,2023-02-23T00:00:00Z,0.001625222280381
2023-02-24,2023-02-24T00:00:00Z,0.0013962632073659
2023-02-25,2023-02-25T00:00:00Z,0.0011044843122402
2023-02-26,2023-02-26T00:00:00Z,0.0010855329334022
2023-02-27,2023-02-27T00:00:00Z,0.0011057082860765
2023-02-28,2023-02-28T00:00:00Z,0.0011653672530125
2023-03-01,2023-03-01T00:00:00Z,0.0014422108366053
2023-03-02,2023-03-02T00:00:00Z,0.00127124555691
2023-03-03,2023-03-03T00:00:00Z,0.0013273091337754
2023-03-04,2023-03-04T00:00:00Z,0.0011620311416633
2023-03-05,2023-03-05T00:00:00Z,0.0012929599332564
2023-03-06,2023-03-06T00:00:00Z,0.0016881745692164
2023-03-07,2023-03-07T00:00:00Z,0.0015789050985485
2023-03-08,2023-03-08T00:00:00Z,0.0016245329215571
2023-03-09,2023-03-09T00:00:00Z,0.0016983588488472
2023-03-10,2023-03-10T00:00:00Z,0.0015103179499747
2023-03-11,2023-03-11T00:00:00Z,0.0034238358438356
2023-03-12,2023-03-12T00:00:00Z,0.001125552930495
2023-03-13,2023-03-13T00:00:00Z,0.0012913801291079
2023-03-14,2023-03-14T00:00:00Z,0.001292891989326
2023-03-15,2023-03-15T00:00:00Z,0.0012712130093776
2023-03-16,2023-03-16T00:00:00Z,0.0011984834702952
2023-03-17,2023-03-17T00:00:00Z,0.001096823250915
2023-03-18,2023-03-18T00:00:00Z,0.0008378262330973
2023-03-19,2023-03-19T00:00:00Z,0.0008427193375048
2023-03-20,2023-03-20T00:00:00Z,0.00089820860325
2023-03-21,2023-03-21T00:00:00Z,0.000826381624446
2023-03-22,2023-03-22T00:00:00Z,0.0008588399138792
2023-03-23,2023-03-23T00:00:00Z,0.000954651896583
2023-03-24,2023-03-24T00:00:00Z,0.0010226774549233
2023-03-25,2023-03-25T00:00:00Z,0.0008685413290112
2023-03-26,2023-03-26T00:00:00Z,0.0008854767004699
2023-03-27,2023-03-27T00:00:00Z,0.001246725209877
2023-03-28,2023-03-28T00:00:00Z,0.0012668837580341
2023-03-29,2023-03-29T00:00:00Z,0.0013817218507655
2023-03-30,2023-03-30T00:00:00Z,0.0014307078677009
2023-03-31,2023-03-31T00:00:00Z,0.0012573988563801
2023-04-01,2023-04-01T00:00:00Z,0.0010759278537592
2023-04-02,2023-04-02T00:00:00Z,0.0010233315430046
2023-04-03,2023-04-03T00:00:00Z,0.0013160719877461
2023-04-04,2023-04-04T00:00:00Z,0.001413183789677
2023-04-05,2023-04-05T00:00:00Z,0.0016614120913937
2023-04-06,2023-04-06T00:00:00Z,0.0014138405887157
2023-04-07,2023-04-07T00:00:00Z,0.0011643163955059
2023-04-08,2023-04-08T00:00:00Z,0.001076203145086
2023-04-09,2023-04-09T00:00:00Z,0.0009475290226422
2023-04-10,2023-04-10T00:00:00Z,0.0011058737308055
2023-04-11,2023-04-11T00:00:00Z,0.0012171429499978
2023-04-12,2023-04-12T00:00:00Z,0.0011184827950732
2023-04-13,2023-04-13T00:00:00Z,0.0015353777545227
2023-04-14,2023-04-14T00:00:00Z,0.0013474803110402
2023-04-15,2023-04-15T00:00:00Z,0.0011257023118723
2023-04-16,2023-04-16T00:00:00Z,0.0012028570582378
2023-04-17,2023-04-17T00:00:00Z,0.0015870108830754
2023-04-18,2023-04-18T00:00:00Z,0.0023806085059662
2023-04-19,2023-04-19T00:00:00Z,0.003591270059402
2023-04-20,2023-04-20T00:00:00Z,0.0031177249480659
2023-04-21,2023-04-21T00:00:00Z,0.0019085254656608
2023-04-22,2023-04-22T00:00:00Z,0.0019095867862399
2023-04-23,2023-04-23T00:00:00Z,0.0021648836976649
2023-04-24,2023-04-24T00:00:00Z,0.002249790579152
2023-04-25,2023-04-25T00:00:00Z,0.0018752576938797
2023-04-26,2023-04-26T00:00:00Z,0.0019172346037201
2023-04-27,2023-04-27T00:00:00Z,0.0017432316066825
2023-04-28,2023-04-28T00:00:00Z,0.0018008266794432
2023-04-29,2023-04-29T00:00:00Z,0.0017241427569078
2023-04-30,2023-04-30T00:00:00Z,0.0022579001113011
2023-05-01,2023-05-01T00:00:00Z,0.0035646934461307
2023-05-02,2023-05-02T00:00:00Z,0.00421919877573
2023-05-03,2023-05-03T00:00:00Z,0.0036006915232165
2023-05-04,2023-05-04T00:00:00Z,0.0038254043673636
2023-05-05,2023-05-05T00:00:00Z,0.0062050114129365
2023-05-06,2023-05-06T00:00:00Z,0.0069399132369542
2023-05-07,2023-05-07T00:00:00Z,0.0058933193361962
2023-05-08,2023-05-08T00:00:00Z,0.0052942535677165
2023-05-09,2023-05-09T00:00:00Z,0.0044487064540228
2023-05-10,2023-05-10T00:00:00Z,0.0046598762557964
2023-05-11,2023-05-11T00:00:00Z,0.0049978807487595
2023-05-12,2023-05-12T00:00:00Z,0.0031849709076074
2023-05-13,2023-05-13T00:00:00Z,0.0021145500016347
2023-05-14,2023-05-14T00:00:00Z,0.0022860563125965
2023-05-15,2023-05-15T00:00:00Z,0.0029882073881289
2023-05-16,2023-05-16T00:00:00Z,0.0027722009944993
2023-05-17,2023-05-17T00:00:00Z,0.0025246338060626
2023-05-18,2023-05-18T00:00:00Z,0.002540997043767
2023-05-19,2023-05-19T00:00:00Z,0.0022439561260378
2023-05-20,2023-05-20T00:00:00Z,0.0015077296592218
2023-05-21,2023-05-21T00:00:00Z,0.0016353732161334
2023-05-22,2023-05-22T00:00:00Z,0.0022533997275097
2023-05-23,2023-05-23T00:00:00Z,0.0025799704495623
2023-05-24,2023-05-24T00:00:00Z,0.0021361952913467
2023-05-25,2023-05-25T00:00:00Z,0.0017919261492248
2023-05-26,2023-05-26T00:00:00Z,0.0015609726249098
2023-05-27,2023-05-27T00:00:00Z,0.0012671347169229
2023-05-28,2023-05-28T00:00:00Z,0.0015099099031803
2023-05-29,2023-05-29T00:00:00Z,0.0017928730365614
2023-05-30,2023-05-30T00:00:00Z,0.0022294009678314
2023-05-31,2023-05-31T00:00:00Z,0.0018323445228476
2023-06-01,2023-06-01T00:00:00Z,0.0020042641148343
2023-06-02,2023-06-02T00:00:00Z,0.0013843642776469
2023-06-03,2023-06-03T00:00:00Z,0.0011675506061899
2023-06-04,2023-06-04T00:00:00Z,0.0011386105229669
2023-06-05,2023-06-05T00:00:00Z,0.0013887955576931
2023-06-06,2023-06-06T00:00:00Z,0.0012139058024661
2023-06-07,2023-06-07T00:00:00Z,0.0010941399383956
2023-06-08,2023-06-08T00:00:00Z,0.001196364711696
2023-06-09,2023-06-09T00:00:00Z,0.0009250957256405
2023-06-10,2023-06-10T00:00:00Z,0.0008269837269186
2023-06-11,2023-06-11T00:00:00Z,0.0006840437912533
2023-06-12,2023-06-12T00:00:00Z,0.0008385869164269
2023-06-13,2023-06-13T00:00:00Z,0.0007907139925468
2023-06-14,2023-06-14T00:00:00Z,0.0009921840017934
2023-06-15,2023-06-15T00:00:00Z,0.0009236955379546
2023-06-16,2023-06-16T00:00:00Z,0.0008132383435403
2023-06-17,2023-06-17T00:00:00Z,0.0007848421084283
2023-06-18,2023-06-18T00:00:00Z,0.0006257229787409
2023-06-19,2023-06-19T00:00:00Z,0.0008113952994924
2023-06-20,2023-06-20T00:00:00Z,0.0007725617873839
2023-06-21,2023-06-21T00:00:00Z,0.0008926414695478
2023-06-22,2023-06-22T00:00:00Z,0.0007889349102192
2023-06-23,2023-06-23T00:00:00Z,0.0008529225254877
2023-06-24,2023-06-24T00:00:00Z,0.000619155620643
2023-06-25,2023-06-25T00:00:00Z,0.0005852727408414
2023-06-26,2023-06-26T00:00:00Z,0.0006560926411557
2023-06-27,2023-06-27T00:00:00Z,0.0007448146976997
2023-06-28,2023-06-28T00:00:00Z,0.0009040055007153
2023-06-29,2023-06-29T00:00:00Z,0.0014555688122603
2023-06-30,2023-06-30T00:00:00Z,0.0012277154157338
2023-07-01,2023-07-01T00:00:00Z,0.0008176816263535
2023-07-02,2023-07-02T00:00:00Z,0.0007031680931863
2023-07-03,2023-07-03T00:00:00Z,0.0008936176820213
2023-07-04,2023-07-04T00:00:00Z,0.0010351838633718
