date,Fund Flow Ratio
2015-07-10,0.05198005
2015-07-11,0.04866721
2015-07-12,0.04292395
2015-07-13,0.04020025
2015-07-14,0.04412699
2015-07-15,0.04289764
2015-07-16,0.04695521
2015-07-17,0.04386868
2015-07-18,0.04547024
2015-07-19,0.03998089
2015-07-20,0.03904334
2015-07-21,0.04041155
2015-07-22,0.04030843
2015-07-23,0.03263511
2015-07-24,0.03722669
2015-07-25,0.04893531
2015-07-26,0.03879431
2015-07-27,0.06186244
2015-07-28,0.07139025
2015-07-29,0.05481341
2015-07-30,0.06446862
2015-07-31,0.05766053
2015-08-01,0.06679906
2015-08-02,0.09700362
2015-08-03,0.06198923
2015-08-04,0.07246017
2015-08-05,0.0810018
2015-08-06,0.07187598
2015-08-07,0.06355983
2015-08-08,0.08999423
2015-08-09,0.20844803
2015-08-10,0.09047925
2015-08-11,0.06863461
2015-08-12,0.06231571
2015-08-13,0.04062058
2015-08-14,0.05416487
2015-08-15,0.059644
2015-08-16,0.06209302
2015-08-17,0.0478466
2015-08-18,0.05715272
2015-08-19,0.0541429
2015-08-20,0.05555831
2015-08-21,0.05526473
2015-08-22,0.06019594
2015-08-23,0.0369946
2015-08-24,0.05860015
2015-08-25,0.04419711
2015-08-26,0.06630284
2015-08-27,0.05079276
2015-08-28,0.08161369
2015-08-29,0.06112865
2015-08-30,0.05185826
2015-08-31,0.05813059
2015-09-01,0.07377302
2015-09-02,0.04546853
2015-09-03,0.05790139
2015-09-04,0.09162336
2015-09-05,0.0571378
2015-09-06,0.10121231
2015-09-07,0.06358832
2015-09-08,0.04916709
2015-09-09,0.09651065
2015-09-10,0.06261846
2015-09-11,0.06732072
2015-09-12,0.04231955
2015-09-13,0.06962568
2015-09-14,0.07261126
2015-09-15,0.05925624
2015-09-16,0.06751589
2015-09-17,0.06753641
2015-09-18,0.07546781
2015-09-19,0.10599197
2015-09-20,0.10819609
2015-09-21,0.08635981
2015-09-22,0.06757185
2015-09-23,0.05806865
2015-09-24,0.04678599
2015-09-25,0.0506339
2015-09-26,0.05633577
2015-09-27,0.04578592
2015-09-28,0.05914021
2015-09-29,0.06168026
2015-09-30,0.05920975
2015-10-01,0.04236469
2015-10-02,0.03551469
2015-10-03,0.04300325
2015-10-04,0.03904649
2015-10-05,0.04018318
2015-10-06,0.04235919
2015-10-07,0.09148996
2015-10-08,0.02800161
2015-10-09,0.05514047
2015-10-10,0.0268514
2015-10-11,0.0326863
2015-10-12,0.04656746
2015-10-13,0.04755272
2015-10-14,0.04535116
2015-10-15,0.04092688
2015-10-16,0.06485828
2015-10-17,0.09566141
2015-10-18,0.04370664
2015-10-19,0.0469917
2015-10-20,0.07596216
2015-10-21,0.09304951
2015-10-22,0.05029394
2015-10-23,0.04440167
2015-10-24,0.05544636
2015-10-25,0.06644936
2015-10-26,0.0811507
2015-10-27,0.04994935
2015-10-28,0.06819425
2015-10-29,0.05754239
2015-10-30,0.06544882
2015-10-31,0.05016179
2015-11-01,0.05228721
2015-11-02,0.05095484
2015-11-03,0.06890736
2015-11-04,0.02056002
2015-11-05,0.11415987
2015-11-06,0.04632955
2015-11-07,0.04322861
2015-11-08,0.04452785
2015-11-09,0.05099634
2015-11-10,0.04357276
2015-11-11,0.04488483
2015-11-12,0.04457609
2015-11-13,0.03800344
2015-11-14,0.03073323
2015-11-15,0.04087651
2015-11-16,0.04511465
2015-11-17,0.05240925
2015-11-18,0.05048124
2015-11-19,0.03822541
2015-11-20,0.04841243
2015-11-21,0.04699309
2015-11-22,0.06008018
2015-11-23,0.05114352
2015-11-24,0.04806334
2015-11-25,0.04144193
2015-11-26,0.05841184
2015-11-27,0.1241937
2015-11-28,0.03925879
2015-11-29,0.05204199
2015-11-30,0.04783954
2015-12-01,0.12374708
2015-12-02,0.05724649
2015-12-03,0.0531912
2015-12-04,0.03632023
2015-12-05,0.03142538
2015-12-06,0.02336662
2015-12-07,0.03822423
2015-12-08,0.03322182
2015-12-09,0.02810694
2015-12-10,0.02716724
2015-12-11,0.02931849
2015-12-12,0.03098861
2015-12-13,0.01803895
2015-12-14,0.01793647
2015-12-15,0.02844139
2015-12-16,0.02251679
2015-12-17,0.02542442
2015-12-18,0.02501548
2015-12-19,0.03123619
2015-12-20,0.01769985
2015-12-21,0.02399884
2015-12-22,0.02094641
2015-12-23,0.02131476
2015-12-24,0.02181788
2015-12-25,0.02224857
2015-12-26,0.0380862
2015-12-27,0.03217394
2015-12-28,0.02842452
2015-12-29,0.02710711
2015-12-30,0.01869982
2015-12-31,0.07415969
2016-01-01,0.0436579
2016-01-02,0.02624485
2016-01-03,0.0342644
2016-01-04,0.04482958
2016-01-05,0.03813302
2016-01-06,0.03479889
2016-01-07,0.05023669
2016-01-08,0.03839769
2016-01-09,0.0341671
2016-01-10,0.03008068
2016-01-11,0.03695864
2016-01-12,0.04999914
2016-01-13,0.05168944
2016-01-14,0.04793289
2016-01-15,0.04831012
2016-01-16,0.05221955
2016-01-17,0.00499418
2016-01-18,0.00773126
2016-01-19,0.00784527
2016-01-20,0.02276158
2016-01-21,0.02144409
2016-01-22,0.01362089
2016-01-23,0.00206777
2016-01-24,0.00094434
2016-01-25,0.00589628
2016-01-26,0.0127218
2016-01-27,0.00745602
2016-01-28,0.01640345
2016-01-29,0.01612402
2016-01-30,0.03008561
2016-01-31,0.04679502
2016-02-01,0.02017879
2016-02-02,0.03004488
2016-02-03,0.05515789
2016-02-04,0.04601248
2016-02-05,0.0424174
2016-02-06,0.02519377
2016-02-07,0.02232492
2016-02-08,0.02312452
2016-02-09,0.04345297
2016-02-10,0.03905382
2016-02-11,0.04567615
2016-02-12,0.04638854
2016-02-13,0.03728883
2016-02-14,0.02603706
2016-02-15,0.03221997
2016-02-16,0.0276507
2016-02-17,0.02662405
2016-02-18,0.02537263
2016-02-19,0.01850713
2016-02-20,0.02356759
2016-02-21,0.0226951
2016-02-22,0.02088462
2016-02-23,0.03392496
2016-02-24,0.03171051
2016-02-25,0.03718414
2016-02-26,0.04410086
2016-02-27,0.03360944
2016-02-28,0.01137332
2016-02-29,0.01363656
2016-03-01,0.0218504
2016-03-02,0.02740846
2016-03-03,0.03780525
2016-03-04,0.01601159
2016-03-05,0.00809584
2016-03-06,0.04288701
2016-03-07,0.03907325
2016-03-08,0.04827381
2016-03-09,0.05016268
2016-03-10,0.03896774
2016-03-11,0.04076837
2016-03-12,0.05516967
2016-03-13,0.04901015
2016-03-14,0.04882221
2016-03-15,0.03704992
2016-03-16,0.00836948
2016-03-17,0.01219842
2016-03-18,0.02510712
2016-03-19,0.0307986
2016-03-20,0.04428704
2016-03-21,0.04672304
2016-03-22,0.0423405
2016-03-23,0.03843212
2016-03-24,0.0424564
2016-03-25,0.03360416
2016-03-26,0.03395311
2016-03-27,0.03554763
2016-03-28,0.03731514
2016-03-29,0.0329472
2016-03-30,0.04333239
2016-03-31,0.03974263
2016-04-01,0.04730542
2016-04-02,0.03413622
2016-04-03,0.04067542
2016-04-04,0.03392318
2016-04-05,0.03926008
2016-04-06,0.03191695
2016-04-07,0.03635312
2016-04-08,0.03633705
2016-04-09,0.03200849
2016-04-10,0.03835971
2016-04-11,0.02812692
2016-04-12,0.02539379
2016-04-13,0.02810337
2016-04-14,0.02487067
2016-04-15,0.02131188
2016-04-16,0.01320748
2016-04-17,0.02430487
2016-04-18,0.01655891
2016-04-19,0.01932673
2016-04-20,0.01938821
2016-04-21,0.0175279
2016-04-22,0.01667347
2016-04-23,0.02017057
2016-04-24,0.03055687
2016-04-25,0.03461745
2016-04-26,0.03688878
2016-04-27,0.03698047
2016-04-28,0.03728879
2016-04-29,0.03324375
2016-04-30,0.03715937
2016-05-01,0.03193896
2016-05-02,0.03268773
2016-05-03,0.03811822
2016-05-04,0.03291487
2016-05-05,0.04060198
2016-05-06,0.03475636
2016-05-07,0.02838952
2016-05-08,0.02669034
2016-05-09,0.03781588
2016-05-10,0.03811697
2016-05-11,0.03391342
2016-05-12,0.03944207
2016-05-13,0.03909918
2016-05-14,0.03704724
2016-05-15,0.02826399
2016-05-16,0.02839505
2016-05-17,0.06026748
2016-05-18,0.05010122
2016-05-19,0.05496447
2016-05-20,0.0553473
2016-05-21,0.0463903
2016-05-22,0.04176554
2016-05-23,0.05206143
2016-05-24,0.04866155
2016-05-25,0.04113316
2016-05-26,0.03650627
2016-05-27,0.05906269
2016-05-28,0.05233583
2016-05-29,0.04550293
2016-05-30,0.0492106
2016-05-31,0.05988994
2016-06-01,0.05779584
2016-06-02,0.03362694
2016-06-03,0.0467672
2016-06-04,0.04614974
2016-06-05,0.0518976
2016-06-06,0.04543246
2016-06-07,0.04810319
2016-06-08,0.0503309
2016-06-09,0.07416954
2016-06-10,0.05501659
2016-06-11,0.05459641
2016-06-12,0.05713234
2016-06-13,0.05652134
2016-06-14,0.05838311
2016-06-15,0.05918403
2016-06-16,0.06493811
2016-06-17,0.0581209
2016-06-18,0.04535871
2016-06-19,0.0357593
2016-06-20,0.04251564
2016-06-21,0.058809
2016-06-22,0.0645837
2016-06-23,0.05483756
2016-06-24,0.04142452
2016-06-25,0.03753538
2016-06-26,0.04593436
2016-06-27,0.05284266
2016-06-28,0.06198783
2016-06-29,0.06129277
2016-06-30,0.05382994
2016-07-01,0.04780194
2016-07-02,0.04084411
2016-07-03,0.04839997
2016-07-04,0.03492562
2016-07-05,0.04838316
2016-07-06,0.05376295
2016-07-07,0.04913076
2016-07-08,0.03773262
2016-07-09,0.02836846
2016-07-10,0.02058404
2016-07-11,0.03150899
2016-07-12,0.03707607
2016-07-13,0.04312386
2016-07-14,0.04028237
2016-07-15,0.02669346
2016-07-16,0.03643389
2016-07-17,0.03575115
2016-07-18,0.02723295
2016-07-19,0.02816347
2016-07-20,0.03982378
2016-07-21,0.02742752
2016-07-22,0.03642801
2016-07-23,0.03065242
2016-07-24,0.03914102
2016-07-25,0.04197306
2016-07-26,0.03751487
2016-07-27,0.03975491
2016-07-28,0.02990775
2016-07-29,0.03221503
2016-07-30,0.02401425
2016-07-31,0.04377472
2016-08-01,0.05392868
2016-08-02,0.04927827
2016-08-03,0.07366969
2016-08-04,0.04379478
2016-08-05,0.04043823
2016-08-06,0.05043901
2016-08-07,0.03393513
2016-08-08,0.03365855
2016-08-09,0.04594871
2016-08-10,0.07229039
2016-08-11,0.08237242
2016-08-12,0.05215971
2016-08-13,0.03063059
2016-08-14,0.03601282
2016-08-15,0.04047376
2016-08-16,0.03683115
2016-08-17,0.05570897
2016-08-18,0.03418758
2016-08-19,0.04338906
2016-08-20,0.02423757
2016-08-21,0.03404043
2016-08-22,0.04533871
2016-08-23,0.05805803
2016-08-24,0.04021773
2016-08-25,0.03843046
2016-08-26,0.03144213
2016-08-27,0.03478514
2016-08-28,0.03935391
2016-08-29,0.05667148
2016-08-30,0.06118243
2016-08-31,0.04992721
2016-09-01,0.06806999
2016-09-02,0.05864264
2016-09-03,0.05329048
2016-09-04,0.06123247
2016-09-05,0.04552509
2016-09-06,0.0573686
2016-09-07,0.05941155
2016-09-08,0.05647988
2016-09-09,0.04197788
2016-09-10,0.03322186
2016-09-11,0.03908382
2016-09-12,0.03820512
2016-09-13,0.0439626
2016-09-14,0.03889874
2016-09-15,0.05323629
2016-09-16,0.04025169
2016-09-17,0.03501005
2016-09-18,0.03657906
2016-09-19,0.03609942
2016-09-20,0.03464847
2016-09-21,0.05055277
2016-09-22,0.03025155
2016-09-23,0.03780466
2016-09-24,0.02520902
2016-09-25,0.12252081
2016-09-26,0.03507223
2016-09-27,0.0490343
2016-09-28,0.03745084
2016-09-29,0.05411878
2016-09-30,0.03731196
2016-10-01,0.0540389
2016-10-02,0.04900233
2016-10-03,0.04451228
2016-10-04,0.04798067
2016-10-05,0.04503287
2016-10-06,0.03940381
2016-10-07,0.04296205
2016-10-08,0.04578152
2016-10-09,0.0286646
2016-10-10,0.03356699
2016-10-11,0.04794198
2016-10-12,0.04234365
2016-10-13,0.04475593
2016-10-14,0.04273566
2016-10-15,0.0247568
2016-10-16,0.04356336
2016-10-17,0.06735299
2016-10-18,0.06938353
2016-10-19,0.06784742
2016-10-20,0.04603224
2016-10-21,0.02643811
2016-10-22,0.06233605
2016-10-23,0.03241857
2016-10-24,0.02658321
2016-10-25,0.04611292
2016-10-26,0.04669189
2016-10-27,0.03778824
2016-10-28,0.06293769
2016-10-29,0.06662312
2016-10-30,0.05391351
2016-10-31,0.05776122
2016-11-01,0.06869866
2016-11-02,0.02074354
2016-11-03,0.01950132
2016-11-04,0.01496416
2016-11-05,0.01236913
2016-11-06,0.01320481
2016-11-07,0.02310123
2016-11-08,0.03084532
2016-11-09,0.0445624
2016-11-10,0.05606535
2016-11-11,0.0536407
2016-11-12,0.05862894
2016-11-13,0.05904628
2016-11-14,0.05438539
2016-11-15,0.05340849
2016-11-16,0.08033308
2016-11-17,0.07824994
2016-11-18,0.06026395
2016-11-19,0.06912724
2016-11-20,0.06129355
2016-11-21,0.04517037
2016-11-22,0.06608308
2016-11-23,0.05536396
2016-11-24,0.05465046
2016-11-25,0.06934195
2016-11-26,0.131344
2016-11-27,0.05747896
2016-11-28,0.07363741
2016-11-29,0.06399941
2016-11-30,0.07095258
2016-12-01,0.07087683
2016-12-02,0.07625405
2016-12-03,0.06337341
2016-12-04,0.04060759
2016-12-05,0.0644933
2016-12-06,0.0634846
2016-12-07,0.06675172
2016-12-08,0.07158837
2016-12-09,0.05829072
2016-12-10,0.04334439
2016-12-11,0.04147172
2016-12-12,0.06968653
2016-12-13,0.05266468
2016-12-14,0.05183773
2016-12-15,0.04650442
2016-12-16,0.05684941
2016-12-17,0.0545668
2016-12-18,0.04108919
2016-12-19,0.04360828
2016-12-20,0.04811712
2016-12-21,0.04344629
2016-12-22,0.05337217
2016-12-23,0.06036074
2016-12-24,0.05386982
2016-12-25,0.07094335
2016-12-26,0.05756458
2016-12-27,0.04671936
2016-12-28,0.06037524
2016-12-29,0.06483736
2016-12-30,0.05116153
2016-12-31,0.04396819
2017-01-01,0.05262107
2017-01-02,0.06176512
2017-01-03,0.04775049
2017-01-04,0.07162616
2017-01-05,0.08729949
2017-01-06,0.06860672
2017-01-07,0.05203515
2017-01-08,0.0540962
2017-01-09,0.05714627
2017-01-10,0.05693425
2017-01-11,0.05428734
2017-01-12,0.04903821
2017-01-13,0.0585247
2017-01-14,0.04932137
2017-01-15,0.03701863
2017-01-16,0.03841878
2017-01-17,0.05771966
2017-01-18,0.06190302
2017-01-19,0.04025742
2017-01-20,0.03904388
2017-01-21,0.07916426
2017-01-22,0.10156888
2017-01-23,0.05883704
2017-01-24,0.05173566
2017-01-25,0.05147735
2017-01-26,0.03548534
2017-01-27,0.03940052
2017-01-28,0.02999848
2017-01-29,0.0244475
2017-01-30,0.03549631
2017-01-31,0.04203807
2017-02-01,0.04085995
2017-02-02,0.03860922
2017-02-03,0.04726636
2017-02-04,0.02649537
2017-02-05,0.02543814
2017-02-06,0.04401533
2017-02-07,0.03970665
2017-02-08,0.04176545
2017-02-09,0.03784483
2017-02-10,0.02709595
2017-02-11,0.02582093
2017-02-12,0.03757885
2017-02-13,0.04364582
2017-02-14,0.03947849
2017-02-15,0.03342034
2017-02-16,0.03011989
2017-02-17,0.02563302
2017-02-18,0.029831
2017-02-19,0.02163399
2017-02-20,0.03134615
2017-02-21,0.04121732
2017-02-22,0.02947776
2017-02-23,0.02554125
2017-02-24,0.05814652
2017-02-25,0.04484617
2017-02-26,0.03430877
2017-02-27,0.03173855
2017-02-28,0.04135635
2017-03-01,0.03385547
2017-03-02,0.05056744
2017-03-03,0.02746822
2017-03-04,0.03806356
2017-03-05,0.03676033
2017-03-06,0.03892206
2017-03-07,0.04110803
2017-03-08,0.03804644
2017-03-09,0.01340315
2017-03-10,0.03971763
2017-03-11,0.05886413
2017-03-12,0.05814992
2017-03-13,0.05769463
2017-03-14,0.04138752
2017-03-15,0.05118967
2017-03-16,0.07339725
2017-03-17,0.08462747
2017-03-18,0.08403778
2017-03-19,0.02155707
2017-03-20,0.04532382
2017-03-21,0.02408763
2017-03-22,0.03435499
2017-03-23,0.05802673
2017-03-24,0.04961586
2017-03-25,0.0574728
2017-03-26,0.07079839
2017-03-27,0.07007495
2017-03-28,0.06137339
2017-03-29,0.07713701
2017-03-30,0.07992742
2017-03-31,0.05529458
2017-04-01,0.04107053
2017-04-02,0.03694076
2017-04-03,0.03710622
2017-04-04,0.06167608
2017-04-05,0.06094806
2017-04-06,0.07242366
2017-04-07,0.02329044
2017-04-08,0.00684356
2017-04-09,0.04912454
2017-04-10,0.04816877
2017-04-11,0.05554815
2017-04-12,0.0515723
2017-04-13,0.06325316
2017-04-14,0.0694177
2017-04-15,0.0635776
2017-04-16,0.03912082
2017-04-17,0.04190617
2017-04-18,0.05191931
2017-04-19,0.05947729
2017-04-20,0.0535078
2017-04-21,0.04662207
2017-04-22,0.04330056
2017-04-23,0.04590532
2017-04-24,0.05145165
2017-04-25,0.03364013
2017-04-26,0.05568236
2017-04-27,0.05194737
2017-04-28,0.05943422
2017-04-29,0.05498774
2017-04-30,0.05722757
2017-05-01,0.0653674
2017-05-02,0.06029402
2017-05-03,0.05469963
2017-05-04,0.07640352
2017-05-05,0.06991273
2017-05-06,0.05799232
2017-05-07,0.06911872
2017-05-08,0.06822836
2017-05-09,0.07137662
2017-05-10,0.05874382
2017-05-11,0.06619013
2017-05-12,0.0642091
2017-05-13,0.04274241
2017-05-14,0.04052766
2017-05-15,0.05704198
2017-05-16,0.07662504
2017-05-17,0.08309853
2017-05-18,0.0692162
2017-05-19,0.09308246
2017-05-20,0.06815618
2017-05-21,0.07628534
2017-05-22,0.08501425
2017-05-23,0.06192149
2017-05-24,0.08118481
2017-05-25,0.09584364
2017-05-26,0.09842218
2017-05-27,0.08413223
2017-05-28,0.05662822
2017-05-29,0.06374378
2017-05-30,0.0698209
2017-05-31,0.06782891
2017-06-01,0.07930344
2017-06-02,0.06669064
2017-06-03,0.06931347
2017-06-04,0.0478045
2017-06-05,0.06475595
2017-06-06,0.08044969
2017-06-07,0.0753311
2017-06-08,0.07773328
2017-06-09,0.05700393
2017-06-10,0.07030997
2017-06-11,0.0751522
2017-06-12,0.08524525
2017-06-13,0.07515918
2017-06-14,0.07387609
2017-06-15,0.08912638
2017-06-16,0.05559896
2017-06-17,0.06546036
2017-06-18,0.06893481
2017-06-19,0.06365472
2017-06-20,0.074972
2017-06-21,0.0614963
2017-06-22,0.05762898
2017-06-23,0.06090322
2017-06-24,0.06000245
2017-06-25,0.07588017
2017-06-26,0.06710915
2017-06-27,0.0804818
2017-06-28,0.07517688
2017-06-29,0.05490629
2017-06-30,0.06315087
2017-07-01,0.06010173
2017-07-02,0.06822801
2017-07-03,0.05592258
2017-07-04,0.06489935
2017-07-05,0.06365781
2017-07-06,0.05936541
2017-07-07,0.07022064
2017-07-08,0.05007695
2017-07-09,0.06525119
2017-07-10,0.06046303
2017-07-11,0.07851037
2017-07-12,0.06597201
2017-07-13,0.06361083
2017-07-14,0.06281337
2017-07-15,0.07935616
2017-07-16,0.08978347
2017-07-17,0.07957635
2017-07-18,0.08850368
2017-07-19,0.07011217
2017-07-20,0.08769099
2017-07-21,0.07537036
2017-07-22,0.06874222
2017-07-23,0.0717974
2017-07-24,0.05540213
2017-07-25,0.04764063
2017-07-26,0.05494249
2017-07-27,0.08209785
2017-07-28,0.07624552
2017-07-29,0.044944
2017-07-30,0.03207406
2017-07-31,0.09664638
2017-08-01,0.07967351
2017-08-02,0.10203819
2017-08-03,0.12646164
2017-08-04,0.08937178
2017-08-05,0.11233214
2017-08-06,0.09713773
2017-08-07,0.10453003
2017-08-08,0.0826855
2017-08-09,0.08505523
2017-08-10,0.08897428
2017-08-11,0.09186734
2017-08-12,0.09533656
2017-08-13,0.10753914
2017-08-14,0.08338974
2017-08-15,0.10158295
2017-08-16,0.0937927
2017-08-17,0.06250499
2017-08-18,0.10375746
2017-08-19,0.10361591
2017-08-20,0.10479139
2017-08-21,0.10072736
2017-08-22,0.13733523
2017-08-23,0.09819295
2017-08-24,0.11714704
2017-08-25,0.10252981
2017-08-26,0.08257773
2017-08-27,0.10558812
2017-08-28,0.13661812
2017-08-29,0.10932651
2017-08-30,0.10395832
2017-08-31,0.09087841
2017-09-01,0.09639518
2017-09-02,0.08876885
2017-09-03,0.08897326
2017-09-04,0.10895236
2017-09-05,0.03701607
2017-09-06,0.07702157
2017-09-07,0.07344057
2017-09-08,0.10986445
2017-09-09,0.06615901
2017-09-10,0.1022297
2017-09-11,0.05628369
2017-09-12,0.06635195
2017-09-13,0.07300254
2017-09-14,0.07419968
2017-09-15,0.10508366
2017-09-16,0.06633127
2017-09-17,0.05437034
2017-09-18,0.08154149
2017-09-19,0.07829028
2017-09-20,0.05637934
2017-09-21,0.05983308
2017-09-22,0.06156327
2017-09-23,0.06268604
2017-09-24,0.06167687
2017-09-25,0.0619476
2017-09-26,0.05066442
2017-09-27,0.0623839
2017-09-28,0.0693856
2017-09-29,0.06455798
2017-09-30,0.05760123
2017-10-01,0.04591829
2017-10-02,0.05673039
2017-10-03,0.08463049
2017-10-04,0.07626841
2017-10-05,0.05756657
2017-10-06,0.06682084
2017-10-07,0.07790846
2017-10-08,0.06408777
2017-10-09,0.06222819
2017-10-10,0.06298321
2017-10-11,0.06483519
2017-10-12,0.07151542
2017-10-13,0.08680605
2017-10-14,0.05762306
2017-10-15,0.06213396
2017-10-16,0.05079041
2017-10-17,0.0330984
2017-10-18,0.05737324
2017-10-19,0.04802795
2017-10-20,0.06198571
2017-10-21,0.06212158
2017-10-22,0.06826723
2017-10-23,0.10084496
2017-10-24,0.10300867
2017-10-25,0.06143575
2017-10-26,0.05923193
2017-10-27,0.04037317
2017-10-28,0.05295026
2017-10-29,0.06984472
2017-10-30,0.05798294
2017-10-31,0.06142596
2017-11-01,0.06225671
2017-11-02,0.09120789
2017-11-03,0.04412684
2017-11-04,0.01487164
2017-11-05,0.01272121
2017-11-06,0.0467394
2017-11-07,0.04884469
2017-11-08,0.05009949
2017-11-09,0.10818096
2017-11-10,0.11937471
2017-11-11,0.14419237
2017-11-12,0.16887779
2017-11-13,0.08023522
2017-11-14,0.05161305
2017-11-15,0.06607774
2017-11-16,0.05577362
2017-11-17,0.121653
2017-11-18,0.1791374
2017-11-19,0.12549499
2017-11-20,0.06730689
2017-11-21,0.08491116
2017-11-22,0.11116992
2017-11-23,0.09217538
2017-11-24,0.13439785
2017-11-25,0.09055514
2017-11-26,0.09684753
2017-11-27,0.09240097
2017-11-28,0.0799121
2017-11-29,0.0860436
2017-11-30,0.09007568
2017-12-01,0.08053997
2017-12-02,0.05511575
2017-12-03,0.07180796
2017-12-04,0.06168677
2017-12-05,0.05910781
2017-12-06,0.07052614
2017-12-07,0.08756717
2017-12-08,0.11465462
2017-12-09,0.07640051
2017-12-10,0.09148352
2017-12-11,0.07897744
2017-12-12,0.06091202
2017-12-13,0.06412252
2017-12-14,0.07608262
2017-12-15,0.07466308
2017-12-16,0.05635019
2017-12-17,0.05786797
2017-12-18,0.06717619
2017-12-19,0.11206658
2017-12-20,0.10436445
2017-12-21,0.12308612
2017-12-22,0.14530091
2017-12-23,0.10209868
2017-12-24,0.11049455
2017-12-25,0.08028708
2017-12-26,0.07791476
2017-12-27,0.0955355
2017-12-28,0.10554833
2017-12-29,0.10999434
2017-12-30,0.09630328
2017-12-31,0.09343093
2018-01-01,0.08475328
2018-01-02,0.08911672
2018-01-03,0.08206316
2018-01-04,0.10650173
2018-01-05,0.09703661
2018-01-06,0.06653321
2018-01-07,0.06675093
2018-01-08,0.08723024
2018-01-09,0.11235784
2018-01-10,0.136698
2018-01-11,0.13387018
2018-01-12,0.11548358
2018-01-13,0.11190135
2018-01-14,0.10823156
2018-01-15,0.13515821
2018-01-16,0.1078866
2018-01-17,0.13216711
2018-01-18,0.13143208
2018-01-19,0.12439101
2018-01-20,0.12590007
2018-01-21,0.12642555
2018-01-22,0.11712595
2018-01-23,0.11618506
2018-01-24,0.11202161
2018-01-25,0.11091204
2018-01-26,0.11982011
2018-01-27,0.07109665
2018-01-28,0.04343411
2018-01-29,0.07132024
2018-01-30,0.07397134
2018-01-31,0.08767919
2018-02-01,0.12470261
2018-02-02,0.22044418
2018-02-03,0.14761559
2018-02-04,0.1605828
2018-02-05,0.14914323
2018-02-06,0.16859539
2018-02-07,0.16554735
2018-02-08,0.13441738
2018-02-09,0.1576555
2018-02-10,0.08639648
2018-02-11,0.07790714
2018-02-12,0.06438108
2018-02-13,0.08927536
2018-02-14,0.10272214
2018-02-15,0.10114577
2018-02-16,0.11494345
2018-02-17,0.06310504
2018-02-18,0.05718594
2018-02-19,0.04952703
2018-02-20,0.10616078
2018-02-21,0.10554026
2018-02-22,0.10621866
2018-02-23,0.12183573
2018-02-24,0.12762742
2018-02-25,0.11964578
2018-02-26,0.13684805
2018-02-27,0.12387875
2018-02-28,0.10602143
2018-03-01,0.09726924
2018-03-02,0.10363263
2018-03-03,0.09488483
2018-03-04,0.11210633
2018-03-05,0.12371552
2018-03-06,0.11400568
2018-03-07,0.15214747
2018-03-08,0.15099684
2018-03-09,0.13024877
2018-03-10,0.1202295
2018-03-11,0.11735272
2018-03-12,0.10599043
2018-03-13,0.06598738
2018-03-14,0.13128734
2018-03-15,0.07597932
2018-03-16,0.09642345
2018-03-17,0.03150633
2018-03-18,0.07104275
2018-03-19,0.10297894
2018-03-20,0.11871109
2018-03-21,0.12167471
2018-03-22,0.10196078
2018-03-23,0.10616513
2018-03-24,0.09160005
2018-03-25,0.07617137
2018-03-26,0.0713621
2018-03-27,0.09478911
2018-03-28,0.08144012
2018-03-29,0.1797871
2018-03-30,0.14294369
2018-03-31,0.12805128
2018-04-01,0.11225666
2018-04-02,0.08050233
2018-04-03,0.11913559
2018-04-04,0.09292948
2018-04-05,0.12184831
2018-04-06,0.08831789
2018-04-07,0.11974024
2018-04-08,0.07500394
2018-04-09,0.09829534
2018-04-10,0.1097025
2018-04-11,0.10866023
2018-04-12,0.09576949
2018-04-13,0.14084579
2018-04-14,0.11602708
2018-04-15,0.09062962
2018-04-16,0.09869053
2018-04-17,0.10763182
2018-04-18,0.11364117
2018-04-19,0.10424918
2018-04-20,0.11173943
2018-04-21,0.1209284
2018-04-22,0.12413102
2018-04-23,0.12870521
2018-04-24,0.10418066
2018-04-25,0.09544313
2018-04-26,0.15430448
2018-04-27,0.08541567
2018-04-28,0.09254544
2018-04-29,0.0790647
2018-04-30,0.10773873
2018-05-01,0.10369832
2018-05-02,0.11759954
2018-05-03,0.11882411
2018-05-04,0.10635726
2018-05-05,0.09477866
2018-05-06,0.09403906
2018-05-07,0.1085657
2018-05-08,0.12752803
2018-05-09,0.11769213
2018-05-10,0.13046123
2018-05-11,0.13975478
2018-05-12,0.11581085
2018-05-13,0.10640118
2018-05-14,0.11921306
2018-05-15,0.10802101
2018-05-16,0.112488
2018-05-17,0.10907297
2018-05-18,0.10515331
2018-05-19,0.08538791
2018-05-20,0.08740791
2018-05-21,0.11324588
2018-05-22,0.1021477
2018-05-23,0.14776036
2018-05-24,0.12363564
2018-05-25,0.12110323
2018-05-26,0.09271349
2018-05-27,0.06977173
2018-05-28,0.09080548
2018-05-29,0.10398489
2018-05-30,0.08875787
2018-05-31,0.09226598
2018-06-01,0.08346647
2018-06-02,0.07286297
2018-06-03,0.0715632
2018-06-04,0.06329613
2018-06-05,0.07606617
2018-06-06,0.08257434
2018-06-07,0.07733247
2018-06-08,0.06204775
2018-06-09,0.05486566
2018-06-10,0.09042018
2018-06-11,0.08991747
2018-06-12,0.09219573
2018-06-13,0.08060324
2018-06-14,0.07126171
2018-06-15,0.05733625
2018-06-16,0.07221453
2018-06-17,0.10332667
2018-06-18,0.08887797
2018-06-19,0.06171369
