date,Fees per Block USD (Mean)
2010-11-23,0.00097011
2010-11-24,0.00030377
2010-11-25,0.0
2010-11-26,0.00054241
2010-11-27,3.144e-05
2010-11-28,0.0
2010-11-29,3.3e-05
2010-11-30,1.031e-05
2010-12-01,4.84e-05
2010-12-02,8.138e-05
2010-12-03,1.328e-05
2010-12-04,9.76e-06
2010-12-05,2.385e-05
2010-12-06,3.825e-05
2010-12-07,8.008e-05
2010-12-08,4.013e-05
2010-12-09,3.343e-05
2010-12-10,9.714e-05
2010-12-11,0.00015276
2010-12-12,0.00019115
2010-12-13,0.00050786
2010-12-14,7.058e-05
2010-12-15,8.188e-05
2010-12-16,0.00014964
2010-12-17,0.00033894
2010-12-18,9.96e-05
2010-12-19,0.0001509
2010-12-20,0.0001125
2010-12-21,0.00013538
2010-12-22,0.00028074
2010-12-23,0.00010345
2010-12-24,0.00013119
2010-12-25,0.0001003
2010-12-26,0.0001748
2010-12-27,0.00012236
2010-12-28,0.00017191
2010-12-29,0.00024681
2010-12-30,0.000164
2010-12-31,4.324e-05
2011-01-01,0.00014777
2011-01-02,0.00015029
2011-01-03,0.00137715
2011-01-04,6.634e-05
2011-01-05,0.00018032
2011-01-06,0.0001756
2011-01-07,0.00010444
2011-01-08,3.353e-05
2011-01-09,0.00027742
2011-01-10,0.00013879
2011-01-11,7.885e-05
2011-01-12,0.00055476
2011-01-13,4.213e-05
2011-01-14,0.00014351
2011-01-15,0.000258
2011-01-16,0.00019179
2011-01-17,0.00030523
2011-01-18,8.365e-05
2011-01-19,9.26e-05
2011-01-20,0.00024609
2011-01-21,0.00012184
2011-01-22,0.00126352
2011-01-23,0.0009344
2011-01-24,0.00051371
2011-01-25,0.00033919
2011-01-26,0.00025483
2011-01-27,0.00155318
2011-01-28,0.00016937
2011-01-29,0.00120509
2011-01-30,0.00867846
2011-01-31,0.00232475
2011-02-01,0.00337659
2011-02-02,0.00022658
2011-02-03,0.00072532
2011-02-04,0.00051669
2011-02-05,0.00081342
2011-02-06,0.00061568
2011-02-07,0.0013831
2011-02-08,0.0009692
2011-02-09,0.00037195
2011-02-10,0.00460084
2011-02-11,0.00287123
2011-02-12,0.00408747
2011-02-13,0.00127273
2011-02-14,0.01495816
2011-02-15,0.00113616
2011-02-16,0.00265754
2011-02-17,0.00055585
2011-02-18,0.00224725
2011-02-19,0.00318291
2011-02-20,0.00085859
2011-02-21,0.00176363
2011-02-22,0.00101239
2011-02-23,0.00139946
2011-02-24,0.00080804
2011-02-25,0.00166416
2011-02-26,0.00194549
2011-02-27,0.00393934
2011-02-28,0.00296903
2011-03-01,0.00298823
2011-03-02,0.0021959
2011-03-03,0.03567987
2011-03-04,0.00293824
2011-03-05,0.00789759
2011-03-06,0.01708332
2011-03-07,0.02507029
2011-03-08,0.01828375
2011-03-09,0.01754803
2011-03-10,0.01889833
2011-03-11,0.04455663
2011-03-12,0.01014348
2011-03-13,0.01339035
2011-03-14,0.01419394
2011-03-15,0.01421673
2011-03-16,0.01144559
2011-03-17,0.00813357
2011-03-18,0.00919493
2011-03-19,0.00810097
2011-03-20,0.01345346
2011-03-21,0.04445048
2011-03-22,0.07158855
2011-03-23,0.09781711
2011-03-24,0.04716644
2011-03-25,0.02647581
2011-03-26,0.02807349
2011-03-27,0.03624189
2011-03-28,0.02097323
2011-03-29,0.0166284
2011-03-30,0.02091136
2011-03-31,0.01530185
2011-04-01,0.0149544
2011-04-02,0.01190536
2011-04-03,0.01891462
2011-04-04,0.02169068
2011-04-05,0.01929004
2011-04-06,0.0244515
2011-04-07,0.01533342
2011-04-08,0.01861466
2011-04-09,0.01970064
2011-04-10,0.02237829
2011-04-11,0.02062986
2011-04-12,0.02477396
2011-04-13,0.01930878
2011-04-14,0.08876938
2011-04-15,0.01819719
2011-04-16,0.02221713
2011-04-17,0.01336305
2011-04-18,0.02571456
2011-04-19,0.0439589
2011-04-20,0.05666804
2011-04-21,0.02777019
2011-04-22,0.04235036
2011-04-23,0.05210213
2011-04-24,0.06693636
2011-04-25,0.0707499
2011-04-26,0.0471173
2011-04-27,0.09564038
2011-04-28,0.08937388
2011-04-29,0.10687071
2011-04-30,0.19146894
2011-05-01,0.1920153
2011-05-02,0.0781923
2011-05-03,0.08379172
2011-05-04,0.11002859
2011-05-05,0.14444297
2011-05-06,0.12007767
2011-05-07,0.11322869
2011-05-08,0.13115589
2011-05-09,0.17312123
2011-05-10,0.25910745
2011-05-11,0.23016161
2011-05-12,0.26965313
2011-05-13,0.45705722
2011-05-14,0.431453
2011-05-15,0.47309774
2011-05-16,0.47634472
2011-05-17,0.38565945
2011-05-18,0.46949887
2011-05-19,0.6455612
2011-05-20,0.44323862
2011-05-21,0.5866852
2011-05-22,0.49965283
2011-05-23,0.44725501
2011-05-24,0.52383833
2011-05-25,0.57026278
2011-05-26,0.63030349
2011-05-27,0.704342
2011-05-28,0.74701855
2011-05-29,0.64625316
2011-05-30,1.06829282
2011-05-31,1.16274581
2011-06-01,1.22650615
2011-06-02,1.32101768
2011-06-03,1.85786527
2011-06-04,2.71372569
2011-06-05,1.90143189
2011-06-06,2.33290486
2011-06-07,4.09092948
2011-06-08,7.10292915
2011-06-09,5.64456719
2011-06-10,4.12489013
2011-06-11,2.0557046
2011-06-12,3.52702933
2011-06-13,3.19447533
2011-06-14,2.82764452
2011-06-15,2.79930217
2011-06-16,3.01144166
2011-06-17,2.60693823
2011-06-18,2.42902719
2011-06-19,2.03309249
2011-06-20,1.5172664
2011-06-21,1.23852696
2011-06-22,1.19318738
2011-06-23,1.06122051
2011-06-24,1.32954098
2011-06-25,2.8672536
2011-06-26,2.78795649
2011-06-27,2.62915679
2011-06-28,2.10269744
2011-06-29,1.95680199
2011-06-30,1.49208153
2011-07-01,1.66124445
2011-07-02,1.34273408
2011-07-03,1.24907649
2011-07-04,1.30461284
2011-07-05,1.74622482
2011-07-06,1.60142612
2011-07-07,1.58079571
2011-07-08,1.14731003
2011-07-09,1.25181372
2011-07-10,1.36060833
2011-07-11,1.34556572
2011-07-12,1.27048401
2011-07-13,1.09146384
2011-07-14,1.3011213
2011-07-15,1.38917392
2011-07-16,0.9743573
2011-07-17,0.93918712
2011-07-18,1.02585822
2011-07-19,1.44832348
2011-07-20,0.97141876
2011-07-21,0.80601149
2011-07-22,1.2281398
2011-07-23,0.72224015
2011-07-24,0.85933641
2011-07-25,1.03075382
2011-07-26,0.61789687
2011-07-27,0.71218208
2011-07-28,0.65620462
2011-07-29,0.58555737
2011-07-30,0.50851829
2011-07-31,0.51875523
2011-08-01,0.61075656
2011-08-02,0.58135138
2011-08-03,0.48336869
2011-08-04,0.64815685
2011-08-05,0.44641691
2011-08-06,1.29370187
2011-08-07,0.40998439
2011-08-08,0.45566664
2011-08-09,0.79974741
2011-08-10,0.70559251
2011-08-11,0.49117263
2011-08-12,0.43919082
2011-08-13,0.53713819
2011-08-14,0.84374411
2011-08-15,0.8421926
2011-08-16,0.74067053
2011-08-17,0.54248425
2011-08-18,0.44512592
2011-08-19,0.69073335
2011-08-20,0.40815727
2011-08-21,0.40206449
2011-08-22,0.48682273
2011-08-23,0.49157949
2011-08-24,0.70409773
2011-08-25,0.42899733
2011-08-26,0.2608952
2011-08-27,0.35404345
2011-08-28,0.35286044
2011-08-29,0.34799016
2011-08-30,0.59147912
2011-08-31,0.31288215
2011-09-01,0.35709959
2011-09-02,0.3786041
2011-09-03,0.22394686
2011-09-04,0.60250311
2011-09-05,0.34985417
2011-09-06,0.29651162
2011-09-07,0.4300741
2011-09-08,0.23631875
2011-09-09,0.25062226
2011-09-10,0.19256279
2011-09-11,0.23912575
2011-09-12,0.24559574
2011-09-13,0.16982232
2011-09-14,0.14551409
2011-09-15,0.22712352
2011-09-16,0.20123768
2011-09-17,0.18358267
2011-09-18,0.17699623
2011-09-19,0.25483088
2011-09-20,0.28680236
2011-09-21,0.19893759
2011-09-22,0.13877906
2011-09-23,0.17633599
2011-09-24,0.28466412
2011-09-25,0.13101722
2011-09-26,0.10686738
2011-09-27,0.17290341
2011-09-28,0.14216851
2011-09-29,0.13015912
2011-09-30,0.15198691
2011-10-01,0.12815776
2011-10-02,0.13210673
2011-10-03,0.31325446
2011-10-04,0.1626885
2011-10-05,0.13311841
2011-10-06,0.29919232
2011-10-07,0.13292493
2011-10-08,0.11162515
2011-10-09,0.09492396
2011-10-10,0.11151748
2011-10-11,0.22136313
2011-10-12,0.16007502
2011-10-13,0.17350941
2011-10-14,0.09777639
2011-10-15,0.09677723
2011-10-16,0.09591987
2011-10-17,0.09320374
2011-10-18,0.05851748
2011-10-19,0.05567183
2011-10-20,0.1227389
2011-10-21,0.056854
2011-10-22,0.09070235
2011-10-23,0.09160647
2011-10-24,0.06990618
2011-10-25,0.05885267
2011-10-26,0.07317847
2011-10-27,0.08160892
2011-10-28,0.09247227
2011-10-29,0.11008858
2011-10-30,0.09673268
2011-10-31,0.07740313
2011-11-01,0.10296363
2011-11-02,0.06970688
2011-11-03,0.07335404
2011-11-04,0.06661029
2011-11-05,0.07368332
2011-11-06,0.04862821
2011-11-07,0.07927447
2011-11-08,0.08489475
2011-11-09,0.06013314
2011-11-10,0.06722759
2011-11-11,0.05411759
2011-11-12,0.05237748
2011-11-13,0.05914798
2011-11-14,0.04274
2011-11-15,0.04069184
2011-11-16,0.07149556
2011-11-17,0.04609742
2011-11-18,0.05174185
2011-11-19,0.05588207
2011-11-20,0.06054406
2011-11-21,0.0538902
2011-11-22,0.04921132
2011-11-23,0.06112836
2011-11-24,0.08607312
2011-11-25,0.07957248
2011-11-26,0.05833971
2011-11-27,0.05548369
2011-11-28,0.06110897
2011-11-29,0.08730144
2011-11-30,0.06700716
2011-12-01,0.07540723
2011-12-02,0.09804821
2011-12-03,0.0855362
2011-12-04,0.05911939
2011-12-05,0.05471923
2011-12-06,0.07529937
2011-12-07,0.08384186
2011-12-08,0.04976854
2011-12-09,0.06082308
2011-12-10,0.06116908
2011-12-11,4.70989044
2011-12-12,4.37723079
2011-12-13,0.09981481
2011-12-14,0.079525
2011-12-15,0.22370763
2011-12-16,0.07326818
2011-12-17,0.07714104
2011-12-18,0.06876612
2011-12-19,0.09204113
2011-12-20,0.17411645
2011-12-21,0.11123708
2011-12-22,0.09077265
2011-12-23,0.07373214
2011-12-24,0.06102446
2011-12-25,0.07103207
2011-12-26,0.07391943
2011-12-27,0.08411586
2011-12-28,0.0850396
2011-12-29,0.12558248
2011-12-30,0.09987144
2011-12-31,0.12337944
2012-01-01,0.12237089
2012-01-02,0.19185042
2012-01-03,0.16429441
2012-01-04,0.531043
2012-01-05,0.26931769
2012-01-06,0.25414021
2012-01-07,0.16580846
2012-01-08,0.16249503
2012-01-09,0.24568379
2012-01-10,0.22084673
2012-01-11,0.25716018
2012-01-12,1.80827057
2012-01-13,0.44819198
2012-01-14,0.57536651
2012-01-15,0.6764199
2012-01-16,1.48953049
2012-01-17,0.27290651
2012-01-18,0.50155062
2012-01-19,1.16653798
2012-01-20,1.10849721
2012-01-21,0.1797576
2012-01-22,0.14095245
2012-01-23,0.18544506
2012-01-24,0.44118459
2012-01-25,0.29821362
2012-01-26,0.34638722
2012-01-27,0.8630621
2012-01-28,0.35254447
2012-01-29,7.10502158
2012-01-30,0.92951811
2012-01-31,0.26267878
2012-02-01,0.20470629
2012-02-02,0.4445645
2012-02-03,0.26047031
2012-02-04,0.32492398
2012-02-05,0.17067756
2012-02-06,0.16026264
2012-02-07,0.27580919
2012-02-08,0.19752227
2012-02-09,0.29827363
2012-02-10,0.17886119
2012-02-11,0.14603983
2012-02-12,0.1349768
2012-02-13,0.20168906
2012-02-14,0.50042801
2012-02-15,0.19690063
2012-02-16,0.31160328
2012-02-17,0.10492294
2012-02-18,0.08259605
2012-02-19,0.07362612
2012-02-20,0.12828186
2012-02-21,0.11352319
2012-02-22,0.09500471
2012-02-23,0.15134174
2012-02-24,0.1489615
2012-02-25,0.09033913
2012-02-26,0.11243434
2012-02-27,0.18220517
2012-02-28,0.11706627
2012-02-29,0.09237672
2012-03-01,0.21896093
2012-03-02,0.15820514
2012-03-03,0.10061543
2012-03-04,0.16981449
2012-03-05,0.17835469
2012-03-06,0.1765094
2012-03-07,0.12891179
2012-03-08,0.12875643
2012-03-09,0.11968715
2012-03-10,0.12835078
2012-03-11,0.10643001
2012-03-12,0.11090328
2012-03-13,0.37273406
2012-03-14,0.20338042
2012-03-15,0.15915847
2012-03-16,0.30816146
2012-03-17,0.10924483
