date,timestamp_utc,Fees per Transaction (Mean)
2013-07-11,2013-07-11T00:00:00Z,0.00081646
2013-07-12,2013-07-12T00:00:00Z,0.00063982
2013-07-13,2013-07-13T00:00:00Z,0.00088879
2013-07-14,2013-07-14T00:00:00Z,0.00065971
2013-07-15,2013-07-15T00:00:00Z,0.00061035
2013-07-16,2013-07-16T00:00:00Z,0.00091458
2013-07-17,2013-07-17T00:00:00Z,0.00083253
2013-07-18,2013-07-18T00:00:00Z,0.00091175
2013-07-19,2013-07-19T00:00:00Z,0.00057723
2013-07-20,2013-07-20T00:00:00Z,0.00068556
2013-07-21,2013-07-21T00:00:00Z,0.00069649
2013-07-22,2013-07-22T00:00:00Z,0.00082306
2013-07-23,2013-07-23T00:00:00Z,0.00056015
2013-07-24,2013-07-24T00:00:00Z,0.00084404
2013-07-25,2013-07-25T00:00:00Z,0.0007971
2013-07-26,2013-07-26T00:00:00Z,0.00054621
2013-07-27,2013-07-27T00:00:00Z,0.00087553
2013-07-28,2013-07-28T00:00:00Z,0.00064152
2013-07-29,2013-07-29T00:00:00Z,0.00073044
2013-07-30,2013-07-30T00:00:00Z,0.0008982
2013-07-31,2013-07-31T00:00:00Z,0.00099824
2013-08-01,2013-08-01T00:00:00Z,0.00075582
2013-08-02,2013-08-02T00:00:00Z,0.00056576
2013-08-03,2013-08-03T00:00:00Z,0.00058003
2013-08-04,2013-08-04T00:00:00Z,0.00073676
2013-08-05,2013-08-05T00:00:00Z,0.00054807
2013-08-06,2013-08-06T00:00:00Z,0.00076931
2013-08-07,2013-08-07T00:00:00Z,0.00054956
2013-08-08,2013-08-08T00:00:00Z,0.00084941
2013-08-09,2013-08-09T00:00:00Z,0.00088729
2013-08-10,2013-08-10T00:00:00Z,0.00057582
2013-08-11,2013-08-11T00:00:00Z,0.00085963
2013-08-12,2013-08-12T00:00:00Z,0.00050729
2013-08-13,2013-08-13T00:00:00Z,0.00056239
2013-08-14,2013-08-14T00:00:00Z,0.00085853
2013-08-15,2013-08-15T00:00:00Z,0.00109215
2013-08-16,2013-08-16T00:00:00Z,0.00066168
2013-08-17,2013-08-17T00:00:00Z,0.00051319
2013-08-18,2013-08-18T00:00:00Z,0.00081754
2013-08-19,2013-08-19T00:00:00Z,0.00068387
2013-08-20,2013-08-20T00:00:00Z,0.00054214
2013-08-21,2013-08-21T00:00:00Z,0.00053284
2013-08-22,2013-08-22T00:00:00Z,0.00058219
2013-08-23,2013-08-23T00:00:00Z,0.00061577
2013-08-24,2013-08-24T00:00:00Z,0.00053705
2013-08-25,2013-08-25T00:00:00Z,0.00068337
2013-08-26,2013-08-26T00:00:00Z,0.00072964
2013-08-27,2013-08-27T00:00:00Z,0.0006425
2013-08-28,2013-08-28T00:00:00Z,0.00403963
2013-08-29,2013-08-29T00:00:00Z,0.00045984
2013-08-30,2013-08-30T00:00:00Z,0.00070374
2013-08-31,2013-08-31T00:00:00Z,0.00066042
2013-09-01,2013-09-01T00:00:00Z,0.00053801
2013-09-02,2013-09-02T00:00:00Z,0.00092858
2013-09-03,2013-09-03T00:00:00Z,0.00060098
2013-09-04,2013-09-04T00:00:00Z,0.00051237
2013-09-05,2013-09-05T00:00:00Z,0.00053876
2013-09-06,2013-09-06T00:00:00Z,0.00055206
2013-09-07,2013-09-07T00:00:00Z,0.00047276
2013-09-08,2013-09-08T00:00:00Z,0.00056469
2013-09-09,2013-09-09T00:00:00Z,0.00053122
2013-09-10,2013-09-10T00:00:00Z,0.00048074
2013-09-11,2013-09-11T00:00:00Z,0.00046021
2013-09-12,2013-09-12T00:00:00Z,0.00058258
2013-09-13,2013-09-13T00:00:00Z,0.00046971
2013-09-14,2013-09-14T00:00:00Z,0.00046693
2013-09-15,2013-09-15T00:00:00Z,0.00051684
2013-09-16,2013-09-16T00:00:00Z,0.00079644
2013-09-17,2013-09-17T00:00:00Z,0.00446857
2013-09-18,2013-09-18T00:00:00Z,0.00178037
2013-09-19,2013-09-19T00:00:00Z,0.00153871
2013-09-20,2013-09-20T00:00:00Z,0.00045938
2013-09-21,2013-09-21T00:00:00Z,0.00051149
2013-09-22,2013-09-22T00:00:00Z,0.00051855
2013-09-23,2013-09-23T00:00:00Z,0.00060619
2013-09-24,2013-09-24T00:00:00Z,0.00049151
2013-09-25,2013-09-25T00:00:00Z,0.00057164
2013-09-26,2013-09-26T00:00:00Z,0.00047453
2013-09-27,2013-09-27T00:00:00Z,0.00176757
2013-09-28,2013-09-28T00:00:00Z,0.00061519
2013-09-29,2013-09-29T00:00:00Z,0.00063021
2013-09-30,2013-09-30T00:00:00Z,0.00054799
2013-10-01,2013-10-01T00:00:00Z,0.00068686
2013-10-02,2013-10-02T00:00:00Z,0.00064629
2013-10-03,2013-10-03T00:00:00Z,0.00061671
2013-10-04,2013-10-04T00:00:00Z,0.00047861
2013-10-05,2013-10-05T00:00:00Z,0.00057584
2013-10-06,2013-10-06T00:00:00Z,0.00049581
2013-10-07,2013-10-07T00:00:00Z,0.00073387
2013-10-08,2013-10-08T00:00:00Z,0.00038096
2013-10-09,2013-10-09T00:00:00Z,0.00060156
2013-10-10,2013-10-10T00:00:00Z,0.00054814
2013-10-11,2013-10-11T00:00:00Z,0.00044011
2013-10-12,2013-10-12T00:00:00Z,0.00065261
2013-10-13,2013-10-13T00:00:00Z,0.00060303
2013-10-14,2013-10-14T00:00:00Z,0.00057754
2013-10-15,2013-10-15T00:00:00Z,0.00069545
2013-10-16,2013-10-16T00:00:00Z,0.00093249
2013-10-17,2013-10-17T00:00:00Z,0.00078195
2013-10-18,2013-10-18T00:00:00Z,0.00064501
2013-10-19,2013-10-19T00:00:00Z,0.00065826
2013-10-20,2013-10-20T00:00:00Z,0.00057878
2013-10-21,2013-10-21T00:00:00Z,0.00062524
2013-10-22,2013-10-22T00:00:00Z,0.00064318
2013-10-23,2013-10-23T00:00:00Z,0.00083092
2013-10-24,2013-10-24T00:00:00Z,0.00080047
2013-10-25,2013-10-25T00:00:00Z,0.00089236
2013-10-26,2013-10-26T00:00:00Z,0.00074305
2013-10-27,2013-10-27T00:00:00Z,0.00132723
2013-10-28,2013-10-28T00:00:00Z,0.00061229
2013-10-29,2013-10-29T00:00:00Z,0.00069229
2013-10-30,2013-10-30T00:00:00Z,0.000616
2013-10-31,2013-10-31T00:00:00Z,0.00051714
2013-11-01,2013-11-01T00:00:00Z,0.00077505
2013-11-02,2013-11-02T00:00:00Z,0.00060368
2013-11-03,2013-11-03T00:00:00Z,0.00114332
2013-11-04,2013-11-04T00:00:00Z,0.00114344
2013-11-05,2013-11-05T00:00:00Z,0.00091942
2013-11-06,2013-11-06T00:00:00Z,0.00265522
2013-11-07,2013-11-07T00:00:00Z,0.00212784
2013-11-08,2013-11-08T00:00:00Z,0.00180778
2013-11-09,2013-11-09T00:00:00Z,0.00101812
2013-11-10,2013-11-10T00:00:00Z,0.00079895
2013-11-11,2013-11-11T00:00:00Z,0.00108748
2013-11-12,2013-11-12T00:00:00Z,0.00038742
2013-11-13,2013-11-13T00:00:00Z,0.00035613
2013-11-14,2013-11-14T00:00:00Z,0.00033423
2013-11-15,2013-11-15T00:00:00Z,0.00028505
2013-11-16,2013-11-16T00:00:00Z,0.00030365
2013-11-17,2013-11-17T00:00:00Z,0.00033415
2013-11-18,2013-11-18T00:00:00Z,0.00034525
2013-11-19,2013-11-19T00:00:00Z,0.00034069
2013-11-20,2013-11-20T00:00:00Z,0.00032663
2013-11-21,2013-11-21T00:00:00Z,0.00037055
2013-11-22,2013-11-22T00:00:00Z,0.00030345
2013-11-23,2013-11-23T00:00:00Z,0.00029038
2013-11-24,2013-11-24T00:00:00Z,0.00028893
2013-11-25,2013-11-25T00:00:00Z,0.00027368
2013-11-26,2013-11-26T00:00:00Z,0.00030324
2013-11-27,2013-11-27T00:00:00Z,0.00031893
2013-11-28,2013-11-28T00:00:00Z,0.00031132
2013-11-29,2013-11-29T00:00:00Z,0.00029018
2013-11-30,2013-11-30T00:00:00Z,0.00026903
2013-12-01,2013-12-01T00:00:00Z,0.00026243
2013-12-02,2013-12-02T00:00:00Z,0.0002803
2013-12-03,2013-12-03T00:00:00Z,0.00026341
2013-12-04,2013-12-04T00:00:00Z,0.0002622
2013-12-05,2013-12-05T00:00:00Z,0.00027126
2013-12-06,2013-12-06T00:00:00Z,0.00026709
2013-12-07,2013-12-07T00:00:00Z,0.00055529
2013-12-08,2013-12-08T00:00:00Z,0.00024082
2013-12-09,2013-12-09T00:00:00Z,0.0002686
2013-12-10,2013-12-10T00:00:00Z,0.00025954
2013-12-11,2013-12-11T00:00:00Z,0.00025984
2013-12-12,2013-12-12T00:00:00Z,0.00024702
2013-12-13,2013-12-13T00:00:00Z,0.00025248
2013-12-14,2013-12-14T00:00:00Z,0.00023025
2013-12-15,2013-12-15T00:00:00Z,0.00022097
2013-12-16,2013-12-16T00:00:00Z,0.00022702
2013-12-17,2013-12-17T00:00:00Z,0.00022516
2013-12-18,2013-12-18T00:00:00Z,0.0002293
2013-12-19,2013-12-19T00:00:00Z,0.00023539
2013-12-20,2013-12-20T00:00:00Z,0.00025028
2013-12-21,2013-12-21T00:00:00Z,0.00022236
2013-12-22,2013-12-22T00:00:00Z,0.00021744
2013-12-23,2013-12-23T00:00:00Z,0.00022389
2013-12-24,2013-12-24T00:00:00Z,0.00021664
2013-12-25,2013-12-25T00:00:00Z,0.00022288
2013-12-26,2013-12-26T00:00:00Z,0.00026152
2013-12-27,2013-12-27T00:00:00Z,0.00023394
2013-12-28,2013-12-28T00:00:00Z,0.0002436
2013-12-29,2013-12-29T00:00:00Z,0.00028445
2013-12-30,2013-12-30T00:00:00Z,0.00021179
2013-12-31,2013-12-31T00:00:00Z,0.00022576
2014-01-01,2014-01-01T00:00:00Z,0.00021848
2014-01-02,2014-01-02T00:00:00Z,0.0002528
2014-01-03,2014-01-03T00:00:00Z,0.00022722
2014-01-04,2014-01-04T00:00:00Z,0.0002367
2014-01-05,2014-01-05T00:00:00Z,0.00023838
2014-01-06,2014-01-06T00:00:00Z,0.00043929
2014-01-07,2014-01-07T00:00:00Z,0.00024756
2014-01-08,2014-01-08T00:00:00Z,0.00023063
2014-01-09,2014-01-09T00:00:00Z,0.00021772
2014-01-10,2014-01-10T00:00:00Z,0.00023228
2014-01-11,2014-01-11T00:00:00Z,0.00022022
2014-01-12,2014-01-12T00:00:00Z,0.00023441
2014-01-13,2014-01-13T00:00:00Z,0.000225
2014-01-14,2014-01-14T00:00:00Z,0.00028121
2014-01-15,2014-01-15T00:00:00Z,0.00027431
2014-01-16,2014-01-16T00:00:00Z,0.00023439
2014-01-17,2014-01-17T00:00:00Z,0.00024918
2014-01-18,2014-01-18T00:00:00Z,0.00024754
2014-01-19,2014-01-19T00:00:00Z,0.00023876
2014-01-20,2014-01-20T00:00:00Z,0.00024325
2014-01-21,2014-01-21T00:00:00Z,0.00021542
2014-01-22,2014-01-22T00:00:00Z,0.00022519
2014-01-23,2014-01-23T00:00:00Z,0.00026493
2014-01-24,2014-01-24T00:00:00Z,0.00023374
2014-01-25,2014-01-25T00:00:00Z,0.00022073
2014-01-26,2014-01-26T00:00:00Z,0.0002199
2014-01-27,2014-01-27T00:00:00Z,0.00020962
2014-01-28,2014-01-28T00:00:00Z,0.0002158
2014-01-29,2014-01-29T00:00:00Z,0.00022364
2014-01-30,2014-01-30T00:00:00Z,0.00021931
2014-01-31,2014-01-31T00:00:00Z,0.00023931
2014-02-01,2014-02-01T00:00:00Z,0.00020903
2014-02-02,2014-02-02T00:00:00Z,0.00020657
2014-02-03,2014-02-03T00:00:00Z,0.0002115
2014-02-04,2014-02-04T00:00:00Z,0.00020427
2014-02-05,2014-02-05T00:00:00Z,0.00020516
2014-02-06,2014-02-06T00:00:00Z,0.00021456
2014-02-07,2014-02-07T00:00:00Z,0.00021759
2014-02-08,2014-02-08T00:00:00Z,0.00018923
2014-02-09,2014-02-09T00:00:00Z,0.00018837
2014-02-10,2014-02-10T00:00:00Z,0.00019701
2014-02-11,2014-02-11T00:00:00Z,0.00019528
2014-02-12,2014-02-12T00:00:00Z,0.00025888
2014-02-13,2014-02-13T00:00:00Z,0.0002092
2014-02-14,2014-02-14T00:00:00Z,0.00022889
2014-02-15,2014-02-15T00:00:00Z,0.00020347
2014-02-16,2014-02-16T00:00:00Z,0.00019749
2014-02-17,2014-02-17T00:00:00Z,0.00038818
2014-02-18,2014-02-18T00:00:00Z,0.0002046
2014-02-19,2014-02-19T00:00:00Z,0.00020673
2014-02-20,2014-02-20T00:00:00Z,0.00020878
2014-02-21,2014-02-21T00:00:00Z,0.00020058
2014-02-22,2014-02-22T00:00:00Z,0.00021056
2014-02-23,2014-02-23T00:00:00Z,0.00020108
2014-02-24,2014-02-24T00:00:00Z,0.00020678
2014-02-25,2014-02-25T00:00:00Z,0.00022157
2014-02-26,2014-02-26T00:00:00Z,0.00020363
2014-02-27,2014-02-27T00:00:00Z,0.00020396
2014-02-28,2014-02-28T00:00:00Z,0.00023403
2014-03-01,2014-03-01T00:00:00Z,0.00019912
2014-03-02,2014-03-02T00:00:00Z,0.00019168
2014-03-03,2014-03-03T00:00:00Z,0.00021248
2014-03-04,2014-03-04T00:00:00Z,0.00020585
2014-03-05,2014-03-05T00:00:00Z,0.00019826
2014-03-06,2014-03-06T00:00:00Z,0.00020831
2014-03-07,2014-03-07T00:00:00Z,0.00019204
2014-03-08,2014-03-08T00:00:00Z,0.00018044
2014-03-09,2014-03-09T00:00:00Z,0.00019812
2014-03-10,2014-03-10T00:00:00Z,0.00022997
2014-03-11,2014-03-11T00:00:00Z,0.00020113
2014-03-12,2014-03-12T00:00:00Z,0.00021688
2014-03-13,2014-03-13T00:00:00Z,0.00020168
2014-03-14,2014-03-14T00:00:00Z,0.00019374
2014-03-15,2014-03-15T00:00:00Z,0.00018146
2014-03-16,2014-03-16T00:00:00Z,0.00020931
2014-03-17,2014-03-17T00:00:00Z,0.0001975
2014-03-18,2014-03-18T00:00:00Z,0.00018041
2014-03-19,2014-03-19T00:00:00Z,0.00018306
2014-03-20,2014-03-20T00:00:00Z,0.00019392
2014-03-21,2014-03-21T00:00:00Z,0.00020132
2014-03-22,2014-03-22T00:00:00Z,0.00026434
2014-03-23,2014-03-23T00:00:00Z,0.00019331
2014-03-24,2014-03-24T00:00:00Z,0.0001836
2014-03-25,2014-03-25T00:00:00Z,0.00020291
2014-03-26,2014-03-26T00:00:00Z,0.00022226
2014-03-27,2014-03-27T00:00:00Z,0.00019234
2014-03-28,2014-03-28T00:00:00Z,0.00018421
2014-03-29,2014-03-29T00:00:00Z,0.00018441
2014-03-30,2014-03-30T00:00:00Z,0.00019192
2014-03-31,2014-03-31T00:00:00Z,0.00019485
2014-04-01,2014-04-01T00:00:00Z,0.00019254
2014-04-02,2014-04-02T00:00:00Z,0.00019852
2014-04-03,2014-04-03T00:00:00Z,0.00020129
2014-04-04,2014-04-04T00:00:00Z,0.00020646
2014-04-05,2014-04-05T00:00:00Z,0.00020075
2014-04-06,2014-04-06T00:00:00Z,0.00020756
2014-04-07,2014-04-07T00:00:00Z,0.00021619
2014-04-08,2014-04-08T00:00:00Z,0.00021805
2014-04-09,2014-04-09T00:00:00Z,0.00031172
2014-04-10,2014-04-10T00:00:00Z,0.00021187
2014-04-11,2014-04-11T00:00:00Z,0.00021267
2014-04-12,2014-04-12T00:00:00Z,0.00019065
2014-04-13,2014-04-13T00:00:00Z,0.00020203
2014-04-14,2014-04-14T00:00:00Z,0.00021903
2014-04-15,2014-04-15T00:00:00Z,0.00022718
2014-04-16,2014-04-16T00:00:00Z,0.00020858
2014-04-17,2014-04-17T00:00:00Z,0.00023063
2014-04-18,2014-04-18T00:00:00Z,0.00021395
2014-04-19,2014-04-19T00:00:00Z,0.0002364
2014-04-20,2014-04-20T00:00:00Z,0.00022239
2014-04-21,2014-04-21T00:00:00Z,0.00021534
2014-04-22,2014-04-22T00:00:00Z,0.00019636
2014-04-23,2014-04-23T00:00:00Z,0.00019735
2014-04-24,2014-04-24T00:00:00Z,0.00020605
2014-04-25,2014-04-25T00:00:00Z,0.00018828
2014-04-26,2014-04-26T00:00:00Z,0.00017571
2014-04-27,2014-04-27T00:00:00Z,0.00022399
2014-04-28,2014-04-28T00:00:00Z,0.00019862
2014-04-29,2014-04-29T00:00:00Z,0.00019444
2014-04-30,2014-04-30T00:00:00Z,0.00020399
2014-05-01,2014-05-01T00:00:00Z,0.00018235
2014-05-02,2014-05-02T00:00:00Z,0.00019855
2014-05-03,2014-05-03T00:00:00Z,0.00019049
2014-05-04,2014-05-04T00:00:00Z,0.00019151
2014-05-05,2014-05-05T00:00:00Z,0.00020008
2014-05-06,2014-05-06T00:00:00Z,0.00019477
2014-05-07,2014-05-07T00:00:00Z,0.00019438
2014-05-08,2014-05-08T00:00:00Z,0.00019753
2014-05-09,2014-05-09T00:00:00Z,0.00023553
2014-05-10,2014-05-10T00:00:00Z,0.00017954
2014-05-11,2014-05-11T00:00:00Z,0.00018498
2014-05-12,2014-05-12T00:00:00Z,0.00018762
2014-05-13,2014-05-13T00:00:00Z,0.0001788
2014-05-14,2014-05-14T00:00:00Z,0.00017342
2014-05-15,2014-05-15T00:00:00Z,0.00017132
2014-05-16,2014-05-16T00:00:00Z,0.00017832
2014-05-17,2014-05-17T00:00:00Z,0.00017455
2014-05-18,2014-05-18T00:00:00Z,0.0001752
2014-05-19,2014-05-19T00:00:00Z,0.00017841
2014-05-20,2014-05-20T00:00:00Z,0.00018762
2014-05-21,2014-05-21T00:00:00Z,0.00018617
2014-05-22,2014-05-22T00:00:00Z,0.00017439
2014-05-23,2014-05-23T00:00:00Z,0.00017522
2014-05-24,2014-05-24T00:00:00Z,0.00021312
2014-05-25,2014-05-25T00:00:00Z,0.00017672
2014-05-26,2014-05-26T00:00:00Z,0.00018815
2014-05-27,2014-05-27T00:00:00Z,0.00017754
2014-05-28,2014-05-28T00:00:00Z,0.00019343
2014-05-29,2014-05-29T00:00:00Z,0.00018324
2014-05-30,2014-05-30T00:00:00Z,0.00017854
2014-05-31,2014-05-31T00:00:00Z,0.00018544
2014-06-01,2014-06-01T00:00:00Z,0.00019529
2014-06-02,2014-06-02T00:00:00Z,0.0001822
2014-06-03,2014-06-03T00:00:00Z,0.00019334
2014-06-04,2014-06-04T00:00:00Z,0.00018507
2014-06-05,2014-06-05T00:00:00Z,0.0001849
2014-06-06,2014-06-06T00:00:00Z,0.00017364
2014-06-07,2014-06-07T00:00:00Z,0.00017201
2014-06-08,2014-06-08T00:00:00Z,0.00018364
2014-06-09,2014-06-09T00:00:00Z,0.00018579
2014-06-10,2014-06-10T00:00:00Z,0.00018442
2014-06-11,2014-06-11T00:00:00Z,0.00017985
2014-06-12,2014-06-12T00:00:00Z,0.00020035
2014-06-13,2014-06-13T00:00:00Z,0.00017883
2014-06-14,2014-06-14T00:00:00Z,0.00017016
2014-06-15,2014-06-15T00:00:00Z,0.00017754
2014-06-16,2014-06-16T00:00:00Z,0.00017612
2014-06-17,2014-06-17T00:00:00Z,0.00017205
2014-06-18,2014-06-18T00:00:00Z,0.00020259
2014-06-19,2014-06-19T00:00:00Z,0.00018816
2014-06-20,2014-06-20T00:00:00Z,0.00018736
2014-06-21,2014-06-21T00:00:00Z,0.00018023
2014-06-22,2014-06-22T00:00:00Z,0.00018072
2014-06-23,2014-06-23T00:00:00Z,0.00018813
2014-06-24,2014-06-24T00:00:00Z,0.00017099
2014-06-25,2014-06-25T00:00:00Z,0.0001925
2014-06-26,2014-06-26T00:00:00Z,0.00016543
2014-06-27,2014-06-27T00:00:00Z,0.0001705
2014-06-28,2014-06-28T00:00:00Z,0.00017089
2014-06-29,2014-06-29T00:00:00Z,0.00017812
2014-06-30,2014-06-30T00:00:00Z,0.00016961
2014-07-01,2014-07-01T00:00:00Z,0.00018923
2014-07-02,2014-07-02T00:00:00Z,0.00019144
2014-07-03,2014-07-03T00:00:00Z,0.00017502
2014-07-04,2014-07-04T00:00:00Z,0.00017048
2014-07-05,2014-07-05T00:00:00Z,0.00016655
2014-07-06,2014-07-06T00:00:00Z,0.00017748
2014-07-07,2014-07-07T00:00:00Z,0.00017384
2014-07-08,2014-07-08T00:00:00Z,0.00017547
2014-07-09,2014-07-09T00:00:00Z,0.00017101
2014-07-10,2014-07-10T00:00:00Z,0.00017354
2014-07-11,2014-07-11T00:00:00Z,0.0001845
2014-07-12,2014-07-12T00:00:00Z,0.00016346
2014-07-13,2014-07-13T00:00:00Z,0.00018033
2014-07-14,2014-07-14T00:00:00Z,0.00018778
2014-07-15,2014-07-15T00:00:00Z,0.00017347
2014-07-16,2014-07-16T00:00:00Z,0.00019279
2014-07-17,2014-07-17T00:00:00Z,0.00017807
2014-07-18,2014-07-18T00:00:00Z,0.00018702
2014-07-19,2014-07-19T00:00:00Z,0.00017438
2014-07-20,2014-07-20T00:00:00Z,0.00017328
2014-07-21,2014-07-21T00:00:00Z,0.00016538
2014-07-22,2014-07-22T00:00:00Z,0.00017557
2014-07-23,2014-07-23T00:00:00Z,0.00016496
2014-07-24,2014-07-24T00:00:00Z,0.00016176
2014-07-25,2014-07-25T00:00:00Z,0.00016782
2014-07-26,2014-07-26T00:00:00Z,0.00015551
2014-07-27,2014-07-27T00:00:00Z,0.00017187
2014-07-28,2014-07-28T00:00:00Z,0.00016024
2014-07-29,2014-07-29T00:00:00Z,0.00016915
2014-07-30,2014-07-30T00:00:00Z,0.00016721
2014-07-31,2014-07-31T00:00:00Z,0.00016174
2014-08-01,2014-08-01T00:00:00Z,0.00015761
2014-08-02,2014-08-02T00:00:00Z,0.00015442
2014-08-03,2014-08-03T00:00:00Z,0.00015991
2014-08-04,2014-08-04T00:00:00Z,0.00016387
2014-08-05,2014-08-05T00:00:00Z,0.00016651
2014-08-06,2014-08-06T00:00:00Z,0.00016404
2014-08-07,2014-08-07T00:00:00Z,0.00015737
2014-08-08,2014-08-08T00:00:00Z,0.00016389
2014-08-09,2014-08-09T00:00:00Z,0.00015405
2014-08-10,2014-08-10T00:00:00Z,0.00017028
2014-08-11,2014-08-11T00:00:00Z,0.00016254
2014-08-12,2014-08-12T00:00:00Z,0.00016306
2014-08-13,2014-08-13T00:00:00Z,0.0001643
2014-08-14,2014-08-14T00:00:00Z,0.00015458
2014-08-15,2014-08-15T00:00:00Z,0.00016485
2014-08-16,2014-08-16T00:00:00Z,0.00019246
2014-08-17,2014-08-17T00:00:00Z,0.00062149
2014-08-18,2014-08-18T00:00:00Z,0.00016203
2014-08-19,2014-08-19T00:00:00Z,0.00017171
2014-08-20,2014-08-20T00:00:00Z,0.00016242
2014-08-21,2014-08-21T00:00:00Z,0.00015659
2014-08-22,2014-08-22T00:00:00Z,0.0001609
2014-08-23,2014-08-23T00:00:00Z,0.00015015
2014-08-24,2014-08-24T00:00:00Z,0.00015994
2014-08-25,2014-08-25T00:00:00Z,0.00023587
2014-08-26,2014-08-26T00:00:00Z,0.0001595
2014-08-27,2014-08-27T00:00:00Z,0.0001551
2014-08-28,2014-08-28T00:00:00Z,0.00015188
2014-08-29,2014-08-29T00:00:00Z,0.00015235
2014-08-30,2014-08-30T00:00:00Z,0.00014968
2014-08-31,2014-08-31T00:00:00Z,0.0001545
2014-09-01,2014-09-01T00:00:00Z,0.00015535
2014-09-02,2014-09-02T00:00:00Z,0.0001616
2014-09-03,2014-09-03T00:00:00Z,0.00015519
2014-09-04,2014-09-04T00:00:00Z,0.00015849
2014-09-05,2014-09-05T00:00:00Z,0.00016262
2014-09-06,2014-09-06T00:00:00Z,0.00015215
2014-09-07,2014-09-07T00:00:00Z,0.00032876
2014-09-08,2014-09-08T00:00:00Z,0.00016138
2014-09-09,2014-09-09T00:00:00Z,0.00017283
2014-09-10,2014-09-10T00:00:00Z,0.00017609
2014-09-11,2014-09-11T00:00:00Z,0.00015413
2014-09-12,2014-09-12T00:00:00Z,0.00015689
2014-09-13,2014-09-13T00:00:00Z,0.00015631
2014-09-14,2014-09-14T00:00:00Z,0.00016644
2014-09-15,2014-09-15T00:00:00Z,0.00015577
2014-09-16,2014-09-16T00:00:00Z,0.00016484
2014-09-17,2014-09-17T00:00:00Z,0.00015315
2014-09-18,2014-09-18T00:00:00Z,0.00015996
2014-09-19,2014-09-19T00:00:00Z,0.00015319
2014-09-20,2014-09-20T00:00:00Z,0.00016217
2014-09-21,2014-09-21T00:00:00Z,0.00015657
2014-09-22,2014-09-22T00:00:00Z,0.00016021
2014-09-23,2014-09-23T00:00:00Z,0.00016522
2014-09-24,2014-09-24T00:00:00Z,0.00016516
2014-09-25,2014-09-25T00:00:00Z,0.00016861
2014-09-26,2014-09-26T00:00:00Z,0.00066074
2014-09-27,2014-09-27T00:00:00Z,0.00016619
2014-09-28,2014-09-28T00:00:00Z,0.00017283
2014-09-29,2014-09-29T00:00:00Z,0.00015672
2014-09-30,2014-09-30T00:00:00Z,0.00015576
2014-10-01,2014-10-01T00:00:00Z,0.00016424
2014-10-02,2014-10-02T00:00:00Z,0.00015635
2014-10-03,2014-10-03T00:00:00Z,0.00016112
2014-10-04,2014-10-04T00:00:00Z,0.0001891
2014-10-05,2014-10-05T00:00:00Z,0.0001771
2014-10-06,2014-10-06T00:00:00Z,0.00016192
2014-10-07,2014-10-07T00:00:00Z,0.00016926
2014-10-08,2014-10-08T00:00:00Z,0.00015939
2014-10-09,2014-10-09T00:00:00Z,0.00016825
2014-10-10,2014-10-10T00:00:00Z,0.00016075
2014-10-11,2014-10-11T00:00:00Z,0.00016002
2014-10-12,2014-10-12T00:00:00Z,0.00017386
2014-10-13,2014-10-13T00:00:00Z,0.00016846
2014-10-14,2014-10-14T00:00:00Z,0.0001633
2014-10-15,2014-10-15T00:00:00Z,0.00016491
2014-10-16,2014-10-16T00:00:00Z,0.00016086
2014-10-17,2014-10-17T00:00:00Z,0.00016556
2014-10-18,2014-10-18T00:00:00Z,0.00015609
2014-10-19,2014-10-19T00:00:00Z,0.00016718
2014-10-20,2014-10-20T00:00:00Z,0.00015692
2014-10-21,2014-10-21T00:00:00Z,0.0001597
2014-10-22,2014-10-22T00:00:00Z,0.00015874
2014-10-23,2014-10-23T00:00:00Z,0.00015896
2014-10-24,2014-10-24T00:00:00Z,0.00015885
2014-10-25,2014-10-25T00:00:00Z,0.00015353
2014-10-26,2014-10-26T00:00:00Z,0.00015886
2014-10-27,2014-10-27T00:00:00Z,0.00016137
2014-10-28,2014-10-28T00:00:00Z,0.0001522
2014-10-29,2014-10-29T00:00:00Z,0.00015265
2014-10-30,2014-10-30T00:00:00Z,0.00014993
2014-10-31,2014-10-31T00:00:00Z,0.00015063
2014-11-01,2014-11-01T00:00:00Z,0.00018114
2014-11-02,2014-11-02T00:00:00Z,0.0001642
2014-11-03,2014-11-03T00:00:00Z,0.00018391
2014-11-04,2014-11-04T00:00:00Z,0.00015461
2014-11-05,2014-11-05T00:00:00Z,0.00015
2014-11-06,2014-11-06T00:00:00Z,0.00015317
2014-11-07,2014-11-07T00:00:00Z,0.00016012
2014-11-08,2014-11-08T00:00:00Z,0.00014862
2014-11-09,2014-11-09T00:00:00Z,0.00020879
2014-11-10,2014-11-10T00:00:00Z,0.00015109
2014-11-11,2014-11-11T00:00:00Z,0.00015644
2014-11-12,2014-11-12T00:00:00Z,0.00015846
2014-11-13,2014-11-13T00:00:00Z,0.00015506
2014-11-14,2014-11-14T00:00:00Z,0.00015264
2014-11-15,2014-11-15T00:00:00Z,0.00015323
2014-11-16,2014-11-16T00:00:00Z,0.00015311
2014-11-17,2014-11-17T00:00:00Z,0.00017119
2014-11-18,2014-11-18T00:00:00Z,0.00014956
2014-11-19,2014-11-19T00:00:00Z,0.00015459
2014-11-20,2014-11-20T00:00:00Z,0.00014877
2014-11-21,2014-11-21T00:00:00Z,0.00015518
